Time,ikea
2024-09-23,49.34559637555525
2024-09-24,55.86293929308142
2024-09-25,39.104057505156995
2024-09-26,39.104057505156995
2024-09-27,40.03510649337502
2024-09-28,55.86293929308142
2024-09-29,60.518184234171535
2024-09-30,43.75930244624711
2024-10-01,40.96615548159304
2024-10-02,38.17300851693897
2024-10-03,39.104057505156995
2024-10-04,41.897204469811065
2024-10-05,56.79398828129944
2024-10-06,56.79398828129944
2024-10-07,40.96615548159304
2024-10-08,36.310910540502924
2024-10-09,36.310910540502924
2024-10-10,34.44881256406688
2024-10-11,40.96615548159304
2024-10-12,54.00084131664537
2024-10-13,62.38028221060758
2024-10-14,49.34559637555525
2024-10-15,43.75930244624711
2024-10-16,38.17300851693897
2024-10-17,37.24195952872095
2024-10-18,40.03510649337502
2024-10-19,55.86293929308142
2024-10-20,59.58713524595351
2024-10-21,41.897204469811065
2024-10-22,37.24195952872095
2024-10-23,37.24195952872095
2024-10-24,50.27664536377328
2024-10-25,36.310910540502924
2024-10-26,52.138743340209324
2024-10-27,60.518184234171535
2024-10-28,44.690351434465136
2024-10-29,36.310910540502924
2024-10-30,34.44881256406688
2024-10-31,28.862518634758732
2024-11-01,38.17300851693897
2024-11-02,56.79398828129944
2024-11-03,64.24238018704364
2024-11-04,47.483498399119206
2024-11-05,37.24195952872095
2024-11-06,25.13832268188664
2024-11-07,38.17300851693897
2024-11-08,42.82825345802909
2024-11-09,67.96657613991573
2024-11-10,72.62182108100585
2024-11-11,57.725037269517465
2024-11-12,44.690351434465136
2024-11-13,43.75930244624711
2024-11-14,44.690351434465136
2024-11-15,46.55244941090118
2024-11-16,60.518184234171535
2024-11-17,73.55287006922387
2024-11-18,50.27664536377328
2024-11-19,43.75930244624711
2024-11-20,43.75930244624711
2024-11-21,46.55244941090118
2024-11-22,46.55244941090118
2024-11-23,73.55287006922387
2024-11-24,80.07021298675004
2024-11-25,56.79398828129944
2024-11-26,48.41454738733723
2024-11-27,50.27664536377328
2024-11-28,50.27664536377328
2024-11-29,73.55287006922387
2024-11-30,71.69077209278782
2024-12-01,72.62182108100585
2024-12-02,52.138743340209324
2024-12-03,44.690351434465136
2024-12-04,40.96615548159304
2024-12-05,38.17300851693897
2024-12-06,40.96615548159304
2024-12-07,55.86293929308142
2024-12-08,60.518184234171535
2024-12-09,44.690351434465136
2024-12-10,41.897204469811065
2024-12-11,45.62140042268316
2024-12-12,40.03510649337502
2024-12-13,41.897204469811065
2024-12-14,54.00084131664537
2024-12-15,57.725037269517465
2024-12-16,48.41454738733723
2024-12-17,40.03510649337502
2024-12-18,38.17300851693897
2024-12-19,38.17300851693897
2024-12-20,37.24195952872095
2024-12-21,52.138743340209324
2024-12-22,59.58713524595351
2024-12-23,54.00084131664537
2024-12-24,55.86293929308142
2024-12-25,40.96615548159304
2024-12-26,66.10447816347968
2024-12-27,74.4839190574419
2024-12-28,78.20811501031399
2024-12-29,83.79440893962213
2024-12-30,67.96657613991573
2024-12-31,65.17342917526166
2025-01-01,71.69077209278782
2025-01-02,67.0355271516977
2025-01-03,65.17342917526166
2025-01-04,79.13916399853201
2025-01-05,88.44965388071225
2025-01-06,54.931890304863394
2025-01-07,49.34559637555525
2025-01-08,45.62140042268316
2025-01-09,43.75930244624711
2025-01-10,48.41454738733723
2025-01-11,69.82867411635178
2025-01-12,78.20811501031399
2025-01-13,53.06979232842735
2025-01-14,47.483498399119206
2025-01-15,42.82825345802909
2025-01-16,45.62140042268316
2025-01-17,49.34559637555525
2025-01-18,69.82867411635178
2025-01-19,73.55287006922387
2025-01-20,70.7597231045698
2025-01-21,47.483498399119206
2025-01-22,42.82825345802909
2025-01-23,45.62140042268316
2025-01-24,61.44923322238956
2025-01-25,68.89762512813375
2025-01-26,69.82867411635178
2025-01-27,48.41454738733723
2025-01-28,45.62140042268316
2025-01-29,39.104057505156995
2025-01-30,37.24195952872095
2025-01-31,42.82825345802909
2025-02-01,64.24238018704364
2025-02-02,74.4839190574419
2025-02-03,43.75930244624711
2025-02-04,40.96615548159304
2025-02-05,40.03510649337502
2025-02-06,38.17300851693897
2025-02-07,40.96615548159304
2025-02-08,59.58713524595351
2025-02-09,60.518184234171535
2025-02-10,39.104057505156995
2025-02-11,39.104057505156995
2025-02-12,39.104057505156995
2025-02-13,36.310910540502924
2025-02-14,34.44881256406688
2025-02-15,61.44923322238956
2025-02-16,69.82867411635178
2025-02-17,60.518184234171535
2025-02-18,49.34559637555525
2025-02-19,41.897204469811065
2025-02-20,40.96615548159304
2025-02-21,42.82825345802909
2025-02-22,71.69077209278782
2025-02-23,82.8633599514041
2025-02-24,48.41454738733723
2025-02-25,41.897204469811065
2025-02-26,40.03510649337502
2025-02-27,37.24195952872095
2025-02-28,40.03510649337502
2025-03-01,58.65608625773549
2025-03-02,70.7597231045698
2025-03-03,47.483498399119206
2025-03-04,42.82825345802909
2025-03-05,37.24195952872095
2025-03-06,48.41454738733723
2025-03-07,40.96615548159304
2025-03-08,59.58713524595351
2025-03-09,67.0355271516977
2025-03-10,46.55244941090118
2025-03-11,41.897204469811065
2025-03-12,39.104057505156995
2025-03-13,38.17300851693897
2025-03-14,40.03510649337502
2025-03-15,57.725037269517465
2025-03-16,67.96657613991573
2025-03-17,46.55244941090118
2025-03-18,42.82825345802909
2025-03-19,40.96615548159304
2025-03-20,39.104057505156995
2025-03-21,41.897204469811065
2025-03-22,59.58713524595351
2025-03-23,71.69077209278782
2025-03-24,62.38028221060758
2025-03-25,42.82825345802909
2025-03-26,38.17300851693897
2025-03-27,38.17300851693897
2025-03-28,40.03510649337502
2025-03-29,57.725037269517465
2025-03-30,65.17342917526166
2025-03-31,50.27664536377328
2025-04-01,44.690351434465136
2025-04-02,40.03510649337502
2025-04-03,38.17300851693897
2025-04-04,40.96615548159304
2025-04-05,59.58713524595351
2025-04-06,64.24238018704364
2025-04-07,43.75930244624711
2025-04-08,39.104057505156995
2025-04-09,38.17300851693897
2025-04-10,38.17300851693897
2025-04-11,41.897204469811065
2025-04-12,57.725037269517465
2025-04-13,62.38028221060758
2025-04-14,45.62140042268316
2025-04-15,40.47283848037304
2025-04-16,40.02815836659727
2025-04-17,40.02815836659727
2025-04-18,45.48938601390597
2025-04-19,53.660383104535796
2025-04-20,59.587135245953505
2025-04-21,44.11365691191217
2025-04-22,44.11365691191217
2025-04-23,46.39959062179076
2025-04-24,49.13020444544511
2025-04-25,39.11795375871249
2025-04-26,56.85652142229915
2025-04-27,65.49304300703798
2025-04-28,45.48938601390597
2025-04-29,40.938362974482054
2025-04-30,38.207749150827695
2025-05-01,39.562633872488256
2025-05-02,42.75877219025162
2025-05-03,59.587135245953505
2025-05-04,66.40324761492278
2025-05-05,48.6646799513361
2025-05-06,44.57918140602119
2025-05-07,41.38304308825782
2025-05-08,42.75877219025162
2025-05-09,42.75877219025162
2025-05-10,58.676930638068725
2025-05-11,61.85222457549885
2025-05-12,48.21999983756032
2025-05-13,41.84856758236684
2025-05-14,40.938362974482054
2025-05-15,39.131850012267975
2025-05-16,43.5786511500257
2025-05-17,59.587135245953505
2025-05-18,65.81265683881432
2025-05-19,47.13609206023188
2025-05-20,42.68929092247416
2025-05-21,43.5786511500257
2025-05-22,47.13609206023188
2025-05-23,56.91905456329887
2025-05-24,64.92329661126277
2025-05-25,70.25945797657205
2025-05-26,73.81689888677822
2025-05-27,48.914812515334965
2025-05-28,44.46801137757724
2025-05-29,42.68929092247416
2025-05-30,45.35737160512879
2025-05-31,63.14457615615969
2025-06-01,67.5913772939174
2025-06-02,50.693532970438056
2025-06-03,47.13609206023188
2025-06-04,47.13609206023188
2025-06-05,43.5786511500257
2025-06-06,46.24673183268033
2025-06-07,59.587135245953505
2025-06-08,65.81265683881432
2025-06-09,50.693532970438056
2025-06-10,46.24673183268033
2025-06-11,45.35737160512879
2025-06-12,49.804172742886514
2025-06-13,48.02545228778342
2025-06-14,58.69777501840196
2025-06-15,62.25521592860814
2025-06-16,52.47225342554115
2025-06-17,48.914812515334965
2025-06-18,47.13609206023188
2025-06-19,52.47225342554115
2025-06-20,56.02969433574733
2025-06-21,70.25945797657205
2025-06-22,77.3743397969844
2025-06-23,51.582893197989605
2025-06-24,51.582893197989605
2025-06-25,45.35737160512879
2025-06-26,46.24673183268033
2025-06-27,51.582893197989605
2025-06-28,64.03393638371124
2025-06-29,71.14881820412359
2025-06-30,54.25097388064424
2025-07-01,53.36161365309269
2025-07-02,51.582893197989605
2025-07-03,49.804172742886514
2025-07-04,60.476495473505054
2025-07-05,66.70201706636587
2025-07-06,78.26370002453595
2025-07-07,56.02969433574733
2025-07-08,54.25097388064424
2025-07-09,54.25097388064424
2025-07-10,51.582893197989605
2025-07-11,55.14033410819578
2025-07-12,69.3700977490205
2025-07-13,73.81689888677822
2025-07-14,56.02969433574733
2025-07-15,54.25097388064424
2025-07-16,51.582893197989605
2025-07-17,56.02969433574733
2025-07-18,56.02969433574733
2025-07-19,79.1530602520875
2025-07-20,88.93602275515448
2025-07-21,64.92329661126277
2025-07-22,58.69777501840196
2025-07-23,56.02969433574733
2025-07-24,53.36161365309269
2025-07-25,60.476495473505054
2025-07-26,73.81689888677822
2025-07-27,81.82114093474213
2025-07-28,65.81265683881432
2025-07-29,63.14457615615969
2025-07-30,68.48073752146895
2025-07-31,64.92329661126277
2025-08-01,63.14457615615969
2025-08-02,74.70625911432977
2025-08-03,82.71050116229367
2025-08-04,60.476495473505054
2025-08-05,59.587135245953505
2025-08-06,56.91905456329887
2025-08-07,57.808414790850414
2025-08-08,56.91905456329887
2025-08-09,77.3743397969844
2025-08-10,83.59986138984522
2025-08-11,62.25521592860814
2025-08-12,55.14033410819578
2025-08-13,51.582893197989605
2025-08-14,54.25097388064424
2025-08-15,56.91905456329887
2025-08-16,77.3743397969844
2025-08-17,82.71050116229367
2025-08-18,59.587135245953505
2025-08-19,53.36161365309269
2025-08-20,53.36161365309269
2025-08-21,51.582893197989605
2025-08-22,53.36161365309269
2025-08-23,72.03817843167514
2025-08-24,75.59561934188132
2025-08-25,55.14033410819578
2025-08-26,50.693532970438056
2025-08-27,45.35737160512879
2025-08-28,44.46801137757724
2025-08-29,49.804172742886514
2025-08-30,65.81265683881432
2025-08-31,76.48497956943285
2025-09-01,79.1530602520875
2025-09-02,50.693532970438056
2025-09-03,47.13609206023188
2025-09-04,39.131850012267975
2025-09-05,43.5786511500257
2025-09-06,59.587135245953505
2025-09-07,64.03393638371124
2025-09-08,46.24673183268033
2025-09-09,41.79993069492261
2025-09-10,36.46376932961334
2025-09-11,34.68504887451025
2025-09-12,39.131850012267975
2025-09-13,59.587135245953505
2025-09-14,63.14457615615969
2025-09-15,45.35737160512879
2025-09-16,40.910570467371066
2025-09-17,38.242489784716426
2025-09-18,39.131850012267975
2025-09-19,37.353129557164884
2025-09-20,56.91905456329887
2025-09-21,61.365855701056596
2025-09-22,43.5786511500257
2025-09-23,41.79993069492261
2025-09-24,36.46376932961334
2025-09-25,34.68504887451025
2025-09-26,43.5786511500257
2025-09-27,57.808414790850414
2025-09-28,58.69777501840196
2025-09-29,44.46801137757724
2025-09-30,41.79993069492261
2025-10-01,40.02121023981952
2025-10-02,40.02121023981952
2025-10-03,39.131850012267975
2025-10-04,54.25097388064424
2025-10-05,62.25521592860814
2025-10-06,42.68929092247416
2025-10-07,36.46376932961334
2025-10-08,36.46376932961334
2025-10-09,34.68504887451025
2025-10-10,34.68504887451025
2025-10-11,53.36161365309269
2025-10-12,55.14033410819578
2025-10-13,48.914812515334965
2025-10-14,37.353129557164884
2025-10-15,39.131850012267975
2025-10-16,36.46376932961334
2025-10-17,38.242489784716426
2025-10-18,52.47225342554115
2025-10-19,56.02969433574733
2025-10-20,43.5786511500257
2025-10-21,37.353129557164884
2025-10-22,35.57440910206179
2025-10-23,34.68504887451025
2025-10-24,34.68504887451025
2025-10-25,52.47225342554115
2025-10-26,58.69777501840196
2025-10-27,43.5786511500257
2025-10-28,35.57440910206179
2025-10-29,35.57440910206179
2025-10-30,35.57440910206179
2025-10-31,34.68504887451025
2025-11-01,56.91905456329887
2025-11-02,65.81265683881432
2025-11-03,49.804172742886514
2025-11-04,43.5786511500257
2025-11-05,41.79993069492261
2025-11-06,43.5786511500257
2025-11-07,44.46801137757724
2025-11-08,66.70201706636587
2025-11-09,69.3700977490205
2025-11-10,54.25097388064424
2025-11-11,53.36161365309269
2025-11-12,47.13609206023188
2025-11-13,45.35737160512879
2025-11-14,45.35737160512879
2025-11-15,63.14457615615969
2025-11-16,74.70625911432977
2025-11-17,52.47225342554115
2025-11-18,48.914812515334965
2025-11-19,45.35737160512879
2025-11-20,42.68929092247416
2025-11-21,45.35737160512879
2025-11-22,65.81265683881432
2025-11-23,69.3700977490205
2025-11-24,55.14033410819578
2025-11-25,48.02545228778342
2025-11-26,45.35737160512879
2025-11-27,45.35737160512879
2025-11-28,67.5913772939174
2025-11-29,69.3700977490205
2025-11-30,67.5913772939174
2025-12-01,52.47225342554115
2025-12-02,44.46801137757724
2025-12-03,39.131850012267975
2025-12-04,39.131850012267975
2025-12-05,38.242489784716426
2025-12-06,56.91905456329887
2025-12-07,63.14457615615969
2025-12-08,46.24673183268033
2025-12-09,40.02121023981952
2025-12-10,37.353129557164884
2025-12-11,33.642350676691194
2025-12-12,38.88650925983997
2025-12-13,53.08560530661118
2025-12-14,56.79638418708487
2025-12-15,44.77468731811226
2025-12-16,36.26442996826558
2025-12-17,36.90844944338912
2025-12-18,36.90844944338912
2025-12-19,37.353129557164884
2025-12-20,48.930146312361714
2025-12-21,54.17430489551049
2025-12-22,44.77468731811226
2025-12-23,42.15260802653788
2025-12-24,37.353129557164884
2025-12-25,38.441829146064194
2025-12-26,65.30664153693155
2025-12-27,75.15093922810554
2025-12-28,78.41703799480345
2025-12-29,68.3734009422817
2025-12-30,63.12924235913294
2025-12-31,59.41846347865925
2026-01-01,69.46210053118101
2026-01-02,68.3734009422817
2026-01-03,83.66119657795223
2026-01-04,81.03911728637783
2026-01-05,54.17430489551049
2026-01-06,47.396766609686644
2026-01-07,45.21936743188803
2026-01-08,43.685987729212954
2026-01-09,46.75274713456311
2026-01-10,66.97802541284739
2026-01-11,74.70625911432977
2026-01-12,51.521558009882604
2026-01-13,46.36940220889434
2026-01-14,41.21724640790608
2026-01-15,38.641168507411955
2026-01-16,43.79332430840021
2026-01-17,64.40194751235325
2026-01-18,72.13018121383564
2026-01-19,65.68998646260032
2026-01-20,45.08136325864728
2026-01-21,39.92920745765902
2026-01-22,41.21724640790608
2026-01-23,38.641168507411955
2026-01-24,55.385674860623794
2026-01-25,57.96175276111793
2026-01-26,46.36940220889434
2026-01-27,45.08136325864728
2026-01-28,39.92920745765902
2026-01-29,41.21724640790608
2026-01-30,37.353129557164884
2026-01-31,57.96175276111793
2026-02-01,66.97802541284739
2026-02-02,45.08136325864728
2026-02-03,38.641168507411955
2026-02-04,37.353129557164884
2026-02-05,39.92920745765902
2026-02-06,39.92920745765902
2026-02-07,55.385674860623794
2026-02-08,57.96175276111793
2026-02-09,37.353129557164884
2026-02-10,39.92920745765902
2026-02-11,42.505285358153145
2026-02-12,33.48901270642369
2026-02-13,38.641168507411955
2026-02-14,52.80959696012967
2026-02-15,61.82586961185912
2026-02-16,56.673713810870865
2026-02-17,50.23351905963554
2026-02-18,45.08136325864728
2026-02-19,43.79332430840021
2026-02-20,41.21724640790608
2026-02-21,64.40194751235325
2026-02-22,72.13018121383564
2026-02-23,50.23351905963554
2026-02-24,47.657441159141406
2026-02-25,46.36940220889434
2026-02-26,46.36940220889434
2026-02-27,46.36940220889434
2026-02-28,56.673713810870865
2026-03-01,65.68998646260032
2026-03-02,48.94548010938847
2026-03-03,43.79332430840021
2026-03-04,43.79332430840021
2026-03-05,43.79332430840021
2026-03-06,46.36940220889434
2026-03-07,63.11390856210619
2026-03-08,66.97802541284739
2026-03-09,48.94548010938847
2026-03-10,43.79332430840021
2026-03-11,38.641168507411955
2026-03-12,42.505285358153145
2026-03-13,45.08136325864728
2026-03-14,63.11390856210619
2026-03-15,73.41822016408271
2026-03-16,47.657441159141406
2026-03-17,45.08136325864728
2026-03-18,42.505285358153145
2026-03-19,43.79332430840021
2026-03-20,51.521558009882604
2026-03-21,68.26606436309444
2026-03-22,74.70625911432977
2026-03-23,56.673713810870865
2026-03-24,55.385674860623794
2026-03-25,51.521558009882604
2026-03-26,54.09763591037673
2026-03-27,59.24979171136499
2026-03-28,86.29860966655336
2026-03-29,100.46703811927108
2026-03-30,69.55410331334151
2026-03-31,73.41822016408271
2026-04-01,78.57037596507097
2026-04-02,82.43449281581216
2026-04-03,81.14645386556509
2026-04-04,100.46703811927108
2026-04-05,99.17899916902401
2026-04-06,92.73880441778869
2026-04-07,87.58664861680042
2026-04-08,90.16272651729456
2026-04-09,88.87468756704749
2026-04-10,92.73880441778869
2026-04-11,119.78762237297705
2026-04-12,128.8038950247065
2026-04-13,96.60292126852988
2026-04-14,91.45076546754161
2026-04-15,91.45076546754161
2026-04-16,96.60292126852988
2026-04-17,94.02684336803574
2026-04-18,126.22781712421238
2026-04-19,114.63546657198879
2026-04-20,91.45076546754161
2026-04-21,85.01057071630629
2026-04-22,86.29860966655336
2026-04-23,78.57037596507097
2026-04-24,72.13018121383564
2026-04-25,92.73880441778869
2026-04-26,105.61919392025933
2026-04-27,79.85841491531804
2026-04-28,69.55410331334151
2026-04-29,64.40194751235325
2026-04-30,70.84214226358858
2026-05-01,65.68998646260032
2026-05-02,87.58664861680042
2026-05-03,94.02684336803574
2026-05-04,74.70625911432977
2026-05-05,63.11390856210619
2026-05-06,79.85841491531804
2026-05-07,90.16272651729456
2026-05-08,83.72253176605923
2026-05-09,97.89096021877694
2026-05-10,108.19527182075346
2026-05-11,82.43449281581216
2026-05-12,70.84214226358858
2026-05-13,95.31488231828281
2026-05-14,94.02684336803574
2026-05-15,75.99429806457684
2026-05-16,94.02684336803574
2026-05-17,103.04311601976521
2026-05-18,79.85841491531804
2026-05-19,75.99429806457684
2026-05-20,66.97802541284739
2026-05-21,64.40194751235325
2026-05-22,66.97802541284739
2026-05-23,79.85841491531804
2026-05-24,104.33115497001226
2026-05-25,91.45076546754161
2026-05-26,63.11390856210619
2026-05-27,57.96175276111793
2026-05-28,57.96175276111793
2026-05-29,57.96175276111793
2026-05-30,74.70625911432977
2026-05-31,87.58664861680042
