Time,harrison_ford
2025-01-29,27.598690960934043
2025-01-30,27.598690960934043
2025-01-31,32.19847278775639
2025-02-01,36.798254614578724
2025-02-02,45.997818268223405
2025-02-03,36.798254614578724
2025-02-04,64.39694557551277
2025-02-05,45.997818268223405
2025-02-06,41.39803644140106
2025-02-07,41.39803644140106
2025-02-08,50.59760009504575
2025-02-09,55.197381921868086
2025-02-10,459.97818268223403
2025-02-11,73.59650922915745
2025-02-12,50.59760009504575
2025-02-13,50.59760009504575
2025-02-14,73.59650922915745
2025-02-15,101.1952001900915
2025-02-16,96.59541836326915
2025-02-17,68.99672740233511
2025-02-18,50.59760009504575
2025-02-19,41.39803644140106
2025-02-20,45.997818268223405
2025-02-21,55.197381921868086
2025-02-22,64.39694557551277
2025-02-23,87.39585470962447
2025-02-24,114.99454567055851
2025-02-25,68.99672740233511
2025-02-26,45.997818268223405
2025-02-27,45.997818268223405
2025-02-28,41.39803644140106
2025-03-01,55.197381921868086
2025-03-02,124.1941093242032
2025-03-03,82.79607288280212
2025-03-04,41.39803644140106
2025-03-05,36.798254614578724
2025-03-06,36.798254614578724
2025-03-07,32.19847278775639
2025-03-08,36.798254614578724
2025-03-09,50.59760009504575
2025-03-10,32.19847278775639
2025-03-11,32.19847278775639
2025-03-12,32.19847278775639
2025-03-13,32.19847278775639
2025-03-14,27.598690960934043
2025-03-15,45.997818268223405
2025-03-16,59.79716374869042
2025-03-17,45.997818268223405
2025-03-18,32.19847278775639
2025-03-19,32.19847278775639
2025-03-20,27.598690960934043
2025-03-21,32.19847278775639
2025-03-22,41.39803644140106
2025-03-23,50.59760009504575
2025-03-24,32.19847278775639
2025-03-25,27.598690960934043
2025-03-26,22.998909134111702
2025-03-27,27.598690960934043
2025-03-28,32.19847278775639
2025-03-29,41.39803644140106
2025-03-30,55.197381921868086
2025-03-31,45.997818268223405
2025-04-01,45.997818268223405
2025-04-02,36.798254614578724
2025-04-03,36.798254614578724
2025-04-04,41.39803644140106
2025-04-05,59.79716374869042
2025-04-06,78.19629105597978
2025-04-07,55.197381921868086
2025-04-08,36.798254614578724
2025-04-09,36.798254614578724
2025-04-10,36.798254614578724
2025-04-11,36.798254614578724
2025-04-12,50.59760009504575
2025-04-13,41.39803644140106
2025-04-14,45.997818268223405
2025-04-15,28.81182023394213
2025-04-16,32.02155810210937
2025-04-17,28.81182023394213
2025-04-18,32.476481579487405
2025-04-19,40.715651225334014
2025-04-20,50.774514780692755
2025-04-21,32.93140505686544
2025-04-22,19.20788015596142
2025-04-23,21.962694546750626
2025-04-24,23.78238845626276
2025-04-25,23.327464978884727
2025-04-26,27.901973279186066
2025-04-27,45.290159525635346
2025-04-28,32.02155810210937
2025-04-29,27.901973279186066
2025-04-30,28.81182023394213
2025-05-01,27.447049801808028
2025-05-02,32.02155810210937
2025-05-03,41.62549818009008
2025-05-04,60.378454858673464
2025-05-05,37.96083683454481
2025-05-06,27.447049801808028
2025-05-07,27.447049801808028
2025-05-08,26.537202847051965
2025-05-09,26.992126324429996
2025-05-10,36.596066402410706
2025-05-11,41.170574702712045
2025-05-12,23.78238845626276
2025-05-13,23.78238845626276
2025-05-14,22.417618024128657
2025-05-15,22.746173868901682
2025-05-16,27.295408642682016
2025-05-17,34.574184280730556
2025-05-18,35.484031235486626
2025-05-19,28.205255597438086
2025-05-20,25.475714733169884
2025-05-21,25.475714733169884
2025-05-22,30.934796461706288
2025-05-23,29.115102552194152
2025-05-24,33.664337325974486
2025-05-25,40.03326600926696
2025-05-26,36.39387819024269
2025-05-27,27.295408642682016
2025-05-28,30.934796461706288
2025-05-29,43.67265382829123
2025-05-30,38.21357209975483
2025-05-31,67.32867465194897
2025-06-01,90.98469547560673
2025-06-02,55.5006642401201
2025-06-03,43.67265382829123
2025-06-04,37.30372514499876
2025-06-05,38.21357209975483
2025-06-06,40.03326600926696
2025-06-07,45.492347737803364
2025-06-08,47.312041647315496
2025-06-09,32.754490371218424
2025-06-10,30.024949506950218
2025-06-11,28.205255597438086
2025-06-12,30.934796461706288
2025-06-13,32.754490371218424
2025-06-14,37.30372514499876
2025-06-15,51.86127642109583
2025-06-16,31.844643416462354
2025-06-17,26.38556168792595
2025-06-18,26.38556168792595
2025-06-19,29.115102552194152
2025-06-20,32.754490371218424
2025-06-21,58.230205104388304
2025-06-22,54.59081728536403
2025-06-23,31.844643416462354
2025-06-24,30.024949506950218
2025-06-25,28.205255597438086
2025-06-26,22.746173868901682
2025-06-27,26.38556168792595
2025-06-28,35.484031235486626
2025-06-29,34.574184280730556
2025-06-30,28.205255597438086
2025-07-01,26.38556168792595
2025-07-02,30.024949506950218
2025-07-03,34.574184280730556
2025-07-04,42.76280687353516
2025-07-05,42.76280687353516
2025-07-06,45.492347737803364
2025-07-07,34.574184280730556
2025-07-08,30.024949506950218
2025-07-09,33.664337325974486
2025-07-10,39.12341905451089
2025-07-11,41.85295991877909
2025-07-12,44.582500783047294
2025-07-13,57.320358149632234
2025-07-14,40.03326600926696
2025-07-15,41.85295991877909
2025-07-16,48.221888602071566
2025-07-17,39.12341905451089
2025-07-18,40.94311296402303
2025-07-19,68.23852160670505
2025-07-20,48.221888602071566
2025-07-21,32.754490371218424
2025-07-22,23.656020823657748
2025-07-23,29.115102552194152
2025-07-24,33.664337325974486
2025-07-25,33.664337325974486
2025-07-26,30.934796461706288
2025-07-27,37.30372514499876
2025-07-28,24.565867778413814
2025-07-29,22.746173868901682
2025-07-30,30.934796461706288
2025-07-31,38.21357209975483
2025-08-01,33.664337325974486
2025-08-02,30.934796461706288
2025-08-03,35.484031235486626
2025-08-04,24.565867778413814
2025-08-05,22.746173868901682
2025-08-06,22.746173868901682
2025-08-07,22.746173868901682
2025-08-08,22.746173868901682
2025-08-09,30.934796461706288
2025-08-10,33.664337325974486
2025-08-11,22.746173868901682
2025-08-12,20.926479959389546
2025-08-13,19.106786049877414
2025-08-14,26.38556168792595
2025-08-15,19.106786049877414
2025-08-16,29.115102552194152
2025-08-17,34.574184280730556
2025-08-18,23.656020823657748
2025-08-19,20.01663300463348
2025-08-20,20.01663300463348
2025-08-21,20.01663300463348
2025-08-22,23.656020823657748
2025-08-23,30.934796461706288
2025-08-24,36.39387819024269
2025-08-25,21.836326914145616
2025-08-26,21.836326914145616
2025-08-27,19.106786049877414
2025-08-28,20.01663300463348
2025-08-29,20.926479959389546
2025-08-30,25.475714733169884
2025-08-31,37.30372514499876
2025-09-01,39.12341905451089
2025-09-02,26.38556168792595
2025-09-03,18.196939095121344
2025-09-04,17.287092140365278
2025-09-05,21.836326914145616
2025-09-06,25.475714733169884
2025-09-07,27.295408642682016
2025-09-08,32.754490371218424
2025-09-09,16.377245185609212
2025-09-10,16.377245185609212
2025-09-11,13.647704321341008
2025-09-12,19.106786049877414
2025-09-13,20.01663300463348
2025-09-14,48.221888602071566
2025-09-15,56.41051119487617
2025-09-16,32.754490371218424
2025-09-17,23.656020823657748
2025-09-18,22.746173868901682
2025-09-19,26.38556168792595
2025-09-20,28.205255597438086
2025-09-21,27.295408642682016
2025-09-22,18.196939095121344
2025-09-23,20.01663300463348
2025-09-24,20.01663300463348
2025-09-25,20.926479959389546
2025-09-26,21.836326914145616
2025-09-27,23.656020823657748
2025-09-28,25.475714733169884
2025-09-29,18.196939095121344
2025-09-30,17.287092140365278
2025-10-01,19.106786049877414
2025-10-02,15.467398230853144
2025-10-03,18.196939095121344
2025-10-04,22.746173868901682
2025-10-05,22.746173868901682
2025-10-06,17.287092140365278
2025-10-07,16.377245185609212
2025-10-08,18.196939095121344
2025-10-09,17.287092140365278
2025-10-10,20.01663300463348
2025-10-11,25.475714733169884
2025-10-12,27.295408642682016
2025-10-13,21.836326914145616
2025-10-14,19.106786049877414
2025-10-15,19.106786049877414
2025-10-16,21.836326914145616
2025-10-17,19.106786049877414
2025-10-18,22.746173868901682
2025-10-19,28.205255597438086
2025-10-20,18.196939095121344
2025-10-21,20.926479959389546
2025-10-22,20.01663300463348
2025-10-23,17.287092140365278
2025-10-24,18.196939095121344
2025-10-25,28.205255597438086
2025-10-26,24.565867778413814
2025-10-27,19.106786049877414
2025-10-28,17.287092140365278
2025-10-29,20.926479959389546
2025-10-30,23.656020823657748
2025-10-31,20.926479959389546
2025-11-01,38.21357209975483
2025-11-02,36.39387819024269
2025-11-03,19.106786049877414
2025-11-04,20.01663300463348
2025-11-05,20.01663300463348
2025-11-06,18.196939095121344
2025-11-07,19.106786049877414
2025-11-08,25.475714733169884
2025-11-09,31.844643416462354
2025-11-10,23.656020823657748
2025-11-11,19.106786049877414
2025-11-12,18.196939095121344
2025-11-13,20.926479959389546
2025-11-14,20.01663300463348
2025-11-15,24.565867778413814
2025-11-16,24.565867778413814
2025-11-17,21.836326914145616
2025-11-18,17.287092140365278
2025-11-19,16.377245185609212
2025-11-20,17.287092140365278
2025-11-21,20.01663300463348
2025-11-22,26.38556168792595
2025-11-23,29.115102552194152
2025-11-24,22.746173868901682
2025-11-25,20.01663300463348
2025-11-26,24.565867778413814
2025-11-27,32.754490371218424
2025-11-28,24.565867778413814
2025-11-29,25.475714733169884
2025-11-30,24.565867778413814
2025-12-01,19.106786049877414
2025-12-02,19.106786049877414
2025-12-03,17.287092140365278
2025-12-04,18.196939095121344
2025-12-05,17.287092140365278
2025-12-06,22.746173868901682
2025-12-07,24.565867778413814
2025-12-08,23.656020823657748
2025-12-09,20.926479959389546
2025-12-10,19.106786049877414
2025-12-11,18.65186257249938
2025-12-12,21.836326914145612
2025-12-13,23.656020823657748
2025-12-14,27.295408642682016
2025-12-15,23.656020823657748
2025-12-16,17.287092140365278
2025-12-17,18.196939095121344
2025-12-18,22.74617386890168
2025-12-19,27.295408642682016
2025-12-20,23.656020823657748
2025-12-21,23.656020823657748
2025-12-22,18.65186257249938
2025-12-23,19.106786049877414
2025-12-24,27.295408642682016
2025-12-25,35.93895471286466
2025-12-26,35.484031235486626
2025-12-27,40.94311296402303
2025-12-28,33.209413848596455
2025-12-29,22.291250391523647
2025-12-30,28.205255597438082
2025-12-31,32.29956689384039
2026-01-01,35.484031235486626
2026-01-02,27.75033212006005
2026-01-03,35.484031235486626
2026-01-04,31.389719939084323
2026-01-05,23.656020823657748
2026-01-06,22.291250391523647
2026-01-07,18.196939095121344
2026-01-08,21.836326914145612
2026-01-09,32.29956689384039
2026-01-10,31.844643416462354
2026-01-11,27.295408642682016
2026-01-12,22.74617386890168
2026-01-13,22.74617386890168
2026-01-14,18.196939095121344
2026-01-15,18.196939095121344
2026-01-16,22.74617386890168
2026-01-17,31.844643416462354
2026-01-18,27.295408642682016
2026-01-19,22.74617386890168
2026-01-20,22.74617386890168
2026-01-21,22.74617386890168
2026-01-22,18.196939095121344
2026-01-23,22.74617386890168
2026-01-24,27.295408642682016
2026-01-25,31.844643416462354
2026-01-26,22.74617386890168
2026-01-27,22.74617386890168
2026-01-28,36.39387819024269
2026-01-29,68.23852160670504
2026-01-30,59.14005205914437
2026-01-31,63.68928683292471
2026-02-01,59.14005205914437
2026-02-02,36.39387819024269
2026-02-03,31.844643416462354
2026-02-04,27.295408642682016
2026-02-05,40.94311296402302
2026-02-06,31.844643416462354
2026-02-07,36.39387819024269
2026-02-08,40.94311296402302
2026-02-09,22.74617386890168
2026-02-10,22.74617386890168
2026-02-11,31.844643416462354
2026-02-12,36.39387819024269
2026-02-13,36.39387819024269
2026-02-14,36.39387819024269
2026-02-15,40.94311296402302
2026-02-16,31.844643416462354
2026-02-17,31.844643416462354
2026-02-18,31.844643416462354
2026-02-19,40.94311296402302
2026-02-20,31.844643416462354
2026-02-21,40.94311296402302
2026-02-22,36.39387819024269
2026-02-23,36.39387819024269
2026-02-24,27.295408642682016
2026-02-25,27.295408642682016
2026-02-26,31.844643416462354
2026-02-27,31.844643416462354
2026-02-28,31.844643416462354
2026-03-01,40.94311296402302
2026-03-02,454.9234773780336
2026-03-03,218.36326914145613
2026-03-04,104.63239979694772
2026-03-05,72.78775638048538
2026-03-06,54.59081728536403
2026-03-07,59.14005205914437
2026-03-08,54.59081728536403
2026-03-09,40.94311296402302
2026-03-10,36.39387819024269
2026-03-11,109.18163457072806
2026-03-12,77.33699115426572
2026-03-13,50.0415825115837
2026-03-14,63.68928683292471
2026-03-15,63.68928683292471
2026-03-16,40.94311296402302
2026-03-17,40.94311296402302
2026-03-18,40.94311296402302
2026-03-19,45.49234773780336
2026-03-20,50.0415825115837
2026-03-21,50.0415825115837
2026-03-22,50.0415825115837
2026-03-23,36.39387819024269
2026-03-24,36.39387819024269
2026-03-25,40.94311296402302
2026-03-26,45.49234773780336
2026-03-27,40.94311296402302
2026-03-28,45.49234773780336
2026-03-29,40.94311296402302
2026-03-30,31.844643416462354
2026-03-31,40.94311296402302
2026-04-01,31.844643416462354
2026-04-02,40.94311296402302
2026-04-03,40.94311296402302
2026-04-04,45.49234773780336
2026-04-05,45.49234773780336
2026-04-06,36.39387819024269
2026-04-07,27.295408642682016
2026-04-08,36.39387819024269
2026-04-09,45.49234773780336
2026-04-10,45.49234773780336
2026-04-11,131.92780843962976
2026-04-12,104.63239979694772
2026-04-13,54.59081728536403
2026-04-14,81.88622592804604
2026-04-15,36.39387819024269
2026-04-16,36.39387819024269
2026-04-17,36.39387819024269
2026-04-18,40.94311296402302
2026-04-19,40.94311296402302
2026-04-20,27.295408642682016
2026-04-21,27.295408642682016
2026-04-22,22.74617386890168
2026-04-23,27.295408642682016
2026-04-24,22.74617386890168
2026-04-25,27.295408642682016
2026-04-26,36.39387819024269
2026-04-27,27.295408642682016
2026-04-28,22.74617386890168
2026-04-29,22.74617386890168
2026-04-30,27.295408642682016
2026-05-01,31.844643416462354
2026-05-02,40.94311296402302
2026-05-03,31.844643416462354
2026-05-04,40.94311296402302
2026-05-05,40.94311296402302
2026-05-06,31.844643416462354
2026-05-07,31.844643416462354
2026-05-08,31.844643416462354
2026-05-09,36.39387819024269
2026-05-10,40.94311296402302
2026-05-11,36.39387819024269
2026-05-12,45.49234773780336
2026-05-13,50.0415825115837
2026-05-14,63.68928683292471
2026-05-15,59.14005205914437
2026-05-16,86.43546070182639
2026-05-17,68.23852160670504
2026-05-18,36.39387819024269
2026-05-19,31.844643416462354
2026-05-20,40.94311296402302
2026-05-21,40.94311296402302
2026-05-22,31.844643416462354
2026-05-23,36.39387819024269
2026-05-24,50.0415825115837
2026-05-25,45.49234773780336
2026-05-26,31.844643416462354
2026-05-27,27.295408642682016
2026-05-28,27.295408642682016
2026-05-29,27.295408642682016
2026-05-30,36.39387819024269
2026-05-31,36.39387819024269
