Time,march madness bracket
2025-06-24,37.0
2025-06-25,33.0
2025-06-26,52.0
2025-06-27,34.0
2025-06-28,0.0
2025-06-29,27.0
2025-06-30,28.0
2025-07-01,33.0
2025-07-02,0.0
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,33.0
2025-07-06,0.0
2025-07-07,0.0
2025-07-08,29.0
2025-07-09,0.0
2025-07-10,39.0
2025-07-11,0.0
2025-07-12,31.0
2025-07-13,0.0
2025-07-14,0.0
2025-07-15,0.0
2025-07-16,0.0
2025-07-17,0.0
2025-07-18,0.0
2025-07-19,0.0
2025-07-20,0.0
2025-07-21,0.0
2025-07-22,0.0
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,25.0
2025-07-26,0.0
2025-07-27,0.0
2025-07-28,0.0
2025-07-29,0.0
2025-07-30,0.0
2025-07-31,0.0
2025-08-01,0.0
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,0.0
2025-08-05,0.0
2025-08-06,0.0
2025-08-07,0.0
2025-08-08,0.0
2025-08-09,0.0
2025-08-10,0.0
2025-08-11,0.0
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,0.0
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,0.0
2025-08-19,0.0
2025-08-20,0.0
2025-08-21,0.0
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,0.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,0.0
2025-09-01,0.0
2025-09-02,24.0
2025-09-03,0.0
2025-09-04,0.0
2025-09-05,0.0
2025-09-06,0.0
2025-09-07,0.0
2025-09-08,33.0
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,0.0
2025-09-14,0.0
2025-09-15,0.0
2025-09-16,0.0
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,0.0
2025-09-20,0.0
2025-09-21,0.0
2025-09-22,0.0
2025-09-23,0.0
2025-09-24,0.0
2025-09-25,0.0
2025-09-26,24.0
2025-09-27,30.0
2025-09-28,0.0
2025-09-29,0.0
2025-09-30,0.0
2025-10-01,0.0
2025-10-02,28.0
2025-10-03,29.0
2025-10-04,0.0
2025-10-05,0.0
2025-10-06,33.0
2025-10-07,22.0
2025-10-08,0.0
2025-10-09,23.0
2025-10-10,0.0
2025-10-11,0.0
2025-10-12,0.0
2025-10-13,39.0
2025-10-14,0.0
2025-10-15,28.0
2025-10-16,0.0
2025-10-17,0.0
2025-10-18,0.0
2025-10-19,43.0
2025-10-20,27.0
2025-10-21,0.0
2025-10-22,26.0
2025-10-23,0.0
2025-10-24,0.0
2025-10-25,0.0
2025-10-26,0.0
2025-10-27,24.0
2025-10-28,28.0
2025-10-29,23.0
2025-10-30,36.0
2025-10-31,0.0
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,28.0
2025-11-04,37.0
2025-11-05,35.0
2025-11-06,29.0
2025-11-07,25.0
2025-11-08,43.0
2025-11-09,32.0
2025-11-10,26.0
2025-11-11,33.0
2025-11-12,56.0
2025-11-13,29.0
2025-11-14,24.0
2025-11-15,34.0
2025-11-16,31.0
2025-11-17,28.0
2025-11-18,38.0
2025-11-19,31.0
2025-11-20,0.0
2025-11-21,25.0
2025-11-22,28.0
2025-11-23,39.0
2025-11-24,0.0
2025-11-25,41.0
2025-11-26,31.0
2025-11-27,41.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,28.0
2025-12-02,0.0
2025-12-03,42.0
2025-12-04,26.0
2025-12-05,35.0
2025-12-06,36.0
2025-12-07,51.0
2025-12-08,37.0
2025-12-09,0.0
2025-12-10,55.0
2025-12-11,13.5
2025-12-12,0.0
2025-12-13,21.0
2025-12-14,18.5
2025-12-15,14.0
2025-12-16,15.5
2025-12-17,15.5
2025-12-18,0.0
2025-12-19,20.5
2025-12-20,14.0
2025-12-21,0.0
2025-12-22,16.5
2025-12-23,15.5
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,15.0
2025-12-28,16.5
2025-12-29,0.0
2025-12-30,18.5
2025-12-31,0.0
2026-01-01,17.0
2026-01-02,16.0
2026-01-03,0.0
2026-01-04,19.0
2026-01-05,19.0
2026-01-06,13.5
2026-01-07,21.5
2026-01-08,28.5
2026-01-09,15.0
2026-01-10,0.0
2026-01-11,0.0
2026-01-12,0.0
2026-01-13,0.0
2026-01-14,0.0
2026-01-15,0.0
2026-01-16,0.0
2026-01-17,0.0
2026-01-18,0.0
2026-01-19,0.0
2026-01-20,0.0
2026-01-21,0.0
2026-01-22,0.0
2026-01-23,0.0
2026-01-24,0.0
2026-01-25,0.0
2026-01-26,0.0
2026-01-27,0.0
2026-01-28,0.0
2026-01-29,0.0
2026-01-30,0.0
2026-01-31,0.0
2026-02-01,0.0
2026-02-02,0.0
2026-02-03,0.0
2026-02-04,0.0
2026-02-05,0.0
2026-02-06,0.0
2026-02-07,0.0
2026-02-08,0.0
2026-02-09,0.0
2026-02-10,0.0
2026-02-11,0.0
2026-02-12,0.0
2026-02-13,0.0
2026-02-14,0.0
2026-02-15,0.0
2026-02-16,0.0
2026-02-17,1.0
2026-02-18,1.0
2026-02-19,1.0
2026-02-20,1.0
2026-02-21,1.0
2026-02-22,1.0
2026-02-23,1.0
2026-02-24,1.0
2026-02-25,1.0
2026-02-26,1.0
2026-02-27,1.0
2026-02-28,1.0
2026-03-01,2.0
2026-03-02,3.0
2026-03-03,3.0
2026-03-04,3.0
2026-03-05,3.0
2026-03-06,3.0
2026-03-07,3.0
2026-03-08,5.0
2026-03-09,5.0
2026-03-10,5.0
2026-03-11,5.0
2026-03-12,7.0
2026-03-13,7.0
2026-03-14,9.0
2026-03-15,44.0
2026-03-16,83.0
2026-03-17,57.0
2026-03-18,56.0
2026-03-19,100.0
2026-03-20,63.0
2026-03-21,43.0
2026-03-22,42.0
2026-03-23,37.0
2026-03-24,12.0
2026-03-25,9.0
2026-03-26,11.0
2026-03-27,22.0
2026-03-28,23.0
2026-03-29,29.0
2026-03-30,15.0
2026-03-31,6.0
2026-04-01,4.0
2026-04-02,3.0
2026-04-03,4.0
2026-04-04,8.0
2026-04-05,12.0
2026-04-06,5.0
2026-04-07,7.0
2026-04-08,1.0
2026-04-09,1.0
2026-04-10,0.0
2026-04-11,0.0
2026-04-12,0.0
2026-04-13,0.0
2026-04-14,0.0
2026-04-15,0.0
2026-04-16,0.0
2026-04-17,0.0
2026-04-18,0.0
2026-04-19,0.0
2026-04-20,0.0
2026-04-21,0.0
2026-04-22,0.0
2026-04-23,0.0
2026-04-24,0.0
2026-04-25,0.0
2026-04-26,0.0
2026-04-27,0.0
2026-04-28,0.0
2026-04-29,0.0
2026-04-30,0.0
2026-05-01,0.0
2026-05-02,0.0
2026-05-03,0.0
2026-05-04,0.0
2026-05-05,0.0
2026-05-06,0.0
2026-05-07,0.0
2026-05-08,0.0
2026-05-09,0.0
2026-05-10,0.0
2026-05-11,0.0
2026-05-12,0.0
2026-05-13,0.0
2026-05-14,0.0
2026-05-15,0.0
2026-05-16,0.0
2026-05-17,0.0
2026-05-18,0.0
2026-05-19,0.0
2026-05-20,0.0
2026-05-21,0.0
2026-05-22,0.0
2026-05-23,0.0
2026-05-24,0.0
2026-05-25,0.0
2026-05-26,0.0
2026-05-27,0.0
2026-05-28,0.0
2026-05-29,0.0
2026-05-30,0.0
2026-05-31,0.0
