Time,fine
2024-09-28,84.46724834699879
2024-09-29,84.46724834699879
2024-09-30,86.95157918073404
2024-10-01,83.22508293013117
2024-10-02,88.19374459760168
2024-10-03,90.67807543133694
2024-10-04,85.70941376386642
2024-10-05,88.19374459760168
2024-10-06,84.46724834699879
2024-10-07,83.22508293013117
2024-10-08,89.4359100144693
2024-10-09,85.70941376386642
2024-10-10,84.46724834699879
2024-10-11,83.22508293013117
2024-10-12,89.4359100144693
2024-10-13,84.46724834699879
2024-10-14,81.98291751326353
2024-10-15,89.4359100144693
2024-10-16,83.22508293013117
2024-10-17,91.92024084820457
2024-10-18,89.4359100144693
2024-10-19,85.70941376386642
2024-10-20,84.46724834699879
2024-10-21,93.16240626507219
2024-10-22,91.92024084820457
2024-10-23,89.4359100144693
2024-10-24,83.22508293013117
2024-10-25,91.92024084820457
2024-10-26,80.74075209639591
2024-10-27,83.22508293013117
2024-10-28,83.22508293013117
2024-10-29,86.95157918073404
2024-10-30,93.16240626507219
2024-10-31,86.95157918073404
2024-11-01,91.92024084820457
2024-11-02,90.67807543133694
2024-11-03,85.70941376386642
2024-11-04,90.67807543133694
2024-11-05,89.4359100144693
2024-11-06,63.35043626024909
2024-11-07,88.19374459760168
2024-11-08,90.67807543133694
2024-11-09,85.70941376386642
2024-11-10,86.95157918073404
2024-11-11,95.64673709880745
2024-11-12,94.40457168193983
2024-11-13,94.40457168193983
2024-11-14,96.88890251567508
2024-11-15,91.92024084820457
2024-11-16,81.98291751326353
2024-11-17,86.95157918073404
2024-11-18,93.16240626507219
2024-11-19,89.4359100144693
2024-11-20,99.37323334941034
2024-11-21,90.67807543133694
2024-11-22,88.19374459760168
2024-11-23,88.19374459760168
2024-11-24,98.1310679325427
2024-11-25,94.40457168193983
2024-11-26,90.67807543133694
2024-11-27,95.64673709880745
2024-11-28,88.19374459760168
2024-11-29,83.22508293013117
2024-11-30,84.46724834699879
2024-12-01,85.70941376386642
2024-12-02,94.40457168193983
2024-12-03,99.37323334941034
2024-12-04,89.4359100144693
2024-12-05,95.64673709880745
2024-12-06,90.67807543133694
2024-12-07,89.4359100144693
2024-12-08,91.92024084820457
2024-12-09,86.95157918073404
2024-12-10,91.92024084820457
2024-12-11,88.19374459760168
2024-12-12,93.16240626507219
2024-12-13,91.92024084820457
2024-12-14,93.16240626507219
2024-12-15,89.4359100144693
2024-12-16,93.16240626507219
2024-12-17,96.88890251567508
2024-12-18,93.16240626507219
2024-12-19,95.64673709880745
2024-12-20,90.67807543133694
2024-12-21,90.67807543133694
2024-12-22,88.19374459760168
2024-12-23,86.95157918073404
2024-12-24,94.40457168193983
2024-12-25,84.46724834699879
2024-12-26,90.67807543133694
2024-12-27,105.58406043374849
2024-12-28,93.16240626507219
2024-12-29,96.88890251567508
2024-12-30,98.1310679325427
2024-12-31,99.37323334941034
2025-01-01,83.22508293013117
2025-01-02,104.34189501688085
2025-01-03,91.92024084820457
2025-01-04,90.67807543133694
2025-01-05,84.46724834699879
2025-01-06,83.22508293013117
2025-01-07,88.19374459760168
2025-01-08,90.67807543133694
2025-01-09,93.16240626507219
2025-01-10,90.67807543133694
2025-01-11,86.95157918073404
2025-01-12,90.67807543133694
2025-01-13,90.67807543133694
2025-01-14,93.16240626507219
2025-01-15,90.67807543133694
2025-01-16,90.67807543133694
2025-01-17,98.1310679325427
2025-01-18,101.8575641831456
2025-01-19,84.46724834699879
2025-01-20,89.4359100144693
2025-01-21,89.4359100144693
2025-01-22,91.92024084820457
2025-01-23,95.64673709880745
2025-01-24,101.8575641831456
2025-01-25,85.70941376386642
2025-01-26,96.88890251567508
2025-01-27,90.67807543133694
2025-01-28,96.88890251567508
2025-01-29,95.64673709880745
2025-01-30,91.92024084820457
2025-01-31,95.64673709880745
2025-02-01,91.92024084820457
2025-02-02,98.1310679325427
2025-02-03,98.1310679325427
2025-02-04,95.64673709880745
2025-02-05,94.40457168193983
2025-02-06,98.1310679325427
2025-02-07,103.09972960001323
2025-02-08,99.37323334941034
2025-02-09,88.19374459760168
2025-02-10,90.67807543133694
2025-02-11,90.67807543133694
2025-02-12,99.37323334941034
2025-02-13,104.34189501688085
2025-02-14,105.58406043374849
2025-02-15,103.09972960001323
2025-02-16,93.16240626507219
2025-02-17,94.40457168193983
2025-02-18,94.40457168193983
2025-02-19,101.8575641831456
2025-02-20,95.64673709880745
2025-02-21,99.37323334941034
2025-02-22,98.1310679325427
2025-02-23,95.64673709880745
2025-02-24,95.64673709880745
2025-02-25,91.92024084820457
2025-02-26,93.16240626507219
2025-02-27,96.88890251567508
2025-02-28,101.8575641831456
2025-03-01,91.92024084820457
2025-03-02,94.40457168193983
2025-03-03,94.40457168193983
2025-03-04,89.4359100144693
2025-03-05,90.67807543133694
2025-03-06,98.1310679325427
2025-03-07,94.40457168193983
2025-03-08,91.92024084820457
2025-03-09,84.46724834699879
2025-03-10,91.92024084820457
2025-03-11,90.67807543133694
2025-03-12,95.64673709880745
2025-03-13,93.16240626507219
2025-03-14,100.61539876627798
2025-03-15,99.37323334941034
2025-03-16,91.92024084820457
2025-03-17,98.1310679325427
2025-03-18,93.16240626507219
2025-03-19,93.16240626507219
2025-03-20,95.64673709880745
2025-03-21,98.1310679325427
2025-03-22,95.64673709880745
2025-03-23,90.67807543133694
2025-03-24,89.4359100144693
2025-03-25,93.16240626507219
2025-03-26,101.8575641831456
2025-03-27,99.37323334941034
2025-03-28,99.37323334941034
2025-03-29,103.09972960001323
2025-03-30,101.8575641831456
2025-03-31,101.8575641831456
2025-04-01,109.31055668435138
2025-04-02,124.21654168676292
2025-04-03,95.64673709880745
2025-04-04,99.37323334941034
2025-04-05,96.88890251567508
2025-04-06,90.67807543133694
2025-04-07,94.40457168193983
2025-04-08,96.88890251567508
2025-04-09,93.16240626507219
2025-04-10,89.4359100144693
2025-04-11,94.40457168193983
2025-04-12,95.64673709880745
2025-04-13,89.4359100144693
2025-04-14,90.67807543133694
2025-04-15,93.41419655227509
2025-04-16,96.78818640079393
2025-04-17,96.78818640079393
2025-04-18,89.28483584214757
2025-04-19,95.41173283075142
2025-04-20,90.66128941219009
2025-04-21,92.03774298223259
2025-04-22,93.41419655227509
2025-04-23,92.65882569066639
2025-04-24,96.78818640079393
2025-04-25,92.03774298223259
2025-04-26,89.28483584214757
2025-04-27,92.03774298223259
2025-04-28,96.16710369236012
2025-04-29,98.78572267927025
2025-04-30,96.78818640079393
2025-05-01,102.91508338939778
2025-05-02,95.41173283075142
2025-05-03,93.41419655227509
2025-05-04,92.03774298223259
2025-05-05,98.16463997083643
2025-05-06,100.16217624931275
2025-05-07,99.54109354087893
2025-05-08,92.03774298223259
2025-05-09,98.16463997083643
2025-05-10,105.66799052948278
2025-05-11,92.03774298223259
2025-05-12,100.16217624931275
2025-05-13,111.79488751808664
2025-05-14,126.90230475026051
2025-05-15,129.92378819669528
2025-05-16,135.96675508956483
2025-05-17,151.0741723217387
2025-05-18,119.34859613417358
2025-05-19,108.77340407165187
2025-05-20,105.75192062521708
2025-05-21,101.21969545556493
2025-05-22,104.2411789019997
2025-05-23,98.19821200913016
2025-05-24,98.19821200913016
2025-05-25,99.70895373234754
2025-05-26,87.62301994660845
2025-05-27,90.64450339304322
2025-05-28,96.68747028591277
2025-05-29,98.19821200913016
2025-05-30,102.73043717878231
2025-05-31,96.68747028591277
2025-06-01,92.1552451162606
2025-06-02,96.68747028591277
2025-06-03,98.19821200913016
2025-06-04,93.665986839478
2025-06-05,98.19821200913016
2025-06-06,104.2411789019997
2025-06-07,98.19821200913016
2025-06-08,101.21969545556493
2025-06-09,93.665986839478
2025-06-10,96.68747028591277
2025-06-11,95.17672856269537
2025-06-12,101.21969545556493
2025-06-13,101.21969545556493
2025-06-14,93.665986839478
2025-06-15,99.70895373234754
2025-06-16,93.665986839478
2025-06-17,102.73043717878231
2025-06-18,96.68747028591277
2025-06-19,98.19821200913016
2025-06-20,96.68747028591277
2025-06-21,102.73043717878231
2025-06-22,90.64450339304322
2025-06-23,90.64450339304322
2025-06-24,95.17672856269537
2025-06-25,102.73043717878231
2025-06-26,101.21969545556493
2025-06-27,98.19821200913016
2025-06-28,99.70895373234754
2025-06-29,87.62301994660845
2025-06-30,89.13376166982583
2025-07-01,87.62301994660845
2025-07-02,98.19821200913016
2025-07-03,101.21969545556493
2025-07-04,99.70895373234754
2025-07-05,90.64450339304322
2025-07-06,98.19821200913016
2025-07-07,90.64450339304322
2025-07-08,110.28414579486925
2025-07-09,108.77340407165187
2025-07-10,108.77340407165187
2025-07-11,114.81637096452141
2025-07-12,102.73043717878231
2025-07-13,102.73043717878231
2025-07-14,101.21969545556493
2025-07-15,105.75192062521708
2025-07-16,102.73043717878231
2025-07-17,119.34859613417358
2025-07-18,101.21969545556493
2025-07-19,120.85933785739095
2025-07-20,122.37007958060835
2025-07-21,120.85933785739095
2025-07-22,108.77340407165187
2025-07-23,111.79488751808664
2025-07-24,108.77340407165187
2025-07-25,108.77340407165187
2025-07-26,113.30562924130402
2025-07-27,119.34859613417358
2025-07-28,116.3271126877388
2025-07-29,129.92378819669528
2025-07-30,142.00972198243437
2025-07-31,134.45601336634743
2025-08-01,119.34859613417358
2025-08-02,102.73043717878231
2025-08-03,96.68747028591277
2025-08-04,102.73043717878231
2025-08-05,102.73043717878231
2025-08-06,111.79488751808664
2025-08-07,108.77340407165187
2025-08-08,122.37007958060835
2025-08-09,104.2411789019997
2025-08-10,95.17672856269537
2025-08-11,102.73043717878231
2025-08-12,102.73043717878231
2025-08-13,99.70895373234754
2025-08-14,99.70895373234754
2025-08-15,119.34859613417358
2025-08-16,105.75192062521708
2025-08-17,98.19821200913016
2025-08-18,98.19821200913016
2025-08-19,93.665986839478
2025-08-20,101.21969545556493
2025-08-21,104.2411789019997
2025-08-22,99.70895373234754
2025-08-23,95.17672856269537
2025-08-24,95.17672856269537
2025-08-25,104.2411789019997
2025-08-26,111.79488751808664
2025-08-27,107.26266234843447
2025-08-28,99.70895373234754
2025-08-29,95.17672856269537
2025-08-30,101.21969545556493
2025-08-31,96.68747028591277
2025-09-01,102.73043717878231
2025-09-02,96.68747028591277
2025-09-03,98.19821200913016
2025-09-04,98.19821200913016
2025-09-05,108.77340407165187
2025-09-06,98.19821200913016
2025-09-07,99.70895373234754
2025-09-08,107.26266234843447
2025-09-09,105.75192062521708
2025-09-10,93.665986839478
2025-09-11,89.13376166982583
2025-09-12,95.17672856269537
2025-09-13,90.64450339304322
2025-09-14,84.60153650017367
2025-09-15,98.19821200913016
2025-09-16,104.2411789019997
2025-09-17,108.77340407165187
2025-09-18,104.2411789019997
2025-09-19,107.26266234843447
2025-09-20,107.26266234843447
2025-09-21,102.73043717878231
2025-09-22,108.77340407165187
2025-09-23,99.70895373234754
2025-09-24,104.2411789019997
2025-09-25,110.28414579486925
2025-09-26,102.73043717878231
2025-09-27,102.73043717878231
2025-09-28,101.21969545556493
2025-09-29,107.26266234843447
2025-09-30,105.75192062521708
2025-10-01,108.77340407165187
2025-10-02,101.21969545556493
2025-10-03,99.70895373234754
2025-10-04,96.68747028591277
2025-10-05,90.64450339304322
2025-10-06,105.75192062521708
2025-10-07,104.2411789019997
2025-10-08,105.75192062521708
2025-10-09,108.77340407165187
2025-10-10,102.73043717878231
2025-10-11,93.665986839478
2025-10-12,95.17672856269537
2025-10-13,104.2411789019997
2025-10-14,107.26266234843447
2025-10-15,105.75192062521708
2025-10-16,108.77340407165187
2025-10-17,107.26266234843447
2025-10-18,102.73043717878231
2025-10-19,99.70895373234754
2025-10-20,105.75192062521708
2025-10-21,108.77340407165187
2025-10-22,107.26266234843447
2025-10-23,111.79488751808664
2025-10-24,110.28414579486925
2025-10-25,95.17672856269537
2025-10-26,96.68747028591277
2025-10-27,104.2411789019997
2025-10-28,107.26266234843447
2025-10-29,107.26266234843447
2025-10-30,111.79488751808664
2025-10-31,114.81637096452141
2025-11-01,101.21969545556493
2025-11-02,107.26266234843447
2025-11-03,123.88082130382573
2025-11-04,119.34859613417358
2025-11-05,117.83785441095618
2025-11-06,120.85933785739095
2025-11-07,119.34859613417358
2025-11-08,117.83785441095618
2025-11-09,111.79488751808664
2025-11-10,117.83785441095618
2025-11-11,117.83785441095618
2025-11-12,116.3271126877388
2025-11-13,117.83785441095618
2025-11-14,116.3271126877388
2025-11-15,107.26266234843447
2025-11-16,114.81637096452141
2025-11-17,117.83785441095618
2025-11-18,119.34859613417358
2025-11-19,113.30562924130402
2025-11-20,117.83785441095618
2025-11-21,116.3271126877388
2025-11-22,116.3271126877388
2025-11-23,116.3271126877388
2025-11-24,108.77340407165187
2025-11-25,119.34859613417358
2025-11-26,119.34859613417358
2025-11-27,104.2411789019997
2025-11-28,111.79488751808664
2025-11-29,114.81637096452141
2025-11-30,119.34859613417358
2025-12-01,129.92378819669528
2025-12-02,126.90230475026051
2025-12-03,119.34859613417358
2025-12-04,119.34859613417358
2025-12-05,117.83785441095618
2025-12-06,138.9882385359996
2025-12-07,128.4130464734779
2025-12-08,125.39156302704312
2025-12-09,126.90230475026051
2025-12-10,132.94527164313004
2025-12-11,126.85277223474519
2025-12-12,120.85933785739095
2025-12-13,125.10675106283
2025-12-14,121.61470871899965
2025-12-15,122.60535902930613
2025-12-16,126.85277223474519
2025-12-17,125.10675106283
2025-12-18,120.85933785739095
2025-12-19,118.35794582386708
2025-12-20,125.10675106283
2025-12-21,117.3672955135606
2025-12-22,128.59879340666038
2025-12-23,128.59879340666038
2025-12-24,126.85277223474519
2025-12-25,98.63162151988925
2025-12-26,119.11331668547578
2025-12-27,130.34481457857555
2025-12-28,131.10018544018425
2025-12-29,125.10675106283
2025-12-30,130.34481457857555
2025-12-31,132.84620661209942
2026-01-01,114.86590348003674
2026-01-02,117.3672955135606
2026-01-03,131.10018544018425
2026-01-04,114.86590348003674
2026-01-05,114.86590348003674
2026-01-06,118.35794582386708
2026-01-07,134.5922277840146
2026-01-08,120.85933785739095
2026-01-09,116.89673661616503
2026-01-10,126.80323971922986
2026-01-11,118.878037236778
2026-01-12,122.84063847800392
2026-01-13,128.78454033984283
2026-01-14,124.8219390986169
2026-01-15,120.85933785739097
2026-01-16,120.85933785739097
2026-01-17,130.7658409604558
2026-01-18,126.80323971922986
2026-01-19,118.878037236778
2026-01-20,126.80323971922986
2026-01-21,130.7658409604558
2026-01-22,126.80323971922986
2026-01-23,124.8219390986169
2026-01-24,132.74714158106877
2026-01-25,126.80323971922986
2026-01-26,126.80323971922986
2026-01-27,126.80323971922986
2026-01-28,122.84063847800392
2026-01-29,132.74714158106877
2026-01-30,134.72844220168173
2026-01-31,130.7658409604558
2026-02-01,138.69104344290767
2026-02-02,128.78454033984283
2026-02-03,134.72844220168173
2026-02-04,132.74714158106877
2026-02-05,140.67234406352063
2026-02-06,134.72844220168173
2026-02-07,148.5975465459725
2026-02-08,152.56014778719842
2026-02-09,144.63494530474657
2026-02-10,170.39185337271513
2026-02-11,154.5414484078114
2026-02-12,136.7097428222947
2026-02-13,154.5414484078114
2026-02-14,188.22355895823182
2026-02-15,150.57884716658546
2026-02-16,154.5414484078114
2026-02-17,146.61624592535952
2026-02-18,154.5414484078114
2026-02-19,132.74714158106877
2026-02-20,136.7097428222947
2026-02-21,150.57884716658546
2026-02-22,138.69104344290767
2026-02-23,138.69104344290767
2026-02-24,132.74714158106877
2026-02-25,136.7097428222947
2026-02-26,140.67234406352063
2026-02-27,154.5414484078114
2026-02-28,116.89673661616503
2026-03-01,112.9341353749391
2026-03-02,126.80323971922986
2026-03-03,138.69104344290767
2026-03-04,126.80323971922986
2026-03-05,130.7658409604558
2026-03-06,126.80323971922986
2026-03-07,136.7097428222947
2026-03-08,130.7658409604558
2026-03-09,126.80323971922986
2026-03-10,126.80323971922986
2026-03-11,128.78454033984283
2026-03-12,138.69104344290767
2026-03-13,130.7658409604558
2026-03-14,132.74714158106877
2026-03-15,132.74714158106877
2026-03-16,118.878037236778
2026-03-17,120.85933785739097
2026-03-18,128.78454033984283
2026-03-19,134.72844220168173
2026-03-20,136.7097428222947
2026-03-21,140.67234406352063
2026-03-22,144.63494530474657
2026-03-23,132.74714158106877
2026-03-24,130.7658409604558
2026-03-25,130.7658409604558
2026-03-26,130.7658409604558
2026-03-27,138.69104344290767
2026-03-28,152.56014778719842
2026-03-29,156.52274902842436
2026-03-30,142.6536446841336
2026-03-31,154.5414484078114
2026-04-01,168.41055275210218
2026-04-02,166.4292521314892
2026-04-03,164.44795151087624
2026-04-04,164.44795151087624
2026-04-05,158.50404964903734
2026-04-06,166.4292521314892
2026-04-07,166.4292521314892
2026-04-08,178.31705585516698
2026-04-09,178.31705585516698
2026-04-10,188.22355895823182
2026-04-11,190.2048595788448
2026-04-12,182.27965709639292
2026-04-13,174.35445461394107
2026-04-14,168.41055275210218
2026-04-15,174.35445461394107
2026-04-16,190.2048595788448
2026-04-17,198.13006206129666
2026-04-18,182.27965709639292
2026-04-19,170.39185337271513
2026-04-20,170.39185337271513
2026-04-21,172.3731539933281
2026-04-22,174.35445461394107
2026-04-23,168.41055275210218
2026-04-24,158.50404964903734
2026-04-25,154.5414484078114
2026-04-26,174.35445461394107
2026-04-27,154.5414484078114
2026-04-28,142.6536446841336
2026-04-29,142.6536446841336
2026-04-30,150.57884716658546
2026-05-01,148.5975465459725
2026-05-02,154.5414484078114
2026-05-03,148.5975465459725
2026-05-04,148.5975465459725
2026-05-05,142.6536446841336
2026-05-06,162.46665089026325
2026-05-07,168.41055275210218
2026-05-08,158.50404964903734
2026-05-09,158.50404964903734
2026-05-10,158.50404964903734
2026-05-11,148.5975465459725
2026-05-12,142.6536446841336
2026-05-13,172.3731539933281
2026-05-14,176.33575523455403
2026-05-15,182.27965709639292
2026-05-16,188.22355895823182
2026-05-17,194.16746082007074
2026-05-18,168.41055275210218
2026-05-19,168.41055275210218
2026-05-20,162.46665089026325
2026-05-21,154.5414484078114
2026-05-22,158.50404964903734
2026-05-23,158.50404964903734
2026-05-24,158.50404964903734
2026-05-25,160.4853502696503
2026-05-26,136.7097428222947
2026-05-27,144.63494530474657
2026-05-28,166.4292521314892
2026-05-29,162.46665089026325
2026-05-30,158.50404964903734
2026-05-31,158.50404964903734
