Time,vagabond
2024-09-30,29.297997815799054
2024-10-01,30.383108846013833
2024-10-02,30.92566436112122
2024-10-03,35.808663997087734
2024-10-04,37.97888605751729
2024-10-05,33.09588642155078
2024-10-06,36.89377502730251
2024-10-07,31.468219876228613
2024-10-08,31.468219876228613
2024-10-09,30.383108846013833
2024-10-10,30.92566436112122
2024-10-11,40.14910811794685
2024-10-12,52.08532945030943
2024-10-13,47.744885329450305
2024-10-14,37.4363305424099
2024-10-15,34.18099745176556
2024-10-16,34.72355296687295
2024-10-17,31.468219876228613
2024-10-18,36.89377502730251
2024-10-19,46.65977429923553
2024-10-20,54.25555151073899
2024-10-21,43.40444120859119
2024-10-22,37.4363305424099
2024-10-23,36.89377502730251
2024-10-24,31.468219876228613
2024-10-25,34.72355296687295
2024-10-26,37.4363305424099
2024-10-27,38.52144157262468
2024-10-28,39.06399708773207
2024-10-29,36.89377502730251
2024-10-30,34.72355296687295
2024-10-31,29.84055333090644
2024-11-01,32.55333090644339
2024-11-02,37.4363305424099
2024-11-03,41.776774663269016
2024-11-04,35.808663997087734
2024-11-05,38.52144157262468
2024-11-06,25.500109210047324
2024-11-07,32.010775391336004
2024-11-08,36.89377502730251
2024-11-09,41.776774663269016
2024-11-10,44.48955223880597
2024-11-11,36.89377502730251
2024-11-12,35.26610848198034
2024-11-13,39.06399708773207
2024-11-14,32.55333090644339
2024-11-15,35.808663997087734
2024-11-16,39.06399708773207
2024-11-17,41.23421914816163
2024-11-18,43.94699672369858
2024-11-19,38.52144157262468
2024-11-20,31.468219876228613
2024-11-21,38.52144157262468
2024-11-22,39.06399708773207
2024-11-23,42.31933017837641
2024-11-24,44.48955223880597
2024-11-25,42.8618856934838
2024-11-26,41.776774663269016
2024-11-27,37.97888605751729
2024-11-28,41.776774663269016
2024-11-29,53.712995995631594
2024-11-30,53.170440480524206
2024-12-01,46.65977429923553
2024-12-02,39.06399708773207
2024-12-03,33.63844193665817
2024-12-04,30.92566436112122
2024-12-05,30.92566436112122
2024-12-06,30.383108846013833
2024-12-07,34.18099745176556
2024-12-08,37.4363305424099
2024-12-09,32.010775391336004
2024-12-10,30.92566436112122
2024-12-11,31.468219876228613
2024-12-12,30.92566436112122
2024-12-13,31.468219876228613
2024-12-14,37.97888605751729
2024-12-15,32.55333090644339
2024-12-16,35.808663997087734
2024-12-17,34.18099745176556
2024-12-18,34.18099745176556
2024-12-19,33.63844193665817
2024-12-20,32.010775391336004
2024-12-21,37.97888605751729
2024-12-22,37.4363305424099
2024-12-23,28.755442300691662
2024-12-24,34.18099745176556
2024-12-25,39.60655260283946
2024-12-26,41.776774663269016
2024-12-27,42.8618856934838
2024-12-28,39.60655260283946
2024-12-29,42.8618856934838
2024-12-30,34.18099745176556
2024-12-31,37.4363305424099
2025-01-01,46.11721878412814
2025-01-02,41.776774663269016
2025-01-03,41.776774663269016
2025-01-04,39.06399708773207
2025-01-05,43.40444120859119
2025-01-06,43.40444120859119
2025-01-07,31.468219876228613
2025-01-08,30.92566436112122
2025-01-09,35.808663997087734
2025-01-10,33.63844193665817
2025-01-11,41.23421914816163
2025-01-12,37.4363305424099
2025-01-13,38.52144157262468
2025-01-14,30.92566436112122
2025-01-15,35.26610848198034
2025-01-16,37.97888605751729
2025-01-17,36.35121951219512
2025-01-18,36.35121951219512
2025-01-19,30.383108846013833
2025-01-20,33.09588642155078
2025-01-21,33.63844193665817
2025-01-22,28.755442300691662
2025-01-23,40.14910811794685
2025-01-24,39.06399708773207
2025-01-25,50.45766290498726
2025-01-26,37.4363305424099
2025-01-27,35.808663997087734
2025-01-28,40.14910811794685
2025-01-29,40.14910811794685
2025-01-30,34.18099745176556
2025-01-31,32.010775391336004
2025-02-01,42.31933017837641
2025-02-02,40.69166363305424
2025-02-03,35.808663997087734
2025-02-04,34.18099745176556
2025-02-05,33.09588642155078
2025-02-06,29.297997815799054
2025-02-07,28.755442300691662
2025-02-08,37.4363305424099
2025-02-09,34.72355296687295
2025-02-10,29.297997815799054
2025-02-11,29.84055333090644
2025-02-12,35.808663997087734
2025-02-13,37.4363305424099
2025-02-14,29.297997815799054
2025-02-15,36.89377502730251
2025-02-16,40.69166363305424
2025-02-17,38.52144157262468
2025-02-18,32.55333090644339
2025-02-19,30.92566436112122
2025-02-20,30.383108846013833
2025-02-21,31.468219876228613
2025-02-22,33.09588642155078
2025-02-23,45.574663269020746
2025-02-24,34.18099745176556
2025-02-25,35.26610848198034
2025-02-26,38.52144157262468
2025-02-27,26.585220240262103
2025-02-28,32.55333090644339
2025-03-01,32.55333090644339
2025-03-02,34.72355296687295
2025-03-03,28.755442300691662
2025-03-04,30.383108846013833
2025-03-05,33.09588642155078
2025-03-06,30.383108846013833
2025-03-07,27.127775755369495
2025-03-08,39.06399708773207
2025-03-09,32.010775391336004
2025-03-10,34.18099745176556
2025-03-11,30.92566436112122
2025-03-12,29.84055333090644
2025-03-13,28.755442300691662
2025-03-14,24.957553694939932
2025-03-15,37.97888605751729
2025-03-16,37.97888605751729
2025-03-17,28.212886785584274
2025-03-18,33.09588642155078
2025-03-19,35.26610848198034
2025-03-20,28.212886785584274
2025-03-21,35.808663997087734
2025-03-22,33.63844193665817
2025-03-23,37.97888605751729
2025-03-24,32.55333090644339
2025-03-25,30.92566436112122
2025-03-26,28.212886785584274
2025-03-27,30.383108846013833
2025-03-28,30.92566436112122
2025-03-29,36.89377502730251
2025-03-30,39.60655260283946
2025-03-31,29.84055333090644
2025-04-01,26.585220240262103
2025-04-02,29.297997815799054
2025-04-03,32.010775391336004
2025-04-04,28.212886785584274
2025-04-05,32.010775391336004
2025-04-06,35.26610848198034
2025-04-07,30.383108846013833
2025-04-08,32.55333090644339
2025-04-09,29.84055333090644
2025-04-10,29.297997815799054
2025-04-11,33.09588642155078
2025-04-12,28.212886785584274
2025-04-13,29.84055333090644
2025-04-14,35.26610848198034
2025-04-15,33.09588642155078
2025-04-16,34.72355296687295
2025-04-17,26.31394248270841
2025-04-18,34.72355296687295
2025-04-19,34.452275209319254
2025-04-20,42.8618856934838
2025-04-21,33.909719694211866
2025-04-22,29.569275573352748
2025-04-23,35.808663997087734
2025-04-24,31.468219876228613
2025-04-25,28.484164543137968
2025-04-26,31.19694211867492
2025-04-27,36.62249726974882
2025-04-28,30.383108846013833
2025-04-29,27.670331270476883
2025-04-30,26.8564979978158
2025-05-01,27.670331270476883
2025-05-02,25.771386967601018
2025-05-03,39.877830360393155
2025-05-04,40.96294139060794
2025-05-05,34.18099745176556
2025-05-06,28.212886785584274
2025-05-07,31.468219876228613
2025-05-08,31.468219876228613
2025-05-09,33.09588642155078
2025-05-10,32.010775391336004
2025-05-11,36.62249726974882
2025-05-12,30.654386603567527
2025-05-13,31.739497633782307
2025-05-14,29.84055333090644
2025-05-15,27.670331270476883
2025-05-16,30.92566436112122
2025-05-17,35.26610848198034
2025-05-18,34.72355296687295
2025-05-19,30.92566436112122
2025-05-20,28.755442300691662
2025-05-21,36.89377502730251
2025-05-22,40.69166363305424
2025-05-23,26.585220240262103
2025-05-24,40.14910811794685
2025-05-25,38.52144157262468
2025-05-26,33.09588642155078
2025-05-27,28.755442300691662
2025-05-28,28.755442300691662
2025-05-29,28.755442300691662
2025-05-30,30.92566436112122
2025-05-31,32.010775391336004
2025-06-01,36.89377502730251
2025-06-02,26.585220240262103
2025-06-03,29.84055333090644
2025-06-04,32.55333090644339
2025-06-05,27.670331270476883
2025-06-06,32.55333090644339
2025-06-07,39.06399708773207
2025-06-08,36.89377502730251
2025-06-09,32.010775391336004
2025-06-10,29.84055333090644
2025-06-11,25.500109210047324
2025-06-12,31.468219876228613
2025-06-13,29.84055333090644
2025-06-14,33.63844193665817
2025-06-15,38.52144157262468
2025-06-16,29.84055333090644
2025-06-17,30.92566436112122
2025-06-18,28.212886785584274
2025-06-19,26.585220240262103
2025-06-20,32.010775391336004
2025-06-21,32.010775391336004
2025-06-22,31.468219876228613
2025-06-23,30.383108846013833
2025-06-24,27.127775755369495
2025-06-25,24.957553694939932
2025-06-26,33.63844193665817
2025-06-27,36.89377502730251
2025-06-28,39.60655260283946
2025-06-29,33.09588642155078
2025-06-30,28.212886785584274
2025-07-01,29.84055333090644
2025-07-02,28.212886785584274
2025-07-03,29.84055333090644
2025-07-04,32.010775391336004
2025-07-05,36.35121951219512
2025-07-06,40.14910811794685
2025-07-07,32.010775391336004
2025-07-08,36.89377502730251
2025-07-09,32.010775391336004
2025-07-10,32.010775391336004
2025-07-11,27.670331270476883
2025-07-12,36.35121951219512
2025-07-13,34.72355296687295
2025-07-14,30.92566436112122
2025-07-15,32.010775391336004
2025-07-16,33.63844193665817
2025-07-17,32.010775391336004
2025-07-18,30.92566436112122
2025-07-19,41.23421914816163
2025-07-20,36.35121951219512
2025-07-21,36.35121951219512
2025-07-22,37.97888605751729
2025-07-23,32.010775391336004
2025-07-24,31.468219876228613
2025-07-25,34.18099745176556
2025-07-26,40.69166363305424
2025-07-27,39.60655260283946
2025-07-28,28.755442300691662
2025-07-29,33.63844193665817
2025-07-30,38.52144157262468
2025-07-31,36.35121951219512
2025-08-01,35.808663997087734
2025-08-02,33.63844193665817
2025-08-03,37.4363305424099
2025-08-04,31.468219876228613
2025-08-05,30.383108846013833
2025-08-06,28.212886785584274
2025-08-07,32.55333090644339
2025-08-08,39.06399708773207
2025-08-09,34.72355296687295
2025-08-10,43.40444120859119
2025-08-11,36.35121951219512
2025-08-12,35.808663997087734
2025-08-13,32.010775391336004
2025-08-14,31.468219876228613
2025-08-15,30.383108846013833
2025-08-16,33.63844193665817
2025-08-17,37.97888605751729
2025-08-18,34.18099745176556
2025-08-19,27.670331270476883
2025-08-20,29.297997815799054
2025-08-21,29.84055333090644
2025-08-22,32.55333090644339
2025-08-23,34.72355296687295
2025-08-24,35.808663997087734
2025-08-25,34.18099745176556
2025-08-26,30.92566436112122
2025-08-27,24.957553694939932
2025-08-28,31.468219876228613
2025-08-29,28.755442300691662
2025-08-30,36.89377502730251
2025-08-31,40.14910811794685
2025-09-01,40.14910811794685
2025-09-02,32.010775391336004
2025-09-03,30.92566436112122
2025-09-04,32.55333090644339
2025-09-05,28.212886785584274
2025-09-06,30.383108846013833
2025-09-07,35.808663997087734
2025-09-08,32.010775391336004
2025-09-09,31.468219876228613
2025-09-10,34.72355296687295
2025-09-11,28.755442300691662
2025-09-12,28.212886785584274
2025-09-13,34.72355296687295
2025-09-14,34.72355296687295
2025-09-15,30.383108846013833
2025-09-16,30.92566436112122
2025-09-17,29.84055333090644
2025-09-18,31.468219876228613
2025-09-19,29.297997815799054
2025-09-20,36.89377502730251
2025-09-21,35.26610848198034
2025-09-22,31.468219876228613
2025-09-23,34.72355296687295
2025-09-24,33.09588642155078
2025-09-25,36.89377502730251
2025-09-26,34.72355296687295
2025-09-27,41.776774663269016
2025-09-28,35.808663997087734
2025-09-29,34.18099745176556
2025-09-30,35.26610848198034
2025-10-01,29.297997815799054
2025-10-02,30.383108846013833
2025-10-03,30.92566436112122
2025-10-04,35.808663997087734
2025-10-05,36.89377502730251
2025-10-06,40.69166363305424
2025-10-07,42.31933017837641
2025-10-08,41.23421914816163
2025-10-09,41.776774663269016
2025-10-10,36.89377502730251
2025-10-11,39.60655260283946
2025-10-12,42.31933017837641
2025-10-13,49.915107389879864
2025-10-14,52.62788496541682
2025-10-15,49.372551874772476
2025-10-16,46.11721878412814
2025-10-17,48.82999635966509
2025-10-18,45.03210775391336
2025-10-19,52.62788496541682
2025-10-20,45.03210775391336
2025-10-21,42.31933017837641
2025-10-22,39.06399708773207
2025-10-23,39.60655260283946
2025-10-24,41.23421914816163
2025-10-25,36.89377502730251
2025-10-26,46.11721878412814
2025-10-27,35.26610848198034
2025-10-28,34.72355296687295
2025-10-29,39.06399708773207
2025-10-30,30.92566436112122
2025-10-31,34.18099745176556
2025-11-01,34.18099745176556
2025-11-02,36.35121951219512
2025-11-03,35.808663997087734
2025-11-04,37.4363305424099
2025-11-05,33.09588642155078
2025-11-06,39.06399708773207
2025-11-07,37.4363305424099
2025-11-08,42.31933017837641
2025-11-09,41.23421914816163
2025-11-10,40.14910811794685
2025-11-11,42.31933017837641
2025-11-12,37.4363305424099
2025-11-13,39.60655260283946
2025-11-14,41.776774663269016
2025-11-15,43.40444120859119
2025-11-16,37.4363305424099
2025-11-17,37.97888605751729
2025-11-18,37.97888605751729
2025-11-19,36.89377502730251
2025-11-20,40.14910811794685
2025-11-21,34.72355296687295
2025-11-22,45.03210775391336
2025-11-23,53.712995995631594
2025-11-24,45.574663269020746
2025-11-25,39.06399708773207
2025-11-26,41.776774663269016
2025-11-27,43.94699672369858
2025-11-28,54.25555151073899
2025-11-29,54.25555151073899
2025-11-30,46.11721878412814
2025-12-01,36.89377502730251
2025-12-02,44.48955223880597
2025-12-03,41.776774663269016
2025-12-04,45.574663269020746
2025-12-05,37.97888605751729
2025-12-06,37.97888605751729
2025-12-07,43.40444120859119
2025-12-08,31.468219876228613
2025-12-09,37.4363305424099
2025-12-10,35.808663997087734
2025-12-11,39.79046972660468
2025-12-12,36.42478636170121
2025-12-13,38.37890580170664
2025-12-14,40.62269471164228
2025-12-15,33.05910299679773
2025-12-16,36.42478636170121
2025-12-17,33.62005022428165
2025-12-18,34.18099745176556
2025-12-19,36.42478636170121
2025-12-20,41.1836419391262
2025-12-21,32.498155769313826
2025-12-22,38.37890580170664
2025-12-23,37.54668081666903
2025-12-24,27.739300191888837
2025-12-25,34.74194467924947
2025-12-26,42.86648362157793
2025-12-27,42.30553639409402
2025-12-28,47.35406144144922
2025-12-29,39.50080025667446
2025-12-30,38.37890580170664
2025-12-31,40.061747484158374
2026-01-01,41.1836419391262
2026-01-02,45.67121975899749
2026-01-03,43.98837807654576
2026-01-04,42.86648362157793
2026-01-05,35.8638391342173
2026-01-06,38.107628044152946
2026-01-07,36.6960641192549
2026-01-08,31.937208541829918
2026-01-09,36.498353211207295
2026-01-10,39.974386850369896
2026-01-11,37.657031090928164
2026-01-12,37.657031090928164
2026-01-13,34.760336391626
2026-01-14,34.760336391626
2026-01-15,31.284302752463397
2026-01-16,36.498353211207295
2026-01-17,37.657031090928164
2026-01-18,37.07769215106773
2026-01-19,33.022319572044694
2026-01-20,31.86364169232383
2026-01-21,34.760336391626
2026-01-22,32.442980632184266
2026-01-23,35.33967533148643
2026-01-24,33.60165851190513
2026-01-25,34.18099745176556
2026-01-26,30.704963812602962
2026-01-27,37.07769215106773
2026-01-28,34.18099745176556
2026-01-29,38.2363700307886
2026-01-30,33.60165851190513
2026-01-31,35.33967533148643
2026-02-01,37.657031090928164
2026-02-02,28.966946993021665
2026-02-03,33.60165851190513
2026-02-04,27.228930173440364
2026-02-05,29.546285932882096
2026-02-06,33.022319572044694
2026-02-07,35.91901427134686
2026-02-08,30.12562487274253
2026-02-09,23.752896534277763
2026-02-10,24.332235474138198
2026-02-11,28.966946993021665
2026-02-12,30.12562487274253
2026-02-13,36.498353211207295
2026-02-14,36.498353211207295
2026-02-15,39.39504791050946
2026-02-16,31.86364169232383
2026-02-17,30.12562487274253
2026-02-18,29.546285932882096
2026-02-19,34.18099745176556
2026-02-20,37.657031090928164
2026-02-21,33.022319572044694
2026-02-22,37.07769215106773
2026-02-23,31.86364169232383
2026-02-24,30.12562487274253
2026-02-25,27.228930173440364
2026-02-26,34.18099745176556
2026-02-27,34.760336391626
2026-02-28,36.498353211207295
2026-03-01,35.33967533148643
2026-03-02,33.022319572044694
2026-03-03,35.33967533148643
2026-03-04,33.022319572044694
2026-03-05,35.91901427134686
2026-03-06,37.07769215106773
2026-03-07,37.657031090928164
2026-03-08,33.022319572044694
2026-03-09,33.022319572044694
2026-03-10,34.760336391626
2026-03-11,30.704963812602962
2026-03-12,31.284302752463397
2026-03-13,34.18099745176556
2026-03-14,35.91901427134686
2026-03-15,35.91901427134686
2026-03-16,30.704963812602962
2026-03-17,29.546285932882096
2026-03-18,33.022319572044694
2026-03-19,30.704963812602962
2026-03-20,37.07769215106773
2026-03-21,37.657031090928164
2026-03-22,43.4504204895325
2026-03-23,34.18099745176556
2026-03-24,30.704963812602962
2026-03-25,30.704963812602962
2026-03-26,26.0702522937195
2026-03-27,33.60165851190513
2026-03-28,36.498353211207295
2026-03-29,39.39504791050946
2026-03-30,34.760336391626
2026-03-31,37.657031090928164
2026-04-01,33.022319572044694
2026-04-02,35.33967533148643
2026-04-03,39.39504791050946
2026-04-04,41.71240366995119
2026-04-05,44.60909836925336
2026-04-06,38.81570897064903
2026-04-07,36.498353211207295
2026-04-08,37.07769215106773
2026-04-09,32.442980632184266
2026-04-10,40.55372579023033
2026-04-11,57.93389398604333
2026-04-12,44.60909836925336
2026-04-13,37.07769215106773
2026-04-14,34.18099745176556
2026-04-15,39.39504791050946
2026-04-16,36.498353211207295
2026-04-17,41.71240366995119
2026-04-18,49.823148827997265
2026-04-19,43.4504204895325
2026-04-20,37.657031090928164
2026-04-21,42.87108154967206
2026-04-22,37.657031090928164
2026-04-23,34.18099745176556
2026-04-24,35.33967533148643
2026-04-25,38.81570897064903
2026-04-26,41.133064730090766
2026-04-27,34.18099745176556
2026-04-28,34.18099745176556
2026-04-29,35.91901427134686
2026-04-30,33.60165851190513
2026-05-01,38.2363700307886
2026-05-02,42.87108154967206
2026-05-03,34.760336391626
2026-05-04,34.760336391626
2026-05-05,38.81570897064903
2026-05-06,33.022319572044694
2026-05-07,39.39504791050946
2026-05-08,42.29174260981163
2026-05-09,39.39504791050946
2026-05-10,44.60909836925336
2026-05-11,34.18099745176556
2026-05-12,33.60165851190513
2026-05-13,33.60165851190513
2026-05-14,38.2363700307886
2026-05-15,41.133064730090766
2026-05-16,40.55372579023033
2026-05-17,37.07769215106773
2026-05-18,37.657031090928164
2026-05-19,38.81570897064903
2026-05-20,35.91901427134686
2026-05-21,27.808269113300796
2026-05-22,37.657031090928164
2026-05-23,39.39504791050946
2026-05-24,37.07769215106773
2026-05-25,40.55372579023033
2026-05-26,39.39504791050946
2026-05-27,32.442980632184266
2026-05-28,33.60165851190513
2026-05-29,38.2363700307886
2026-05-30,41.71240366995119
2026-05-31,44.60909836925336
