Time,victoria_secret
2024-09-23,42.092749492727805
2024-09-24,42.092749492727805
2024-09-25,42.092749492727805
2024-09-26,39.28656619321262
2024-09-27,42.092749492727805
2024-09-28,47.705116091758185
2024-09-29,50.51129939127337
2024-09-30,36.48038289369743
2024-10-01,39.28656619321262
2024-10-02,42.092749492727805
2024-10-03,47.705116091758185
2024-10-04,58.92984928981893
2024-10-05,61.736032589334116
2024-10-06,58.92984928981893
2024-10-07,47.705116091758185
2024-10-08,47.705116091758185
2024-10-09,47.705116091758185
2024-10-10,47.705116091758185
2024-10-11,50.51129939127337
2024-10-12,58.92984928981893
2024-10-13,58.92984928981893
2024-10-14,61.736032589334116
2024-10-15,227.30084726073017
2024-10-16,280.6183299515187
2024-10-17,126.27824847818343
2024-10-18,84.18549898545561
2024-10-19,89.79786558448599
2024-10-20,84.18549898545561
2024-10-21,81.37931568594043
2024-10-22,58.92984928981893
2024-10-23,56.12366599030374
2024-10-24,61.736032589334116
2024-10-25,61.736032589334116
2024-10-26,61.736032589334116
2024-10-27,64.5422158888493
2024-10-28,56.12366599030374
2024-10-29,61.736032589334116
2024-10-30,84.18549898545561
2024-10-31,103.82878208206192
2024-11-01,92.60404888400117
2024-11-02,72.96076578739486
2024-11-03,72.96076578739486
2024-11-04,56.12366599030374
2024-11-05,53.31748269078856
2024-11-06,39.28656619321262
2024-11-07,56.12366599030374
2024-11-08,70.15458248787968
2024-11-09,70.15458248787968
2024-11-10,75.76694908691006
2024-11-11,64.5422158888493
2024-11-12,67.3483991883645
2024-11-13,56.12366599030374
2024-11-14,64.5422158888493
2024-11-15,58.92984928981893
2024-11-16,70.15458248787968
2024-11-17,84.18549898545561
2024-11-18,61.736032589334116
2024-11-19,58.92984928981893
2024-11-20,61.736032589334116
2024-11-21,61.736032589334116
2024-11-22,61.736032589334116
2024-11-23,72.96076578739486
2024-11-24,84.18549898545561
2024-11-25,72.96076578739486
2024-11-26,78.57313238642524
2024-11-27,86.9916822849708
2024-11-28,103.82878208206192
2024-11-29,230.10703056024536
2024-11-30,179.59573116897198
2024-12-01,129.0844317776986
2024-12-02,126.27824847818343
2024-12-03,106.63496538157712
2024-12-04,78.57313238642524
2024-12-05,70.15458248787968
2024-12-06,72.96076578739486
2024-12-07,92.60404888400117
2024-12-08,92.60404888400117
2024-12-09,72.96076578739486
2024-12-10,72.96076578739486
2024-12-11,75.76694908691006
2024-12-12,72.96076578739486
2024-12-13,78.57313238642524
2024-12-14,86.9916822849708
2024-12-15,89.79786558448599
2024-12-16,75.76694908691006
2024-12-17,70.15458248787968
2024-12-18,70.15458248787968
2024-12-19,78.57313238642524
2024-12-20,84.18549898545561
2024-12-21,98.21641548303155
2024-12-22,89.79786558448599
2024-12-23,86.9916822849708
2024-12-24,84.18549898545561
2024-12-25,81.37931568594043
2024-12-26,134.696798376729
2024-12-27,115.05351528012268
2024-12-28,92.60404888400117
2024-12-29,89.79786558448599
2024-12-30,72.96076578739486
2024-12-31,70.15458248787968
2025-01-01,61.736032589334116
2025-01-02,67.3483991883645
2025-01-03,61.736032589334116
2025-01-04,70.15458248787968
2025-01-05,70.15458248787968
2025-01-06,53.31748269078856
2025-01-07,50.51129939127337
2025-01-08,47.705116091758185
2025-01-09,47.705116091758185
2025-01-10,50.51129939127337
2025-01-11,58.92984928981893
2025-01-12,61.736032589334116
2025-01-13,47.705116091758185
2025-01-14,47.705116091758185
2025-01-15,44.898932792242995
2025-01-16,50.51129939127337
2025-01-17,50.51129939127337
2025-01-18,72.96076578739486
2025-01-19,53.31748269078856
2025-01-20,53.31748269078856
2025-01-21,42.092749492727805
2025-01-22,42.092749492727805
2025-01-23,39.28656619321262
2025-01-24,42.092749492727805
2025-01-25,50.51129939127337
2025-01-26,47.705116091758185
2025-01-27,42.092749492727805
2025-01-28,39.28656619321262
2025-01-29,42.092749492727805
2025-01-30,42.092749492727805
2025-01-31,47.705116091758185
2025-02-01,56.12366599030374
2025-02-02,56.12366599030374
2025-02-03,47.705116091758185
2025-02-04,44.898932792242995
2025-02-05,50.51129939127337
2025-02-06,53.31748269078856
2025-02-07,47.705116091758185
2025-02-08,56.12366599030374
2025-02-09,58.92984928981893
2025-02-10,44.898932792242995
2025-02-11,47.705116091758185
2025-02-12,50.51129939127337
2025-02-13,50.51129939127337
2025-02-14,61.736032589334116
2025-02-15,56.12366599030374
2025-02-16,58.92984928981893
2025-02-17,47.705116091758185
2025-02-18,44.898932792242995
2025-02-19,44.898932792242995
2025-02-20,44.898932792242995
2025-02-21,44.898932792242995
2025-02-22,50.51129939127337
2025-02-23,56.12366599030374
2025-02-24,42.092749492727805
2025-02-25,42.092749492727805
2025-02-26,44.898932792242995
2025-02-27,39.28656619321262
2025-02-28,44.898932792242995
2025-03-01,53.31748269078856
2025-03-02,53.31748269078856
2025-03-03,44.898932792242995
2025-03-04,44.898932792242995
2025-03-05,39.28656619321262
2025-03-06,39.28656619321262
2025-03-07,39.28656619321262
2025-03-08,44.898932792242995
2025-03-09,47.705116091758185
2025-03-10,36.48038289369743
2025-03-11,33.67419959418225
2025-03-12,39.28656619321262
2025-03-13,44.898932792242995
2025-03-14,42.092749492727805
2025-03-15,47.705116091758185
2025-03-16,56.12366599030374
2025-03-17,50.51129939127337
2025-03-18,50.51129939127337
2025-03-19,44.898932792242995
2025-03-20,39.28656619321262
2025-03-21,39.28656619321262
2025-03-22,47.705116091758185
2025-03-23,47.705116091758185
2025-03-24,36.48038289369743
2025-03-25,36.48038289369743
2025-03-26,33.67419959418225
2025-03-27,36.48038289369743
2025-03-28,42.092749492727805
2025-03-29,44.898932792242995
2025-03-30,44.898932792242995
2025-03-31,36.48038289369743
2025-04-01,36.48038289369743
2025-04-02,42.092749492727805
2025-04-03,42.092749492727805
2025-04-04,42.092749492727805
2025-04-05,50.51129939127337
2025-04-06,53.31748269078856
2025-04-07,39.28656619321262
2025-04-08,36.48038289369743
2025-04-09,36.48038289369743
2025-04-10,39.28656619321262
2025-04-11,39.28656619321262
2025-04-12,47.705116091758185
2025-04-13,47.705116091758185
2025-04-14,36.48038289369743
2025-04-15,36.24653428540451
2025-04-16,39.28656619321262
2025-04-17,42.32659810102074
2025-04-18,42.32659810102074
2025-04-19,46.76972165858646
2025-04-20,48.406661916636985
2025-04-21,36.24653428540451
2025-04-22,39.28656619321262
2025-04-23,36.24653428540451
2025-04-24,36.24653428540451
2025-04-25,39.28656619321262
2025-04-26,42.32659810102074
2025-04-27,48.406661916636985
2025-04-28,36.24653428540451
2025-04-29,36.24653428540451
2025-04-30,36.24653428540451
2025-05-01,39.28656619321262
2025-05-02,39.28656619321262
2025-05-03,45.366630008828864
2025-05-04,49.809753566394576
2025-05-05,39.28656619321262
2025-05-06,36.24653428540451
2025-05-07,39.28656619321262
2025-05-08,42.32659810102074
2025-05-09,42.32659810102074
2025-05-10,52.8497854742027
2025-05-11,51.446693824445106
2025-05-12,42.32659810102074
2025-05-13,39.28656619321262
2025-05-14,42.32659810102074
2025-05-15,42.56044670931368
2025-05-16,42.56044670931368
2025-05-17,49.108207741515784
2025-05-18,52.382088257616836
2025-05-19,45.83432722541473
2025-05-20,45.83432722541473
2025-05-21,42.56044670931368
2025-05-22,42.56044670931368
2025-05-23,42.56044670931368
2025-05-24,55.65596877371789
2025-05-25,65.47761032202105
2025-05-26,94.94253496693051
2025-05-27,78.57313238642526
2025-05-28,72.02537135422315
2025-05-29,88.3947739347284
2025-05-30,65.47761032202105
2025-05-31,58.92984928981894
2025-06-01,58.92984928981894
2025-06-02,49.108207741515784
2025-06-03,45.83432722541473
2025-06-04,65.47761032202105
2025-06-05,58.92984928981894
2025-06-06,55.65596877371789
2025-06-07,55.65596877371789
2025-06-08,55.65596877371789
2025-06-09,45.83432722541473
2025-06-10,45.83432722541473
2025-06-11,42.56044670931368
2025-06-12,49.108207741515784
2025-06-13,45.83432722541473
2025-06-14,45.83432722541473
2025-06-15,49.108207741515784
2025-06-16,45.83432722541473
2025-06-17,42.56044670931368
2025-06-18,42.56044670931368
2025-06-19,45.83432722541473
2025-06-20,45.83432722541473
2025-06-21,49.108207741515784
2025-06-22,49.108207741515784
2025-06-23,42.56044670931368
2025-06-24,42.56044670931368
2025-06-25,39.28656619321263
2025-06-26,42.56044670931368
2025-06-27,45.83432722541473
2025-06-28,49.108207741515784
2025-06-29,52.382088257616836
2025-06-30,42.56044670931368
2025-07-01,42.56044670931368
2025-07-02,52.382088257616836
2025-07-03,55.65596877371789
2025-07-04,55.65596877371789
2025-07-05,52.382088257616836
2025-07-06,58.92984928981894
2025-07-07,52.382088257616836
2025-07-08,49.108207741515784
2025-07-09,42.56044670931368
2025-07-10,45.83432722541473
2025-07-11,45.83432722541473
2025-07-12,49.108207741515784
2025-07-13,49.108207741515784
2025-07-14,42.56044670931368
2025-07-15,42.56044670931368
2025-07-16,45.83432722541473
2025-07-17,55.65596877371789
2025-07-18,49.108207741515784
2025-07-19,55.65596877371789
2025-07-20,58.92984928981894
2025-07-21,49.108207741515784
2025-07-22,49.108207741515784
2025-07-23,49.108207741515784
2025-07-24,45.83432722541473
2025-07-25,45.83432722541473
2025-07-26,49.108207741515784
2025-07-27,49.108207741515784
2025-07-28,42.56044670931368
2025-07-29,45.83432722541473
2025-07-30,42.56044670931368
2025-07-31,49.108207741515784
2025-08-01,58.92984928981894
2025-08-02,68.7514908381221
2025-08-03,65.47761032202105
2025-08-04,58.92984928981894
2025-08-05,72.02537135422315
2025-08-06,65.47761032202105
2025-08-07,52.382088257616836
2025-08-08,49.108207741515784
2025-08-09,55.65596877371789
2025-08-10,55.65596877371789
2025-08-11,42.56044670931368
2025-08-12,42.56044670931368
2025-08-13,42.56044670931368
2025-08-14,45.83432722541473
2025-08-15,45.83432722541473
2025-08-16,55.65596877371789
2025-08-17,58.92984928981894
2025-08-18,45.83432722541473
2025-08-19,42.56044670931368
2025-08-20,39.28656619321263
2025-08-21,39.28656619321263
2025-08-22,42.56044670931368
2025-08-23,49.108207741515784
2025-08-24,52.382088257616836
2025-08-25,39.28656619321263
2025-08-26,36.01268567711158
2025-08-27,42.56044670931368
2025-08-28,42.56044670931368
2025-08-29,45.83432722541473
2025-08-30,49.108207741515784
2025-08-31,52.382088257616836
2025-09-01,58.92984928981894
2025-09-02,42.56044670931368
2025-09-03,49.108207741515784
2025-09-04,49.108207741515784
2025-09-05,42.56044670931368
2025-09-06,45.83432722541473
2025-09-07,49.108207741515784
2025-09-08,39.28656619321263
2025-09-09,39.28656619321263
2025-09-10,36.01268567711158
2025-09-11,39.28656619321263
2025-09-12,39.28656619321263
2025-09-13,49.108207741515784
2025-09-14,49.108207741515784
2025-09-15,39.28656619321263
2025-09-16,39.28656619321263
2025-09-17,42.56044670931368
2025-09-18,39.28656619321263
2025-09-19,39.28656619321263
2025-09-20,45.83432722541473
2025-09-21,45.83432722541473
2025-09-22,39.28656619321263
2025-09-23,39.28656619321263
2025-09-24,39.28656619321263
2025-09-25,39.28656619321263
2025-09-26,39.28656619321263
2025-09-27,45.83432722541473
2025-09-28,52.382088257616836
2025-09-29,45.83432722541473
2025-09-30,42.56044670931368
2025-10-01,42.56044670931368
2025-10-02,52.382088257616836
2025-10-03,58.92984928981894
2025-10-04,58.92984928981894
2025-10-05,58.92984928981894
2025-10-06,52.382088257616836
2025-10-07,45.83432722541473
2025-10-08,52.382088257616836
2025-10-09,55.65596877371789
2025-10-10,55.65596877371789
2025-10-11,62.20372980591999
2025-10-12,62.20372980591999
2025-10-13,65.47761032202105
2025-10-14,75.2992518703242
2025-10-15,327.3880516101052
2025-10-16,320.84029057790315
2025-10-17,147.32462322454734
2025-10-18,114.58581806353683
2025-10-19,91.66865445082946
2025-10-20,78.57313238642526
2025-10-21,65.47761032202105
2025-10-22,72.02537135422315
2025-10-23,65.47761032202105
2025-10-24,65.47761032202105
2025-10-25,68.7514908381221
2025-10-26,72.02537135422315
2025-10-27,65.47761032202105
2025-10-28,65.47761032202105
2025-10-29,65.47761032202105
2025-10-30,94.94253496693051
2025-10-31,144.0507427084463
2025-11-01,98.21641548303157
2025-11-02,78.57313238642526
2025-11-03,62.20372980591999
2025-11-04,55.65596877371789
2025-11-05,55.65596877371789
2025-11-06,58.92984928981894
2025-11-07,62.20372980591999
2025-11-08,78.57313238642526
2025-11-09,78.57313238642526
2025-11-10,65.47761032202105
2025-11-11,68.7514908381221
2025-11-12,65.47761032202105
2025-11-13,68.7514908381221
2025-11-14,68.7514908381221
2025-11-15,85.12089341862736
2025-11-16,94.94253496693051
2025-11-17,72.02537135422315
2025-11-18,72.02537135422315
2025-11-19,78.57313238642526
2025-11-20,68.7514908381221
2025-11-21,75.2992518703242
2025-11-22,88.3947739347284
2025-11-23,88.3947739347284
2025-11-24,85.12089341862736
2025-11-25,85.12089341862736
2025-11-26,104.76417651523367
2025-11-27,117.85969857963788
2025-11-28,288.1014854168926
2025-11-29,212.8022335465684
2025-11-30,130.9552206440421
2025-12-01,137.5029816762442
2025-12-02,124.40745961183998
2025-12-03,85.12089341862736
2025-12-04,81.8470129025263
2025-12-05,88.3947739347284
2025-12-06,101.49029599913261
2025-12-07,98.21641548303157
2025-12-08,78.57313238642526
2025-12-09,75.2992518703242
2025-12-10,81.8470129025263
2025-12-11,100.64360276220992
2025-12-12,97.53906089349343
2025-12-13,98.27286169882642
2025-12-14,88.95923609267686
2025-12-15,85.12089341862736
2025-12-16,71.96892513842832
2025-12-17,75.80726781247782
2025-12-18,78.91180968119434
2025-12-19,84.38709261329437
2025-12-20,88.22543528734388
2025-12-21,91.3299771560604
2025-12-22,88.22543528734388
2025-12-23,88.95923609267686
2025-12-24,92.06377796139338
2025-12-25,85.12089341862736
2025-12-26,147.0423921455731
2025-12-27,130.0520811913246
2025-12-28,95.16831983010991
2025-12-29,85.85469422396037
2025-12-30,81.28255074457785
2025-12-31,71.96892513842832
2026-01-01,68.8643832697118
2026-01-02,75.80726781247782
2026-01-03,78.91180968119434
2026-01-04,71.23512433309531
2026-01-05,61.18769792161277
2026-01-06,55.71241498951274
2026-01-07,59.550757663562244
2026-01-08,52.60787312079622
2026-01-09,58.08315605289626
2026-01-10,66.0420724799695
2026-01-11,64.57447086930352
2026-01-12,49.898454762643624
2026-01-13,48.43085315197764
2026-01-14,46.96325154131165
2026-01-15,52.833657983975606
2026-01-16,52.833657983975606
2026-01-17,61.639267647971536
2026-01-18,61.639267647971536
2026-01-19,57.236462815973574
2026-01-20,49.898454762643624
2026-01-21,48.43085315197764
2026-01-22,45.49564993064566
2026-01-23,48.43085315197764
2026-01-24,54.30125959464159
2026-01-25,52.833657983975606
2026-01-26,52.833657983975606
2026-01-27,46.96325154131165
2026-01-28,46.96325154131165
2026-01-29,48.43085315197764
2026-01-30,49.898454762643624
2026-01-31,55.76886120530759
2026-02-01,73.38008053329945
2026-02-02,52.833657983975606
2026-02-03,54.30125959464159
2026-02-04,54.30125959464159
2026-02-05,49.898454762643624
2026-02-06,52.833657983975606
2026-02-07,58.70406442663956
2026-02-08,57.236462815973574
2026-02-09,52.833657983975606
2026-02-10,49.898454762643624
2026-02-11,52.833657983975606
2026-02-12,54.30125959464159
2026-02-13,57.236462815973574
2026-02-14,61.639267647971536
2026-02-15,68.97727570130148
2026-02-16,52.833657983975606
2026-02-17,45.49564993064566
2026-02-18,46.96325154131165
2026-02-19,52.833657983975606
2026-02-20,49.898454762643624
2026-02-21,57.236462815973574
2026-02-22,55.76886120530759
2026-02-23,46.96325154131165
2026-02-24,46.96325154131165
2026-02-25,45.49564993064566
2026-02-26,48.43085315197764
2026-02-27,48.43085315197764
2026-02-28,54.30125959464159
2026-03-01,58.70406442663956
2026-03-02,46.96325154131165
2026-03-03,46.96325154131165
2026-03-04,41.09284509864769
2026-03-05,44.028048319979675
2026-03-06,46.96325154131165
2026-03-07,54.30125959464159
2026-03-08,55.76886120530759
2026-03-09,45.49564993064566
2026-03-10,39.625243487981706
2026-03-11,45.49564993064566
2026-03-12,48.43085315197764
2026-03-13,51.36605637330962
2026-03-14,55.76886120530759
2026-03-15,58.70406442663956
2026-03-16,58.70406442663956
2026-03-17,58.70406442663956
2026-03-18,55.76886120530759
2026-03-19,45.49564993064566
2026-03-20,46.96325154131165
2026-03-21,55.76886120530759
2026-03-22,51.36605637330962
2026-03-23,39.625243487981706
2026-03-24,39.625243487981706
2026-03-25,41.09284509864769
2026-03-26,39.625243487981706
2026-03-27,41.09284509864769
2026-03-28,48.43085315197764
2026-03-29,49.898454762643624
2026-03-30,48.43085315197764
2026-03-31,57.236462815973574
2026-04-01,51.36605637330962
2026-04-02,51.36605637330962
2026-04-03,54.30125959464159
2026-04-04,55.76886120530759
2026-04-05,58.70406442663956
2026-04-06,55.76886120530759
2026-04-07,45.49564993064566
2026-04-08,48.43085315197764
2026-04-09,45.49564993064566
2026-04-10,48.43085315197764
2026-04-11,57.236462815973574
2026-04-12,54.30125959464159
2026-04-13,44.028048319979675
2026-04-14,42.56044670931368
2026-04-15,44.028048319979675
2026-04-16,46.96325154131165
2026-04-17,45.49564993064566
2026-04-18,57.236462815973574
2026-04-19,55.76886120530759
2026-04-20,45.49564993064566
2026-04-21,41.09284509864769
2026-04-22,41.09284509864769
2026-04-23,45.49564993064566
2026-04-24,44.028048319979675
2026-04-25,51.36605637330962
2026-04-26,57.236462815973574
2026-04-27,45.49564993064566
2026-04-28,42.56044670931368
2026-04-29,44.028048319979675
2026-04-30,42.56044670931368
2026-05-01,44.028048319979675
2026-05-02,49.898454762643624
2026-05-03,54.30125959464159
2026-05-04,45.49564993064566
2026-05-05,39.625243487981706
2026-05-06,42.56044670931368
2026-05-07,44.028048319979675
2026-05-08,49.898454762643624
2026-05-09,57.236462815973574
2026-05-10,57.236462815973574
2026-05-11,45.49564993064566
2026-05-12,42.56044670931368
2026-05-13,41.09284509864769
2026-05-14,45.49564993064566
2026-05-15,46.96325154131165
2026-05-16,49.898454762643624
2026-05-17,51.36605637330962
2026-05-18,45.49564993064566
2026-05-19,44.028048319979675
2026-05-20,45.49564993064566
2026-05-21,51.36605637330962
2026-05-22,58.70406442663956
2026-05-23,60.17166603730555
2026-05-24,63.10686925863753
2026-05-25,64.57447086930352
2026-05-26,52.833657983975606
2026-05-27,46.96325154131165
2026-05-28,46.96325154131165
2026-05-29,48.43085315197764
2026-05-30,52.833657983975606
2026-05-31,54.30125959464159
