Time,arnold_schwarzenegger
2024-09-28,9.199399819452877
2024-09-29,9.199399819452877
2024-09-30,8.715220881586935
2024-10-01,8.715220881586935
2024-10-02,8.231041943720994
2024-10-03,9.199399819452877
2024-10-04,10.167757695184758
2024-10-05,12.588652384514463
2024-10-06,11.13611557091664
2024-10-07,9.199399819452877
2024-10-08,8.231041943720994
2024-10-09,9.199399819452877
2024-10-10,8.715220881586935
2024-10-11,7.746863005855054
2024-10-12,10.651936633050699
2024-10-13,12.588652384514463
2024-10-14,9.199399819452877
2024-10-15,10.167757695184758
2024-10-16,8.231041943720994
2024-10-17,9.199399819452877
2024-10-18,8.715220881586935
2024-10-19,11.13611557091664
2024-10-20,10.167757695184758
2024-10-21,9.199399819452877
2024-10-22,10.167757695184758
2024-10-23,9.683578757318816
2024-10-24,8.715220881586935
2024-10-25,10.651936633050699
2024-10-26,10.167757695184758
2024-10-27,10.167757695184758
2024-10-28,9.199399819452877
2024-10-29,9.199399819452877
2024-10-30,37.28177821567745
2024-10-31,29.050736271956453
2024-11-01,16.94626282530793
2024-11-02,12.588652384514463
2024-11-03,12.104473446648521
2024-11-04,9.683578757318816
2024-11-05,9.683578757318816
2024-11-06,9.199399819452877
2024-11-07,9.683578757318816
2024-11-08,10.167757695184758
2024-11-09,11.62029450878258
2024-11-10,11.62029450878258
2024-11-11,10.167757695184758
2024-11-12,11.62029450878258
2024-11-13,12.104473446648521
2024-11-14,9.683578757318816
2024-11-15,9.683578757318816
2024-11-16,10.651936633050699
2024-11-17,10.651936633050699
2024-11-18,9.683578757318816
2024-11-19,9.199399819452877
2024-11-20,8.715220881586935
2024-11-21,8.231041943720994
2024-11-22,9.199399819452877
2024-11-23,10.167757695184758
2024-11-24,10.651936633050699
2024-11-25,8.715220881586935
2024-11-26,9.683578757318816
2024-11-27,9.683578757318816
2024-11-28,12.104473446648521
2024-11-29,11.62029450878258
2024-11-30,12.588652384514463
2024-12-01,11.13611557091664
2024-12-02,8.715220881586935
2024-12-03,9.199399819452877
2024-12-04,10.651936633050699
2024-12-05,9.199399819452877
2024-12-06,9.199399819452877
2024-12-07,11.13611557091664
2024-12-08,10.651936633050699
2024-12-09,8.231041943720994
2024-12-10,8.231041943720994
2024-12-11,9.199399819452877
2024-12-12,9.683578757318816
2024-12-13,9.199399819452877
2024-12-14,11.62029450878258
2024-12-15,12.104473446648521
2024-12-16,10.167757695184758
2024-12-17,18.398799638905754
2024-12-18,48.417893786594085
2024-12-19,39.21849396714121
2024-12-20,22.27223114183328
2024-12-21,20.819694328235457
2024-12-22,22.27223114183328
2024-12-23,18.882978576771695
2024-12-24,22.27223114183328
2024-12-25,30.01909414768833
2024-12-26,15.977904949576049
2024-12-27,13.557010260246344
2024-12-28,12.588652384514463
2024-12-29,14.525368135978226
2024-12-30,10.651936633050699
2024-12-31,10.167757695184758
2025-01-01,13.072831322380402
2025-01-02,10.651936633050699
2025-01-03,11.62029450878258
2025-01-04,12.588652384514463
2025-01-05,10.651936633050699
2025-01-06,9.683578757318816
2025-01-07,10.167757695184758
2025-01-08,11.13611557091664
2025-01-09,12.104473446648521
2025-01-10,11.13611557091664
2025-01-11,12.104473446648521
2025-01-12,14.525368135978226
2025-01-13,11.62029450878258
2025-01-14,12.104473446648521
2025-01-15,11.13611557091664
2025-01-16,10.651936633050699
2025-01-17,11.62029450878258
2025-01-18,11.13611557091664
2025-01-19,11.13611557091664
2025-01-20,10.651936633050699
2025-01-21,9.683578757318816
2025-01-22,10.651936633050699
2025-01-23,10.651936633050699
2025-01-24,10.167757695184758
2025-01-25,12.588652384514463
2025-01-26,11.13611557091664
2025-01-27,8.715220881586935
2025-01-28,9.199399819452877
2025-01-29,9.683578757318816
2025-01-30,9.199399819452877
2025-01-31,9.683578757318816
2025-02-01,12.104473446648521
2025-02-02,11.62029450878258
2025-02-03,9.683578757318816
2025-02-04,9.199399819452877
2025-02-05,8.715220881586935
2025-02-06,8.715220881586935
2025-02-07,9.683578757318816
2025-02-08,10.651936633050699
2025-02-09,10.167757695184758
2025-02-10,8.231041943720994
2025-02-11,9.199399819452877
2025-02-12,10.651936633050699
2025-02-13,9.683578757318816
2025-02-14,11.13611557091664
2025-02-15,13.557010260246344
2025-02-16,11.62029450878258
2025-02-17,16.94626282530793
2025-02-18,16.462083887441988
2025-02-19,14.041189198112285
2025-02-20,11.62029450878258
2025-02-21,12.588652384514463
2025-02-22,13.072831322380402
2025-02-23,12.588652384514463
2025-02-24,14.041189198112285
2025-02-25,13.557010260246344
2025-02-26,12.104473446648521
2025-02-27,11.62029450878258
2025-02-28,11.62029450878258
2025-03-01,15.977904949576049
2025-03-02,16.462083887441988
2025-03-03,14.041189198112285
2025-03-04,11.13611557091664
2025-03-05,10.651936633050699
2025-03-06,10.651936633050699
2025-03-07,11.62029450878258
2025-03-08,12.104473446648521
2025-03-09,13.557010260246344
2025-03-10,13.557010260246344
2025-03-11,12.588652384514463
2025-03-12,10.167757695184758
2025-03-13,13.072831322380402
2025-03-14,12.588652384514463
2025-03-15,12.104473446648521
2025-03-16,14.041189198112285
2025-03-17,14.525368135978226
2025-03-18,13.557010260246344
2025-03-19,12.588652384514463
2025-03-20,11.62029450878258
2025-03-21,12.104473446648521
2025-03-22,12.104473446648521
2025-03-23,12.588652384514463
2025-03-24,14.525368135978226
2025-03-25,23.24058901756516
2025-03-26,14.525368135978226
2025-03-27,13.557010260246344
2025-03-28,15.009547073844166
2025-03-29,14.525368135978226
2025-03-30,15.977904949576049
2025-03-31,14.525368135978226
2025-04-01,13.072831322380402
2025-04-02,12.588652384514463
2025-04-03,13.557010260246344
2025-04-04,11.62029450878258
2025-04-05,13.557010260246344
2025-04-06,15.009547073844166
2025-04-07,15.977904949576049
2025-04-08,13.072831322380402
2025-04-09,10.651936633050699
2025-04-10,12.588652384514463
2025-04-11,15.009547073844166
2025-04-12,16.462083887441988
2025-04-13,17.43044176317387
2025-04-14,11.62029450878258
2025-04-15,11.543845202803748
2025-04-16,9.88744357326237
2025-04-17,10.358880960131838
2025-04-18,9.88744357326237
2025-04-19,11.773193120740245
2025-04-20,12.716067894479183
2025-04-21,9.186658268456405
2025-04-22,10.129533042195341
2025-04-23,8.715220881586935
2025-04-24,9.186658268456405
2025-04-25,27.78932272330571
2025-04-26,12.716067894479183
2025-04-27,10.600970429064809
2025-04-28,7.772346107847998
2025-04-29,8.715220881586935
2025-04-30,9.186658268456405
2025-05-01,8.944568799523434
2025-05-02,7.772346107847998
2025-05-03,10.129533042195341
2025-05-04,11.072407815934278
2025-05-05,9.186658268456405
2025-05-06,8.715220881586935
2025-05-07,10.129533042195341
2025-05-08,8.715220881586935
2025-05-09,9.186658268456405
2025-05-10,9.186658268456405
2025-05-11,10.830318347001308
2025-05-12,9.658095655325873
2025-05-13,9.416006186392902
2025-05-14,8.944568799523434
2025-05-15,8.256525045713937
2025-05-16,9.173916717459932
2025-05-17,10.55000422507892
2025-05-18,10.55000422507892
2025-05-19,8.715220881586935
2025-05-20,8.715220881586935
2025-05-21,7.797829209840941
2025-05-22,8.256525045713937
2025-05-23,8.715220881586935
2025-05-24,9.173916717459932
2025-05-25,10.55000422507892
2025-05-26,10.55000422507892
2025-05-27,9.632612553332928
2025-05-28,7.797829209840941
2025-05-29,9.173916717459932
2025-05-30,9.632612553332928
2025-05-31,10.55000422507892
2025-06-01,10.55000422507892
2025-06-02,9.173916717459932
2025-06-03,12.384787568570907
2025-06-04,15.595658419681882
2025-06-05,15.136962583808886
2025-06-06,13.760875076189897
2025-06-07,12.843483404443903
2025-06-08,13.3021792403169
2025-06-09,12.843483404443903
2025-06-10,12.384787568570907
2025-06-11,12.843483404443903
2025-06-12,25.686966808887806
2025-06-13,23.393487629522824
2025-06-14,25.228270973014812
2025-06-15,26.145662644760804
2025-06-16,19.723920942538854
2025-06-17,31.191316839363765
2025-06-18,45.86958358729966
2025-06-19,26.6043584806338
2025-06-20,19.265225106665856
2025-06-21,21.55870428603084
2025-06-22,19.265225106665856
2025-06-23,14.219570912062894
2025-06-24,15.595658419681882
2025-06-25,16.05435425555488
2025-06-26,14.219570912062894
2025-06-27,14.67826674793589
2025-06-28,13.3021792403169
2025-06-29,14.219570912062894
2025-06-30,10.091308389205924
2025-07-01,11.92609173269791
2025-07-02,10.55000422507892
2025-07-03,11.467395896824915
2025-07-04,19.265225106665856
2025-07-05,18.347833434919863
2025-07-06,16.05435425555488
2025-07-07,11.92609173269791
2025-07-08,10.55000422507892
2025-07-09,10.55000422507892
2025-07-10,10.55000422507892
2025-07-11,11.92609173269791
2025-07-12,13.3021792403169
2025-07-13,13.760875076189897
2025-07-14,10.091308389205924
2025-07-15,10.55000422507892
2025-07-16,11.008700060951917
2025-07-17,11.92609173269791
2025-07-18,11.008700060951917
2025-07-19,12.843483404443903
2025-07-20,13.3021792403169
2025-07-21,11.008700060951917
2025-07-22,10.091308389205924
2025-07-23,9.632612553332928
2025-07-24,17.889137599046865
2025-07-25,13.760875076189897
2025-07-26,14.219570912062894
2025-07-27,17.43044176317387
2025-07-28,12.843483404443903
2025-07-29,10.091308389205924
2025-07-30,13.760875076189897
2025-07-31,12.384787568570907
2025-08-01,10.55000422507892
2025-08-02,11.92609173269791
2025-08-03,11.467395896824915
2025-08-04,10.091308389205924
2025-08-05,13.760875076189897
2025-08-06,10.55000422507892
2025-08-07,10.091308389205924
2025-08-08,11.467395896824915
2025-08-09,12.843483404443903
2025-08-10,12.843483404443903
2025-08-11,10.091308389205924
2025-08-12,13.760875076189897
2025-08-13,11.008700060951917
2025-08-14,10.091308389205924
2025-08-15,11.008700060951917
2025-08-16,16.513050091427875
2025-08-17,17.43044176317387
2025-08-18,11.92609173269791
2025-08-19,13.760875076189897
2025-08-20,10.55000422507892
2025-08-21,10.091308389205924
2025-08-22,10.55000422507892
2025-08-23,12.384787568570907
2025-08-24,15.595658419681882
2025-08-25,11.467395896824915
2025-08-26,9.173916717459932
2025-08-27,8.715220881586935
2025-08-28,9.632612553332928
2025-08-29,9.173916717459932
2025-08-30,11.008700060951917
2025-08-31,11.467395896824915
2025-09-01,12.843483404443903
2025-09-02,11.008700060951917
2025-09-03,10.55000422507892
2025-09-04,9.173916717459932
2025-09-05,9.173916717459932
2025-09-06,9.173916717459932
2025-09-07,11.467395896824915
2025-09-08,10.091308389205924
2025-09-09,9.173916717459932
2025-09-10,7.797829209840941
2025-09-11,8.256525045713937
2025-09-12,7.797829209840941
2025-09-13,9.632612553332928
2025-09-14,10.091308389205924
2025-09-15,8.715220881586935
2025-09-16,10.091308389205924
2025-09-17,11.92609173269791
2025-09-18,10.091308389205924
2025-09-19,10.091308389205924
2025-09-20,11.92609173269791
2025-09-21,11.92609173269791
2025-09-22,9.632612553332928
2025-09-23,9.632612553332928
2025-09-24,10.55000422507892
2025-09-25,10.55000422507892
2025-09-26,9.173916717459932
2025-09-27,12.384787568570907
2025-09-28,11.467395896824915
2025-09-29,11.008700060951917
2025-09-30,9.632612553332928
2025-10-01,10.091308389205924
2025-10-02,9.173916717459932
2025-10-03,9.173916717459932
2025-10-04,11.008700060951917
2025-10-05,9.173916717459932
2025-10-06,8.256525045713937
2025-10-07,9.173916717459932
2025-10-08,8.715220881586935
2025-10-09,10.091308389205924
2025-10-10,9.173916717459932
2025-10-11,8.715220881586935
2025-10-12,10.55000422507892
2025-10-13,9.632612553332928
2025-10-14,9.173916717459932
2025-10-15,7.797829209840941
2025-10-16,8.715220881586935
2025-10-17,9.632612553332928
2025-10-18,18.347833434919863
2025-10-19,16.971745927300873
2025-10-20,11.467395896824915
2025-10-21,10.55000422507892
2025-10-22,9.632612553332928
2025-10-23,10.091308389205924
2025-10-24,9.173916717459932
2025-10-25,11.008700060951917
2025-10-26,15.595658419681882
2025-10-27,11.008700060951917
2025-10-28,11.467395896824915
2025-10-29,10.55000422507892
2025-10-30,12.384787568570907
2025-10-31,12.384787568570907
2025-11-01,11.92609173269791
2025-11-02,11.008700060951917
2025-11-03,9.173916717459932
2025-11-04,11.92609173269791
2025-11-05,13.3021792403169
2025-11-06,11.467395896824915
2025-11-07,11.008700060951917
2025-11-08,14.219570912062894
2025-11-09,14.67826674793589
2025-11-10,11.008700060951917
2025-11-11,11.008700060951917
2025-11-12,11.467395896824915
2025-11-13,11.92609173269791
2025-11-14,11.92609173269791
2025-11-15,14.67826674793589
2025-11-16,14.67826674793589
2025-11-17,12.384787568570907
2025-11-18,10.55000422507892
2025-11-19,10.55000422507892
2025-11-20,9.632612553332928
2025-11-21,10.091308389205924
2025-11-22,13.760875076189897
2025-11-23,13.760875076189897
2025-11-24,11.008700060951917
2025-11-25,11.008700060951917
2025-11-26,12.843483404443903
2025-11-27,17.889137599046865
2025-11-28,13.3021792403169
2025-11-29,15.136962583808886
2025-11-30,14.67826674793589
2025-12-01,9.173916717459932
2025-12-02,11.467395896824915
2025-12-03,11.92609173269791
2025-12-04,11.92609173269791
2025-12-05,11.008700060951917
2025-12-06,14.219570912062894
2025-12-07,15.136962583808886
2025-12-08,11.008700060951917
2025-12-09,10.55000422507892
2025-12-10,11.008700060951917
2025-12-11,11.55040972281624
2025-12-12,10.498171869146939
2025-12-13,16.099348569807177
2025-12-14,15.165819119697138
2025-12-15,10.616880272706199
2025-12-16,11.083644997761219
2025-12-17,12.365230769367018
2025-12-18,12.017174447871259
2025-12-19,11.898466044311999
2025-12-20,14.232289669587098
2025-12-21,14.113581266027838
2025-12-22,11.898466044311999
2025-12-23,12.831995494422038
2025-12-24,17.966407470027256
2025-12-25,23.796932088623997
2025-12-26,15.513875441192898
2025-12-27,15.632583844752158
2025-12-28,12.017174447871259
2025-12-29,12.017174447871259
2025-12-30,12.713287090862778
2025-12-31,12.246522365807758
2026-01-01,12.713287090862778
2026-01-02,10.964936594201959
2026-01-03,11.431701319256979
2026-01-04,10.616880272706199
2026-01-05,9.097877693981879
2026-01-06,9.683350822596159
2026-01-07,9.097877693981879
2026-01-08,8.2830566474311
2026-01-09,8.749821372486121
2026-01-10,12.108257163044609
2026-01-11,12.108257163044609
2026-01-12,9.49667228474087
2026-01-13,9.259255477622347
2026-01-14,10.208922706096434
2026-01-15,9.49667228474087
2026-01-16,10.446339513214957
2026-01-17,11.396006741689042
2026-01-18,11.158589934570522
2026-01-19,9.73408909185939
2026-01-20,8.30958824914826
2026-01-21,9.73408909185939
2026-01-22,10.446339513214957
2026-01-23,8.547005056266782
2026-01-24,12.34567397016313
2026-01-25,12.820507584400174
2026-01-26,9.021838670503826
2026-01-27,8.547005056266782
2026-01-28,9.021838670503826
2026-01-29,8.072171442029738
2026-01-30,8.30958824914826
2026-01-31,11.396006741689042
2026-02-01,13.057924391518695
2026-02-02,9.259255477622347
2026-02-03,9.259255477622347
2026-02-04,9.49667228474087
2026-02-05,10.208922706096434
2026-02-06,9.73408909185939
2026-02-07,10.921173127451999
2026-02-08,11.158589934570522
2026-02-09,8.072171442029738
2026-02-10,8.30958824914826
2026-02-11,8.072171442029738
2026-02-12,9.021838670503826
2026-02-13,9.021838670503826
2026-02-14,10.446339513214957
2026-02-15,12.34567397016313
2026-02-16,10.683756320333478
2026-02-17,9.49667228474087
2026-02-18,9.021838670503826
2026-02-19,9.259255477622347
2026-02-20,9.971505898977913
2026-02-21,10.683756320333478
2026-02-22,12.820507584400174
2026-02-23,9.259255477622347
2026-02-24,9.021838670503826
2026-02-25,8.547005056266782
2026-02-26,8.547005056266782
2026-02-27,8.547005056266782
2026-02-28,10.921173127451999
2026-03-01,10.683756320333478
2026-03-02,9.971505898977913
2026-03-03,9.259255477622347
2026-03-04,9.021838670503826
2026-03-05,9.73408909185939
2026-03-06,11.396006741689042
2026-03-07,15.906926076940955
2026-03-08,17.094010112533564
2026-03-09,13.532758005755738
2026-03-10,13.057924391518695
2026-03-11,11.396006741689042
2026-03-12,11.396006741689042
2026-03-13,9.971505898977913
2026-03-14,13.295341198637217
2026-03-15,12.820507584400174
2026-03-16,9.971505898977913
2026-03-17,13.057924391518695
2026-03-18,13.295341198637217
2026-03-19,11.158589934570522
2026-03-20,13.295341198637217
2026-03-21,14.719842041348347
2026-03-22,13.057924391518695
2026-03-23,10.208922706096434
2026-03-24,10.921173127451999
2026-03-25,10.921173127451999
2026-03-26,10.208922706096434
2026-03-27,12.583090777281651
2026-03-28,13.532758005755738
2026-03-29,16.856593305415043
2026-03-30,17.094010112533564
2026-03-31,14.007591619992782
2026-04-01,12.820507584400174
2026-04-02,12.583090777281651
2026-04-03,11.870840355926086
2026-04-04,12.108257163044609
2026-04-05,13.77017481287426
2026-04-06,13.532758005755738
2026-04-07,10.921173127451999
2026-04-08,11.870840355926086
2026-04-09,10.921173127451999
2026-04-10,10.683756320333478
2026-04-11,12.583090777281651
2026-04-12,12.583090777281651
2026-04-13,9.73408909185939
2026-04-14,9.49667228474087
2026-04-15,11.396006741689042
2026-04-16,9.73408909185939
2026-04-17,8.784421863385305
2026-04-18,11.396006741689042
2026-04-19,11.870840355926086
2026-04-20,8.784421863385305
2026-04-21,9.49667228474087
2026-04-22,10.208922706096434
2026-04-23,9.73408909185939
2026-04-24,9.49667228474087
2026-04-25,10.683756320333478
2026-04-26,11.870840355926086
2026-04-27,9.49667228474087
2026-04-28,9.021838670503826
2026-04-29,9.49667228474087
2026-04-30,11.633423548807565
2026-05-01,11.396006741689042
2026-05-02,10.921173127451999
2026-05-03,10.921173127451999
2026-05-04,9.49667228474087
2026-05-05,9.73408909185939
2026-05-06,10.208922706096434
2026-05-07,9.73408909185939
2026-05-08,9.49667228474087
2026-05-09,10.921173127451999
2026-05-10,15.19467565558539
2026-05-11,9.971505898977913
2026-05-12,8.547005056266782
2026-05-13,9.021838670503826
2026-05-14,9.49667228474087
2026-05-15,9.971505898977913
2026-05-16,10.446339513214957
2026-05-17,9.971505898977913
2026-05-18,9.971505898977913
2026-05-19,11.633423548807565
2026-05-20,9.971505898977913
2026-05-21,9.971505898977913
2026-05-22,9.73408909185939
2026-05-23,11.633423548807565
2026-05-24,12.34567397016313
2026-05-25,12.108257163044609
2026-05-26,9.73408909185939
2026-05-27,9.259255477622347
2026-05-28,10.208922706096434
2026-05-29,10.208922706096434
2026-05-30,10.921173127451999
2026-05-31,11.158589934570522
