Time,last_of_us
2024-11-25,31.35135135135135
2024-11-26,31.35135135135135
2024-11-27,31.35135135135135
2024-11-28,41.8018018018018
2024-11-29,41.8018018018018
2024-11-30,41.8018018018018
2024-12-01,41.8018018018018
2024-12-02,41.8018018018018
2024-12-03,31.35135135135135
2024-12-04,31.35135135135135
2024-12-05,31.35135135135135
2024-12-06,31.35135135135135
2024-12-07,31.35135135135135
2024-12-08,41.8018018018018
2024-12-09,31.35135135135135
2024-12-10,31.35135135135135
2024-12-11,31.35135135135135
2024-12-12,31.35135135135135
2024-12-13,52.25225225225225
2024-12-14,41.8018018018018
2024-12-15,41.8018018018018
2024-12-16,41.8018018018018
2024-12-17,41.8018018018018
2024-12-18,41.8018018018018
2024-12-19,31.35135135135135
2024-12-20,31.35135135135135
2024-12-21,31.35135135135135
2024-12-22,41.8018018018018
2024-12-23,41.8018018018018
2024-12-24,41.8018018018018
2024-12-25,41.8018018018018
2024-12-26,52.25225225225225
2024-12-27,52.25225225225225
2024-12-28,52.25225225225225
2024-12-29,52.25225225225225
2024-12-30,41.8018018018018
2024-12-31,41.8018018018018
2025-01-01,52.25225225225225
2025-01-02,52.25225225225225
2025-01-03,52.25225225225225
2025-01-04,52.25225225225225
2025-01-05,62.7027027027027
2025-01-06,52.25225225225225
2025-01-07,73.15315315315316
2025-01-08,52.25225225225225
2025-01-09,41.8018018018018
2025-01-10,52.25225225225225
2025-01-11,52.25225225225225
2025-01-12,62.7027027027027
2025-01-13,52.25225225225225
2025-01-14,41.8018018018018
2025-01-15,41.8018018018018
2025-01-16,41.8018018018018
2025-01-17,41.8018018018018
2025-01-18,41.8018018018018
2025-01-19,52.25225225225225
2025-01-20,41.8018018018018
2025-01-21,41.8018018018018
2025-01-22,41.8018018018018
2025-01-23,41.8018018018018
2025-01-24,41.8018018018018
2025-01-25,41.8018018018018
2025-01-26,52.25225225225225
2025-01-27,41.8018018018018
2025-01-28,41.8018018018018
2025-01-29,41.8018018018018
2025-01-30,41.8018018018018
2025-01-31,41.8018018018018
2025-02-01,41.8018018018018
2025-02-02,52.25225225225225
2025-02-03,41.8018018018018
2025-02-04,41.8018018018018
2025-02-05,41.8018018018018
2025-02-06,41.8018018018018
2025-02-07,41.8018018018018
2025-02-08,41.8018018018018
2025-02-09,41.8018018018018
2025-02-10,31.35135135135135
2025-02-11,31.35135135135135
2025-02-12,31.35135135135135
2025-02-13,31.35135135135135
2025-02-14,41.8018018018018
2025-02-15,41.8018018018018
2025-02-16,52.25225225225225
2025-02-17,52.25225225225225
2025-02-18,52.25225225225225
2025-02-19,52.25225225225225
2025-02-20,62.7027027027027
2025-02-21,52.25225225225225
2025-02-22,52.25225225225225
2025-02-23,52.25225225225225
2025-02-24,41.8018018018018
2025-02-25,41.8018018018018
2025-02-26,41.8018018018018
2025-02-27,41.8018018018018
2025-02-28,31.35135135135135
2025-03-01,41.8018018018018
2025-03-02,41.8018018018018
2025-03-03,41.8018018018018
2025-03-04,41.8018018018018
2025-03-05,41.8018018018018
2025-03-06,52.25225225225225
2025-03-07,41.8018018018018
2025-03-08,52.25225225225225
2025-03-09,94.05405405405405
2025-03-10,83.6036036036036
2025-03-11,73.15315315315316
2025-03-12,62.7027027027027
2025-03-13,62.7027027027027
2025-03-14,62.7027027027027
2025-03-15,62.7027027027027
2025-03-16,73.15315315315316
2025-03-17,52.25225225225225
2025-03-18,52.25225225225225
2025-03-19,62.7027027027027
2025-03-20,62.7027027027027
2025-03-21,52.25225225225225
2025-03-22,62.7027027027027
2025-03-23,73.15315315315316
2025-03-24,62.7027027027027
2025-03-25,73.15315315315316
2025-03-26,73.15315315315316
2025-03-27,62.7027027027027
2025-03-28,62.7027027027027
2025-03-29,73.15315315315316
2025-03-30,94.05405405405405
2025-03-31,73.15315315315316
2025-04-01,83.6036036036036
2025-04-02,73.15315315315316
2025-04-03,94.05405405405405
2025-04-04,94.05405405405405
2025-04-05,114.95495495495496
2025-04-06,125.4054054054054
2025-04-07,125.4054054054054
2025-04-08,125.4054054054054
2025-04-09,125.4054054054054
2025-04-10,146.3063063063063
2025-04-11,167.2072072072072
2025-04-12,219.45945945945945
2025-04-13,553.8738738738739
2025-04-14,1003.2432432432432
2025-04-15,449.36936936936934
2025-04-16,313.5135135135135
2025-04-17,250.8108108108108
2025-04-18,240.36036036036035
2025-04-19,250.8108108108108
2025-04-20,365.76576576576576
2025-04-21,1045.045045045045
2025-04-22,689.7297297297297
2025-04-23,470.27027027027026
2025-04-24,355.31531531531533
2025-04-25,282.16216216216213
2025-04-26,313.5135135135135
2025-04-27,428.4684684684685
2025-04-28,585.2252252252252
2025-04-29,323.963963963964
2025-04-30,229.9099099099099
2025-05-01,198.55855855855856
2025-05-02,167.2072072072072
2025-05-03,219.45945945945945
2025-05-04,313.5135135135135
2025-05-05,522.5225225225225
2025-05-06,313.5135135135135
2025-05-07,240.36036036036035
2025-05-08,209.009009009009
2025-05-09,188.1081081081081
2025-05-10,209.009009009009
2025-05-11,282.16216216216213
2025-05-12,459.8198198198198
2025-05-13,261.26126126126127
2025-05-14,198.55855855855856
2025-05-15,156.75675675675674
2025-05-16,135.85585585585585
2025-05-17,167.2072072072072
2025-05-18,229.9099099099099
2025-05-19,407.56756756756755
2025-05-20,250.8108108108108
2025-05-21,188.1081081081081
2025-05-22,156.75675675675674
2025-05-23,125.4054054054054
2025-05-24,146.3063063063063
2025-05-25,229.9099099099099
2025-05-26,825.5855855855856
2025-05-27,438.9189189189189
2025-05-28,292.6126126126126
2025-05-29,219.45945945945945
2025-05-30,188.1081081081081
2025-05-31,188.1081081081081
2025-06-01,219.45945945945945
2025-06-02,334.4144144144144
2025-06-03,198.55855855855856
2025-06-04,156.75675675675674
2025-06-05,104.5045045045045
2025-06-06,104.5045045045045
2025-06-07,114.95495495495496
2025-06-08,135.85585585585585
2025-06-09,125.4054054054054
2025-06-10,104.5045045045045
2025-06-11,94.05405405405405
2025-06-12,94.05405405405405
2025-06-13,83.6036036036036
2025-06-14,94.05405405405405
2025-06-15,104.5045045045045
2025-06-16,94.05405405405405
2025-06-17,73.15315315315316
2025-06-18,73.15315315315316
2025-06-19,73.15315315315316
2025-06-20,73.15315315315316
2025-06-21,73.15315315315316
2025-06-22,83.6036036036036
2025-06-23,73.15315315315316
2025-06-24,62.7027027027027
2025-06-25,62.7027027027027
2025-06-26,52.25225225225225
2025-06-27,62.7027027027027
2025-06-28,62.7027027027027
2025-06-29,73.15315315315316
2025-06-30,52.25225225225225
2025-07-01,52.25225225225225
2025-07-02,52.25225225225225
2025-07-03,62.7027027027027
2025-07-04,62.7027027027027
2025-07-05,62.7027027027027
2025-07-06,73.15315315315316
2025-07-07,52.25225225225225
2025-07-08,52.25225225225225
2025-07-09,52.25225225225225
2025-07-10,52.25225225225225
2025-07-11,52.25225225225225
2025-07-12,52.25225225225225
2025-07-13,62.7027027027027
2025-07-14,52.25225225225225
2025-07-15,52.25225225225225
2025-07-16,52.25225225225225
2025-07-17,62.7027027027027
2025-07-18,52.25225225225225
2025-07-19,83.6036036036036
2025-07-20,240.36036036036035
2025-07-21,73.15315315315316
2025-07-22,52.25225225225225
2025-07-23,41.8018018018018
2025-07-24,52.25225225225225
2025-07-25,52.25225225225225
2025-07-26,52.25225225225225
2025-07-27,62.7027027027027
2025-07-28,52.25225225225225
2025-07-29,52.25225225225225
2025-07-30,62.7027027027027
2025-07-31,62.7027027027027
2025-08-01,52.25225225225225
2025-08-02,41.8018018018018
2025-08-03,41.8018018018018
2025-08-04,41.8018018018018
2025-08-05,41.8018018018018
2025-08-06,41.8018018018018
2025-08-07,41.8018018018018
2025-08-08,41.8018018018018
2025-08-09,41.8018018018018
2025-08-10,52.25225225225225
2025-08-11,94.05405405405405
2025-08-12,41.8018018018018
2025-08-13,41.8018018018018
2025-08-14,41.8018018018018
2025-08-15,41.8018018018018
2025-08-16,41.8018018018018
2025-08-17,41.8018018018018
2025-08-18,41.8018018018018
2025-08-19,31.35135135135135
2025-08-20,31.35135135135135
2025-08-21,31.35135135135135
2025-08-22,31.35135135135135
2025-08-23,31.35135135135135
2025-08-24,41.8018018018018
2025-08-25,41.8018018018018
2025-08-26,31.35135135135135
2025-08-27,31.35135135135135
2025-08-28,31.35135135135135
2025-08-29,31.35135135135135
2025-08-30,31.35135135135135
2025-08-31,41.8018018018018
2025-09-01,41.8018018018018
2025-09-02,41.8018018018018
2025-09-03,31.35135135135135
2025-09-04,31.35135135135135
2025-09-05,31.35135135135135
2025-09-06,31.35135135135135
2025-09-07,41.8018018018018
2025-09-08,31.35135135135135
2025-09-09,31.35135135135135
2025-09-10,31.35135135135135
2025-09-11,31.35135135135135
2025-09-12,31.35135135135135
2025-09-13,31.35135135135135
2025-09-14,31.35135135135135
2025-09-15,31.35135135135135
2025-09-16,31.35135135135135
2025-09-17,31.35135135135135
2025-09-18,31.35135135135135
2025-09-19,31.35135135135135
2025-09-20,31.35135135135135
2025-09-21,31.35135135135135
2025-09-22,31.35135135135135
2025-09-23,31.35135135135135
2025-09-24,31.35135135135135
2025-09-25,31.35135135135135
2025-09-26,41.8018018018018
2025-09-27,41.8018018018018
2025-09-28,41.8018018018018
2025-09-29,41.8018018018018
2025-09-30,41.8018018018018
2025-10-01,41.8018018018018
2025-10-02,41.8018018018018
2025-10-03,31.35135135135135
2025-10-04,31.35135135135135
2025-10-05,41.8018018018018
2025-10-06,31.35135135135135
2025-10-07,41.8018018018018
2025-10-08,31.35135135135135
2025-10-09,31.35135135135135
2025-10-10,31.35135135135135
2025-10-11,31.35135135135135
2025-10-12,41.8018018018018
2025-10-13,31.35135135135135
2025-10-14,31.35135135135135
2025-10-15,41.8018018018018
2025-10-16,31.35135135135135
2025-10-17,31.35135135135135
2025-10-18,31.35135135135135
2025-10-19,41.8018018018018
2025-10-20,31.35135135135135
2025-10-21,31.35135135135135
2025-10-22,31.35135135135135
2025-10-23,31.35135135135135
2025-10-24,31.35135135135135
2025-10-25,31.35135135135135
2025-10-26,41.8018018018018
2025-10-27,41.8018018018018
2025-10-28,31.35135135135135
2025-10-29,31.35135135135135
2025-10-30,41.8018018018018
2025-10-31,41.8018018018018
2025-11-01,41.8018018018018
2025-11-02,41.8018018018018
2025-11-03,41.8018018018018
2025-11-04,41.8018018018018
2025-11-05,41.8018018018018
2025-11-06,31.35135135135135
2025-11-07,31.35135135135135
2025-11-08,31.35135135135135
2025-11-09,41.8018018018018
2025-11-10,41.8018018018018
2025-11-11,41.8018018018018
2025-11-12,41.8018018018018
2025-11-13,41.8018018018018
2025-11-14,41.8018018018018
2025-11-15,31.35135135135135
2025-11-16,41.8018018018018
2025-11-17,41.8018018018018
2025-11-18,41.8018018018018
2025-11-19,41.8018018018018
2025-11-20,41.8018018018018
2025-11-21,41.8018018018018
2025-11-22,41.8018018018018
2025-11-23,41.8018018018018
2025-11-24,41.8018018018018
2025-11-25,41.8018018018018
2025-11-26,41.8018018018018
2025-11-27,52.25225225225225
2025-11-28,41.8018018018018
2025-11-29,52.25225225225225
2025-11-30,52.25225225225225
2025-12-01,52.25225225225225
2025-12-02,52.25225225225225
2025-12-03,52.25225225225225
2025-12-04,52.25225225225225
2025-12-05,41.8018018018018
2025-12-06,52.25225225225225
2025-12-07,52.25225225225225
2025-12-08,52.25225225225225
2025-12-09,41.8018018018018
2025-12-10,52.25225225225225
2025-12-11,41.96382428940568
2025-12-12,52.4547803617571
2025-12-13,43.1789929464348
2025-12-14,43.98910538445422
2025-12-15,42.36888050841539
2025-12-16,42.36888050841539
2025-12-17,49.61938682868915
2025-12-18,50.02444304769885
2025-12-19,41.96382428940568
2025-12-20,43.98910538445422
2025-12-21,50.02444304769885
2025-12-22,43.1789929464348
2025-12-23,41.55876807039597
2025-12-24,41.96382428940568
2025-12-25,50.42949926670856
2025-12-26,51.644667923737686
2025-12-27,53.26489279977652
2025-12-28,60.515399120050276
2025-12-29,54.480061456805636
2025-12-30,60.515399120050276
2025-12-31,54.480061456805636
2026-01-01,50.83455548571827
2026-01-02,52.049724142747394
2026-01-03,71.41141141141141
2026-01-04,62.54068021509882
2026-01-05,52.4547803617571
2026-01-06,50.83455548571827
2026-01-07,51.23961170472798
2026-01-08,49.61938682868915
2026-01-09,50.02444304769885
2026-01-10,46.17640896710664
2026-01-11,51.03708359522312
2026-01-12,48.60674628116488
2026-01-13,48.60674628116488
2026-01-14,47.796633843145464
2026-01-15,49.4168587191843
2026-01-16,43.74607165304839
2026-01-17,49.4168587191843
2026-01-18,55.0876457853202
2026-01-19,50.22697115720371
2026-01-20,50.22697115720371
2026-01-21,51.84719603324254
2026-01-22,51.03708359522312
2026-01-23,46.17640896710664
2026-01-24,51.84719603324254
2026-01-25,61.568545289475516
2026-01-26,57.51798309937844
2026-01-27,53.46742090928137
2026-01-28,54.27753334730078
2026-01-29,54.27753334730078
2026-01-30,72.91011942174732
2026-01-31,81.01124380194148
2026-02-01,81.01124380194148
2026-02-02,66.42921991759201
2026-02-03,63.99888260353376
2026-02-04,59.94832041343669
2026-02-05,59.138207975417274
2026-02-06,55.0876457853202
2026-02-07,62.37865772749493
2026-02-08,58.32809553739786
2026-02-09,57.51798309937844
2026-02-10,53.46742090928137
2026-02-11,49.4168587191843
2026-02-12,47.796633843145464
2026-02-13,47.796633843145464
2026-02-14,45.36629652908722
2026-02-15,55.897758223339615
2026-02-16,58.32809553739786
2026-02-17,51.84719603324254
2026-02-18,47.796633843145464
2026-02-19,46.986521405126055
2026-02-20,45.36629652908722
2026-02-21,52.657308471261956
2026-02-22,57.51798309937844
2026-02-23,52.657308471261956
2026-02-24,48.60674628116488
2026-02-25,48.60674628116488
2026-02-26,48.60674628116488
2026-02-27,52.657308471261956
2026-02-28,55.0876457853202
2026-03-01,59.138207975417274
2026-03-02,70.47978210768908
2026-03-03,68.85955723165024
2026-03-04,59.94832041343669
2026-03-05,59.138207975417274
2026-03-06,54.27753334730078
2026-03-07,53.46742090928137
2026-03-08,59.94832041343669
2026-03-09,54.27753334730078
2026-03-10,51.84719603324254
2026-03-11,50.22697115720371
2026-03-12,50.22697115720371
2026-03-13,45.36629652908722
2026-03-14,50.22697115720371
2026-03-15,55.0876457853202
2026-03-16,52.657308471261956
2026-03-17,51.03708359522312
2026-03-18,51.03708359522312
2026-03-19,55.0876457853202
2026-03-20,51.84719603324254
2026-03-21,55.0876457853202
2026-03-22,52.657308471261956
2026-03-23,52.657308471261956
2026-03-24,43.74607165304839
2026-03-25,46.17640896710664
2026-03-26,43.74607165304839
2026-03-27,46.17640896710664
2026-03-28,43.74607165304839
2026-03-29,59.138207975417274
2026-03-30,46.986521405126055
2026-03-31,49.4168587191843
2026-04-01,47.796633843145464
2026-04-02,45.36629652908722
2026-04-03,46.986521405126055
2026-04-04,44.556184091067806
2026-04-05,50.22697115720371
2026-04-06,50.22697115720371
2026-04-07,48.60674628116488
2026-04-08,51.03708359522312
2026-04-09,45.36629652908722
2026-04-10,42.12584677700956
2026-04-11,44.556184091067806
2026-04-12,45.36629652908722
2026-04-13,45.36629652908722
2026-04-14,43.74607165304839
2026-04-15,42.93595921502898
2026-04-16,52.657308471261956
2026-04-17,57.51798309937844
2026-04-18,46.17640896710664
2026-04-19,47.796633843145464
2026-04-20,45.36629652908722
2026-04-21,45.36629652908722
2026-04-22,45.36629652908722
2026-04-23,44.556184091067806
2026-04-24,43.74607165304839
2026-04-25,38.885397024931905
2026-04-26,50.22697115720371
2026-04-27,46.986521405126055
2026-04-28,42.93595921502898
2026-04-29,43.74607165304839
2026-04-30,43.74607165304839
2026-05-01,43.74607165304839
2026-05-02,40.50562190097074
2026-05-03,47.796633843145464
2026-05-04,42.12584677700956
2026-05-05,42.93595921502898
2026-05-06,45.36629652908722
2026-05-07,47.796633843145464
2026-05-08,46.17640896710664
2026-05-09,45.36629652908722
2026-05-10,51.03708359522312
2026-05-11,46.17640896710664
2026-05-12,45.36629652908722
2026-05-13,43.74607165304839
2026-05-14,44.556184091067806
2026-05-15,42.12584677700956
2026-05-16,37.26517214889307
2026-05-17,39.69550946295132
2026-05-18,38.07528458691249
2026-05-19,34.83483483483483
2026-05-20,38.07528458691249
2026-05-21,35.644947272854246
2026-05-22,50.22697115720371
2026-05-23,48.60674628116488
2026-05-24,42.93595921502898
2026-05-25,44.556184091067806
2026-05-26,40.50562190097074
2026-05-27,38.885397024931905
2026-05-28,36.45505971087366
2026-05-29,36.45505971087366
2026-05-30,42.12584677700956
2026-05-31,43.74607165304839
