Time,lakers
2025-01-29,43.602484472049696
2025-01-30,20.124223602484477
2025-01-31,36.894409937888206
2025-02-01,20.124223602484477
2025-02-02,228.07453416149073
2025-02-03,83.85093167701865
2025-02-04,67.08074534161491
2025-02-05,107.32919254658387
2025-02-06,90.55900621118013
2025-02-07,100.62111801242237
2025-02-08,87.20496894409939
2025-02-09,80.49689440993791
2025-02-10,46.956521739130444
2025-02-11,201.24223602484474
2025-02-12,50.310559006211186
2025-02-13,100.62111801242237
2025-02-14,26.832298136645967
2025-02-15,20.124223602484477
2025-02-16,16.77018633540373
2025-02-17,13.416149068322984
2025-02-18,16.77018633540373
2025-02-19,26.832298136645967
2025-02-20,97.26708074534163
2025-02-21,57.01863354037268
2025-02-22,33.54037267080746
2025-02-23,114.03726708074537
2025-02-24,30.186335403726712
2025-02-25,46.956521739130444
2025-02-26,177.76397515527952
2025-02-27,33.54037267080746
2025-02-28,103.97515527950313
2025-03-01,103.97515527950313
2025-03-02,43.602484472049696
2025-03-03,97.26708074534163
2025-03-04,36.894409937888206
2025-03-05,93.91304347826089
2025-03-06,40.248447204968954
2025-03-07,110.68322981366461
2025-03-08,50.310559006211186
2025-03-09,140.86956521739134
2025-03-10,36.894409937888206
2025-03-11,57.01863354037268
2025-03-12,23.478260869565222
2025-03-13,36.894409937888206
2025-03-14,63.72670807453417
2025-03-15,83.85093167701865
2025-03-16,73.78881987577641
2025-03-17,36.894409937888206
2025-03-18,60.372670807453424
2025-03-19,30.186335403726712
2025-03-20,87.20496894409939
2025-03-21,70.43478260869567
2025-03-22,36.894409937888206
2025-03-23,90.55900621118013
2025-03-24,36.894409937888206
2025-03-25,50.310559006211186
2025-03-26,33.54037267080746
2025-03-27,73.78881987577641
2025-03-28,70.43478260869567
2025-03-29,33.54037267080746
2025-03-30,70.43478260869567
2025-03-31,26.832298136645967
2025-04-01,67.08074534161491
2025-04-02,26.832298136645967
2025-04-03,36.894409937888206
2025-04-04,114.03726708074537
2025-04-05,73.78881987577641
2025-04-06,87.20496894409939
2025-04-07,40.248447204968954
2025-04-08,36.894409937888206
2025-04-09,103.97515527950313
2025-04-10,107.32919254658387
2025-04-11,33.54037267080746
2025-04-12,87.20496894409939
2025-04-13,67.08074534161491
2025-04-14,40.248447204968954
2025-04-15,20.124223602484477
2025-04-16,23.478260869565222
2025-04-17,20.124223602484477
2025-04-18,16.77018633540373
2025-04-19,53.664596273291934
2025-04-20,224.72049689440996
2025-04-21,43.602484472049696
2025-04-22,57.01863354037268
2025-04-23,174.40993788819878
2025-04-24,36.894409937888206
2025-04-25,46.956521739130444
2025-04-26,191.18012422360252
2025-04-27,214.65838509316774
2025-04-28,77.14285714285715
2025-04-29,60.372670807453424
2025-04-30,83.85093167701865
2025-05-01,335.4037267080746
2025-05-02,33.54037267080746
2025-05-03,16.77018633540373
2025-05-04,16.77018633540373
2025-05-05,13.416149068322984
2025-05-06,13.416149068322984
2025-05-07,10.062111801242239
2025-05-08,10.062111801242239
2025-05-09,10.062111801242239
2025-05-10,10.062111801242239
2025-05-11,10.062111801242239
2025-05-12,10.062111801242239
2025-05-13,10.062111801242239
2025-05-14,10.062111801242239
2025-05-15,10.062111801242239
2025-05-16,10.062111801242239
2025-05-17,10.062111801242239
2025-05-18,10.062111801242239
2025-05-19,6.708074534161492
2025-05-20,6.708074534161492
2025-05-21,6.708074534161492
2025-05-22,6.708074534161492
2025-05-23,6.708074534161492
2025-05-24,6.708074534161492
2025-05-25,6.708074534161492
2025-05-26,6.708074534161492
2025-05-27,6.708074534161492
2025-05-28,6.708074534161492
2025-05-29,6.708074534161492
2025-05-30,6.708074534161492
2025-05-31,6.708074534161492
2025-06-01,6.708074534161492
2025-06-02,6.708074534161492
2025-06-03,6.708074534161492
2025-06-04,6.708074534161492
2025-06-05,6.708074534161492
2025-06-06,6.708074534161492
2025-06-07,6.708074534161492
2025-06-08,6.708074534161492
2025-06-09,6.708074534161492
2025-06-10,6.708074534161492
2025-06-11,6.708074534161492
2025-06-12,6.708074534161492
2025-06-13,6.708074534161492
2025-06-14,6.708074534161492
2025-06-15,6.708074534161492
2025-06-16,6.708074534161492
2025-06-17,6.708074534161492
2025-06-18,23.478260869565222
2025-06-19,33.54037267080746
2025-06-20,13.416149068322984
2025-06-21,10.062111801242239
2025-06-22,10.062111801242239
2025-06-23,13.416149068322984
2025-06-24,13.416149068322984
2025-06-25,13.416149068322984
2025-06-26,23.478260869565222
2025-06-27,26.832298136645967
2025-06-28,16.77018633540373
2025-06-29,16.77018633540373
2025-06-30,20.124223602484477
2025-07-01,30.186335403726712
2025-07-02,30.186335403726712
2025-07-03,23.478260869565222
2025-07-04,20.124223602484477
2025-07-05,20.124223602484477
2025-07-06,23.478260869565222
2025-07-07,16.77018633540373
2025-07-08,13.416149068322984
2025-07-09,16.77018633540373
2025-07-10,16.77018633540373
2025-07-11,36.894409937888206
2025-07-12,13.416149068322984
2025-07-13,16.77018633540373
2025-07-14,10.062111801242239
2025-07-15,13.416149068322984
2025-07-16,10.062111801242239
2025-07-17,13.416149068322984
2025-07-18,13.416149068322984
2025-07-19,16.77018633540373
2025-07-20,16.77018633540373
2025-07-21,13.416149068322984
2025-07-22,13.416149068322984
2025-07-23,10.062111801242239
2025-07-24,10.062111801242239
2025-07-25,10.062111801242239
2025-07-26,10.062111801242239
2025-07-27,10.062111801242239
2025-07-28,10.062111801242239
2025-07-29,10.062111801242239
2025-07-30,13.416149068322984
2025-07-31,13.416149068322984
2025-08-01,10.062111801242239
2025-08-02,10.062111801242239
2025-08-03,10.062111801242239
2025-08-04,6.708074534161492
2025-08-05,6.708074534161492
2025-08-06,6.708074534161492
2025-08-07,6.708074534161492
2025-08-08,6.708074534161492
2025-08-09,6.708074534161492
2025-08-10,6.708074534161492
2025-08-11,6.708074534161492
2025-08-12,6.708074534161492
2025-08-13,6.708074534161492
2025-08-14,10.062111801242239
2025-08-15,6.708074534161492
2025-08-16,6.708074534161492
2025-08-17,6.708074534161492
2025-08-18,6.708074534161492
2025-08-19,6.708074534161492
2025-08-20,6.708074534161492
2025-08-21,6.708074534161492
2025-08-22,6.708074534161492
2025-08-23,6.708074534161492
2025-08-24,6.708074534161492
2025-08-25,6.708074534161492
2025-08-26,6.708074534161492
2025-08-27,6.708074534161492
2025-08-28,6.708074534161492
2025-08-29,6.708074534161492
2025-08-30,6.708074534161492
2025-08-31,6.708074534161492
2025-09-01,6.708074534161492
2025-09-02,6.708074534161492
2025-09-03,6.708074534161492
2025-09-04,6.708074534161492
2025-09-05,3.354037267080746
2025-09-06,6.708074534161492
2025-09-07,6.708074534161492
2025-09-08,3.354037267080746
2025-09-09,6.708074534161492
2025-09-10,3.354037267080746
2025-09-11,3.354037267080746
2025-09-12,3.354037267080746
2025-09-13,6.708074534161492
2025-09-14,6.708074534161492
2025-09-15,6.708074534161492
2025-09-16,6.708074534161492
2025-09-17,3.354037267080746
2025-09-18,6.708074534161492
2025-09-19,6.708074534161492
2025-09-20,6.708074534161492
2025-09-21,6.708074534161492
2025-09-22,3.354037267080746
2025-09-23,3.354037267080746
2025-09-24,6.708074534161492
2025-09-25,6.708074534161492
2025-09-26,6.708074534161492
2025-09-27,6.708074534161492
2025-09-28,6.708074534161492
2025-09-29,6.708074534161492
2025-09-30,6.708074534161492
2025-10-01,6.708074534161492
2025-10-02,6.708074534161492
2025-10-03,10.062111801242239
2025-10-04,20.124223602484477
2025-10-05,10.062111801242239
2025-10-06,16.77018633540373
2025-10-07,10.062111801242239
2025-10-08,6.708074534161492
2025-10-09,10.062111801242239
2025-10-10,6.708074534161492
2025-10-11,6.708074534161492
2025-10-12,10.062111801242239
2025-10-13,16.77018633540373
2025-10-14,10.062111801242239
2025-10-15,16.77018633540373
2025-10-16,20.124223602484477
2025-10-17,10.062111801242239
2025-10-18,16.77018633540373
2025-10-19,10.062111801242239
2025-10-20,10.062111801242239
2025-10-21,26.832298136645967
2025-10-22,147.57763975155282
2025-10-23,16.77018633540373
2025-10-24,20.124223602484477
2025-10-25,90.55900621118013
2025-10-26,20.124223602484477
2025-10-27,70.43478260869567
2025-10-28,53.664596273291934
2025-10-29,16.77018633540373
2025-10-30,70.43478260869567
2025-10-31,20.124223602484477
2025-11-01,73.78881987577641
2025-11-02,20.124223602484477
2025-11-03,77.14285714285715
2025-11-04,57.01863354037268
2025-11-05,23.478260869565222
2025-11-06,90.55900621118013
2025-11-07,20.124223602484477
2025-11-08,23.478260869565222
2025-11-09,60.372670807453424
2025-11-10,23.478260869565222
2025-11-11,53.664596273291934
2025-11-12,23.478260869565222
2025-11-13,77.14285714285715
2025-11-14,16.77018633540373
2025-11-15,53.664596273291934
2025-11-16,70.43478260869567
2025-11-17,16.77018633540373
2025-11-18,23.478260869565222
2025-11-19,117.39130434782611
2025-11-20,20.124223602484477
2025-11-21,20.124223602484477
2025-11-22,20.124223602484477
2025-11-23,20.124223602484477
2025-11-24,63.72670807453417
2025-11-25,23.478260869565222
2025-11-26,100.62111801242237
2025-11-27,20.124223602484477
2025-11-28,20.124223602484477
2025-11-29,110.68322981366461
2025-11-30,23.478260869565222
2025-12-01,67.08074534161491
2025-12-02,70.43478260869567
2025-12-03,16.77018633540373
2025-12-04,26.832298136645967
2025-12-05,90.55900621118013
2025-12-06,67.08074534161491
2025-12-07,26.832298136645967
2025-12-08,70.43478260869567
2025-12-09,16.77018633540373
2025-12-10,23.478260869565222
2025-12-11,95.59006211180126
2025-12-12,13.416149068322984
2025-12-13,16.77018633540373
2025-12-14,16.77018633540373
2025-12-15,67.08074534161491
2025-12-16,13.416149068322984
2025-12-17,13.416149068322984
2025-12-18,16.77018633540373
2025-12-19,36.894409937888206
2025-12-20,16.77018633540373
2025-12-21,43.602484472049696
2025-12-22,16.77018633540373
2025-12-23,16.77018633540373
2025-12-24,60.372670807453424
2025-12-25,26.832298136645967
2025-12-26,90.55900621118013
2025-12-27,16.77018633540373
2025-12-28,16.77018633540373
2025-12-29,57.01863354037268
2025-12-30,20.124223602484477
2025-12-31,70.43478260869567
2026-01-01,13.416149068322984
2026-01-02,16.77018633540373
2026-01-03,60.372670807453424
2026-01-04,16.77018633540373
2026-01-05,50.310559006211186
2026-01-06,16.77018633540373
2026-01-07,53.664596273291934
2026-01-08,46.956521739130444
2026-01-09,16.77018633540373
2026-01-10,53.664596273291934
2026-01-11,16.77018633540373
2026-01-12,13.416149068322984
2026-01-13,46.956521739130444
2026-01-14,40.248447204968954
2026-01-15,16.77018633540373
2026-01-16,53.664596273291934
2026-01-17,16.77018633540373
2026-01-18,53.664596273291934
2026-01-19,43.602484472049696
2026-01-20,16.77018633540373
2026-01-21,57.01863354037268
2026-01-22,20.124223602484477
2026-01-23,57.01863354037268
2026-01-24,20.124223602484477
2026-01-25,70.43478260869567
2026-01-26,16.77018633540373
2026-01-27,53.664596273291934
2026-01-28,26.832298136645967
2026-01-29,50.310559006211186
2026-01-30,23.478260869565222
2026-01-31,57.01863354037268
2026-02-01,33.54037267080746
2026-02-02,53.664596273291934
2026-02-03,20.124223602484477
2026-02-04,50.310559006211186
2026-02-05,33.54037267080746
2026-02-06,63.72670807453417
2026-02-07,23.478260869565222
2026-02-08,73.78881987577641
2026-02-09,16.77018633540373
2026-02-10,63.72670807453417
2026-02-11,60.372670807453424
2026-02-12,20.124223602484477
2026-02-13,57.01863354037268
2026-02-14,13.416149068322984
2026-02-15,10.062111801242239
2026-02-16,10.062111801242239
2026-02-17,10.062111801242239
2026-02-18,10.062111801242239
2026-02-19,10.062111801242239
2026-02-20,13.416149068322984
2026-02-21,60.372670807453424
2026-02-22,33.54037267080746
2026-02-23,50.310559006211186
2026-02-24,13.416149068322984
2026-02-25,46.956521739130444
2026-02-26,13.416149068322984
2026-02-27,50.310559006211186
2026-02-28,20.124223602484477
2026-03-01,73.78881987577641
2026-03-02,46.956521739130444
2026-03-03,13.416149068322984
2026-03-04,46.956521739130444
2026-03-05,16.77018633540373
2026-03-06,60.372670807453424
2026-03-07,46.956521739130444
2026-03-08,63.72670807453417
2026-03-09,20.124223602484477
2026-03-10,16.77018633540373
2026-03-11,57.01863354037268
2026-03-12,16.77018633540373
2026-03-13,57.01863354037268
2026-03-14,26.832298136645967
2026-03-15,90.55900621118013
2026-03-16,20.124223602484477
2026-03-17,70.43478260869567
2026-03-18,20.124223602484477
2026-03-19,83.85093167701865
2026-03-20,70.43478260869567
2026-03-21,40.248447204968954
2026-03-22,73.78881987577641
2026-03-23,40.248447204968954
2026-03-24,60.372670807453424
2026-03-25,33.54037267080746
2026-03-26,50.310559006211186
2026-03-27,16.77018633540373
2026-03-28,57.01863354037268
2026-03-29,20.124223602484477
2026-03-30,20.124223602484477
2026-03-31,57.01863354037268
2026-04-01,60.372670807453424
2026-04-02,33.54037267080746
2026-04-03,100.62111801242237
2026-04-04,23.478260869565222
2026-04-05,40.248447204968954
2026-04-06,70.43478260869567
2026-04-07,23.478260869565222
2026-04-08,60.372670807453424
2026-04-09,20.124223602484477
2026-04-10,83.85093167701865
2026-04-11,67.08074534161491
2026-04-12,30.186335403726712
2026-04-13,60.372670807453424
2026-04-14,16.77018633540373
2026-04-15,16.77018633540373
2026-04-16,16.77018633540373
2026-04-17,16.77018633540373
2026-04-18,46.956521739130444
2026-04-19,201.24223602484474
2026-04-20,30.186335403726712
2026-04-21,43.602484472049696
2026-04-22,174.40993788819878
2026-04-23,33.54037267080746
2026-04-24,53.664596273291934
2026-04-25,228.07453416149073
2026-04-26,70.43478260869567
2026-04-27,187.82608695652178
2026-04-28,43.602484472049696
2026-04-29,60.372670807453424
2026-04-30,228.07453416149073
2026-05-01,73.78881987577641
2026-05-02,285.0931677018634
2026-05-03,43.602484472049696
2026-05-04,36.894409937888206
2026-05-05,63.72670807453417
2026-05-06,207.95031055900625
2026-05-07,57.01863354037268
2026-05-08,251.55279503105595
2026-05-09,77.14285714285715
2026-05-10,251.55279503105595
2026-05-11,67.08074534161491
2026-05-12,335.4037267080746
2026-05-13,26.832298136645967
2026-05-14,16.77018633540373
2026-05-15,13.416149068322984
2026-05-16,13.416149068322984
2026-05-17,13.416149068322984
2026-05-18,10.062111801242239
2026-05-19,10.062111801242239
2026-05-20,10.062111801242239
2026-05-21,10.062111801242239
2026-05-22,10.062111801242239
2026-05-23,10.062111801242239
2026-05-24,10.062111801242239
2026-05-25,10.062111801242239
2026-05-26,10.062111801242239
2026-05-27,6.708074534161492
2026-05-28,6.708074534161492
2026-05-29,6.708074534161492
2026-05-30,6.708074534161492
2026-05-31,10.062111801242239
