Time,arizona_basketball
2025-01-14,2.702839756592292
2025-01-15,9.73022312373225
2025-01-16,2.702839756592292
2025-01-17,3.24340770791075
2025-01-18,9.189655172413792
2025-01-19,3.7839756592292084
2025-01-20,2.1622718052738334
2025-01-21,3.24340770791075
2025-01-22,7.567951318458417
2025-01-23,2.702839756592292
2025-01-24,3.24340770791075
2025-01-25,11.351926977687626
2025-01-26,4.865111561866125
2025-01-27,4.324543610547667
2025-01-28,23.784989858012167
2025-01-29,6.4868154158215
2025-01-30,3.24340770791075
2025-01-31,2.702839756592292
2025-02-01,16.75760649087221
2025-02-02,7.567951318458417
2025-02-03,3.7839756592292084
2025-02-04,4.865111561866125
2025-02-05,10.811359026369168
2025-02-06,3.24340770791075
2025-02-07,3.24340770791075
2025-02-08,5.946247464503042
2025-02-09,16.21703853955375
2025-02-10,2.702839756592292
2025-02-11,4.865111561866125
2025-02-12,12.433062880324542
2025-02-13,4.324543610547667
2025-02-14,3.24340770791075
2025-02-15,20.54158215010142
2025-02-16,7.027383367139959
2025-02-17,7.567951318458417
2025-02-18,20.54158215010142
2025-02-19,5.946247464503042
2025-02-20,4.324543610547667
2025-02-21,3.24340770791075
2025-02-22,6.4868154158215
2025-02-23,21.082150101419877
2025-02-24,4.324543610547667
2025-02-25,3.24340770791075
2025-02-26,4.865111561866125
2025-02-27,8.649087221095334
2025-02-28,3.24340770791075
2025-03-01,6.4868154158215
2025-03-02,13.51419878296146
2025-03-03,2.702839756592292
2025-03-04,4.324543610547667
2025-03-05,9.73022312373225
2025-03-06,4.324543610547667
2025-03-07,3.24340770791075
2025-03-08,11.892494929006084
2025-03-09,8.649087221095334
2025-03-10,3.7839756592292084
2025-03-11,4.324543610547667
2025-03-12,3.7839756592292084
2025-03-13,5.946247464503042
2025-03-14,16.75760649087221
2025-03-15,32.4340770791075
2025-03-16,22.70385395537525
2025-03-17,9.189655172413792
2025-03-18,8.108519269776876
2025-03-19,7.567951318458417
2025-03-20,10.811359026369168
2025-03-21,14.595334685598376
2025-03-22,27.02839756592292
2025-03-23,20.54158215010142
2025-03-24,48.11054766734279
2025-03-25,8.649087221095334
2025-03-26,7.027383367139959
2025-03-27,12.973630831643
2025-03-28,54.05679513184584
2025-03-29,7.027383367139959
2025-03-30,5.405679513184584
2025-03-31,3.7839756592292084
2025-04-01,4.865111561866125
2025-04-02,2.1622718052738334
2025-04-03,2.1622718052738334
2025-04-04,2.1622718052738334
2025-04-05,3.24340770791075
2025-04-06,3.7839756592292084
2025-04-07,2.702839756592292
2025-04-08,2.702839756592292
2025-04-09,3.24340770791075
2025-04-10,2.1622718052738334
2025-04-11,1.621703853955375
2025-04-12,2.702839756592292
2025-04-13,1.621703853955375
2025-04-14,1.621703853955375
2025-04-15,1.4865618661257605
2025-04-16,1.2162778904665315
2025-04-17,1.2162778904665315
2025-04-18,1.621703853955375
2025-04-19,1.4865618661257605
2025-04-20,1.4865618661257605
2025-04-21,1.0811359026369167
2025-04-22,1.0811359026369167
2025-04-23,1.4865618661257605
2025-04-24,1.4865618661257605
2025-04-25,1.2162778904665315
2025-04-26,1.0811359026369167
2025-04-27,1.0811359026369167
2025-04-28,1.0811359026369167
2025-04-29,1.0811359026369167
2025-04-30,1.0811359026369167
2025-05-01,1.0811359026369167
2025-05-02,1.4865618661257605
2025-05-03,1.0811359026369167
2025-05-04,1.0811359026369167
2025-05-05,1.0811359026369167
2025-05-06,0.9459939148073021
2025-05-07,1.0811359026369167
2025-05-08,0.9459939148073021
2025-05-09,0.9459939148073021
2025-05-10,0.9459939148073021
2025-05-11,0.9459939148073021
2025-05-12,0.9459939148073021
2025-05-13,1.0811359026369167
2025-05-14,1.0811359026369167
2025-05-15,1.0811359026369167
2025-05-16,0.8108519269776875
2025-05-17,1.0811359026369167
2025-05-18,0.8108519269776875
2025-05-19,1.0811359026369167
2025-05-20,1.0811359026369167
2025-05-21,0.8108519269776875
2025-05-22,1.0811359026369167
2025-05-23,1.0811359026369167
2025-05-24,0.8108519269776875
2025-05-25,0.8108519269776875
2025-05-26,1.0811359026369167
2025-05-27,1.0811359026369167
2025-05-28,0.8108519269776875
2025-05-29,1.0811359026369167
2025-05-30,0.8108519269776875
2025-05-31,0.8108519269776875
2025-06-01,0.8108519269776875
2025-06-02,0.8108519269776875
2025-06-03,0.8108519269776875
2025-06-04,0.8108519269776875
2025-06-05,0.8108519269776875
2025-06-06,0.8108519269776875
2025-06-07,1.0811359026369167
2025-06-08,0.5405679513184584
2025-06-09,0.8108519269776875
2025-06-10,0.8108519269776875
2025-06-11,0.5405679513184584
2025-06-12,1.0811359026369167
2025-06-13,1.0811359026369167
2025-06-14,0.8108519269776875
2025-06-15,1.0811359026369167
2025-06-16,0.8108519269776875
2025-06-17,1.0811359026369167
2025-06-18,1.0811359026369167
2025-06-19,0.5405679513184584
2025-06-20,1.0811359026369167
2025-06-21,0.8108519269776875
2025-06-22,0.8108519269776875
2025-06-23,1.0811359026369167
2025-06-24,0.8108519269776875
2025-06-25,0.8108519269776875
2025-06-26,1.351419878296146
2025-06-27,1.351419878296146
2025-06-28,1.0811359026369167
2025-06-29,0.5405679513184584
2025-06-30,0.8108519269776875
2025-07-01,0.8108519269776875
2025-07-02,0.5405679513184584
2025-07-03,0.8108519269776875
2025-07-04,0.5405679513184584
2025-07-05,0.5405679513184584
2025-07-06,0.8108519269776875
2025-07-07,0.8108519269776875
2025-07-08,0.8108519269776875
2025-07-09,0.8108519269776875
2025-07-10,0.8108519269776875
2025-07-11,1.0811359026369167
2025-07-12,0.8108519269776875
2025-07-13,0.8108519269776875
2025-07-14,0.8108519269776875
2025-07-15,0.8108519269776875
2025-07-16,0.8108519269776875
2025-07-17,0.8108519269776875
2025-07-18,0.8108519269776875
2025-07-19,1.351419878296146
2025-07-20,1.0811359026369167
2025-07-21,0.8108519269776875
2025-07-22,0.8108519269776875
2025-07-23,1.0811359026369167
2025-07-24,0.8108519269776875
2025-07-25,0.5405679513184584
2025-07-26,1.0811359026369167
2025-07-27,0.8108519269776875
2025-07-28,0.8108519269776875
2025-07-29,0.8108519269776875
2025-07-30,1.0811359026369167
2025-07-31,1.0811359026369167
2025-08-01,0.8108519269776875
2025-08-02,0.0
2025-08-03,0.8108519269776875
2025-08-04,0.8108519269776875
2025-08-05,0.8108519269776875
2025-08-06,0.8108519269776875
2025-08-07,0.5405679513184584
2025-08-08,0.8108519269776875
2025-08-09,0.8108519269776875
2025-08-10,0.8108519269776875
2025-08-11,1.0811359026369167
2025-08-12,0.8108519269776875
2025-08-13,1.351419878296146
2025-08-14,1.0811359026369167
2025-08-15,0.5405679513184584
2025-08-16,0.8108519269776875
2025-08-17,0.8108519269776875
2025-08-18,0.5405679513184584
2025-08-19,0.8108519269776875
2025-08-20,0.5405679513184584
2025-08-21,0.8108519269776875
2025-08-22,0.5405679513184584
2025-08-23,0.5405679513184584
2025-08-24,0.5405679513184584
2025-08-25,0.5405679513184584
2025-08-26,1.0811359026369167
2025-08-27,0.5405679513184584
2025-08-28,0.8108519269776875
2025-08-29,0.5405679513184584
2025-08-30,0.5405679513184584
2025-08-31,1.0811359026369167
2025-09-01,0.8108519269776875
2025-09-02,0.5405679513184584
2025-09-03,0.5405679513184584
2025-09-04,0.5405679513184584
2025-09-05,0.5405679513184584
2025-09-06,0.5405679513184584
2025-09-07,0.8108519269776875
2025-09-08,0.5405679513184584
2025-09-09,1.0811359026369167
2025-09-10,0.8108519269776875
2025-09-11,0.8108519269776875
2025-09-12,0.8108519269776875
2025-09-13,1.0811359026369167
2025-09-14,0.5405679513184584
2025-09-15,0.5405679513184584
2025-09-16,0.8108519269776875
2025-09-17,0.8108519269776875
2025-09-18,0.8108519269776875
2025-09-19,0.8108519269776875
2025-09-20,0.5405679513184584
2025-09-21,0.8108519269776875
2025-09-22,0.8108519269776875
2025-09-23,1.0811359026369167
2025-09-24,0.8108519269776875
2025-09-25,0.8108519269776875
2025-09-26,0.8108519269776875
2025-09-27,1.0811359026369167
2025-09-28,1.0811359026369167
2025-09-29,0.8108519269776875
2025-09-30,0.8108519269776875
2025-10-01,0.8108519269776875
2025-10-02,0.5405679513184584
2025-10-03,1.0811359026369167
2025-10-04,5.135395537525355
2025-10-05,2.4325557809330625
2025-10-06,1.0811359026369167
2025-10-07,1.351419878296146
2025-10-08,1.0811359026369167
2025-10-09,1.351419878296146
2025-10-10,1.0811359026369167
2025-10-11,1.351419878296146
2025-10-12,1.351419878296146
2025-10-13,1.621703853955375
2025-10-14,1.351419878296146
2025-10-15,0.8108519269776875
2025-10-16,1.0811359026369167
2025-10-17,1.351419878296146
2025-10-18,3.7839756592292084
2025-10-19,1.8919878296146042
2025-10-20,1.351419878296146
2025-10-21,1.8919878296146042
2025-10-22,1.621703853955375
2025-10-23,1.351419878296146
2025-10-24,2.702839756592292
2025-10-25,4.054259634888438
2025-10-26,2.1622718052738334
2025-10-27,2.1622718052738334
2025-10-28,3.24340770791075
2025-10-29,1.8919878296146042
2025-10-30,1.8919878296146042
2025-10-31,1.8919878296146042
2025-11-01,2.4325557809330625
2025-11-02,2.1622718052738334
2025-11-03,9.73022312373225
2025-11-04,22.70385395537525
2025-11-05,5.135395537525355
2025-11-06,3.5136916835699794
2025-11-07,4.324543610547667
2025-11-08,9.45993914807302
2025-11-09,4.594827586206896
2025-11-10,3.5136916835699794
2025-11-11,4.054259634888438
2025-11-12,7.838235294117646
2025-11-13,3.5136916835699794
2025-11-14,5.675963488843813
2025-11-15,18.109026369168355
2025-11-16,4.324543610547667
2025-11-17,3.5136916835699794
2025-11-18,4.054259634888438
2025-11-19,8.108519269776876
2025-11-20,17.838742393509126
2025-11-21,7.838235294117646
2025-11-22,5.946247464503042
2025-11-23,3.7839756592292084
2025-11-24,5.135395537525355
2025-11-25,12.973630831643
2025-11-26,10.27079107505071
2025-11-27,5.135395537525355
2025-11-28,4.865111561866125
2025-11-29,10.27079107505071
2025-11-30,4.324543610547667
2025-12-01,2.702839756592292
2025-12-02,2.4325557809330625
2025-12-03,3.5136916835699794
2025-12-04,3.5136916835699794
2025-12-05,2.973123732251521
2025-12-06,7.297667342799188
2025-12-07,16.21703853955375
2025-12-08,5.135395537525355
2025-12-09,4.865111561866125
2025-12-10,6.4868154158215
2025-12-11,3.3785496957403645
2025-12-12,3.783975659229208
2025-12-13,9.595081135902635
2025-12-14,27.70410750507099
2025-12-15,4.1894016227180515
2025-12-16,5.135395537525354
2025-12-17,9.459939148073019
2025-12-18,7.027383367139958
2025-12-19,3.783975659229208
2025-12-20,5.540821501014198
2025-12-21,15.271044624746448
2025-12-22,5.811105476673427
2025-12-23,7.567951318458416
2025-12-24,3.24340770791075
2025-12-25,2.0271298174442185
2025-12-26,2.297413793103448
2025-12-27,3.513691683569979
2025-12-28,3.513691683569979
2025-12-29,3.783975659229208
2025-12-30,9.054513184584177
2025-12-31,5.135395537525354
2026-01-01,4.054259634888437
2026-01-02,3.783975659229208
2026-01-03,14.460192697768761
2026-01-04,7.162525354969572
2026-01-05,3.513691683569979
2026-01-06,3.783975659229208
2026-01-07,5.675963488843813
2026-01-08,12.838488843813385
2026-01-09,4.054259634888437
2026-01-10,17.027890466531435
2026-01-11,7.567951318458416
2026-01-12,3.783975659229208
2026-01-13,3.783975659229208
2026-01-14,7.567951318458416
2026-01-15,18.919878296146038
2026-01-16,5.675963488843812
2026-01-17,15.135902636916832
2026-01-18,9.459939148073019
2026-01-19,7.567951318458416
2026-01-20,3.783975659229208
2026-01-21,7.567951318458416
2026-01-22,17.027890466531435
2026-01-23,5.675963488843812
2026-01-24,18.919878296146038
2026-01-25,9.459939148073019
2026-01-26,11.351926977687624
2026-01-27,35.94776876267748
2026-01-28,7.567951318458416
2026-01-29,7.567951318458416
2026-01-30,5.675963488843812
2026-01-31,28.37981744421906
2026-02-01,11.351926977687624
2026-02-02,5.675963488843812
2026-02-03,5.675963488843812
2026-02-04,5.675963488843812
2026-02-05,5.675963488843812
2026-02-06,5.675963488843812
2026-02-07,17.027890466531435
2026-02-08,13.243914807302229
2026-02-09,13.243914807302229
2026-02-10,37.839756592292076
2026-02-11,9.459939148073019
2026-02-12,5.675963488843812
2026-02-13,5.675963488843812
2026-02-14,17.027890466531435
2026-02-15,35.94776876267748
2026-02-16,5.675963488843812
2026-02-17,7.567951318458416
2026-02-18,15.135902636916832
2026-02-19,20.811866125760645
2026-02-20,5.675963488843812
2026-02-21,39.73174442190668
2026-02-22,13.243914807302229
2026-02-23,5.675963488843812
2026-02-24,7.567951318458416
2026-02-25,18.919878296146038
2026-02-26,5.675963488843812
2026-02-27,5.675963488843812
2026-02-28,26.487829614604458
2026-03-01,11.351926977687624
2026-03-02,11.351926977687624
2026-03-03,30.271805273833664
2026-03-04,11.351926977687624
2026-03-05,7.567951318458416
2026-03-06,7.567951318458416
2026-03-07,13.243914807302229
2026-03-08,22.703853955375248
2026-03-09,3.783975659229208
2026-03-10,13.243914807302229
2026-03-11,9.459939148073019
2026-03-12,18.919878296146038
2026-03-13,18.919878296146038
2026-03-14,51.08367139959431
2026-03-15,35.94776876267748
2026-03-16,24.59584178498985
2026-03-17,20.811866125760645
2026-03-18,22.703853955375248
2026-03-19,34.05578093306287
2026-03-20,45.407707910750496
2026-03-21,22.703853955375248
2026-03-22,34.05578093306287
2026-03-23,49.1916835699797
2026-03-24,9.459939148073019
2026-03-25,9.459939148073019
2026-03-26,17.027890466531435
2026-03-27,92.7074036511156
2026-03-28,37.839756592292076
2026-03-29,157.03498985801212
2026-03-30,26.487829614604458
2026-03-31,13.243914807302229
2026-04-01,9.459939148073019
2026-04-02,9.459939148073019
2026-04-03,13.243914807302229
2026-04-04,41.62373225152129
2026-04-05,189.1987829614604
2026-04-06,9.459939148073019
2026-04-07,9.459939148073019
2026-04-08,3.783975659229208
2026-04-09,3.783975659229208
2026-04-10,3.783975659229208
2026-04-11,3.783975659229208
2026-04-12,3.783975659229208
2026-04-13,3.783975659229208
2026-04-14,3.783975659229208
2026-04-15,3.783975659229208
2026-04-16,3.783975659229208
2026-04-17,3.783975659229208
2026-04-18,3.783975659229208
2026-04-19,3.783975659229208
2026-04-20,3.783975659229208
2026-04-21,3.783975659229208
2026-04-22,3.783975659229208
2026-04-23,1.891987829614604
2026-04-24,3.783975659229208
2026-04-25,3.783975659229208
2026-04-26,3.783975659229208
2026-04-27,1.891987829614604
2026-04-28,1.891987829614604
2026-04-29,1.891987829614604
2026-04-30,1.891987829614604
2026-05-01,1.891987829614604
2026-05-02,1.891987829614604
2026-05-03,1.891987829614604
2026-05-04,1.891987829614604
2026-05-05,1.891987829614604
2026-05-06,1.891987829614604
2026-05-07,1.891987829614604
2026-05-08,1.891987829614604
2026-05-09,1.891987829614604
2026-05-10,1.891987829614604
2026-05-11,1.891987829614604
2026-05-12,1.891987829614604
2026-05-13,1.891987829614604
2026-05-14,1.891987829614604
2026-05-15,1.891987829614604
2026-05-16,1.891987829614604
2026-05-17,1.891987829614604
2026-05-18,1.891987829614604
2026-05-19,1.891987829614604
2026-05-20,1.891987829614604
2026-05-21,1.891987829614604
2026-05-22,1.891987829614604
2026-05-23,1.891987829614604
2026-05-24,1.891987829614604
2026-05-25,1.891987829614604
2026-05-26,1.891987829614604
2026-05-27,1.891987829614604
2026-05-28,1.891987829614604
2026-05-29,1.891987829614604
2026-05-30,1.891987829614604
2026-05-31,1.891987829614604
