Time,the_pitt
2024-11-27,20.54759328047623
2024-11-28,20.54759328047623
2024-11-29,20.54759328047623
2024-11-30,27.396791040634977
2024-12-01,20.54759328047623
2024-12-02,20.54759328047623
2024-12-03,13.698395520317488
2024-12-04,20.54759328047623
2024-12-05,13.698395520317488
2024-12-06,20.54759328047623
2024-12-07,27.396791040634977
2024-12-08,27.396791040634977
2024-12-09,13.698395520317488
2024-12-10,13.698395520317488
2024-12-11,13.698395520317488
2024-12-12,20.54759328047623
2024-12-13,20.54759328047623
2024-12-14,27.396791040634977
2024-12-15,20.54759328047623
2024-12-16,20.54759328047623
2024-12-17,20.54759328047623
2024-12-18,13.698395520317488
2024-12-19,20.54759328047623
2024-12-20,34.24598880079372
2024-12-21,20.54759328047623
2024-12-22,13.698395520317488
2024-12-23,20.54759328047623
2024-12-24,20.54759328047623
2024-12-25,20.54759328047623
2024-12-26,34.24598880079372
2024-12-27,20.54759328047623
2024-12-28,20.54759328047623
2024-12-29,20.54759328047623
2024-12-30,20.54759328047623
2024-12-31,27.396791040634977
2025-01-01,34.24598880079372
2025-01-02,27.396791040634977
2025-01-03,41.09518656095246
2025-01-04,54.79358208126995
2025-01-05,61.6427798414287
2025-01-06,41.09518656095246
2025-01-07,47.94438432111121
2025-01-08,54.79358208126995
2025-01-09,95.88876864222242
2025-01-10,205.47593280476232
2025-01-11,226.02352608523856
2025-01-12,212.32513056492107
2025-01-13,150.68235072349236
2025-01-14,143.83315296333362
2025-01-15,143.83315296333362
2025-01-16,143.83315296333362
2025-01-17,198.62673504460358
2025-01-18,171.2299440039686
2025-01-19,130.13475744301613
2025-01-20,123.2855596828574
2025-01-21,102.73796640238116
2025-01-22,102.73796640238116
2025-01-23,109.5871641625399
2025-01-24,150.68235072349236
2025-01-25,136.98395520317487
2025-01-26,136.98395520317487
2025-01-27,102.73796640238116
2025-01-28,102.73796640238116
2025-01-29,89.03957088206367
2025-01-30,102.73796640238116
2025-01-31,143.83315296333362
2025-02-01,130.13475744301613
2025-02-02,130.13475744301613
2025-02-03,89.03957088206367
2025-02-04,89.03957088206367
2025-02-05,75.34117536174618
2025-02-06,95.88876864222242
2025-02-07,143.83315296333362
2025-02-08,130.13475744301613
2025-02-09,157.5315484836511
2025-02-10,82.19037312190493
2025-02-11,82.19037312190493
2025-02-12,89.03957088206367
2025-02-13,95.88876864222242
2025-02-14,150.68235072349236
2025-02-15,130.13475744301613
2025-02-16,130.13475744301613
2025-02-17,95.88876864222242
2025-02-18,109.5871641625399
2025-02-19,123.2855596828574
2025-02-20,130.13475744301613
2025-02-21,184.9283395242861
2025-02-22,191.77753728444483
2025-02-23,205.47593280476232
2025-02-24,143.83315296333362
2025-02-25,116.43636192269865
2025-02-26,116.43636192269865
2025-02-27,136.98395520317487
2025-02-28,198.62673504460358
2025-03-01,184.9283395242861
2025-03-02,171.2299440039686
2025-03-03,116.43636192269865
2025-03-04,109.5871641625399
2025-03-05,102.73796640238116
2025-03-06,157.5315484836511
2025-03-07,301.3647014469847
2025-03-08,267.118712646191
2025-03-09,239.72192160555605
2025-03-10,164.38074624380985
2025-03-11,136.98395520317487
2025-03-12,136.98395520317487
2025-03-13,184.9283395242861
2025-03-14,294.515503686826
2025-03-15,260.26951488603225
2025-03-16,253.42031712587354
2025-03-17,171.2299440039686
2025-03-18,150.68235072349236
2025-03-19,143.83315296333362
2025-03-20,191.77753728444483
2025-03-21,376.7058768087309
2025-03-22,356.1582835282547
2025-03-23,328.7614924876197
2025-03-24,212.32513056492107
2025-03-25,184.9283395242861
2025-03-26,184.9283395242861
2025-03-27,280.8171081665085
2025-03-28,479.4438432111121
2025-03-29,397.25347008920716
2025-03-30,363.00748128841343
2025-03-31,239.72192160555605
2025-04-01,198.62673504460358
2025-04-02,212.32513056492107
2025-04-03,280.8171081665085
2025-04-04,486.29304097127084
2025-04-05,390.4042723290484
2025-04-06,417.8010633696834
2025-04-07,294.515503686826
2025-04-08,260.26951488603225
2025-04-09,273.96791040634974
2025-04-10,376.7058768087309
2025-04-11,684.9197760158744
2025-04-12,547.9358208126995
2025-04-13,465.7454476907946
2025-04-14,342.4598880079372
2025-04-15,325.4688506286076
2025-04-16,288.2569706876351
2025-04-17,275.8530107073109
2025-04-18,297.23633178787986
2025-04-19,288.2569706876351
2025-04-20,309.64029176820407
2025-04-21,233.08636854617288
2025-04-22,215.12764634568327
2025-04-23,186.89512750495552
2025-04-24,168.9364053044659
2025-04-25,174.49116752463135
2025-04-26,211.7030474656039
2025-04-27,233.08636854617288
2025-04-28,168.9364053044659
2025-04-29,153.10784644406232
2025-04-30,135.14912424357271
2025-05-01,135.14912424357271
2025-05-02,135.14912424357271
2025-05-03,165.51180642438652
2025-05-04,177.91576640471072
2025-05-05,135.14912424357271
2025-05-06,122.74516426324854
2025-05-07,113.76580316300372
2025-05-08,113.76580316300372
2025-05-09,106.91660540284498
2025-05-10,126.1697631433279
2025-05-11,144.12848534381754
2025-05-12,119.32056538316917
2025-05-13,110.34120428292435
2025-05-14,101.36184318267954
2025-05-15,99.98571996297792
2025-05-16,88.87619552264704
2025-05-17,111.0952444033088
2025-05-18,122.20476884363967
2025-05-19,88.87619552264704
2025-05-20,77.76667108231615
2025-05-21,99.98571996297792
2025-05-22,88.87619552264704
2025-05-23,77.76667108231615
2025-05-24,99.98571996297792
2025-05-25,111.0952444033088
2025-05-26,111.0952444033088
2025-05-27,88.87619552264704
2025-05-28,88.87619552264704
2025-05-29,88.87619552264704
2025-05-30,88.87619552264704
2025-05-31,99.98571996297792
2025-06-01,111.0952444033088
2025-06-02,88.87619552264704
2025-06-03,88.87619552264704
2025-06-04,77.76667108231615
2025-06-05,66.65714664198528
2025-06-06,77.76667108231615
2025-06-07,77.76667108231615
2025-06-08,99.98571996297792
2025-06-09,66.65714664198528
2025-06-10,77.76667108231615
2025-06-11,99.98571996297792
2025-06-12,88.87619552264704
2025-06-13,77.76667108231615
2025-06-14,88.87619552264704
2025-06-15,99.98571996297792
2025-06-16,77.76667108231615
2025-06-17,99.98571996297792
2025-06-18,99.98571996297792
2025-06-19,88.87619552264704
2025-06-20,77.76667108231615
2025-06-21,88.87619552264704
2025-06-22,88.87619552264704
2025-06-23,77.76667108231615
2025-06-24,99.98571996297792
2025-06-25,166.6428666049632
2025-06-26,111.0952444033088
2025-06-27,88.87619552264704
2025-06-28,88.87619552264704
2025-06-29,99.98571996297792
2025-06-30,77.76667108231615
2025-07-01,66.65714664198528
2025-07-02,77.76667108231615
2025-07-03,66.65714664198528
2025-07-04,99.98571996297792
2025-07-05,99.98571996297792
2025-07-06,111.0952444033088
2025-07-07,77.76667108231615
2025-07-08,166.6428666049632
2025-07-09,155.5333421646323
2025-07-10,155.5333421646323
2025-07-11,188.86191548562496
2025-07-12,177.75239104529408
2025-07-13,177.75239104529408
2025-07-14,122.20476884363967
2025-07-15,111.0952444033088
2025-07-16,155.5333421646323
2025-07-17,111.0952444033088
2025-07-18,88.87619552264704
2025-07-19,111.0952444033088
2025-07-20,144.42381772430144
2025-07-21,122.20476884363967
2025-07-22,111.0952444033088
2025-07-23,99.98571996297792
2025-07-24,88.87619552264704
2025-07-25,99.98571996297792
2025-07-26,99.98571996297792
2025-07-27,122.20476884363967
2025-07-28,99.98571996297792
2025-07-29,77.76667108231615
2025-07-30,77.76667108231615
2025-07-31,77.76667108231615
2025-08-01,77.76667108231615
2025-08-02,66.65714664198528
2025-08-03,88.87619552264704
2025-08-04,66.65714664198528
2025-08-05,66.65714664198528
2025-08-06,77.76667108231615
2025-08-07,66.65714664198528
2025-08-08,66.65714664198528
2025-08-09,77.76667108231615
2025-08-10,77.76667108231615
2025-08-11,66.65714664198528
2025-08-12,66.65714664198528
2025-08-13,66.65714664198528
2025-08-14,66.65714664198528
2025-08-15,66.65714664198528
2025-08-16,66.65714664198528
2025-08-17,111.0952444033088
2025-08-18,77.76667108231615
2025-08-19,66.65714664198528
2025-08-20,66.65714664198528
2025-08-21,99.98571996297792
2025-08-22,111.0952444033088
2025-08-23,133.31429328397056
2025-08-24,144.42381772430144
2025-08-25,99.98571996297792
2025-08-26,88.87619552264704
2025-08-27,77.76667108231615
2025-08-28,77.76667108231615
2025-08-29,77.76667108231615
2025-08-30,88.87619552264704
2025-08-31,111.0952444033088
2025-09-01,99.98571996297792
2025-09-02,77.76667108231615
2025-09-03,66.65714664198528
2025-09-04,66.65714664198528
2025-09-05,66.65714664198528
2025-09-06,77.76667108231615
2025-09-07,88.87619552264704
2025-09-08,77.76667108231615
2025-09-09,66.65714664198528
2025-09-10,66.65714664198528
2025-09-11,77.76667108231615
2025-09-12,77.76667108231615
2025-09-13,133.31429328397056
2025-09-14,122.20476884363967
2025-09-15,799.8857597038234
2025-09-16,322.1762087695955
2025-09-17,244.40953768727934
2025-09-18,177.75239104529408
2025-09-19,155.5333421646323
2025-09-20,177.75239104529408
2025-09-21,188.86191548562496
2025-09-22,144.42381772430144
2025-09-23,133.31429328397056
2025-09-24,122.20476884363967
2025-09-25,122.20476884363967
2025-09-26,111.0952444033088
2025-09-27,133.31429328397056
2025-09-28,133.31429328397056
2025-09-29,111.0952444033088
2025-09-30,99.98571996297792
2025-10-01,99.98571996297792
2025-10-02,88.87619552264704
2025-10-03,88.87619552264704
2025-10-04,111.0952444033088
2025-10-05,99.98571996297792
2025-10-06,88.87619552264704
2025-10-07,88.87619552264704
2025-10-08,88.87619552264704
2025-10-09,77.76667108231615
2025-10-10,77.76667108231615
2025-10-11,111.0952444033088
2025-10-12,111.0952444033088
2025-10-13,88.87619552264704
2025-10-14,77.76667108231615
2025-10-15,77.76667108231615
2025-10-16,77.76667108231615
2025-10-17,66.65714664198528
2025-10-18,88.87619552264704
2025-10-19,99.98571996297792
2025-10-20,77.76667108231615
2025-10-21,77.76667108231615
2025-10-22,66.65714664198528
2025-10-23,66.65714664198528
2025-10-24,66.65714664198528
2025-10-25,88.87619552264704
2025-10-26,88.87619552264704
2025-10-27,77.76667108231615
2025-10-28,66.65714664198528
2025-10-29,66.65714664198528
2025-10-30,66.65714664198528
2025-10-31,66.65714664198528
2025-11-01,77.76667108231615
2025-11-02,88.87619552264704
2025-11-03,77.76667108231615
2025-11-04,66.65714664198528
2025-11-05,66.65714664198528
2025-11-06,66.65714664198528
2025-11-07,66.65714664198528
2025-11-08,77.76667108231615
2025-11-09,77.76667108231615
2025-11-10,66.65714664198528
2025-11-11,77.76667108231615
2025-11-12,77.76667108231615
2025-11-13,66.65714664198528
2025-11-14,66.65714664198528
2025-11-15,133.31429328397056
2025-11-16,77.76667108231615
2025-11-17,66.65714664198528
2025-11-18,66.65714664198528
2025-11-19,66.65714664198528
2025-11-20,66.65714664198528
2025-11-21,66.65714664198528
2025-11-22,88.87619552264704
2025-11-23,111.0952444033088
2025-11-24,77.76667108231615
2025-11-25,77.76667108231615
2025-11-26,88.87619552264704
2025-11-27,99.98571996297792
2025-11-28,88.87619552264704
2025-11-29,144.42381772430144
2025-11-30,122.20476884363967
2025-12-01,122.20476884363967
2025-12-02,144.42381772430144
2025-12-03,111.0952444033088
2025-12-04,99.98571996297792
2025-12-05,88.87619552264704
2025-12-06,122.20476884363967
2025-12-07,111.0952444033088
2025-12-08,99.98571996297792
2025-12-09,99.98571996297792
2025-12-10,111.0952444033088
2025-12-11,98.31901671649229
2025-12-12,98.31901671649229
2025-12-13,121.510080340574
2025-12-14,121.510080340574
2025-12-15,98.31901671649229
2025-12-16,121.510080340574
2025-12-17,109.91454852853315
2025-12-18,104.35978630836772
2025-12-19,109.91454852853315
2025-12-20,98.31901671649229
2025-12-21,109.91454852853315
2025-12-22,104.35978630836772
2025-12-23,121.510080340574
2025-12-24,121.510080340574
2025-12-25,115.95531812040856
2025-12-26,127.55084993244941
2025-12-27,214.27433483690083
2025-12-28,196.63803343298457
2025-12-29,167.89220758873742
2025-12-30,196.63803343298457
2025-12-31,185.0425016209437
2026-01-01,202.67880302486
2026-01-02,225.8698666489417
2026-01-03,283.847525709146
2026-01-04,324.188883365434
2026-01-05,370.5710106135974
2026-01-06,358.97547880155656
2026-01-07,358.97547880155656
2026-01-08,694.7598939790314
2026-01-09,1117.2677940609576
2026-01-10,857.7892820463092
2026-01-11,640.3215767387941
2026-01-12,664.4846551062958
2026-01-13,434.93541061503
2026-01-14,410.7723322475283
2026-01-15,459.09848898253165
2026-01-16,664.4846551062958
2026-01-17,543.6692632687875
2026-01-18,434.93541061503
2026-01-19,386.60925388002664
2026-01-20,314.12001877752164
2026-01-21,326.2015579612725
2026-01-22,326.2015579612725
2026-01-23,591.9954200037907
2026-01-24,483.2615673500333
2026-01-25,447.0169497987808
2026-01-26,326.2015579612725
2026-01-27,338.2830971450233
2026-01-28,314.12001877752164
2026-01-29,326.2015579612725
2026-01-30,604.0769591875417
2026-01-31,483.2615673500333
2026-02-01,410.7723322475283
2026-02-02,314.12001877752164
2026-02-03,277.87540122626916
2026-02-04,277.87540122626916
2026-02-05,302.03847959377083
2026-02-06,447.0169497987808
2026-02-07,362.446175512525
2026-02-08,314.12001877752164
2026-02-09,229.54924449126582
2026-02-10,217.467705307515
2026-02-11,229.54924449126582
2026-02-12,265.7938620425183
2026-02-13,398.69079306377745
2026-02-14,362.446175512525
2026-02-15,362.446175512525
2026-02-16,314.12001877752164
2026-02-17,253.7123228587675
2026-02-18,253.7123228587675
2026-02-19,265.7938620425183
2026-02-20,471.18002816628245
2026-02-21,434.93541061503
2026-02-22,338.2830971450233
2026-02-23,326.2015579612725
2026-02-24,265.7938620425183
2026-02-25,229.54924449126582
2026-02-26,265.7938620425183
2026-02-27,398.69079306377745
2026-02-28,338.2830971450233
2026-03-01,338.2830971450233
2026-03-02,338.2830971450233
2026-03-03,302.03847959377083
2026-03-04,277.87540122626916
2026-03-05,302.03847959377083
2026-03-06,567.8323416362891
2026-03-07,471.18002816628245
2026-03-08,410.7723322475283
2026-03-09,338.2830971450233
2026-03-10,289.95694041001997
2026-03-11,289.95694041001997
2026-03-12,326.2015579612725
2026-03-13,604.0769591875417
2026-03-14,495.3431065337841
2026-03-15,410.7723322475283
2026-03-16,386.60925388002664
2026-03-17,302.03847959377083
2026-03-18,277.87540122626916
2026-03-19,314.12001877752164
2026-03-20,652.403115922545
2026-03-21,531.5877240850366
2026-03-22,447.0169497987808
2026-03-23,374.52771469627584
2026-03-24,350.36463632877417
2026-03-25,338.2830971450233
2026-03-26,362.446175512525
2026-03-27,869.87082123006
2026-03-28,652.403115922545
2026-03-29,555.7508024525383
2026-03-30,350.36463632877417
2026-03-31,350.36463632877417
2026-04-01,350.36463632877417
2026-04-02,434.93541061503
2026-04-03,978.6046738838174
2026-04-04,700.7292726575483
2026-04-05,531.5877240850366
2026-04-06,422.8538714312791
2026-04-07,350.36463632877417
2026-04-08,398.69079306377745
2026-04-09,410.7723322475283
2026-04-10,845.7077428625582
2026-04-11,652.403115922545
2026-04-12,507.424645717535
2026-04-13,447.0169497987808
2026-04-14,362.446175512525
2026-04-15,350.36463632877417
2026-04-16,434.93541061503
2026-04-17,1208.1539183750833
2026-04-18,845.7077428625582
2026-04-19,664.4846551062958
2026-04-20,447.0169497987808
2026-04-21,362.446175512525
2026-04-22,314.12001877752164
2026-04-23,314.12001877752164
2026-04-24,326.2015579612725
2026-04-25,386.60925388002664
2026-04-26,362.446175512525
2026-04-27,277.87540122626916
2026-04-28,253.7123228587675
2026-04-29,217.467705307515
2026-04-30,205.38616612376416
2026-05-01,217.467705307515
2026-05-02,229.54924449126582
2026-05-03,241.63078367501666
2026-05-04,169.14154857251165
2026-05-05,157.06000938876082
2026-05-06,157.06000938876082
2026-05-07,169.14154857251165
2026-05-08,157.06000938876082
2026-05-09,169.14154857251165
2026-05-10,205.38616612376416
2026-05-11,169.14154857251165
2026-05-12,144.97847020500998
2026-05-13,193.30462694001332
2026-05-14,193.30462694001332
2026-05-15,193.30462694001332
2026-05-16,181.2230877562625
2026-05-17,181.2230877562625
2026-05-18,132.89693102125915
2026-05-19,144.97847020500998
2026-05-20,132.89693102125915
2026-05-21,144.97847020500998
2026-05-22,144.97847020500998
2026-05-23,169.14154857251165
2026-05-24,193.30462694001332
2026-05-25,181.2230877562625
2026-05-26,144.97847020500998
2026-05-27,132.89693102125915
2026-05-28,144.97847020500998
2026-05-29,132.89693102125915
2026-05-30,144.97847020500998
2026-05-31,144.97847020500998
