Time,who_won_the_presidential_election
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,0.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,0.0
2025-04-01,0.0
2025-04-02,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,0.0
2025-04-08,0.0
2025-04-09,0.0
2025-04-10,0.0
2025-04-11,0.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,0.0
2025-04-15,13.0
2025-04-16,19.0
2025-04-17,12.0
2025-04-18,0.0
2025-04-19,0.0
2025-04-20,0.0
2025-04-21,13.5
2025-04-22,16.0
2025-04-23,17.5
2025-04-24,17.5
2025-04-25,14.0
2025-04-26,0.0
2025-04-27,0.0
2025-04-28,21.5
2025-04-29,18.0
2025-04-30,17.5
2025-05-01,29.0
2025-05-02,22.0
2025-05-03,0.0
2025-05-04,0.0
2025-05-05,21.0
2025-05-06,28.5
2025-05-07,14.5
2025-05-08,31.5
2025-05-09,23.5
2025-05-10,0.0
2025-05-11,0.0
2025-05-12,19.5
2025-05-13,12.5
2025-05-14,17.5
2025-05-15,0.0
2025-05-16,40.0
2025-05-17,0.0
2025-05-18,0.0
2025-05-19,32.0
2025-05-20,0.0
2025-05-21,35.0
2025-05-22,0.0
2025-05-23,39.0
2025-05-24,0.0
2025-05-25,0.0
2025-05-26,0.0
2025-05-27,0.0
2025-05-28,31.0
2025-05-29,32.0
2025-05-30,25.0
2025-05-31,0.0
2025-06-01,0.0
2025-06-02,32.0
2025-06-03,0.0
2025-06-04,0.0
2025-06-05,0.0
2025-06-06,0.0
2025-06-07,0.0
2025-06-08,0.0
2025-06-09,0.0
2025-06-10,0.0
2025-06-11,0.0
2025-06-12,25.0
2025-06-13,0.0
2025-06-14,0.0
2025-06-15,0.0
2025-06-16,0.0
2025-06-17,0.0
2025-06-18,0.0
2025-06-19,0.0
2025-06-20,0.0
2025-06-21,0.0
2025-06-22,0.0
2025-06-23,0.0
2025-06-24,0.0
2025-06-25,0.0
2025-06-26,0.0
2025-06-27,0.0
2025-06-28,0.0
2025-06-29,0.0
2025-06-30,0.0
2025-07-01,0.0
2025-07-02,0.0
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,0.0
2025-07-06,0.0
2025-07-07,0.0
2025-07-08,0.0
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,0.0
2025-07-12,0.0
2025-07-13,0.0
2025-07-14,0.0
2025-07-15,0.0
2025-07-16,0.0
2025-07-17,0.0
2025-07-18,0.0
2025-07-19,0.0
2025-07-20,0.0
2025-07-21,0.0
2025-07-22,0.0
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,0.0
2025-07-26,0.0
2025-07-27,0.0
2025-07-28,0.0
2025-07-29,0.0
2025-07-30,0.0
2025-07-31,0.0
2025-08-01,0.0
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,0.0
2025-08-05,0.0
2025-08-06,0.0
2025-08-07,0.0
2025-08-08,0.0
2025-08-09,0.0
2025-08-10,0.0
2025-08-11,0.0
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,0.0
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,0.0
2025-08-19,0.0
2025-08-20,0.0
2025-08-21,0.0
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,28.0
2025-08-26,0.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,0.0
2025-09-01,0.0
2025-09-02,0.0
2025-09-03,0.0
2025-09-04,0.0
2025-09-05,0.0
2025-09-06,0.0
2025-09-07,0.0
2025-09-08,25.0
2025-09-09,0.0
2025-09-10,35.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,0.0
2025-09-14,0.0
2025-09-15,0.0
2025-09-16,0.0
2025-09-17,24.0
2025-09-18,0.0
2025-09-19,0.0
2025-09-20,0.0
2025-09-21,0.0
2025-09-22,0.0
2025-09-23,0.0
2025-09-24,32.0
2025-09-25,24.0
2025-09-26,0.0
2025-09-27,0.0
2025-09-28,0.0
2025-09-29,0.0
2025-09-30,25.0
2025-10-01,24.0
2025-10-02,23.0
2025-10-03,0.0
2025-10-04,0.0
2025-10-05,0.0
2025-10-06,26.0
2025-10-07,0.0
2025-10-08,33.0
2025-10-09,0.0
2025-10-10,0.0
2025-10-11,0.0
2025-10-12,0.0
2025-10-13,24.0
2025-10-14,27.0
2025-10-15,46.0
2025-10-16,0.0
2025-10-17,25.0
2025-10-18,0.0
2025-10-19,0.0
2025-10-20,0.0
2025-10-21,34.0
2025-10-22,27.0
2025-10-23,0.0
2025-10-24,26.0
2025-10-25,28.0
2025-10-26,0.0
2025-10-27,0.0
2025-10-28,0.0
2025-10-29,30.0
2025-10-30,0.0
2025-10-31,0.0
2025-11-01,0.0
2025-11-02,49.0
2025-11-03,44.0
2025-11-04,33.0
2025-11-05,88.0
2025-11-06,0.0
2025-11-07,0.0
2025-11-08,0.0
2025-11-09,0.0
2025-11-10,29.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,37.0
2025-11-18,43.0
2025-11-19,31.0
2025-11-20,0.0
2025-11-21,41.0
2025-11-22,0.0
2025-11-23,0.0
2025-11-24,33.0
2025-11-25,26.0
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,100.0
2025-12-02,66.0
2025-12-03,48.0
2025-12-04,44.0
2025-12-05,50.0
2025-12-06,0.0
2025-12-07,0.0
2025-12-08,51.0
2025-12-09,35.0
2025-12-10,37.0
2025-12-11,44.95283018867924
2025-12-12,32.67924528301887
2025-12-13,0.0
2025-12-14,0.0
2025-12-15,0.0
2025-12-16,33.009433962264154
2025-12-17,35.0
2025-12-18,0.0
2025-12-19,0.0
2025-12-20,0.0
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,0.0
2025-12-28,0.0
2025-12-29,0.0
2025-12-30,0.0
2025-12-31,0.0
2026-01-01,0.0
2026-01-02,0.0
2026-01-03,60.54716981132076
2026-01-04,46.113207547169814
2026-01-05,35.0
2026-01-06,29.028301886792455
2026-01-07,35.0
2026-01-08,33.839622641509436
2026-01-09,41.801886792452834
2026-01-10,0.0
2026-01-11,0.0
2026-01-12,0.0
2026-01-13,23.77358490566038
2026-01-14,36.320754716981135
2026-01-15,39.62264150943397
2026-01-16,55.47169811320755
2026-01-17,26.415094339622645
2026-01-18,0.0
2026-01-19,0.0
2026-01-20,51.509433962264154
2026-01-21,27.735849056603776
2026-01-22,46.22641509433963
2026-01-23,40.943396226415096
2026-01-24,0.0
2026-01-25,0.0
2026-01-26,43.584905660377366
2026-01-27,48.20754716981133
2026-01-28,29.05660377358491
2026-01-29,23.77358490566038
2026-01-30,45.566037735849065
2026-01-31,0.0
2026-02-01,0.0
2026-02-02,44.24528301886793
2026-02-03,39.62264150943397
2026-02-04,45.566037735849065
2026-02-05,38.301886792452834
2026-02-06,36.320754716981135
2026-02-07,0.0
2026-02-08,0.0
2026-02-09,34.339622641509436
2026-02-10,39.62264150943397
2026-02-11,46.88679245283019
2026-02-12,37.64150943396227
2026-02-13,0.0
2026-02-14,0.0
2026-02-15,0.0
2026-02-16,37.64150943396227
2026-02-17,40.943396226415096
2026-02-18,36.981132075471706
2026-02-19,30.377358490566042
2026-02-20,29.05660377358491
2026-02-21,0.0
2026-02-22,0.0
2026-02-23,25.094339622641513
2026-02-24,27.075471698113212
2026-02-25,38.301886792452834
2026-02-26,23.77358490566038
2026-02-27,35.66037735849057
2026-02-28,0.0
2026-03-01,0.0
2026-03-02,28.396226415094343
2026-03-03,29.716981132075475
2026-03-04,43.584905660377366
2026-03-05,27.075471698113212
2026-03-06,38.9622641509434
2026-03-07,0.0
2026-03-08,0.0
2026-03-09,42.26415094339623
2026-03-10,36.320754716981135
2026-03-11,0.0
2026-03-12,30.377358490566042
2026-03-13,28.396226415094343
2026-03-14,0.0
2026-03-15,0.0
2026-03-16,33.01886792452831
2026-03-17,22.452830188679247
2026-03-18,27.075471698113212
2026-03-19,26.415094339622645
2026-03-20,25.754716981132077
2026-03-21,0.0
2026-03-22,0.0
2026-03-23,40.28301886792453
2026-03-24,27.735849056603776
2026-03-25,0.0
2026-03-26,35.00000000000001
2026-03-27,0.0
2026-03-28,0.0
2026-03-29,0.0
2026-03-30,38.9622641509434
2026-03-31,26.415094339622645
2026-04-01,35.00000000000001
2026-04-02,0.0
2026-04-03,0.0
2026-04-04,0.0
2026-04-05,0.0
2026-04-06,26.415094339622645
2026-04-07,0.0
2026-04-08,33.01886792452831
2026-04-09,36.320754716981135
2026-04-10,0.0
2026-04-11,0.0
2026-04-12,0.0
2026-04-13,62.73584905660378
2026-04-14,48.20754716981133
2026-04-15,37.64150943396227
2026-04-16,38.301886792452834
2026-04-17,38.9622641509434
2026-04-18,0.0
2026-04-19,0.0
2026-04-20,45.566037735849065
2026-04-21,45.566037735849065
2026-04-22,37.64150943396227
2026-04-23,27.075471698113212
2026-04-24,24.433962264150946
2026-04-25,0.0
2026-04-26,0.0
2026-04-27,46.88679245283019
2026-04-28,31.037735849056606
2026-04-29,0.0
2026-04-30,33.01886792452831
2026-05-01,27.075471698113212
2026-05-02,0.0
2026-05-03,0.0
2026-05-04,36.981132075471706
2026-05-05,35.66037735849057
2026-05-06,38.9622641509434
2026-05-07,44.905660377358494
2026-05-08,66.03773584905662
2026-05-09,0.0
2026-05-10,32.35849056603774
2026-05-11,26.415094339622645
2026-05-12,44.24528301886793
2026-05-13,0.0
2026-05-14,27.735849056603776
2026-05-15,0.0
2026-05-16,0.0
2026-05-17,0.0
2026-05-18,27.735849056603776
2026-05-19,22.452830188679247
2026-05-20,0.0
2026-05-21,0.0
2026-05-22,0.0
2026-05-23,0.0
2026-05-24,0.0
2026-05-25,0.0
2026-05-26,0.0
2026-05-27,0.0
2026-05-28,0.0
2026-05-29,36.320754716981135
2026-05-30,0.0
2026-05-31,0.0
