Time,yahoo_finance
2024-09-28,10.007098822864782
2024-09-29,9.006388940578304
2024-09-30,42.029815056032085
2024-10-01,41.029105173745606
2024-10-02,39.02768540917265
2024-10-03,39.02768540917265
2024-10-04,41.029105173745606
2024-10-05,11.007808705151259
2024-10-06,10.007098822864782
2024-10-07,37.02626564459969
2024-10-08,38.02697552688617
2024-10-09,38.02697552688617
2024-10-10,37.02626564459969
2024-10-11,37.02626564459969
2024-10-12,11.007808705151259
2024-10-13,9.006388940578304
2024-10-14,38.02697552688617
2024-10-15,40.02839529145913
2024-10-16,40.02839529145913
2024-10-17,40.02839529145913
2024-10-18,41.029105173745606
2024-10-19,11.007808705151259
2024-10-20,8.005679058291825
2024-10-21,40.02839529145913
2024-10-22,38.02697552688617
2024-10-23,45.031944702891515
2024-10-24,41.029105173745606
2024-10-25,37.02626564459969
2024-10-26,10.007098822864782
2024-10-27,9.006388940578304
2024-10-28,40.02839529145913
2024-10-29,39.02768540917265
2024-10-30,41.029105173745606
2024-10-31,43.030524938318564
2024-11-01,40.02839529145913
2024-11-02,10.007098822864782
2024-11-03,9.006388940578304
2024-11-04,41.029105173745606
2024-11-05,37.02626564459969
2024-11-06,47.03336446746447
2024-11-07,53.03762376118334
2024-11-08,47.03336446746447
2024-11-09,14.009938352010694
2024-11-10,11.007808705151259
2024-11-11,45.031944702891515
2024-11-12,47.03336446746447
2024-11-13,46.032654585177994
2024-11-14,43.030524938318564
2024-11-15,40.02839529145913
2024-11-16,12.008518587437738
2024-11-17,10.007098822864782
2024-11-18,42.029815056032085
2024-11-19,42.029815056032085
2024-11-20,46.032654585177994
2024-11-21,43.030524938318564
2024-11-22,39.02768540917265
2024-11-23,12.008518587437738
2024-11-24,11.007808705151259
2024-11-25,40.02839529145913
2024-11-26,42.029815056032085
2024-11-27,37.02626564459969
2024-11-28,12.008518587437738
2024-11-29,28.01987670402139
2024-11-30,11.007808705151259
2024-12-01,10.007098822864782
2024-12-02,39.02768540917265
2024-12-03,40.02839529145913
2024-12-04,43.030524938318564
2024-12-05,44.031234820605036
2024-12-06,38.02697552688617
2024-12-07,15.010648234297172
2024-12-08,11.007808705151259
2024-12-09,41.029105173745606
2024-12-10,44.031234820605036
2024-12-11,42.029815056032085
2024-12-12,40.02839529145913
2024-12-13,41.029105173745606
2024-12-14,12.008518587437738
2024-12-15,10.007098822864782
2024-12-16,42.029815056032085
2024-12-17,45.031944702891515
2024-12-18,47.03336446746447
2024-12-19,47.03336446746447
2024-12-20,45.031944702891515
2024-12-21,12.008518587437738
2024-12-22,10.007098822864782
2024-12-23,41.029105173745606
2024-12-24,32.0227162331673
2024-12-25,12.008518587437738
2024-12-26,39.02768540917265
2024-12-27,36.02555576231322
2024-12-28,12.008518587437738
2024-12-29,10.007098822864782
2024-12-30,39.02768540917265
2024-12-31,35.02484588002674
2025-01-01,12.008518587437738
2025-01-02,40.02839529145913
2025-01-03,39.02768540917265
2025-01-04,13.009228469724217
2025-01-05,11.007808705151259
2025-01-06,40.02839529145913
2025-01-07,42.029815056032085
2025-01-08,40.02839529145913
2025-01-09,29.020586586307868
2025-01-10,40.02839529145913
2025-01-11,11.007808705151259
2025-01-12,10.007098822864782
2025-01-13,42.029815056032085
2025-01-14,41.029105173745606
2025-01-15,42.029815056032085
2025-01-16,45.031944702891515
2025-01-17,38.02697552688617
2025-01-18,12.008518587437738
2025-01-19,10.007098822864782
2025-01-20,21.014907528016042
2025-01-21,45.031944702891515
2025-01-22,46.032654585177994
2025-01-23,42.029815056032085
2025-01-24,41.029105173745606
2025-01-25,12.008518587437738
2025-01-26,11.007808705151259
2025-01-27,49.03478423203743
2025-01-28,47.03336446746447
2025-01-29,46.032654585177994
2025-01-30,47.03336446746447
2025-01-31,46.032654585177994
2025-02-01,14.009938352010694
2025-02-02,15.010648234297172
2025-02-03,58.041173172615736
2025-02-04,48.03407434975095
2025-02-05,47.03336446746447
2025-02-06,48.03407434975095
2025-02-07,47.03336446746447
2025-02-08,13.009228469724217
2025-02-09,10.007098822864782
2025-02-10,47.03336446746447
2025-02-11,46.032654585177994
2025-02-12,47.03336446746447
2025-02-13,44.031234820605036
2025-02-14,44.031234820605036
2025-02-15,14.009938352010694
2025-02-16,12.008518587437738
2025-02-17,22.015617410302518
2025-02-18,50.03549411432391
2025-02-19,46.032654585177994
2025-02-20,46.032654585177994
2025-02-21,44.031234820605036
2025-02-22,15.010648234297172
2025-02-23,11.007808705151259
2025-02-24,46.032654585177994
2025-02-25,48.03407434975095
2025-02-26,50.03549411432391
2025-02-27,44.031234820605036
2025-02-28,47.03336446746447
2025-03-01,14.009938352010694
2025-03-02,11.007808705151259
2025-03-03,47.03336446746447
2025-03-04,56.03975340804278
2025-03-05,51.03620399661039
2025-03-06,48.03407434975095
2025-03-07,48.03407434975095
2025-03-08,14.009938352010694
2025-03-09,12.008518587437738
2025-03-10,55.0390435257563
2025-03-11,63.044722584048124
2025-03-12,51.03620399661039
2025-03-13,52.03691387889687
2025-03-14,47.03336446746447
2025-03-15,14.009938352010694
2025-03-16,12.008518587437738
2025-03-17,44.031234820605036
2025-03-18,47.03336446746447
2025-03-19,46.032654585177994
2025-03-20,45.031944702891515
2025-03-21,39.02768540917265
2025-03-22,10.007098822864782
2025-03-23,11.007808705151259
2025-03-24,43.030524938318564
2025-03-25,42.029815056032085
2025-03-26,44.031234820605036
2025-03-27,44.031234820605036
2025-03-28,45.031944702891515
2025-03-29,13.009228469724217
2025-03-30,11.007808705151259
2025-03-31,46.032654585177994
2025-04-01,45.031944702891515
2025-04-02,51.03620399661039
2025-04-03,85.06033999435064
2025-04-04,89.06317952349656
2025-04-05,19.013487763443084
2025-04-06,20.014197645729563
2025-04-07,99.07027834636133
2025-04-08,81.05750046520473
2025-04-09,100.07098822864782
2025-04-10,88.06246964121007
2025-04-11,68.04827199548052
2025-04-12,17.01206799887013
2025-04-13,15.010648234297172
2025-04-14,51.03620399661039
2025-04-15,53.071555258806626
2025-04-16,53.071555258806626
2025-04-17,51.13368972787727
2025-04-18,30.317523828797555
2025-04-19,10.001712870861088
2025-04-20,10.314098087075381
2025-04-21,54.196680632378445
2025-04-22,58.07241169423717
2025-04-23,53.88429541616415
2025-04-24,50.008564354305435
2025-04-25,46.13283329244672
2025-04-26,11.939578401790445
2025-04-27,11.939578401790445
2025-04-28,48.883438980733615
2025-04-29,45.820448076232424
2025-04-30,48.07069882337608
2025-05-01,51.13368972787727
2025-05-02,45.32009313508919
2025-05-03,12.75231855914798
2025-05-04,11.126838244432914
2025-05-05,45.00770791887489
2025-05-06,45.00770791887489
2025-05-07,49.5082094131622
2025-05-08,50.008564354305435
2025-05-09,43.06984238794554
2025-05-10,11.939578401790445
2025-05-11,12.75231855914798
2025-05-12,56.94728632066534
2025-05-13,50.008564354305435
2025-05-14,46.13283329244672
2025-05-15,48.10732329700121
2025-05-16,43.10915983757251
2025-05-17,13.120179081000328
2025-05-18,11.870638216143155
2025-05-19,47.48255286457262
2025-05-20,45.60824156728686
2025-05-21,45.60824156728686
2025-05-22,44.98347113485827
2025-05-23,43.10915983757251
2025-05-24,11.245867783714568
2025-05-25,9.996326918857394
2025-05-26,14.369719945857502
2025-05-27,49.35686416185838
2025-05-28,47.48255286457262
2025-05-29,49.35686416185838
2025-05-30,43.10915983757251
2025-05-31,11.245867783714568
2025-06-01,11.245867783714568
2025-06-02,42.48438940514392
2025-06-03,44.35870070242969
2025-06-04,44.98347113485827
2025-06-05,49.35686416185838
2025-06-06,46.233011999715444
2025-06-07,11.870638216143155
2025-06-08,11.245867783714568
2025-06-09,44.98347113485827
2025-06-10,44.98347113485827
2025-06-11,51.23117545914414
2025-06-12,46.233011999715444
2025-06-13,46.233011999715444
2025-06-14,11.245867783714568
2025-06-15,10.62109735128598
2025-06-16,43.733930270001096
2025-06-17,45.60824156728686
2025-06-18,44.98347113485827
2025-06-19,26.240358162000657
2025-06-20,39.360537243000984
2025-06-21,9.996326918857394
2025-06-22,14.369719945857502
2025-06-23,48.73209372942979
2025-06-24,46.857782432144035
2025-06-25,42.48438940514392
2025-06-26,44.35870070242969
2025-06-27,44.35870070242969
2025-06-28,11.245867783714568
2025-06-29,10.62109735128598
2025-06-30,44.35870070242969
2025-07-01,46.233011999715444
2025-07-02,42.48438940514392
2025-07-03,44.35870070242969
2025-07-04,13.120179081000328
2025-07-05,9.996326918857394
2025-07-06,11.245867783714568
2025-07-07,46.857782432144035
2025-07-08,46.857782432144035
2025-07-09,43.10915983757251
2025-07-10,45.60824156728686
2025-07-11,43.10915983757251
2025-07-12,11.870638216143155
2025-07-13,11.245867783714568
2025-07-14,48.10732329700121
2025-07-15,47.48255286457262
2025-07-16,45.60824156728686
2025-07-17,51.85594589157273
2025-07-18,43.733930270001096
2025-07-19,14.369719945857502
2025-07-20,12.495408648571741
2025-07-21,48.10732329700121
2025-07-22,51.85594589157273
2025-07-23,51.85594589157273
2025-07-24,50.60640502671556
2025-07-25,44.98347113485827
2025-07-26,14.994490378286091
2025-07-27,17.49357210800044
2025-07-28,45.60824156728686
2025-07-29,49.35686416185838
2025-07-30,55.60456848614425
2025-07-31,59.353191080715774
2025-08-01,49.981634594286966
2025-08-02,13.120179081000328
2025-08-03,14.994490378286091
2025-08-04,51.85594589157273
2025-08-05,49.981634594286966
2025-08-06,53.73025718885849
2025-08-07,62.47704324285871
2025-08-08,48.10732329700121
2025-08-09,18.118342540429026
2025-08-10,15.619260810714678
2025-08-11,48.73209372942979
2025-08-12,48.73209372942979
2025-08-13,52.480716324001314
2025-08-14,49.35686416185838
2025-08-15,47.48255286457262
2025-08-16,12.495408648571741
2025-08-17,11.245867783714568
2025-08-18,45.60824156728686
2025-08-19,44.35870070242969
2025-08-20,44.98347113485827
2025-08-21,41.85961897271534
2025-08-22,43.733930270001096
2025-08-23,14.369719945857502
2025-08-24,12.495408648571741
2025-08-25,46.233011999715444
2025-08-26,44.35870070242969
2025-08-27,46.233011999715444
2025-08-28,43.733930270001096
2025-08-29,40.610078107858165
2025-08-30,10.62109735128598
2025-08-31,9.996326918857394
2025-09-01,11.870638216143155
2025-09-02,44.98347113485827
2025-09-03,45.60824156728686
2025-09-04,45.60824156728686
2025-09-05,41.85961897271534
2025-09-06,11.245867783714568
2025-09-07,9.996326918857394
2025-09-08,42.48438940514392
2025-09-09,48.10732329700121
2025-09-10,44.98347113485827
2025-09-11,44.35870070242969
2025-09-12,43.10915983757251
2025-09-13,11.245867783714568
2025-09-14,10.62109735128598
2025-09-15,48.73209372942979
2025-09-16,44.35870070242969
2025-09-17,48.10732329700121
2025-09-18,48.10732329700121
2025-09-19,45.60824156728686
2025-09-20,11.870638216143155
2025-09-21,11.245867783714568
2025-09-22,48.10732329700121
2025-09-23,48.73209372942979
2025-09-24,41.85961897271534
2025-09-25,44.98347113485827
2025-09-26,40.610078107858165
2025-09-27,11.870638216143155
2025-09-28,9.996326918857394
2025-09-29,43.733930270001096
2025-09-30,46.233011999715444
2025-10-01,46.857782432144035
2025-10-02,46.857782432144035
2025-10-03,42.48438940514392
2025-10-04,12.495408648571741
2025-10-05,10.62109735128598
2025-10-06,53.73025718885849
2025-10-07,46.233011999715444
2025-10-08,48.10732329700121
2025-10-09,52.480716324001314
2025-10-10,52.480716324001314
2025-10-11,16.868801675571852
2025-10-12,13.744949513428915
2025-10-13,51.23117545914414
2025-10-14,50.60640502671556
2025-10-15,46.857782432144035
2025-10-16,49.981634594286966
2025-10-17,48.73209372942979
2025-10-18,12.495408648571741
2025-10-19,12.495408648571741
2025-10-20,46.857782432144035
2025-10-21,49.981634594286966
2025-10-22,52.480716324001314
2025-10-23,46.857782432144035
2025-10-24,46.857782432144035
2025-10-25,13.120179081000328
2025-10-26,12.495408648571741
2025-10-27,53.73025718885849
2025-10-28,48.10732329700121
2025-10-29,55.60456848614425
2025-10-30,56.854109351001426
2025-10-31,55.60456848614425
2025-11-01,15.619260810714678
2025-11-02,14.369719945857502
2025-11-03,49.35686416185838
2025-11-04,50.60640502671556
2025-11-05,53.105486756429904
2025-11-06,51.85594589157273
2025-11-07,46.233011999715444
2025-11-08,16.244031243143265
2025-11-09,13.120179081000328
2025-11-10,49.35686416185838
2025-11-11,48.10732329700121
2025-11-12,48.73209372942979
2025-11-13,49.35686416185838
2025-11-14,49.981634594286966
2025-11-15,14.369719945857502
2025-11-16,12.495408648571741
2025-11-17,46.233011999715444
2025-11-18,49.981634594286966
2025-11-19,51.85594589157273
2025-11-20,55.60456848614425
2025-11-21,49.981634594286966
2025-11-22,14.994490378286091
2025-11-23,13.120179081000328
2025-11-24,44.35870070242969
2025-11-25,42.48438940514392
2025-11-26,41.23484854028675
2025-11-27,13.744949513428915
2025-11-28,30.61375118900077
2025-11-29,12.495408648571741
2025-11-30,13.120179081000328
2025-12-01,44.35870070242969
2025-12-02,41.23484854028675
2025-12-03,43.733930270001096
2025-12-04,43.10915983757251
2025-12-05,39.985307675429574
2025-12-06,14.369719945857502
2025-12-07,12.495408648571741
2025-12-08,41.85961897271534
2025-12-09,44.98347113485827
2025-12-10,46.233011999715444
2025-12-11,44.35870070242969
2025-12-12,43.72014856928576
2025-12-13,14.999084278524538
2025-12-14,10.8553862634467
2025-12-15,43.40776335307147
2025-12-16,40.52738790356615
2025-12-17,46.274357101861455
2025-12-18,41.804492169853994
2025-12-19,40.215002687351856
2025-12-20,12.444875745948842
2025-12-21,10.8553862634467
2025-12-22,42.13065908678362
2025-12-23,39.88883577042222
2025-12-24,31.27527282333692
2025-12-25,11.806323612804919
2025-12-26,32.55237708962477
2025-12-27,12.132490529734548
2025-12-28,11.167771479660995
2025-12-29,37.660794154776156
2025-12-30,36.6960751047026
2025-12-31,33.19092922276869
2026-01-01,13.721980012236688
2026-01-02,36.05752297155868
2026-01-03,14.999084278524538
2026-01-04,13.721980012236688
2026-01-05,43.72014856928576
2026-01-06,44.684867619359316
2026-01-07,44.35870070242969
2026-01-08,41.804492169853994
2026-01-09,41.16594003671007
2026-01-10,15.003678178762984
2026-01-11,11.089675175607422
2026-01-12,45.011034536288946
2026-01-13,48.92503753944451
2026-01-14,44.35870070242969
2026-01-15,44.35870070242969
2026-01-16,42.40169920085191
2026-01-17,15.656012012622243
2026-01-18,13.046676677185204
2026-01-19,24.136351852792625
2026-01-20,49.57737137330377
2026-01-21,65.23338338592602
2026-01-22,48.92503753944451
2026-01-23,44.35870070242969
2026-01-24,17.613013514200023
2026-01-25,15.656012012622243
2026-01-26,47.62036987172599
2026-01-27,47.62036987172599
2026-01-28,49.57737137330377
2026-01-29,52.839040542600074
2026-01-30,50.88203904102229
2026-01-31,20.222348849637065
2026-02-01,20.222348849637065
2026-02-02,48.27270370558525
2026-02-03,58.05771121347415
2026-02-04,54.79604204417785
2026-02-05,56.75304354575563
2026-02-06,56.10070971189637
2026-02-07,21.527016517355584
2026-02-08,17.613013514200023
2026-02-09,41.09703153313339
2026-02-10,45.011034536288946
2026-02-11,46.96803603786673
2026-02-12,45.66336837014821
2026-02-13,46.96803603786673
2026-02-14,16.308345846481505
2026-02-15,15.656012012622243
2026-02-16,30.007356357525968
2026-02-17,41.74936536699265
2026-02-18,42.40169920085191
2026-02-19,39.79236386541487
2026-02-20,43.05403303471117
2026-02-21,18.265347348059283
2026-02-22,15.003678178762984
2026-02-23,47.62036987172599
2026-02-24,48.27270370558525
2026-02-25,48.27270370558525
2026-02-26,51.53437287488155
2026-02-27,47.62036987172599
2026-02-28,16.960679680340764
2026-03-01,15.656012012622243
2026-03-02,55.44837587803711
2026-03-03,52.839040542600074
2026-03-04,50.22970520716303
2026-03-05,50.22970520716303
2026-03-06,50.22970520716303
2026-03-07,18.917681181918542
2026-03-08,18.265347348059283
2026-03-09,56.75304354575563
2026-03-10,51.53437287488155
2026-03-11,52.839040542600074
2026-03-12,48.92503753944451
2026-03-13,45.66336837014821
2026-03-14,16.308345846481505
2026-03-15,17.613013514200023
2026-03-16,48.27270370558525
2026-03-17,46.96803603786673
2026-03-18,47.62036987172599
2026-03-19,49.57737137330377
2026-03-20,46.96803603786673
2026-03-21,17.613013514200023
2026-03-22,16.960679680340764
2026-03-23,52.186706708740815
2026-03-24,46.31570220400747
2026-03-25,48.92503753944451
2026-03-26,48.27270370558525
2026-03-27,46.31570220400747
2026-03-28,16.960679680340764
2026-03-29,18.917681181918542
2026-03-30,48.92503753944451
2026-03-31,50.22970520716303
2026-04-01,48.27270370558525
2026-04-02,54.14370821031859
2026-04-03,30.659690191385227
2026-04-04,13.699010511044463
2026-04-05,15.656012012622243
2026-04-06,49.57737137330377
2026-04-07,45.011034536288946
2026-04-08,56.75304354575563
2026-04-09,45.66336837014821
2026-04-10,45.66336837014821
2026-04-11,16.960679680340764
2026-04-12,18.917681181918542
2026-04-13,48.92503753944451
2026-04-14,46.96803603786673
2026-04-15,49.57737137330377
2026-04-16,43.70636686857043
2026-04-17,50.88203904102229
2026-04-18,18.265347348059283
2026-04-19,18.265347348059283
2026-04-20,48.27270370558525
2026-04-21,50.88203904102229
2026-04-22,47.62036987172599
2026-04-23,48.92503753944451
2026-04-24,48.27270370558525
2026-04-25,16.308345846481505
2026-04-26,17.613013514200023
2026-04-27,46.31570220400747
2026-04-28,48.27270370558525
2026-04-29,46.96803603786673
2026-04-30,47.62036987172599
2026-05-01,45.011034536288946
2026-05-02,16.960679680340764
2026-05-03,16.960679680340764
2026-05-04,48.27270370558525
2026-05-05,48.92503753944451
2026-05-06,54.14370821031859
2026-05-07,53.49137437645933
2026-05-08,48.27270370558525
2026-05-09,16.960679680340764
2026-05-10,16.308345846481505
2026-05-11,48.27270370558525
2026-05-12,46.96803603786673
2026-05-13,49.57737137330377
2026-05-14,46.96803603786673
2026-05-15,46.96803603786673
2026-05-16,16.960679680340764
2026-05-17,15.003678178762984
2026-05-18,49.57737137330377
2026-05-19,45.66336837014821
2026-05-20,45.011034536288946
2026-05-21,46.31570220400747
2026-05-22,48.92503753944451
2026-05-23,18.265347348059283
2026-05-24,16.308345846481505
2026-05-25,20.222348849637065
2026-05-26,50.88203904102229
2026-05-27,47.62036987172599
2026-05-28,51.53437287488155
2026-05-29,52.186706708740815
2026-05-30,18.917681181918542
2026-05-31,19.570015015777805
