query,left_file,right_file,left_start,left_end,right_start,right_end,overlap_start,overlap_end,overlap_days,valid_ratio_days,overlap_corr,median_ratio_right_over_left,mean_ratio_right_over_left,ratio_std,ratio_cv,mean_abs_pct_diff,median_abs_pct_diff,abnormal_flag,flag_reason
electoral_votes_by_state,gt_electoral_votes_by_state_2022-01-01_2022-09-27.csv,gt_electoral_votes_by_state_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,4,0.9998918465653726,0.5384057971014493,0.5384606016319572,0.008509296231063517,0.015803006209319098,60.00612369871402,60.01224739742805,1,large_scale_shift;large_average_difference
electoral_votes_by_state,gt_electoral_votes_by_state_2022-08-29_2023-05-25.csv,gt_electoral_votes_by_state_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,13,0.9998669453593986,0.7804878048780488,0.7760178812168802,0.010637765164517834,0.013708144389452295,25.23042075561038,24.65753424657534,1,large_average_difference
electoral_votes_by_state,gt_electoral_votes_by_state_2023-04-26_2024-01-20.csv,gt_electoral_votes_by_state_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,7,0.9999481866766898,0.7407407407407407,0.7461796312727988,0.010123454035327238,0.013567046875909915,29.078073414096895,29.78723404255319,1,large_scale_shift;large_average_difference
flights,gt_flights_2022-01-01_2022-09-27.csv,gt_flights_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,30,0.9970557709153253,0.6814888010540184,0.6816407718804497,0.003664337850224224,0.005375760960007389,37.864020904301604,37.88443616029823,1,large_scale_shift;large_average_difference
flights,gt_flights_2022-08-29_2023-05-25.csv,gt_flights_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,30,0.9974247937638588,1.4464285714285714,1.4471114508037002,0.007922515665690926,0.0054747100931935135,36.540320939888694,36.496350364963504,1,large_scale_shift;large_average_difference
flights,gt_flights_2023-04-26_2024-01-20.csv,gt_flights_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,30,0.9987219739566243,0.7592649077321947,0.7604329324538213,0.005436310762879844,0.007148968082349556,27.218927367140612,27.36769488518774,1,large_average_difference
flights,gt_flights_2023-12-22_2024-09-16.csv,gt_flights_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,30,0.9966923834411927,1.305084745762712,1.3072659367443968,0.008521418566382473,0.006518504251402845,26.63235221716703,26.47058823529412,1,large_average_difference
florida_basketball,gt_florida_basketball_2022-01-01_2022-09-27.csv,gt_florida_basketball_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,30,0.7913162817424628,0.5,0.48333333333333334,0.12184721291444935,0.2520976818919642,71.17460317460316,66.66666666666666,1,low_overlap_correlation;unstable_ratio;large_scale_shift;large_average_difference
florida_basketball,gt_florida_basketball_2022-08-29_2023-05-25.csv,gt_florida_basketball_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,30,0.7921180343813385,2.0,2.1944444444444446,0.28393557810877484,0.12938836470779613,73.80952380952381,66.66666666666666,1,low_overlap_correlation;large_scale_shift;large_average_difference
florida_basketball,gt_florida_basketball_2023-04-26_2024-01-20.csv,gt_florida_basketball_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,30,0.9987157409504942,0.36363636363636365,0.364203785919359,0.020607621280883854,0.056582666291796146,93.27674831430842,93.33333333333333,1,large_scale_shift;large_average_difference
florida_basketball,gt_florida_basketball_2023-12-22_2024-09-16.csv,gt_florida_basketball_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,5,0.8101620486162059,0.5,0.39,0.15165750888103102,0.388865407387259,90.66666666666666,66.66666666666666,1,low_overlap_correlation;unstable_ratio;large_scale_shift;large_average_difference
florida_basketball,gt_florida_basketball_2024-08-18_2025-05-14.csv,gt_florida_basketball_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,30,0.6441900701268113,9.0,9.6,2.7114063026280357,0.28243815652375376,159.86147186147187,160.0,1,low_overlap_correlation;unstable_ratio;large_scale_shift;large_average_difference
florida_basketball,gt_florida_basketball_2025-04-15_2026-01-09.csv,gt_florida_basketball_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9962571696075618,0.25,0.2546995509417246,0.013492759742919585,0.052975200360705535,118.83687091324354,120.0,1,large_scale_shift;large_average_difference
florida_hurricane,gt_florida_hurricane_2022-01-01_2022-09-27.csv,gt_florida_hurricane_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,16,0.9996616896946073,0.6403508771929824,0.7469129184779274,0.21167841126435905,0.28340440502183456,32.08234079468979,43.913043478260875,1,unstable_ratio;large_scale_shift;large_average_difference
florida_hurricane,gt_florida_hurricane_2023-04-26_2024-01-20.csv,gt_florida_hurricane_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,3,0.6839855680567694,2.0,2.6666666666666665,1.1547005383792515,0.4330127018922193,84.44444444444444,66.66666666666666,1,low_overlap_correlation;unstable_ratio;large_scale_shift;large_average_difference
florida_hurricane,gt_florida_hurricane_2023-12-22_2024-09-16.csv,gt_florida_hurricane_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,7,0.7193323867701733,0.25,0.2476190476190476,0.06556631603912025,0.264787045542601,121.36054421768706,120.0,1,low_overlap_correlation;unstable_ratio;large_scale_shift;large_average_difference
florida_hurricane,gt_florida_hurricane_2024-08-18_2025-05-14.csv,gt_florida_hurricane_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,1,0.43684532258485015,16.0,16.0,,,176.47058823529412,176.47058823529412,1,low_overlap_correlation;large_scale_shift;large_average_difference
florida_hurricane,gt_florida_hurricane_2025-04-15_2026-01-09.csv,gt_florida_hurricane_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9801573328403443,4.563492063492063,4.538227513227513,0.14692914622188852,0.032375888117913004,127.72532274496876,128.1025641025641,1,large_scale_shift;large_average_difference
gabby_thomas,gt_gabby_thomas_2022-08-29_2023-05-25.csv,gt_gabby_thomas_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,1,1.0,0.16666666666666666,0.16666666666666666,,,142.85714285714286,142.85714285714286,1,large_scale_shift;large_average_difference
gabby_thomas,gt_gabby_thomas_2023-12-22_2024-09-16.csv,gt_gabby_thomas_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,17,0.8944842805012521,33.333333333333336,32.66666666666667,10.677728639035967,0.3268692440521214,186.79694227337228,188.3495145631068,1,unstable_ratio;large_scale_shift;large_average_difference
gabby_thomas,gt_gabby_thomas_2024-08-18_2025-05-14.csv,gt_gabby_thomas_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,24,0.9987130944494506,2.2928571428571427,2.2912688686585745,0.07720333136454381,0.033694575272496315,78.40203815471892,78.5243741765481,1,large_scale_shift;large_average_difference
gabby_thomas,gt_gabby_thomas_2025-04-15_2026-01-09.csv,gt_gabby_thomas_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,5,0.9995968487370924,3.0,3.0068997668997666,0.08905246548335025,0.029616040568976758,100.1321477625967,100.0,1,large_scale_shift;large_average_difference
games,gt_games_2024-08-18_2025-05-14.csv,gt_games_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,30,0.99669832613601,1.3333333333333333,1.3357391759214683,0.011183765095865212,0.008372716243910432,28.74420717315653,28.57142857142857,1,large_scale_shift;large_average_difference
gamestop,gt_gamestop_2022-01-01_2022-09-27.csv,gt_gamestop_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,30,0.9961967351179959,0.435340022296544,0.43454768770337104,0.007640822694036145,0.017583392824890343,78.84117495294056,78.67965367965368,1,large_scale_shift;large_average_difference
gamestop,gt_gamestop_2022-08-29_2023-05-25.csv,gt_gamestop_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,30,0.9985019944102174,1.3333333333333333,1.326097856782112,0.025560307937727726,0.019274827877146232,28.018107315860906,28.57142857142857,1,large_scale_shift;large_average_difference
gamestop,gt_gamestop_2025-04-15_2026-01-09.csv,gt_gamestop_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9987555968824461,2.1929280397022333,2.188100822992631,0.02679868074993094,0.012247461574132954,74.52486225396473,74.72313496409882,1,large_scale_shift;large_average_difference
georgia_election_results,gt_georgia_election_results_2025-04-15_2026-01-09.csv,gt_georgia_election_results_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,14,0.9450940364779428,1.0,1.1785714285714286,0.372473171834246,0.31603784276845115,12.38095238095238,0.0,1,unstable_ratio
gymnastics_rings_olympics,gt_gymnastics_rings_olympics_2022-01-01_2022-09-27.csv,gt_gymnastics_rings_olympics_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,,,0,0,,,,,,,,1,short_overlap
gymnastics_rings_olympics,gt_gymnastics_rings_olympics_2022-08-29_2023-05-25.csv,gt_gymnastics_rings_olympics_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,,,0,0,,,,,,,,1,short_overlap
gymnastics_rings_olympics,gt_gymnastics_rings_olympics_2023-04-26_2024-01-20.csv,gt_gymnastics_rings_olympics_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,,,0,0,,,,,,,,1,short_overlap
gymnastics_rings_olympics,gt_gymnastics_rings_olympics_2024-08-18_2025-05-14.csv,gt_gymnastics_rings_olympics_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,1,0.9999999999999994,1.408450704225352,1.408450704225352,,,33.91812865497076,33.91812865497076,1,large_scale_shift;large_average_difference
gymnastics_rings_olympics,gt_gymnastics_rings_olympics_2025-04-15_2026-01-09.csv,gt_gymnastics_rings_olympics_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,,,0,0,,,,,,,,1,short_overlap
hillbilly_elegy,gt_hillbilly_elegy_2022-01-01_2022-09-27.csv,gt_hillbilly_elegy_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,30,0.9569433811182642,1.5833333333333335,1.6265873015873018,0.21012851547286596,0.1291836689416009,46.79623300675932,45.0,1,large_scale_shift;large_average_difference
hillbilly_elegy,gt_hillbilly_elegy_2022-08-29_2023-05-25.csv,gt_hillbilly_elegy_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,29,0.9822987543113991,2.0,1.9559523809523809,0.1325173189138511,0.06775078994986909,64.42070540800587,66.66666666666666,1,large_scale_shift;large_average_difference
hillbilly_elegy,gt_hillbilly_elegy_2023-12-22_2024-09-16.csv,gt_hillbilly_elegy_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,30,0.8534459503835996,14.0,14.411111111111113,3.1959425106359327,0.22176933381436692,173.00399370699546,173.33333333333334,1,large_scale_shift;large_average_difference
hillbilly_elegy,gt_hillbilly_elegy_2024-08-18_2025-05-14.csv,gt_hillbilly_elegy_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,30,0.9868204714921652,9.633333333333333,9.544537037037037,0.6979293720211134,0.07312343902201206,161.90101203550208,162.3820754716981,1,large_scale_shift;large_average_difference
hurricane_debby,gt_hurricane_debby_2022-01-01_2022-09-27.csv,gt_hurricane_debby_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,,,0,0,,,,,,,,1,short_overlap
hurricane_debby,gt_hurricane_debby_2022-08-29_2023-05-25.csv,gt_hurricane_debby_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,,,0,0,,,,,,,,1,short_overlap
hurricane_debby,gt_hurricane_debby_2023-04-26_2024-01-20.csv,gt_hurricane_debby_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,,,0,0,,,,,,,,1,short_overlap
hurricane_debby,gt_hurricane_debby_2024-08-18_2025-05-14.csv,gt_hurricane_debby_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,1,1.0,6.666666666666667,6.666666666666667,,,147.82608695652172,147.82608695652172,1,large_scale_shift;large_average_difference
hurricane_florida,gt_hurricane_florida_2022-01-01_2022-09-27.csv,gt_hurricane_florida_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,16,0.9996616896946073,0.6403508771929824,0.7469129184779274,0.21167841126435905,0.28340440502183456,32.08234079468979,43.913043478260875,1,unstable_ratio;large_scale_shift;large_average_difference
hurricane_florida,gt_hurricane_florida_2023-04-26_2024-01-20.csv,gt_hurricane_florida_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,3,0.6839855680567694,2.0,2.6666666666666665,1.1547005383792515,0.4330127018922193,84.44444444444444,66.66666666666666,1,low_overlap_correlation;unstable_ratio;large_scale_shift;large_average_difference
hurricane_florida,gt_hurricane_florida_2023-12-22_2024-09-16.csv,gt_hurricane_florida_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,7,0.7193323867701733,0.25,0.2476190476190476,0.06556631603912025,0.264787045542601,121.36054421768706,120.0,1,low_overlap_correlation;unstable_ratio;large_scale_shift;large_average_difference
hurricane_florida,gt_hurricane_florida_2024-08-18_2025-05-14.csv,gt_hurricane_florida_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,1,0.43684532258485015,16.0,16.0,,,176.47058823529412,176.47058823529412,1,low_overlap_correlation;large_scale_shift;large_average_difference
hurricane_florida,gt_hurricane_florida_2025-04-15_2026-01-09.csv,gt_hurricane_florida_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9769174643436124,4.472222222222222,4.480462962962963,0.1545632833249834,0.03449716794953028,126.95733743412238,126.90166975881262,1,large_scale_shift;large_average_difference
hurricane_ian_tracker,gt_hurricane_ian_tracker_2022-01-01_2022-09-27.csv,gt_hurricane_ian_tracker_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,4,0.9999720293795155,0.597872340425532,0.580186170212766,0.054993200603072646,0.09478543858242179,53.371794871794876,50.333333333333336,1,large_scale_shift;large_average_difference
hurricane_ian_tracker,gt_hurricane_ian_tracker_2023-04-26_2024-01-20.csv,gt_hurricane_ian_tracker_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,,,0,0,,,,,,,,1,short_overlap
hurricane_ian_tracker,gt_hurricane_ian_tracker_2023-12-22_2024-09-16.csv,gt_hurricane_ian_tracker_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,,,0,0,,,,,,,,1,short_overlap
hurricane_nicole,gt_hurricane_nicole_2022-08-29_2023-05-25.csv,gt_hurricane_nicole_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,3,0.9578227982842862,81.0,83.0,16.09347693943108,0.19389731252326603,195.12148457687763,195.1219512195122,1,large_scale_shift;large_average_difference
hurricane_nicole,gt_hurricane_nicole_2023-12-22_2024-09-16.csv,gt_hurricane_nicole_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,4,0.9999258298865309,0.11932203389830509,0.11900009740892267,0.0017725750328796686,0.01489557631863552,157.46266171639306,157.35930735930737,1,large_scale_shift;large_average_difference
hurricane_tracker,gt_hurricane_tracker_2022-01-01_2022-09-27.csv,gt_hurricane_tracker_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,22,0.9995998621258332,0.875,0.799436926709654,0.21369557045350604,0.267307605282934,25.418352265948553,14.285714285714285,1,unstable_ratio;large_average_difference
hurricane_tracker,gt_hurricane_tracker_2023-12-22_2024-09-16.csv,gt_hurricane_tracker_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,9,0.9436266086428051,0.15384615384615385,0.18424991004701152,0.06354471818540221,0.34488330642434895,138.62840862840864,146.66666666666666,1,unstable_ratio;large_scale_shift;large_average_difference
ian,gt_ian_2024-08-18_2025-05-14.csv,gt_ian_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,30,0.9983916430728597,0.5897435897435898,0.5879362666661502,0.0079080383795552,0.013450502763500467,51.905318544758515,51.61290322580645,1,large_scale_shift;large_average_difference
ian,gt_ian_2025-04-15_2026-01-09.csv,gt_ian_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9874728197826584,2.608695652173913,2.607477936392506,0.03517260444181709,0.013489128307056375,89.10900437201232,89.1566265060241,1,large_scale_shift;large_average_difference
ian_path,gt_ian_path_2022-01-01_2022-09-27.csv,gt_ian_path_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,4,0.9999936201519183,0.5847701149425287,0.5857183908045976,0.0031595259902711345,0.005394274859512118,52.25234949556007,52.40274599542334,1,large_scale_shift;large_average_difference
ian_path,gt_ian_path_2023-12-22_2024-09-16.csv,gt_ian_path_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,2,1.0,0.05660377358490566,0.05660377358490566,0.0,0.0,178.57142857142858,178.57142857142858,1,large_scale_shift;large_average_difference
ingrid_andress,gt_ingrid_andress_2022-01-01_2022-09-27.csv,gt_ingrid_andress_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,30,0.9962494429182702,3.6,3.587056505585917,0.11351939193987019,0.03164694834416268,112.74642916895141,113.04347826086956,1,large_scale_shift;large_average_difference
ingrid_andress,gt_ingrid_andress_2022-08-29_2023-05-25.csv,gt_ingrid_andress_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,18,0.9994510455568213,2.6225296442687744,2.6211235624279103,0.061490908324294956,0.023459751842960345,89.5066490385314,89.57831325301206,1,large_scale_shift;large_average_difference
ingrid_andress,gt_ingrid_andress_2024-08-18_2025-05-14.csv,gt_ingrid_andress_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,1,1.0,3.3333333333333335,3.3333333333333335,,,107.6923076923077,107.6923076923077,1,large_scale_shift;large_average_difference
ingrid_andress,gt_ingrid_andress_2025-04-15_2026-01-09.csv,gt_ingrid_andress_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,3,0.999897487142478,2.4615384615384617,2.4422059422059426,0.046751486758720845,0.019143138566149003,83.78105480283787,84.44444444444444,1,large_scale_shift;large_average_difference
ixl,gt_ixl_2025-04-15_2026-01-09.csv,gt_ixl_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9998850566742844,1.3614066193853427,1.3574696087082077,0.08811566130525744,0.06491170096184318,30.093494249983447,30.609432962374136,1,large_scale_shift;large_average_difference
jd_vance,gt_jd_vance_2022-01-01_2022-09-27.csv,gt_jd_vance_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,30,0.9656516317082693,0.6333333333333333,0.6505555555555556,0.1821268206483854,0.27995583020247117,44.968253968253975,45.0,1,unstable_ratio;large_scale_shift;large_average_difference
jd_vance,gt_jd_vance_2022-08-29_2023-05-25.csv,gt_jd_vance_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,10,0.6965472387590855,17.5,18.4,3.204163957519444,0.1741393455173611,178.98835323603126,178.36257309941521,1,low_overlap_correlation;large_scale_shift;large_average_difference
jd_vance,gt_jd_vance_2023-12-22_2024-09-16.csv,gt_jd_vance_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,30,0.9029546487416893,6.0,5.861111111111111,1.1329980346918442,0.19330772155879808,140.25053160347278,142.85714285714286,1,large_scale_shift;large_average_difference
jd_vance,gt_jd_vance_2024-08-18_2025-05-14.csv,gt_jd_vance_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,30,0.9993171097717404,1.8469387755102042,1.8334599395313682,0.15279900220867704,0.0833391550664218,58.424773043396115,59.49640287769785,1,large_scale_shift;large_average_difference
jd_vance,gt_jd_vance_2025-04-15_2026-01-09.csv,gt_jd_vance_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9966293548014569,3.3452380952380953,3.3347807017543856,0.15440899413150835,0.04630259316610407,107.60897004648541,107.94451450189155,1,large_scale_shift;large_average_difference
jenna_ortega,gt_jenna_ortega_2022-01-01_2022-09-27.csv,gt_jenna_ortega_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,30,0.6043978852154993,0.11437908496732026,0.11402065369557629,0.022023705395149102,0.19315540370387796,159.19571553815732,158.94736842105263,1,low_overlap_correlation;large_scale_shift;large_average_difference
jenna_ortega,gt_jenna_ortega_2022-08-29_2023-05-25.csv,gt_jenna_ortega_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,30,0.9943101903231013,4.0,3.9726926314426314,0.12542321297643552,0.03157133576953566,119.51085903400914,120.0,1,large_scale_shift;large_average_difference
jenna_ortega,gt_jenna_ortega_2025-04-15_2026-01-09.csv,gt_jenna_ortega_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9757545041147608,3.0,2.9902870277870277,0.09219700512354512,0.03083215900908878,99.7046457607317,100.0,1,large_scale_shift;large_average_difference
johnny_depp,gt_johnny_depp_2022-01-01_2022-09-27.csv,gt_johnny_depp_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,25,0.5512004842209133,40.0,44.92,14.294287903448238,0.31821656062885656,190.68808352118828,190.2439024390244,1,low_overlap_correlation;unstable_ratio;large_scale_shift;large_average_difference
johnny_depp,gt_johnny_depp_2022-08-29_2023-05-25.csv,gt_johnny_depp_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,30,0.9996938506270135,0.7080128205128206,0.7065488389978617,0.011212191882458054,0.015868955213854632,34.400975600316656,34.19028784882444,1,large_scale_shift;large_average_difference
johnny_depp,gt_johnny_depp_2023-04-26_2024-01-20.csv,gt_johnny_depp_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,30,0.9983257812437213,1.6666666666666667,1.6668695308214037,0.029110722985001395,0.01746430806174503,49.99415359180014,50.0,1,large_scale_shift;large_average_difference
johnny_depp,gt_johnny_depp_2023-12-22_2024-09-16.csv,gt_johnny_depp_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,30,0.9983007134281441,2.4,2.3958294422716007,0.028396691010080802,0.011852551149532806,82.20050104119034,82.35294117647058,1,large_scale_shift;large_average_difference
laura_loomer,gt_laura_loomer_2022-01-01_2022-09-27.csv,gt_laura_loomer_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,7,0.9883787640001823,3.0,2.892857142857143,0.6099375455928332,0.21084260835307814,95.10204081632654,100.0,1,large_scale_shift;large_average_difference
laura_loomer,gt_laura_loomer_2022-08-29_2023-05-25.csv,gt_laura_loomer_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,4,0.9954816912089617,2.291666666666667,2.2708333333333335,0.20833333333333337,0.09174311926605505,77.32600732600733,78.46153846153847,1,large_scale_shift;large_average_difference
laura_loomer,gt_laura_loomer_2023-04-26_2024-01-20.csv,gt_laura_loomer_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,9,0.8664683502291369,0.02564102564102564,0.025458580782983162,0.007325239512071936,0.2877316522281642,190.08709567099964,190.0,1,unstable_ratio;large_scale_shift;large_average_difference
laura_loomer,gt_laura_loomer_2024-08-18_2025-05-14.csv,gt_laura_loomer_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,22,0.946321206491609,4.625,4.496212121212121,1.383117518240612,0.30761838653371654,122.70964871755388,128.85375494071147,1,unstable_ratio;large_scale_shift;large_average_difference
laura_loomer,gt_laura_loomer_2025-04-15_2026-01-09.csv,gt_laura_loomer_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9922366128837408,3.4722222222222223,3.432121212121212,0.27456489161937275,0.07999859988909855,109.41207513551973,110.55555555555557,1,large_scale_shift;large_average_difference
