Time,pittsburgh_steelers
2024-09-13,6.839643832529232
2024-09-14,8.495099027663695
2024-09-15,56.50329968656314
2024-09-16,23.00211429028939
2024-09-17,8.62579285885852
2024-09-18,7.6673714300964635
2024-09-19,7.6673714300964635
2024-09-20,7.6673714300964635
2024-09-21,7.6673714300964635
2024-09-22,53.67160001067524
2024-09-23,17.25158571771704
2024-09-24,10.542635716382637
2024-09-25,6.708950001334405
2024-09-26,5.750528572572348
2024-09-27,8.62579285885852
2024-09-28,7.6673714300964635
2024-09-29,58.46370715448553
2024-09-30,13.41790000266881
2024-10-01,6.708950001334405
2024-10-02,6.708950001334405
2024-10-03,7.6673714300964635
2024-10-04,6.708950001334405
2024-10-05,7.6673714300964635
2024-10-06,26.83580000533762
2024-10-07,95.8421428762058
2024-10-08,8.62579285885852
2024-10-09,5.750528572572348
2024-10-10,5.750528572572348
2024-10-11,6.708950001334405
2024-10-12,6.708950001334405
2024-10-13,46.00422858057878
2024-10-14,16.293164288954983
2024-10-15,9.58421428762058
2024-10-16,7.6673714300964635
2024-10-17,6.708950001334405
2024-10-18,6.708950001334405
2024-10-19,7.6673714300964635
2024-10-20,26.83580000533762
2024-10-21,56.54686429696142
2024-10-22,8.62579285885852
2024-10-23,7.6673714300964635
2024-10-24,7.6673714300964635
2024-10-25,8.62579285885852
2024-10-26,6.708950001334405
2024-10-27,18.2100071464791
2024-10-28,20.126850004003217
2024-10-29,58.46370715448553
2024-10-30,7.6673714300964635
2024-10-31,5.750528572572348
2024-11-01,6.708950001334405
2024-11-02,7.6673714300964635
2024-11-03,19.16842857524116
2024-11-04,10.542635716382637
2024-11-05,10.542635716382637
2024-11-06,4.79210714381029
2024-11-07,5.750528572572348
2024-11-08,7.6673714300964635
2024-11-09,6.708950001334405
2024-11-10,48.87949286686496
2024-11-11,15.334742860192927
2024-11-12,7.6673714300964635
2024-11-13,6.708950001334405
2024-11-14,6.708950001334405
2024-11-15,6.708950001334405
2024-11-16,7.6673714300964635
2024-11-17,48.87949286686496
2024-11-18,15.334742860192927
2024-11-19,7.6673714300964635
2024-11-20,7.6673714300964635
2024-11-21,15.334742860192927
2024-11-22,60.38055001200965
2024-11-23,6.708950001334405
2024-11-24,9.58421428762058
2024-11-25,6.708950001334405
2024-11-26,4.79210714381029
2024-11-27,4.79210714381029
2024-11-28,6.708950001334405
2024-11-29,6.708950001334405
2024-11-30,6.708950001334405
2024-12-01,39.295278579244375
2024-12-02,13.41790000266881
2024-12-03,6.708950001334405
2024-12-04,5.750528572572348
2024-12-05,6.708950001334405
2024-12-06,8.62579285885852
2024-12-07,7.6673714300964635
2024-12-08,39.295278579244375
2024-12-09,12.459478573906754
2024-12-10,6.708950001334405
2024-12-11,6.708950001334405
2024-12-12,5.750528572572348
2024-12-13,6.708950001334405
2024-12-14,7.6673714300964635
2024-12-15,38.33685715048232
2024-12-16,22.043692861527333
2024-12-17,6.708950001334405
2024-12-18,5.750528572572348
2024-12-19,6.708950001334405
2024-12-20,6.708950001334405
2024-12-21,31.627907149147912
2024-12-22,27.79422143409968
2024-12-23,8.62579285885852
2024-12-24,8.62579285885852
2024-12-25,61.33897144077171
2024-12-26,13.41790000266881
2024-12-27,6.708950001334405
2024-12-28,6.708950001334405
2024-12-29,11.501057145144696
2024-12-30,8.62579285885852
2024-12-31,6.708950001334405
2025-01-01,5.750528572572348
2025-01-02,5.750528572572348
2025-01-03,5.750528572572348
2025-01-04,20.126850004003217
2025-01-05,80.50740001601287
2025-01-06,11.501057145144696
2025-01-07,5.750528572572348
2025-01-08,5.750528572572348
2025-01-09,5.750528572572348
2025-01-10,6.708950001334405
2025-01-11,19.16842857524116
2025-01-12,95.8421428762058
2025-01-13,8.62579285885852
2025-01-14,7.6673714300964635
2025-01-15,4.79210714381029
2025-01-16,4.79210714381029
2025-01-17,3.8336857150482317
2025-01-18,3.8336857150482317
2025-01-19,4.79210714381029
2025-01-20,3.8336857150482317
2025-01-21,3.8336857150482317
2025-01-22,3.8336857150482317
2025-01-23,2.875264286286174
2025-01-24,2.875264286286174
2025-01-25,3.8336857150482317
2025-01-26,3.8336857150482317
2025-01-27,4.79210714381029
2025-01-28,4.79210714381029
2025-01-29,3.8336857150482317
2025-01-30,2.875264286286174
2025-01-31,3.8336857150482317
2025-02-01,3.8336857150482317
2025-02-02,2.875264286286174
2025-02-03,2.875264286286174
2025-02-04,3.8336857150482317
2025-02-05,2.875264286286174
2025-02-06,3.8336857150482317
2025-02-07,3.8336857150482317
2025-02-08,3.8336857150482317
2025-02-09,4.79210714381029
2025-02-10,4.79210714381029
2025-02-11,2.875264286286174
2025-02-12,3.8336857150482317
2025-02-13,2.875264286286174
2025-02-14,3.8336857150482317
2025-02-15,3.8336857150482317
2025-02-16,4.79210714381029
2025-02-17,2.875264286286174
2025-02-18,2.875264286286174
2025-02-19,2.875264286286174
2025-02-20,2.875264286286174
2025-02-21,2.875264286286174
2025-02-22,3.8336857150482317
2025-02-23,2.875264286286174
2025-02-24,3.8336857150482317
2025-02-25,3.8336857150482317
2025-02-26,2.875264286286174
2025-02-27,2.875264286286174
2025-02-28,2.875264286286174
2025-03-01,2.875264286286174
2025-03-02,2.875264286286174
2025-03-03,2.875264286286174
2025-03-04,2.875264286286174
2025-03-05,3.8336857150482317
2025-03-06,3.8336857150482317
2025-03-07,3.8336857150482317
2025-03-08,3.8336857150482317
2025-03-09,4.79210714381029
2025-03-10,16.293164288954983
2025-03-11,14.376321431430869
2025-03-12,12.459478573906754
2025-03-13,11.501057145144696
2025-03-14,9.58421428762058
2025-03-15,8.62579285885852
2025-03-16,7.6673714300964635
2025-03-17,6.708950001334405
2025-03-18,6.708950001334405
2025-03-19,5.750528572572348
2025-03-20,5.750528572572348
2025-03-21,5.750528572572348
2025-03-22,5.750528572572348
2025-03-23,4.79210714381029
2025-03-24,4.79210714381029
2025-03-25,6.708950001334405
2025-03-26,8.62579285885852
2025-03-27,5.750528572572348
2025-03-28,4.79210714381029
2025-03-29,4.79210714381029
2025-03-30,4.79210714381029
2025-03-31,4.79210714381029
2025-04-01,4.79210714381029
2025-04-02,4.79210714381029
2025-04-03,4.79210714381029
2025-04-04,3.8336857150482317
2025-04-05,3.8336857150482317
2025-04-06,3.8336857150482317
2025-04-07,3.8336857150482317
2025-04-08,3.8336857150482317
2025-04-09,3.8336857150482317
2025-04-10,4.79210714381029
2025-04-11,4.79210714381029
2025-04-12,3.8336857150482317
2025-04-13,3.8336857150482317
2025-04-14,3.8336857150482317
2025-04-15,3.7138830364529745
2025-04-16,3.7138830364529745
2025-04-17,4.79210714381029
2025-04-18,3.7138830364529745
2025-04-19,3.7138830364529745
2025-04-20,4.79210714381029
2025-04-21,4.31289642942926
2025-04-22,4.79210714381029
2025-04-23,4.31289642942926
2025-04-24,5.870331251167605
2025-04-25,19.767441968217444
2025-04-26,28.752642862861737
2025-04-27,11.74066250233521
2025-04-28,6.94855535852492
2025-04-29,4.79210714381029
2025-04-30,4.79210714381029
2025-05-01,4.31289642942926
2025-05-02,3.7138830364529745
2025-05-03,4.79210714381029
2025-05-04,3.7138830364529745
2025-05-05,4.31289642942926
2025-05-06,3.7138830364529745
2025-05-07,9.10500357323955
2025-05-08,5.870331251167605
2025-05-09,4.79210714381029
2025-05-10,4.79210714381029
2025-05-11,4.79210714381029
2025-05-12,4.79210714381029
2025-05-13,4.79210714381029
2025-05-14,5.870331251167605
2025-05-15,9.58421428762058
2025-05-16,4.79210714381029
2025-05-17,4.79210714381029
2025-05-18,4.79210714381029
2025-05-19,4.79210714381029
2025-05-20,4.79210714381029
2025-05-21,4.79210714381029
2025-05-22,4.79210714381029
2025-05-23,4.79210714381029
2025-05-24,3.594080357857717
2025-05-25,4.79210714381029
2025-05-26,4.79210714381029
2025-05-27,4.79210714381029
2025-05-28,4.79210714381029
2025-05-29,3.594080357857717
2025-05-30,4.79210714381029
2025-05-31,5.990133929762862
2025-06-01,4.79210714381029
2025-06-02,3.594080357857717
2025-06-03,4.79210714381029
2025-06-04,4.79210714381029
2025-06-05,9.58421428762058
2025-06-06,9.58421428762058
2025-06-07,5.990133929762862
2025-06-08,4.79210714381029
2025-06-09,4.79210714381029
2025-06-10,4.79210714381029
2025-06-11,4.79210714381029
2025-06-12,3.594080357857717
2025-06-13,3.594080357857717
2025-06-14,3.594080357857717
2025-06-15,3.594080357857717
2025-06-16,3.594080357857717
2025-06-17,3.594080357857717
2025-06-18,3.594080357857717
2025-06-19,3.594080357857717
2025-06-20,3.594080357857717
2025-06-21,3.594080357857717
2025-06-22,2.396053571905145
2025-06-23,3.594080357857717
2025-06-24,3.594080357857717
2025-06-25,3.594080357857717
2025-06-26,3.594080357857717
2025-06-27,3.594080357857717
2025-06-28,3.594080357857717
2025-06-29,3.594080357857717
2025-06-30,8.386187501668006
2025-07-01,4.79210714381029
2025-07-02,4.79210714381029
2025-07-03,4.79210714381029
2025-07-04,4.79210714381029
2025-07-05,4.79210714381029
2025-07-06,3.594080357857717
2025-07-07,3.594080357857717
2025-07-08,3.594080357857717
2025-07-09,3.594080357857717
2025-07-10,3.594080357857717
2025-07-11,3.594080357857717
2025-07-12,4.79210714381029
2025-07-13,4.79210714381029
2025-07-14,5.990133929762862
2025-07-15,5.990133929762862
2025-07-16,4.79210714381029
2025-07-17,5.990133929762862
2025-07-18,4.79210714381029
2025-07-19,3.594080357857717
2025-07-20,4.79210714381029
2025-07-21,4.79210714381029
2025-07-22,4.79210714381029
2025-07-23,4.79210714381029
2025-07-24,4.79210714381029
2025-07-25,4.79210714381029
2025-07-26,4.79210714381029
2025-07-27,4.79210714381029
2025-07-28,4.79210714381029
2025-07-29,4.79210714381029
2025-07-30,4.79210714381029
2025-07-31,5.990133929762862
2025-08-01,5.990133929762862
2025-08-02,5.990133929762862
2025-08-03,5.990133929762862
2025-08-04,4.79210714381029
2025-08-05,5.990133929762862
2025-08-06,5.990133929762862
2025-08-07,5.990133929762862
2025-08-08,7.188160715715434
2025-08-09,15.574348217383442
2025-08-10,23.96053571905145
2025-08-11,5.990133929762862
2025-08-12,5.990133929762862
2025-08-13,5.990133929762862
2025-08-14,5.990133929762862
2025-08-15,5.990133929762862
2025-08-16,13.178294645478296
2025-08-17,19.16842857524116
2025-08-18,5.990133929762862
2025-08-19,5.990133929762862
2025-08-20,5.990133929762862
2025-08-21,10.782241073573152
2025-08-22,14.376321431430869
2025-08-23,7.188160715715434
2025-08-24,7.188160715715434
2025-08-25,8.386187501668006
2025-08-26,9.58421428762058
2025-08-27,8.386187501668006
2025-08-28,7.188160715715434
2025-08-29,7.188160715715434
2025-08-30,8.386187501668006
2025-08-31,9.58421428762058
2025-09-01,7.188160715715434
2025-09-02,7.188160715715434
2025-09-03,7.188160715715434
2025-09-04,7.188160715715434
2025-09-05,7.188160715715434
2025-09-06,8.386187501668006
2025-09-07,65.89147322739149
2025-09-08,15.574348217383442
2025-09-09,8.386187501668006
2025-09-10,7.188160715715434
2025-09-11,5.990133929762862
2025-09-12,8.386187501668006
2025-09-13,8.386187501668006
2025-09-14,67.08950001334405
2025-09-15,14.376321431430869
2025-09-16,7.188160715715434
2025-09-17,5.990133929762862
2025-09-18,5.990133929762862
2025-09-19,5.990133929762862
2025-09-20,7.188160715715434
2025-09-21,46.72304465215032
2025-09-22,10.782241073573152
2025-09-23,7.188160715715434
2025-09-24,5.990133929762862
2025-09-25,5.990133929762862
2025-09-26,5.990133929762862
2025-09-27,8.386187501668006
2025-09-28,88.65398216049036
2025-09-29,11.980267859525725
2025-09-30,7.188160715715434
2025-10-01,4.79210714381029
2025-10-02,4.79210714381029
2025-10-03,5.990133929762862
2025-10-04,5.990133929762862
2025-10-05,19.16842857524116
2025-10-06,9.58421428762058
2025-10-07,7.188160715715434
2025-10-08,5.990133929762862
2025-10-09,5.990133929762862
2025-10-10,5.990133929762862
2025-10-11,8.386187501668006
2025-10-12,44.32699108024518
2025-10-13,11.980267859525725
2025-10-14,8.386187501668006
2025-10-15,8.386187501668006
2025-10-16,21.564482147146304
2025-10-17,80.26779465882235
2025-10-18,7.188160715715434
2025-10-19,10.782241073573152
2025-10-20,7.188160715715434
2025-10-21,5.990133929762862
2025-10-22,5.990133929762862
2025-10-23,5.990133929762862
2025-10-24,5.990133929762862
2025-10-25,5.990133929762862
2025-10-26,28.752642862861737
2025-10-27,71.88160715715435
2025-10-28,7.188160715715434
2025-10-29,5.990133929762862
2025-10-30,5.990133929762862
2025-10-31,5.990133929762862
2025-11-01,7.188160715715434
2025-11-02,49.11909822405547
2025-11-03,11.980267859525725
2025-11-04,10.782241073573152
2025-11-05,7.188160715715434
2025-11-06,5.990133929762862
2025-11-07,5.990133929762862
2025-11-08,7.188160715715434
2025-11-09,19.16842857524116
2025-11-10,50.31712501000804
2025-11-11,7.188160715715434
2025-11-12,4.79210714381029
2025-11-13,4.79210714381029
2025-11-14,5.990133929762862
2025-11-15,7.188160715715434
2025-11-16,45.52501786619775
2025-11-17,15.574348217383442
2025-11-18,7.188160715715434
2025-11-19,7.188160715715434
2025-11-20,5.990133929762862
2025-11-21,7.188160715715434
2025-11-22,7.188160715715434
2025-11-23,51.51515179596061
2025-11-24,10.782241073573152
2025-11-25,5.990133929762862
2025-11-26,4.79210714381029
2025-11-27,7.188160715715434
2025-11-28,10.782241073573152
2025-11-29,7.188160715715434
2025-11-30,38.33685715048232
2025-12-01,22.762508933098875
2025-12-02,8.386187501668006
2025-12-03,5.990133929762862
2025-12-04,5.990133929762862
2025-12-05,5.990133929762862
2025-12-06,5.990133929762862
2025-12-07,47.9210714381029
2025-12-08,13.178294645478296
2025-12-09,5.990133929762862
2025-12-10,5.990133929762862
2025-12-11,6.250273289698936
2025-12-12,6.250273289698936
2025-12-13,6.250273289698936
2025-12-14,16.524203313711766
2025-12-15,22.774476603410704
2025-12-16,69.13723139143649
2025-12-17,8.262101656855883
2025-12-18,6.849286682675222
2025-12-19,6.849286682675222
2025-12-20,7.663088263879597
2025-12-21,40.71149489130313
2025-12-22,46.96176818100207
2025-12-23,9.674916631036547
2025-12-24,6.849286682675222
2025-12-25,8.262101656855883
2025-12-26,8.262101656855883
2025-12-27,9.674916631036547
2025-12-28,77.39933304829238
2025-12-29,17.937018287892432
2025-12-30,7.663088263879597
2025-12-31,6.849286682675222
2026-01-01,6.849286682675222
2026-01-02,6.250273289698936
2026-01-03,8.262101656855883
2026-01-04,24.187291577591367
2026-01-05,120.93645788795683
2026-01-06,13.099559972374157
2026-01-07,9.674916631036547
2026-01-08,8.262101656855883
2026-01-09,8.262101656855883
2026-01-10,11.393222136861267
2026-01-11,19.53123794890503
2026-01-12,34.1796664105838
2026-01-13,162.76031624087523
2026-01-14,19.53123794890503
2026-01-15,9.765618974452515
2026-01-16,8.138015812043761
2026-01-17,9.765618974452515
2026-01-18,9.765618974452515
2026-01-19,8.138015812043761
2026-01-20,6.510412649635009
2026-01-21,6.510412649635009
2026-01-22,6.510412649635009
2026-01-23,8.138015812043761
2026-01-24,13.020825299270019
2026-01-25,11.393222136861267
2026-01-26,6.510412649635009
2026-01-27,4.8828094872262575
2026-01-28,6.510412649635009
2026-01-29,4.8828094872262575
2026-01-30,4.8828094872262575
2026-01-31,4.8828094872262575
2026-02-01,4.8828094872262575
2026-02-02,4.8828094872262575
2026-02-03,3.2552063248175047
2026-02-04,4.8828094872262575
2026-02-05,3.2552063248175047
2026-02-06,3.2552063248175047
2026-02-07,3.2552063248175047
2026-02-08,4.8828094872262575
2026-02-09,4.8828094872262575
2026-02-10,3.2552063248175047
2026-02-11,3.2552063248175047
2026-02-12,3.2552063248175047
2026-02-13,3.2552063248175047
2026-02-14,3.2552063248175047
2026-02-15,3.2552063248175047
2026-02-16,3.2552063248175047
2026-02-17,3.2552063248175047
2026-02-18,3.2552063248175047
2026-02-19,3.2552063248175047
2026-02-20,3.2552063248175047
2026-02-21,3.2552063248175047
2026-02-22,3.2552063248175047
2026-02-23,3.2552063248175047
2026-02-24,3.2552063248175047
2026-02-25,3.2552063248175047
2026-02-26,3.2552063248175047
2026-02-27,3.2552063248175047
2026-02-28,3.2552063248175047
2026-03-01,3.2552063248175047
2026-03-02,3.2552063248175047
2026-03-03,3.2552063248175047
2026-03-04,3.2552063248175047
2026-03-05,3.2552063248175047
2026-03-06,3.2552063248175047
2026-03-07,4.8828094872262575
2026-03-08,3.2552063248175047
2026-03-09,8.138015812043761
2026-03-10,8.138015812043761
2026-03-11,6.510412649635009
2026-03-12,6.510412649635009
2026-03-13,4.8828094872262575
2026-03-14,4.8828094872262575
2026-03-15,4.8828094872262575
2026-03-16,4.8828094872262575
2026-03-17,4.8828094872262575
2026-03-18,3.2552063248175047
2026-03-19,3.2552063248175047
2026-03-20,3.2552063248175047
2026-03-21,3.2552063248175047
2026-03-22,3.2552063248175047
2026-03-23,3.2552063248175047
2026-03-24,4.8828094872262575
2026-03-25,3.2552063248175047
2026-03-26,3.2552063248175047
2026-03-27,3.2552063248175047
2026-03-28,3.2552063248175047
2026-03-29,3.2552063248175047
2026-03-30,3.2552063248175047
2026-03-31,3.2552063248175047
2026-04-01,3.2552063248175047
2026-04-02,3.2552063248175047
2026-04-03,3.2552063248175047
2026-04-04,3.2552063248175047
2026-04-05,3.2552063248175047
2026-04-06,3.2552063248175047
2026-04-07,3.2552063248175047
2026-04-08,3.2552063248175047
2026-04-09,3.2552063248175047
2026-04-10,3.2552063248175047
2026-04-11,3.2552063248175047
2026-04-12,3.2552063248175047
2026-04-13,3.2552063248175047
2026-04-14,3.2552063248175047
2026-04-15,3.2552063248175047
2026-04-16,3.2552063248175047
2026-04-17,3.2552063248175047
2026-04-18,4.8828094872262575
2026-04-19,4.8828094872262575
2026-04-20,3.2552063248175047
2026-04-21,4.8828094872262575
2026-04-22,4.8828094872262575
2026-04-23,6.510412649635009
2026-04-24,16.276031624087523
2026-04-25,24.414047436131284
2026-04-26,13.020825299270019
2026-04-27,6.510412649635009
2026-04-28,6.510412649635009
2026-04-29,4.8828094872262575
2026-04-30,4.8828094872262575
2026-05-01,4.8828094872262575
2026-05-02,4.8828094872262575
2026-05-03,4.8828094872262575
2026-05-04,4.8828094872262575
2026-05-05,4.8828094872262575
2026-05-06,4.8828094872262575
2026-05-07,4.8828094872262575
2026-05-08,4.8828094872262575
2026-05-09,4.8828094872262575
2026-05-10,4.8828094872262575
2026-05-11,4.8828094872262575
2026-05-12,4.8828094872262575
2026-05-13,4.8828094872262575
2026-05-14,6.510412649635009
2026-05-15,9.765618974452515
2026-05-16,6.510412649635009
2026-05-17,6.510412649635009
2026-05-18,4.8828094872262575
2026-05-19,4.8828094872262575
2026-05-20,4.8828094872262575
2026-05-21,4.8828094872262575
2026-05-22,3.2552063248175047
2026-05-23,4.8828094872262575
2026-05-24,4.8828094872262575
2026-05-25,4.8828094872262575
2026-05-26,4.8828094872262575
2026-05-27,3.2552063248175047
2026-05-28,3.2552063248175047
2026-05-29,3.2552063248175047
2026-05-30,4.8828094872262575
2026-05-31,3.2552063248175047
