Time,spy_stock
2024-09-21,6.972587228439762
2024-09-22,5.229440421329821
2024-09-23,36.60608294930875
2024-09-24,36.60608294930875
2024-09-25,33.11978933508887
2024-09-26,33.11978933508887
2024-09-27,31.37664252797893
2024-09-28,6.972587228439762
2024-09-29,5.229440421329821
2024-09-30,38.349229756418694
2024-10-01,41.83552337063857
2024-10-02,36.60608294930875
2024-10-03,34.86293614219881
2024-10-04,36.60608294930875
2024-10-05,6.972587228439762
2024-10-06,3.486293614219881
2024-10-07,33.11978933508887
2024-10-08,31.37664252797893
2024-10-09,36.60608294930875
2024-10-10,31.37664252797893
2024-10-11,31.37664252797893
2024-10-12,6.972587228439762
2024-10-13,5.229440421329821
2024-10-14,31.37664252797893
2024-10-15,33.11978933508887
2024-10-16,31.37664252797893
2024-10-17,29.63349572086899
2024-10-18,29.63349572086899
2024-10-19,6.972587228439762
2024-10-20,3.486293614219881
2024-10-21,29.63349572086899
2024-10-22,27.89034891375905
2024-10-23,38.349229756418694
2024-10-24,33.11978933508887
2024-10-25,31.37664252797893
2024-10-26,5.229440421329821
2024-10-27,5.229440421329821
2024-10-28,29.63349572086899
2024-10-29,29.63349572086899
2024-10-30,27.89034891375905
2024-10-31,38.349229756418694
2024-11-01,33.11978933508887
2024-11-02,6.972587228439762
2024-11-03,3.486293614219881
2024-11-04,29.63349572086899
2024-11-05,29.63349572086899
2024-11-06,55.7806978275181
2024-11-07,52.294404213298215
2024-11-08,45.32181698485845
2024-11-09,8.715734035549703
2024-11-10,8.715734035549703
2024-11-11,41.83552337063857
2024-11-12,40.09237656352863
2024-11-13,40.09237656352863
2024-11-14,38.349229756418694
2024-11-15,40.09237656352863
2024-11-16,8.715734035549703
2024-11-17,5.229440421329821
2024-11-18,34.86293614219881
2024-11-19,31.37664252797893
2024-11-20,33.11978933508887
2024-11-21,29.63349572086899
2024-11-22,31.37664252797893
2024-11-23,8.715734035549703
2024-11-24,5.229440421329821
2024-11-25,31.37664252797893
2024-11-26,34.86293614219881
2024-11-27,29.63349572086899
2024-11-28,8.715734035549703
2024-11-29,24.404055299539166
2024-11-30,6.972587228439762
2024-12-01,6.972587228439762
2024-12-02,29.63349572086899
2024-12-03,31.37664252797893
2024-12-04,29.63349572086899
2024-12-05,31.37664252797893
2024-12-06,29.63349572086899
2024-12-07,8.715734035549703
2024-12-08,5.229440421329821
2024-12-09,31.37664252797893
2024-12-10,31.37664252797893
2024-12-11,31.37664252797893
2024-12-12,27.89034891375905
2024-12-13,27.89034891375905
2024-12-14,6.972587228439762
2024-12-15,5.229440421329821
2024-12-16,26.147202106649107
2024-12-17,31.37664252797893
2024-12-18,48.80811059907833
2024-12-19,57.523844634628034
2024-12-20,52.294404213298215
2024-12-21,10.458880842659642
2024-12-22,6.972587228439762
2024-12-23,36.60608294930875
2024-12-24,33.11978933508887
2024-12-25,10.458880842659642
2024-12-26,33.11978933508887
2024-12-27,40.09237656352863
2024-12-28,10.458880842659642
2024-12-29,5.229440421329821
2024-12-30,43.57867017774851
2024-12-31,41.83552337063857
2025-01-01,8.715734035549703
2025-01-02,43.57867017774851
2025-01-03,40.09237656352863
2025-01-04,10.458880842659642
2025-01-05,6.972587228439762
2025-01-06,40.09237656352863
2025-01-07,43.57867017774851
2025-01-08,40.09237656352863
2025-01-09,19.174614878209347
2025-01-10,45.32181698485845
2025-01-11,10.458880842659642
2025-01-12,6.972587228439762
2025-01-13,47.064963791968395
2025-01-14,45.32181698485845
2025-01-15,41.83552337063857
2025-01-16,36.60608294930875
2025-01-17,38.349229756418694
2025-01-18,8.715734035549703
2025-01-19,5.229440421329821
2025-01-20,10.458880842659642
2025-01-21,43.57867017774851
2025-01-22,41.83552337063857
2025-01-23,40.09237656352863
2025-01-24,38.349229756418694
2025-01-25,8.715734035549703
2025-01-26,5.229440421329821
2025-01-27,55.7806978275181
2025-01-28,45.32181698485845
2025-01-29,45.32181698485845
2025-01-30,40.09237656352863
2025-01-31,41.83552337063857
2025-02-01,12.202027649769583
2025-02-02,10.458880842659642
2025-02-03,78.44160631994733
2025-02-04,48.80811059907833
2025-02-05,41.83552337063857
2025-02-06,36.60608294930875
2025-02-07,40.09237656352863
2025-02-08,8.715734035549703
2025-02-09,5.229440421329821
2025-02-10,34.86293614219881
2025-02-11,36.60608294930875
2025-02-12,40.09237656352863
2025-02-13,36.60608294930875
2025-02-14,36.60608294930875
2025-02-15,8.715734035549703
2025-02-16,6.972587228439762
2025-02-17,10.458880842659642
2025-02-18,36.60608294930875
2025-02-19,33.11978933508887
2025-02-20,36.60608294930875
2025-02-21,43.57867017774851
2025-02-22,12.202027649769583
2025-02-23,6.972587228439762
2025-02-24,45.32181698485845
2025-02-25,54.03755102040816
2025-02-26,45.32181698485845
2025-02-27,50.55125740618828
2025-02-28,54.03755102040816
2025-03-01,10.458880842659642
2025-03-02,6.972587228439762
2025-03-03,55.7806978275181
2025-03-04,94.12992758393679
2025-03-05,66.23957867017774
2025-03-06,74.95531270572744
2025-03-07,69.72587228439762
2025-03-08,12.202027649769583
2025-03-09,8.715734035549703
2025-03-10,99.3593680052666
2025-03-11,97.61622119815667
2025-03-12,76.69845951283739
2025-03-13,80.18475312705726
2025-03-14,67.98272547728769
2025-03-15,12.202027649769583
2025-03-16,8.715734035549703
2025-03-17,61.010138248847916
2025-03-18,59.26699144173798
2025-03-19,59.26699144173798
2025-03-20,52.294404213298215
2025-03-21,47.064963791968395
2025-03-22,6.972587228439762
2025-03-23,6.972587228439762
2025-03-24,45.32181698485845
2025-03-25,41.83552337063857
2025-03-26,45.32181698485845
2025-03-27,47.064963791968395
2025-03-28,52.294404213298215
2025-03-29,10.458880842659642
2025-03-30,6.972587228439762
2025-03-31,62.75328505595786
2025-04-01,52.294404213298215
2025-04-02,92.38678077682685
2025-04-03,141.19489137590517
2025-04-04,142.93803818301512
2025-04-05,33.11978933508887
2025-04-06,27.89034891375905
2025-04-07,174.31468071099405
2025-04-08,141.19489137590517
2025-04-09,160.36950625411453
2025-04-10,127.24971691902566
2025-04-11,101.10251481237655
2025-04-12,19.174614878209347
2025-04-13,12.202027649769583
2025-04-14,83.67104674127714
2025-04-15,70.2462146148782
2025-04-16,75.35857801184989
2025-04-17,67.70954575378538
2025-04-18,24.27396971691902
2025-04-19,8.520605661619484
2025-04-20,7.232758393680052
2025-04-21,83.4629098090849
2025-04-22,78.35054641211323
2025-04-23,78.35054641211323
2025-04-24,66.42169848584594
2025-04-25,55.36442396313363
2025-04-26,8.936879526003949
2025-04-27,8.520605661619484
2025-04-28,58.77266622778143
2025-04-29,54.076576695194206
2025-04-30,66.00542462146149
2025-05-01,64.71757735352205
2025-05-02,55.7806978275181
2025-05-03,8.936879526003949
2025-05-04,6.816484529295588
2025-05-05,54.49285055957866
2025-05-06,50.66833443054641
2025-05-07,56.19697169190256
2025-05-08,55.7806978275181
2025-05-09,47.67636603028308
2025-05-10,8.520605661619484
2025-05-11,8.520605661619484
2025-05-12,80.05466754443711
2025-05-13,64.30130348913758
2025-05-14,48.964213298222504
2025-05-15,50.78541145490453
2025-05-16,49.12031599736668
2025-05-17,14.153311389071755
2025-05-18,9.158025016458195
2025-05-19,57.44579328505595
2025-05-20,46.6226728110599
2025-05-21,54.115602369980245
2025-05-22,49.95286372613561
2025-05-23,49.12031599736668
2025-05-24,9.158025016458195
2025-05-25,5.8278341013824875
2025-05-26,8.325477287689267
2025-05-27,49.12031599736668
2025-05-28,51.61795918367346
2025-05-29,57.44579328505595
2025-05-30,49.95286372613561
2025-05-31,9.158025016458195
2025-06-01,5.8278341013824875
2025-06-02,41.62738643844634
2025-06-03,45.79012508229098
2025-06-04,44.12502962475312
2025-06-05,50.78541145490453
2025-06-06,49.95286372613561
2025-06-07,9.158025016458195
2025-06-08,6.660381830151414
2025-06-09,43.292481895984196
2025-06-10,42.459934167215266
2025-06-11,45.79012508229098
2025-06-12,44.12502962475312
2025-06-13,59.94343647136273
2025-06-14,8.325477287689267
2025-06-15,6.660381830151414
2025-06-16,45.79012508229098
2025-06-17,44.12502962475312
2025-06-18,42.459934167215266
2025-06-19,15.818406846609609
2025-06-20,37.4646477946017
2025-06-21,9.158025016458195
2025-06-22,9.158025016458195
2025-06-23,56.61324555628702
2025-06-24,48.28776826859775
2025-06-25,41.62738643844634
2025-06-26,44.95757735352205
2025-06-27,54.115602369980245
2025-06-28,9.158025016458195
2025-06-29,8.325477287689267
2025-06-30,44.95757735352205
2025-07-01,42.459934167215266
2025-07-02,41.62738643844634
2025-07-03,43.292481895984196
2025-07-04,9.158025016458195
2025-07-05,5.8278341013824875
2025-07-06,7.492929558920341
2025-07-07,51.61795918367346
2025-07-08,44.12502962475312
2025-07-09,41.62738643844634
2025-07-10,42.459934167215266
2025-07-11,41.62738643844634
2025-07-12,8.325477287689267
2025-07-13,4.995286372613561
2025-07-14,40.794838709677414
2025-07-15,42.459934167215266
2025-07-16,41.62738643844634
2025-07-17,41.62738643844634
2025-07-18,34.134456879526
2025-07-19,8.325477287689267
2025-07-20,6.660381830151414
2025-07-21,39.12974325213956
2025-07-22,34.134456879526
2025-07-23,45.79012508229098
2025-07-24,36.63210006583278
2025-07-25,38.29719552337063
2025-07-26,8.325477287689267
2025-07-27,7.492929558920341
2025-07-28,44.95757735352205
2025-07-29,41.62738643844634
2025-07-30,47.45522053982883
2025-07-31,46.6226728110599
2025-08-01,61.60853192890058
2025-08-02,11.655668202764975
2025-08-03,6.660381830151414
2025-08-04,47.45522053982883
2025-08-05,45.79012508229098
2025-08-06,44.12502962475312
2025-08-07,44.95757735352205
2025-08-08,35.79955233706385
2025-08-09,7.492929558920341
2025-08-10,7.492929558920341
2025-08-11,42.459934167215266
2025-08-12,42.459934167215266
2025-08-13,42.459934167215266
2025-08-14,44.12502962475312
2025-08-15,37.4646477946017
2025-08-16,7.492929558920341
2025-08-17,4.995286372613561
2025-08-18,39.12974325213956
2025-08-19,40.794838709677414
2025-08-20,44.12502962475312
2025-08-21,40.794838709677414
2025-08-22,45.79012508229098
2025-08-23,9.990572745227121
2025-08-24,5.8278341013824875
2025-08-25,40.794838709677414
2025-08-26,33.30190915075707
2025-08-27,39.12974325213956
2025-08-28,32.46936142198815
2025-08-29,34.134456879526
2025-08-30,5.8278341013824875
2025-08-31,4.995286372613561
2025-09-01,6.660381830151414
2025-09-02,43.292481895984196
2025-09-03,37.4646477946017
2025-09-04,34.134456879526
2025-09-05,40.794838709677414
2025-09-06,6.660381830151414
2025-09-07,4.162738643844634
2025-09-08,34.134456879526
2025-09-09,36.63210006583278
2025-09-10,32.46936142198815
2025-09-11,33.30190915075707
2025-09-12,34.134456879526
2025-09-13,5.8278341013824875
2025-09-14,4.995286372613561
2025-09-15,31.636813693219217
2025-09-16,32.46936142198815
2025-09-17,51.61795918367346
2025-09-18,40.794838709677414
2025-09-19,37.4646477946017
2025-09-20,7.492929558920341
2025-09-21,6.660381830151414
2025-09-22,36.63210006583278
2025-09-23,32.46936142198815
2025-09-24,35.79955233706385
2025-09-25,40.794838709677414
2025-09-26,34.134456879526
2025-09-27,6.660381830151414
2025-09-28,4.995286372613561
2025-09-29,33.30190915075707
2025-09-30,34.134456879526
2025-10-01,40.794838709677414
2025-10-02,38.29719552337063
2025-10-03,38.29719552337063
2025-10-04,7.492929558920341
2025-10-05,4.995286372613561
2025-10-06,36.63210006583278
2025-10-07,36.63210006583278
2025-10-08,34.134456879526
2025-10-09,34.134456879526
2025-10-10,59.94343647136273
2025-10-11,19.981145490454242
2025-10-12,9.990572745227121
2025-10-13,58.27834101382488
2025-10-14,50.78541145490453
2025-10-15,44.95757735352205
2025-10-16,47.45522053982883
2025-10-17,49.12031599736668
2025-10-18,7.492929558920341
2025-10-19,6.660381830151414
2025-10-20,44.12502962475312
2025-10-21,38.29719552337063
2025-10-22,40.794838709677414
2025-10-23,38.29719552337063
2025-10-24,39.962290980908485
2025-10-25,6.660381830151414
2025-10-26,5.8278341013824875
2025-10-27,40.794838709677414
2025-10-28,39.962290980908485
2025-10-29,51.61795918367346
2025-10-30,46.6226728110599
2025-10-31,41.62738643844634
2025-11-01,9.158025016458195
2025-11-02,5.8278341013824875
2025-11-03,39.12974325213956
2025-11-04,45.79012508229098
2025-11-05,44.12502962475312
2025-11-06,45.79012508229098
2025-11-07,49.95286372613561
2025-11-08,10.823120473996049
2025-11-09,7.492929558920341
2025-11-10,40.794838709677414
2025-11-11,39.12974325213956
2025-11-12,39.12974325213956
2025-11-13,48.28776826859775
2025-11-14,48.28776826859775
2025-11-15,8.325477287689267
2025-11-16,6.660381830151414
2025-11-17,46.6226728110599
2025-11-18,49.12031599736668
2025-11-19,46.6226728110599
2025-11-20,59.94343647136273
2025-11-21,56.61324555628702
2025-11-22,9.990572745227121
2025-11-23,7.492929558920341
2025-11-24,39.12974325213956
2025-11-25,43.292481895984196
2025-11-26,38.29719552337063
2025-11-27,8.325477287689267
2025-11-28,27.474075049374584
2025-11-29,5.8278341013824875
2025-11-30,4.995286372613561
2025-12-01,38.29719552337063
2025-12-02,32.46936142198815
2025-12-03,36.63210006583278
2025-12-04,33.30190915075707
2025-12-05,31.636813693219217
2025-12-06,7.492929558920341
2025-12-07,5.8278341013824875
2025-12-08,31.636813693219217
2025-12-09,30.80426596445029
2025-12-10,43.292481895984196
2025-12-11,38.16101485832934
2025-12-12,35.206941970510535
2025-12-13,8.351915292257724
2025-12-14,5.075598046868682
2025-12-15,33.407661169030895
2025-12-16,35.62321583489499
2025-12-17,38.16101485832934
2025-12-18,34.8846976129403
2025-12-19,31.286136009981018
2025-12-20,6.552634490778084
2025-12-21,4.753353689298444
2025-12-22,30.131343923641854
2025-12-23,28.009818764591977
2025-12-24,25.055745876773173
2025-12-25,7.291152712732785
2025-12-26,30.131343923641854
2025-12-27,7.613397070303023
2025-12-28,5.814116268823383
2025-12-29,28.33206312216221
2025-12-30,27.59354490020751
2025-12-31,29.070581344116917
2026-01-01,7.613397070303023
2026-01-02,32.346898589505955
2026-01-03,7.613397070303023
2026-01-04,7.291152712732785
2026-01-05,32.669142947076196
2026-01-06,32.346898589505955
2026-01-07,31.608380367551256
2026-01-08,29.809099566071616
2026-01-09,30.869862145596557
2026-01-10,7.733864581685705
2026-01-11,5.155909721123803
2026-01-12,35.44687933272614
2026-01-13,32.22443575702377
2026-01-14,33.51341318730472
2026-01-15,27.71301475104044
2026-01-16,28.357503466180916
2026-01-17,6.444887151404753
2026-01-18,5.800398436264278
2026-01-19,11.600796872528557
2026-01-20,52.2035859263785
2026-01-21,53.49256335665945
2026-01-22,37.38034547814757
2026-01-23,30.93545832674282
2026-01-24,8.37835329682618
2026-01-25,6.444887151404753
2026-01-26,30.290969611602343
2026-01-27,31.57994704188329
2026-01-28,36.09136804786662
2026-01-29,39.95830033870947
2026-01-30,37.38034547814757
2026-01-31,10.311819442247605
2026-02-01,7.089375866545229
2026-02-02,36.09136804786662
2026-02-03,41.8917664841309
2026-02-04,39.95830033870947
2026-02-05,46.40318749011423
2026-02-06,43.18074391441185
2026-02-07,9.66733072710713
2026-02-08,5.800398436264278
2026-02-09,28.357503466180916
2026-02-10,31.57994704188329
2026-02-11,36.73585676300709
2026-02-12,40.602789053849946
2026-02-13,39.95830033870947
2026-02-14,7.089375866545229
2026-02-15,5.155909721123803
2026-02-16,11.600796872528557
2026-02-17,31.57994704188329
2026-02-18,30.93545832674282
2026-02-19,32.868924472164245
2026-02-20,37.38034547814757
2026-02-21,7.733864581685705
2026-02-22,4.511421005983327
2026-02-23,40.602789053849946
2026-02-24,37.38034547814757
2026-02-25,31.57994704188329
2026-02-26,35.44687933272614
2026-02-27,33.51341318730472
2026-02-28,9.66733072710713
2026-03-01,9.022842011966654
2026-03-02,56.070518217221355
2026-03-03,59.292961792923734
2026-03-04,43.18074391441185
2026-03-05,47.69216492039518
2026-03-06,49.6256310658166
2026-03-07,10.956308157388081
2026-03-08,8.37835329682618
2026-03-09,64.44887151404754
2026-03-10,45.75869877497375
2026-03-11,43.18074391441185
2026-03-12,47.0476762052547
2026-03-13,45.114210059833276
2026-03-14,9.66733072710713
2026-03-15,8.37835329682618
2026-03-16,44.4697213446928
2026-03-17,38.024834193288044
2026-03-18,45.75869877497375
2026-03-19,46.40318749011423
2026-03-20,56.71500693236183
2026-03-21,12.24528558766903
2026-03-22,9.022842011966654
2026-03-23,58.00398436264278
2026-03-24,50.91460849609755
2026-03-25,43.825232629552325
2026-03-26,53.49256335665945
2026-03-27,62.515405368626105
2026-03-28,13.534263017949982
2026-03-29,8.37835329682618
2026-03-30,58.64847307778326
2026-03-31,60.581939223204685
2026-04-01,54.13705207179993
2026-04-02,56.71500693236183
2026-04-03,16.75670659365236
2026-04-04,7.089375866545229
2026-04-05,6.444887151404753
2026-04-06,46.40318749011423
2026-04-07,55.42602950208088
2026-04-08,63.15989408376658
2026-04-09,47.0476762052547
2026-04-10,40.602789053849946
2026-04-11,8.37835329682618
2026-04-12,8.37835329682618
2026-04-13,52.2035859263785
2026-04-14,43.825232629552325
2026-04-15,48.98114235067612
2026-04-16,44.4697213446928
2026-04-17,56.070518217221355
2026-04-18,11.600796872528557
2026-04-19,7.733864581685705
2026-04-20,48.33665363553565
2026-04-21,46.40318749011423
2026-04-22,39.313811623568995
2026-04-23,43.825232629552325
2026-04-24,37.38034547814757
2026-04-25,8.37835329682618
2026-04-26,6.444887151404753
2026-04-27,38.66932290842852
2026-04-28,37.38034547814757
2026-04-29,38.66932290842852
2026-04-30,38.024834193288044
2026-05-01,37.38034547814757
2026-05-02,8.37835329682618
2026-05-03,6.444887151404753
2026-05-04,34.1579019024452
2026-05-05,32.868924472164245
2026-05-06,38.66932290842852
2026-05-07,40.602789053849946
2026-05-08,36.09136804786662
2026-05-09,7.733864581685705
2026-05-10,5.800398436264278
2026-05-11,37.38034547814757
2026-05-12,42.53625519927137
2026-05-13,37.38034547814757
2026-05-14,38.024834193288044
2026-05-15,41.8917664841309
2026-05-16,9.66733072710713
2026-05-17,5.155909721123803
2026-05-18,39.313811623568995
2026-05-19,34.802390617585665
2026-05-20,35.44687933272614
2026-05-21,38.66932290842852
2026-05-22,32.868924472164245
2026-05-23,7.733864581685705
2026-05-24,5.800398436264278
2026-05-25,9.022842011966654
2026-05-26,39.95830033870947
2026-05-27,34.1579019024452
2026-05-28,37.38034547814757
2026-05-29,34.1579019024452
2026-05-30,7.089375866545229
2026-05-31,8.37835329682618
