Time,facebook_login
2024-09-23,40.196491336417964
2024-09-24,41.78319494180288
2024-09-25,38.08088652923807
2024-09-26,39.66759013462299
2024-09-27,37.023084125648126
2024-09-28,40.72539253821294
2024-09-29,38.08088652923807
2024-09-30,39.13868893282802
2024-10-01,42.312096143597856
2024-10-02,41.78319494180288
2024-10-03,40.196491336417964
2024-10-04,40.72539253821294
2024-10-05,44.427700950777755
2024-10-06,41.25429374000791
2024-10-07,38.609787731033045
2024-10-08,37.023084125648126
2024-10-09,36.49418292385315
2024-10-10,38.609787731033045
2024-10-11,39.13868893282802
2024-10-12,40.196491336417964
2024-10-13,41.25429374000791
2024-10-14,40.196491336417964
2024-10-15,39.66759013462299
2024-10-16,38.609787731033045
2024-10-17,37.5519853274431
2024-10-18,38.08088652923807
2024-10-19,40.72539253821294
2024-10-20,40.72539253821294
2024-10-21,35.96528172205818
2024-10-22,40.72539253821294
2024-10-23,43.36989854718781
2024-10-24,37.023084125648126
2024-10-25,40.196491336417964
2024-10-26,40.196491336417964
2024-10-27,38.609787731033045
2024-10-28,39.13868893282802
2024-10-29,39.13868893282802
2024-10-30,40.196491336417964
2024-10-31,38.08088652923807
2024-11-01,41.78319494180288
2024-11-02,40.72539253821294
2024-11-03,39.13868893282802
2024-11-04,37.5519853274431
2024-11-05,37.5519853274431
2024-11-06,30.67626970410845
2024-11-07,39.66759013462299
2024-11-08,41.25429374000791
2024-11-09,41.25429374000791
2024-11-10,41.25429374000791
2024-11-11,40.196491336417964
2024-11-12,38.609787731033045
2024-11-13,38.609787731033045
2024-11-14,38.08088652923807
2024-11-15,37.023084125648126
2024-11-16,35.96528172205818
2024-11-17,41.78319494180288
2024-11-18,37.5519853274431
2024-11-19,36.49418292385315
2024-11-20,40.196491336417964
2024-11-21,40.196491336417964
2024-11-22,44.427700950777755
2024-11-23,39.66759013462299
2024-11-24,40.196491336417964
2024-11-25,39.13868893282802
2024-11-26,35.96528172205818
2024-11-27,41.78319494180288
2024-11-28,38.08088652923807
2024-11-29,37.023084125648126
2024-11-30,37.023084125648126
2024-12-01,39.13868893282802
2024-12-02,38.609787731033045
2024-12-03,36.49418292385315
2024-12-04,39.13868893282802
2024-12-05,34.37857811667326
2024-12-06,37.023084125648126
2024-12-07,38.609787731033045
2024-12-08,38.08088652923807
2024-12-09,37.023084125648126
2024-12-10,36.49418292385315
2024-12-11,51.303416574112404
2024-12-12,40.72539253821294
2024-12-13,36.49418292385315
2024-12-14,38.609787731033045
2024-12-15,41.25429374000791
2024-12-16,38.609787731033045
2024-12-17,39.13868893282802
2024-12-18,38.08088652923807
2024-12-19,39.66759013462299
2024-12-20,40.72539253821294
2024-12-21,41.25429374000791
2024-12-22,40.72539253821294
2024-12-23,40.72539253821294
2024-12-24,44.95660215257273
2024-12-25,43.36989854718781
2024-12-26,44.95660215257273
2024-12-27,40.72539253821294
2024-12-28,40.72539253821294
2024-12-29,41.25429374000791
2024-12-30,52.89012017949732
2024-12-31,44.95660215257273
2025-01-01,44.95660215257273
2025-01-02,38.609787731033045
2025-01-03,42.312096143597856
2025-01-04,41.25429374000791
2025-01-05,40.196491336417964
2025-01-06,39.13868893282802
2025-01-07,39.13868893282802
2025-01-08,39.66759013462299
2025-01-09,38.609787731033045
2025-01-10,39.13868893282802
2025-01-11,38.609787731033045
2025-01-12,41.25429374000791
2025-01-13,40.72539253821294
2025-01-14,38.08088652923807
2025-01-15,39.13868893282802
2025-01-16,35.96528172205818
2025-01-17,39.66759013462299
2025-01-18,40.196491336417964
2025-01-19,38.08088652923807
2025-01-20,39.66759013462299
2025-01-21,38.609787731033045
2025-01-22,38.609787731033045
2025-01-23,38.08088652923807
2025-01-24,37.023084125648126
2025-01-25,37.023084125648126
2025-01-26,39.13868893282802
2025-01-27,35.96528172205818
2025-01-28,39.13868893282802
2025-01-29,39.66759013462299
2025-01-30,37.023084125648126
2025-01-31,35.96528172205818
2025-02-01,35.96528172205818
2025-02-02,37.5519853274431
2025-02-03,35.43638052026321
2025-02-04,39.13868893282802
2025-02-05,40.196491336417964
2025-02-06,37.5519853274431
2025-02-07,36.49418292385315
2025-02-08,40.196491336417964
2025-02-09,36.49418292385315
2025-02-10,34.37857811667326
2025-02-11,37.023084125648126
2025-02-12,39.66759013462299
2025-02-13,36.49418292385315
2025-02-14,39.66759013462299
2025-02-15,40.72539253821294
2025-02-16,41.78319494180288
2025-02-17,40.72539253821294
2025-02-18,38.609787731033045
2025-02-19,38.08088652923807
2025-02-20,39.13868893282802
2025-02-21,39.13868893282802
2025-02-22,39.13868893282802
2025-02-23,39.66759013462299
2025-02-24,35.43638052026321
2025-02-25,37.023084125648126
2025-02-26,35.43638052026321
2025-02-27,39.66759013462299
2025-02-28,37.023084125648126
2025-03-01,44.95660215257273
2025-03-02,42.840997345392836
2025-03-03,38.08088652923807
2025-03-04,34.37857811667326
2025-03-05,37.5519853274431
2025-03-06,40.72539253821294
2025-03-07,36.49418292385315
2025-03-08,40.196491336417964
2025-03-09,38.08088652923807
2025-03-10,37.023084125648126
2025-03-11,36.49418292385315
2025-03-12,34.37857811667326
2025-03-13,34.90747931846823
2025-03-14,36.49418292385315
2025-03-15,38.08088652923807
2025-03-16,41.25429374000791
2025-03-17,36.49418292385315
2025-03-18,33.84967691487829
2025-03-19,39.13868893282802
2025-03-20,35.96528172205818
2025-03-21,33.84967691487829
2025-03-22,34.90747931846823
2025-03-23,35.96528172205818
2025-03-24,35.96528172205818
2025-03-25,35.43638052026321
2025-03-26,33.84967691487829
2025-03-27,33.84967691487829
2025-03-28,33.320775713083314
2025-03-29,34.90747931846823
2025-03-30,35.43638052026321
2025-03-31,33.320775713083314
2025-04-01,34.37857811667326
2025-04-02,35.96528172205818
2025-04-03,37.023084125648126
2025-04-04,34.37857811667326
2025-04-05,36.49418292385315
2025-04-06,37.023084125648126
2025-04-07,35.43638052026321
2025-04-08,35.43638052026321
2025-04-09,34.90747931846823
2025-04-10,33.320775713083314
2025-04-11,34.90747931846823
2025-04-12,33.84967691487829
2025-04-13,37.5519853274431
2025-04-14,33.320775713083314
2025-04-15,32.907974775096996
2025-04-16,33.84967691487829
2025-04-17,35.468630593543395
2025-04-18,34.791379054659586
2025-04-19,35.26223012455023
2025-04-20,36.88118380321533
2025-04-21,35.93948166343404
2025-04-22,38.23568688098294
2025-04-23,34.32052798476894
2025-04-24,31.75987216632254
2025-04-25,34.32052798476894
2025-04-26,33.64327644588513
2025-04-27,34.526928453762096
2025-04-28,34.791379054659586
2025-04-29,32.23072323621319
2025-04-30,32.23072323621319
2025-05-01,34.526928453762096
2025-05-02,33.378825844987645
2025-05-03,34.32052798476894
2025-05-04,34.526928453762096
2025-05-05,32.23072323621319
2025-05-06,33.84967691487829
2025-05-07,33.84967691487829
2025-05-08,31.553471697329382
2025-05-09,33.84967691487829
2025-05-10,35.468630593543395
2025-05-11,37.08758427220849
2025-05-12,34.32052798476894
2025-05-13,36.616733202317846
2025-05-14,34.99777952365274
2025-05-15,35.500880666823576
2025-05-16,33.43687597689197
2025-05-17,35.500880666823576
2025-05-18,35.500880666823576
2025-05-19,35.913681604809895
2025-05-20,35.08807972883725
2025-05-21,35.913681604809895
2025-05-22,35.913681604809895
2025-05-23,34.26247785286461
2025-05-24,35.500880666823576
2025-05-25,36.73928348078253
2025-05-26,36.73928348078253
2025-05-27,36.326482542796214
2025-05-28,36.326482542796214
2025-05-29,35.500880666823576
2025-05-30,35.913681604809895
2025-05-31,38.390487232727814
2025-06-01,36.73928348078253
2025-06-02,34.67527879085093
2025-06-03,35.500880666823576
2025-06-04,35.08807972883725
2025-06-05,35.08807972883725
2025-06-06,37.977686294741495
2025-06-07,35.08807972883725
2025-06-08,36.326482542796214
2025-06-09,35.913681604809895
2025-06-10,36.73928348078253
2025-06-11,37.15208441876886
2025-06-12,37.977686294741495
2025-06-13,35.913681604809895
2025-06-14,35.08807972883725
2025-06-15,39.62889004668678
2025-06-16,37.15208441876886
2025-06-17,35.500880666823576
2025-06-18,35.08807972883725
2025-06-19,35.08807972883725
2025-06-20,35.500880666823576
2025-06-21,35.08807972883725
2025-06-22,35.913681604809895
2025-06-23,34.67527879085093
2025-06-24,36.326482542796214
2025-06-25,34.67527879085093
2025-06-26,34.26247785286461
2025-06-27,35.500880666823576
2025-06-28,37.977686294741495
2025-06-29,37.15208441876886
2025-06-30,36.326482542796214
2025-07-01,34.26247785286461
2025-07-02,35.08807972883725
2025-07-03,36.326482542796214
2025-07-04,37.56488535675518
2025-07-05,37.15208441876886
2025-07-06,37.977686294741495
2025-07-07,36.73928348078253
2025-07-08,35.500880666823576
2025-07-09,39.21608910870046
2025-07-10,35.08807972883725
2025-07-11,35.913681604809895
2025-07-12,36.73928348078253
2025-07-13,37.15208441876886
2025-07-14,36.73928348078253
2025-07-15,34.67527879085093
2025-07-16,38.390487232727814
2025-07-17,36.73928348078253
2025-07-18,36.326482542796214
2025-07-19,35.500880666823576
2025-07-20,38.80328817071414
2025-07-21,37.977686294741495
2025-07-22,35.913681604809895
2025-07-23,35.500880666823576
2025-07-24,33.84967691487829
2025-07-25,34.67527879085093
2025-07-26,33.02407503890565
2025-07-27,35.500880666823576
2025-07-28,36.73928348078253
2025-07-29,34.26247785286461
2025-07-30,35.913681604809895
2025-07-31,36.326482542796214
2025-08-01,35.08807972883725
2025-08-02,35.500880666823576
2025-08-03,34.67527879085093
2025-08-04,37.15208441876886
2025-08-05,36.73928348078253
2025-08-06,36.73928348078253
2025-08-07,34.67527879085093
2025-08-08,35.08807972883725
2025-08-09,34.67527879085093
2025-08-10,35.500880666823576
2025-08-11,35.913681604809895
2025-08-12,36.73928348078253
2025-08-13,36.326482542796214
2025-08-14,35.913681604809895
2025-08-15,36.326482542796214
2025-08-16,36.326482542796214
2025-08-17,35.500880666823576
2025-08-18,34.67527879085093
2025-08-19,34.67527879085093
2025-08-20,41.28009379863206
2025-08-21,34.26247785286461
2025-08-22,37.15208441876886
2025-08-23,34.26247785286461
2025-08-24,35.08807972883725
2025-08-25,35.913681604809895
2025-08-26,38.80328817071414
2025-08-27,33.84967691487829
2025-08-28,35.500880666823576
2025-08-29,31.785672224946687
2025-08-30,33.02407503890565
2025-08-31,35.08807972883725
2025-09-01,34.26247785286461
2025-09-02,34.26247785286461
2025-09-03,33.02407503890565
2025-09-04,33.43687597689197
2025-09-05,33.43687597689197
2025-09-06,31.37287128696037
2025-09-07,33.43687597689197
2025-09-08,33.84967691487829
2025-09-09,31.785672224946687
2025-09-10,31.37287128696037
2025-09-11,32.61127410091933
2025-09-12,32.198473162933006
2025-09-13,32.61127410091933
2025-09-14,33.43687597689197
2025-09-15,31.785672224946687
2025-09-16,33.02407503890565
2025-09-17,30.960070348974046
2025-09-18,32.198473162933006
2025-09-19,32.198473162933006
2025-09-20,33.02407503890565
2025-09-21,32.198473162933006
2025-09-22,31.785672224946687
2025-09-23,37.15208441876886
2025-09-24,35.913681604809895
2025-09-25,31.785672224946687
2025-09-26,35.08807972883725
2025-09-27,34.26247785286461
2025-09-28,32.61127410091933
2025-09-29,31.785672224946687
2025-09-30,33.43687597689197
2025-10-01,32.198473162933006
2025-10-02,32.198473162933006
2025-10-03,33.84967691487829
2025-10-04,32.198473162933006
2025-10-05,32.61127410091933
2025-10-06,37.56488535675518
2025-10-07,31.37287128696037
2025-10-08,35.08807972883725
2025-10-09,34.26247785286461
2025-10-10,31.785672224946687
2025-10-11,32.198473162933006
2025-10-12,32.61127410091933
2025-10-13,33.43687597689197
2025-10-14,33.84967691487829
2025-10-15,32.198473162933006
2025-10-16,30.960070348974046
2025-10-17,33.84967691487829
2025-10-18,33.43687597689197
2025-10-19,33.02407503890565
2025-10-20,33.43687597689197
2025-10-21,32.198473162933006
2025-10-22,32.61127410091933
2025-10-23,32.61127410091933
2025-10-24,33.43687597689197
2025-10-25,32.61127410091933
2025-10-26,32.198473162933006
2025-10-27,32.61127410091933
2025-10-28,32.61127410091933
2025-10-29,32.61127410091933
2025-10-30,31.37287128696037
2025-10-31,34.26247785286461
2025-11-01,32.61127410091933
2025-11-02,31.785672224946687
2025-11-03,31.785672224946687
2025-11-04,32.198473162933006
2025-11-05,30.134468473001405
2025-11-06,30.960070348974046
2025-11-07,31.37287128696037
2025-11-08,33.02407503890565
2025-11-09,30.960070348974046
2025-11-10,30.134468473001405
2025-11-11,31.37287128696037
2025-11-12,31.37287128696037
2025-11-13,30.960070348974046
2025-11-14,30.134468473001405
2025-11-15,31.37287128696037
2025-11-16,32.198473162933006
2025-11-17,30.134468473001405
2025-11-18,33.43687597689197
2025-11-19,33.84967691487829
2025-11-20,32.61127410091933
2025-11-21,32.198473162933006
2025-11-22,33.02407503890565
2025-11-23,34.67527879085093
2025-11-24,33.84967691487829
2025-11-25,33.02407503890565
2025-11-26,33.43687597689197
2025-11-27,30.960070348974046
2025-11-28,32.198473162933006
2025-11-29,32.61127410091933
2025-11-30,33.43687597689197
2025-12-01,30.134468473001405
2025-12-02,32.61127410091933
2025-12-03,31.785672224946687
2025-12-04,32.198473162933006
2025-12-05,30.547269410987724
2025-12-06,33.43687597689197
2025-12-07,32.198473162933006
2025-12-08,31.37287128696037
2025-12-09,33.84967691487829
2025-12-10,33.02407503890565
2025-12-11,32.94058720875111
2025-12-12,32.55561554748297
2025-12-13,33.889101723562376
2025-12-14,30.45218604886728
2025-12-15,31.400700563678548
2025-12-16,34.65904504609866
2025-12-17,31.0157289024104
2025-12-18,31.0157289024104
2025-12-19,33.50413006229424
2025-12-20,31.400700563678548
2025-12-21,30.630757241142263
2025-12-22,32.94058720875111
2025-12-23,32.55561554748297
2025-12-24,31.0157289024104
2025-12-25,31.785672224946687
2025-12-26,33.50413006229424
2025-12-27,32.170643886214826
2025-12-28,30.837157710135422
2025-12-29,35.813960029903086
2025-12-30,33.1191584010261
2025-12-31,32.349215078489806
2026-01-01,31.400700563678548
2026-01-02,32.170643886214826
2026-01-03,32.55561554748297
2026-01-04,31.0157289024104
2026-01-05,30.45218604886728
2026-01-06,32.170643886214826
2026-01-07,31.785672224946687
2026-01-08,29.29727106506286
2026-01-09,30.24578557987412
2026-01-10,32.14281460949665
2026-01-11,29.28567553309695
2026-01-12,30.357102686746835
2026-01-13,31.07138745584676
2026-01-14,29.28567553309695
2026-01-15,29.642817917646912
2026-01-16,29.99996030219687
2026-01-17,30.714245071296798
2026-01-18,29.99996030219687
2026-01-19,32.49995699404661
2026-01-20,29.642817917646912
2026-01-21,29.99996030219687
2026-01-22,29.28567553309695
2026-01-23,31.07138745584676
2026-01-24,32.14281460949665
2026-01-25,31.428529840396724
2026-01-26,32.14281460949665
2026-01-27,31.428529840396724
2026-01-28,29.642817917646912
2026-01-29,29.642817917646912
2026-01-30,29.642817917646912
2026-01-31,30.714245071296798
2026-02-01,31.07138745584676
2026-02-02,28.571390763997023
2026-02-03,28.928533148546986
2026-02-04,34.285668916796425
2026-02-05,29.642817917646912
2026-02-06,28.928533148546986
2026-02-07,30.714245071296798
2026-02-08,27.14282122579717
2026-02-09,28.21424837944706
2026-02-10,28.21424837944706
2026-02-11,29.642817917646912
2026-02-12,29.642817917646912
2026-02-13,29.99996030219687
2026-02-14,28.928533148546986
2026-02-15,29.99996030219687
2026-02-16,29.99996030219687
2026-02-17,27.14282122579717
2026-02-18,28.571390763997023
2026-02-19,31.428529840396724
2026-02-20,28.928533148546986
2026-02-21,28.571390763997023
2026-02-22,28.928533148546986
2026-02-23,28.928533148546986
2026-02-24,28.21424837944706
2026-02-25,29.28567553309695
2026-02-26,28.928533148546986
2026-02-27,29.28567553309695
2026-02-28,28.571390763997023
2026-03-01,31.428529840396724
2026-03-02,28.928533148546986
2026-03-03,31.785672224946687
2026-03-04,29.99996030219687
2026-03-05,29.99996030219687
2026-03-06,28.928533148546986
2026-03-07,29.99996030219687
2026-03-08,31.07138745584676
2026-03-09,29.642817917646912
2026-03-10,31.428529840396724
2026-03-11,32.49995699404661
2026-03-12,29.28567553309695
2026-03-13,29.642817917646912
2026-03-14,30.357102686746835
2026-03-15,29.642817917646912
2026-03-16,30.357102686746835
2026-03-17,30.357102686746835
2026-03-18,35.35709607044632
2026-03-19,29.28567553309695
2026-03-20,29.99996030219687
2026-03-21,31.07138745584676
2026-03-22,29.642817917646912
2026-03-23,31.07138745584676
2026-03-24,32.14281460949665
2026-03-25,30.714245071296798
2026-03-26,29.28567553309695
2026-03-27,29.642817917646912
2026-03-28,29.28567553309695
2026-03-29,29.642817917646912
2026-03-30,28.928533148546986
2026-03-31,29.28567553309695
2026-04-01,29.642817917646912
2026-04-02,28.928533148546986
2026-04-03,29.28567553309695
2026-04-04,29.99996030219687
2026-04-05,28.571390763997023
2026-04-06,29.642817917646912
2026-04-07,30.714245071296798
2026-04-08,29.642817917646912
2026-04-09,29.28567553309695
2026-04-10,28.21424837944706
2026-04-11,29.28567553309695
2026-04-12,26.785678841247208
2026-04-13,27.857105994897097
2026-04-14,26.785678841247208
2026-04-15,27.857105994897097
2026-04-16,28.21424837944706
2026-04-17,27.14282122579717
2026-04-18,27.499963610347134
2026-04-19,27.14282122579717
2026-04-20,28.21424837944706
2026-04-21,28.571390763997023
2026-04-22,27.499963610347134
2026-04-23,27.499963610347134
2026-04-24,26.785678841247208
2026-04-25,27.14282122579717
2026-04-26,27.857105994897097
2026-04-27,28.928533148546986
2026-04-28,28.571390763997023
2026-04-29,27.499963610347134
2026-04-30,26.785678841247208
2026-05-01,27.499963610347134
2026-05-02,26.785678841247208
2026-05-03,27.857105994897097
2026-05-04,27.14282122579717
2026-05-05,27.499963610347134
2026-05-06,27.857105994897097
2026-05-07,27.499963610347134
2026-05-08,27.857105994897097
2026-05-09,27.857105994897097
2026-05-10,29.28567553309695
2026-05-11,27.14282122579717
2026-05-12,29.28567553309695
2026-05-13,27.857105994897097
2026-05-14,27.499963610347134
2026-05-15,27.857105994897097
2026-05-16,27.499963610347134
2026-05-17,27.857105994897097
2026-05-18,27.14282122579717
2026-05-19,29.28567553309695
2026-05-20,27.857105994897097
2026-05-21,27.499963610347134
2026-05-22,28.928533148546986
2026-05-23,27.857105994897097
2026-05-24,30.357102686746835
2026-05-25,30.714245071296798
2026-05-26,28.571390763997023
2026-05-27,29.28567553309695
2026-05-28,30.357102686746835
2026-05-29,29.28567553309695
2026-05-30,28.571390763997023
2026-05-31,28.928533148546986
