Time,nvda_stock
2024-10-12,30.352697095435687
2024-10-13,20.235131396957126
2024-10-14,146.70470262793916
2024-10-15,161.881051175657
2024-10-16,141.6459197786999
2024-10-17,177.05739972337486
2024-10-18,151.76348547717845
2024-10-19,30.352697095435687
2024-10-20,20.235131396957126
2024-10-21,156.8222683264177
2024-10-22,161.881051175657
2024-10-23,156.8222683264177
2024-10-24,141.6459197786999
2024-10-25,141.6459197786999
2024-10-26,30.352697095435687
2024-10-27,20.235131396957126
2024-10-28,126.46957123098204
2024-10-29,136.5871369294606
2024-10-30,136.5871369294606
2024-10-31,146.70470262793916
2024-11-01,151.76348547717845
2024-11-02,40.47026279391425
2024-11-03,25.293914246196408
2024-11-04,136.5871369294606
2024-11-05,126.46957123098204
2024-11-06,141.6459197786999
2024-11-07,161.881051175657
2024-11-08,156.8222683264177
2024-11-09,35.41147994467497
2024-11-10,25.293914246196408
2024-11-11,131.5283540802213
2024-11-12,141.6459197786999
2024-11-13,156.8222683264177
2024-11-14,131.5283540802213
2024-11-15,131.5283540802213
2024-11-16,30.352697095435687
2024-11-17,25.293914246196408
2024-11-18,151.76348547717845
2024-11-19,171.99861687413556
2024-11-20,389.5262793914247
2024-11-21,328.8208852005533
2024-11-22,161.881051175657
2024-11-23,35.41147994467497
2024-11-24,25.293914246196408
2024-11-25,171.99861687413556
2024-11-26,156.8222683264177
2024-11-27,146.70470262793916
2024-11-28,40.47026279391425
2024-11-29,106.23443983402491
2024-11-30,25.293914246196408
2024-12-01,25.293914246196408
2024-12-02,121.41078838174275
2024-12-03,126.46957123098204
2024-12-04,131.5283540802213
2024-12-05,141.6459197786999
2024-12-06,121.41078838174275
2024-12-07,30.352697095435687
2024-12-08,20.235131396957126
2024-12-09,126.46957123098204
2024-12-10,131.5283540802213
2024-12-11,131.5283540802213
2024-12-12,121.41078838174275
2024-12-13,121.41078838174275
2024-12-14,30.352697095435687
2024-12-15,20.235131396957126
2024-12-16,131.5283540802213
2024-12-17,156.8222683264177
2024-12-18,166.9398340248963
2024-12-19,141.6459197786999
2024-12-20,146.70470262793916
2024-12-21,30.352697095435687
2024-12-22,20.235131396957126
2024-12-23,126.46957123098204
2024-12-24,116.35200553250347
2024-12-25,30.352697095435687
2024-12-26,116.35200553250347
2024-12-27,106.23443983402491
2024-12-28,25.293914246196408
2024-12-29,15.176348547717843
2024-12-30,116.35200553250347
2024-12-31,106.23443983402491
2025-01-01,25.293914246196408
2025-01-02,111.29322268326419
2025-01-03,126.46957123098204
2025-01-04,35.41147994467497
2025-01-05,20.235131396957126
2025-01-06,166.9398340248963
2025-01-07,212.46887966804982
2025-01-08,151.76348547717845
2025-01-09,70.82295988934995
2025-01-10,126.46957123098204
2025-01-11,30.352697095435687
2025-01-12,15.176348547717843
2025-01-13,136.5871369294606
2025-01-14,131.5283540802213
2025-01-15,121.41078838174275
2025-01-16,121.41078838174275
2025-01-17,126.46957123098204
2025-01-18,25.293914246196408
2025-01-19,15.176348547717843
2025-01-20,35.41147994467497
2025-01-21,136.5871369294606
2025-01-22,156.8222683264177
2025-01-23,131.5283540802213
2025-01-24,126.46957123098204
2025-01-25,30.352697095435687
2025-01-26,25.293914246196408
2025-01-27,505.87828492392816
2025-01-28,485.643153526971
2025-01-29,359.173582295989
2025-01-30,283.2918395573998
2025-01-31,227.64522821576767
2025-02-01,55.646611341632095
2025-02-02,40.47026279391425
2025-02-03,263.0567081604426
2025-02-04,207.41009681881053
2025-02-05,197.29253112033197
2025-02-06,182.11618257261412
2025-02-07,161.881051175657
2025-02-08,40.47026279391425
2025-02-09,25.293914246196408
2025-02-10,156.8222683264177
2025-02-11,161.881051175657
2025-02-12,151.76348547717845
2025-02-13,161.881051175657
2025-02-14,146.70470262793916
2025-02-15,35.41147994467497
2025-02-16,25.293914246196408
2025-02-17,45.52904564315353
2025-02-18,161.881051175657
2025-02-19,151.76348547717845
2025-02-20,131.5283540802213
2025-02-21,131.5283540802213
2025-02-22,35.41147994467497
2025-02-23,20.235131396957126
2025-02-24,161.881051175657
2025-02-25,151.76348547717845
2025-02-26,369.29114799446756
2025-02-27,308.58575380359616
2025-02-28,217.52766251728912
2025-03-01,45.52904564315353
2025-03-02,25.293914246196408
2025-03-03,212.46887966804982
2025-03-04,242.8215767634855
2025-03-05,177.05739972337486
2025-03-06,182.11618257261412
2025-03-07,166.9398340248963
2025-03-08,40.47026279391425
2025-03-09,25.293914246196408
2025-03-10,207.41009681881053
2025-03-11,197.29253112033197
2025-03-12,177.05739972337486
2025-03-13,166.9398340248963
2025-03-14,166.9398340248963
2025-03-15,35.41147994467497
2025-03-16,25.293914246196408
2025-03-17,161.881051175657
2025-03-18,156.8222683264177
2025-03-19,156.8222683264177
2025-03-20,131.5283540802213
2025-03-21,126.46957123098204
2025-03-22,25.293914246196408
2025-03-23,15.176348547717843
2025-03-24,126.46957123098204
2025-03-25,126.46957123098204
2025-03-26,131.5283540802213
2025-03-27,141.6459197786999
2025-03-28,126.46957123098204
2025-03-29,25.293914246196408
2025-03-30,15.176348547717843
2025-03-31,141.6459197786999
2025-04-01,131.5283540802213
2025-04-02,141.6459197786999
2025-04-03,197.29253112033197
2025-04-04,222.58644536652838
2025-04-05,55.646611341632095
2025-04-06,40.47026279391425
2025-04-07,252.93914246196408
2025-04-08,212.46887966804982
2025-04-09,263.0567081604426
2025-04-10,192.2337482710927
2025-04-11,161.881051175657
2025-04-12,35.41147994467497
2025-04-13,30.352697095435687
2025-04-14,177.05739972337486
2025-04-15,168.27311410338345
2025-04-16,237.25252622988697
2025-04-17,166.50638083065564
2025-04-18,70.74614539923135
2025-04-19,20.717965334845474
2025-04-20,20.717965334845474
2025-04-21,157.9141314359607
2025-04-22,156.14739816323288
2025-04-23,153.61800673861325
2025-04-24,150.0845401931576
2025-04-25,137.19616610111524
2025-04-26,31.07694800226821
2025-04-27,23.247356759465116
2025-04-28,141.4922907984627
2025-04-29,126.8371834336925
2025-04-30,145.78841549581014
2025-05-01,156.14739816323288
2025-05-02,135.4294328283874
2025-05-03,29.31021472954039
2025-05-04,20.717965334845474
2025-05-05,112.1820760689223
2025-05-06,112.1820760689223
2025-05-07,131.13330813103994
2025-05-08,143.2590240711905
2025-05-09,116.47820076626975
2025-05-10,29.31021472954039
2025-05-11,20.717965334845474
2025-05-12,176.86536349807835
2025-05-13,181.16148819542582
2025-05-14,182.92822146815365
2025-05-15,155.47252800004804
2025-05-16,155.47252800004804
2025-05-17,35.33466545455637
2025-05-18,24.73426581818946
2025-05-19,159.00599454550368
2025-05-20,130.73826218185857
2025-05-21,130.73826218185857
2025-05-22,127.20479563640295
2025-05-23,116.60439600003603
2025-05-24,24.73426581818946
2025-05-25,17.667332727278186
2025-05-26,28.2677323636451
2025-05-27,159.00599454550368
2025-05-28,321.545455636463
2025-05-29,303.8781229091848
2025-05-30,166.07292763641496
2025-05-31,28.2677323636451
2025-06-01,21.200799272733825
2025-06-02,134.2717287273142
2025-06-03,144.87212836368113
2025-06-04,137.80519527276985
2025-06-05,130.73826218185857
2025-06-06,130.73826218185857
2025-06-07,24.73426581818946
2025-06-08,17.667332727278186
2025-06-09,120.13786254549167
2025-06-10,130.73826218185857
2025-06-11,130.73826218185857
2025-06-12,120.13786254549167
2025-06-13,109.53746290912476
2025-06-14,21.200799272733825
2025-06-15,14.13386618182255
2025-06-16,120.13786254549167
2025-06-17,106.00399636366912
2025-06-18,109.53746290912476
2025-06-19,45.93506509092329
2025-06-20,91.87013018184658
2025-06-21,21.200799272733825
2025-06-22,17.667332727278186
2025-06-23,109.53746290912476
2025-06-24,144.87212836368113
2025-06-25,144.87212836368113
2025-06-26,162.53946109095932
2025-06-27,148.40559490913677
2025-06-28,31.801198909100737
2025-06-29,21.200799272733825
2025-06-30,137.80519527276985
2025-07-01,123.67132909094731
2025-07-02,123.67132909094731
2025-07-03,120.13786254549167
2025-07-04,31.801198909100737
2025-07-05,17.667332727278186
2025-07-06,21.200799272733825
2025-07-07,127.20479563640295
2025-07-08,120.13786254549167
2025-07-09,148.40559490913677
2025-07-10,141.3386618182255
2025-07-11,137.80519527276985
2025-07-12,28.2677323636451
2025-07-13,21.200799272733825
2025-07-14,130.73826218185857
2025-07-15,208.4745261818826
2025-07-16,155.47252800004804
2025-07-17,159.00599454550368
2025-07-18,134.2717287273142
2025-07-19,31.801198909100737
2025-07-20,24.73426581818946
2025-07-21,137.80519527276985
2025-07-22,130.73826218185857
2025-07-23,144.87212836368113
2025-07-24,134.2717287273142
2025-07-25,123.67132909094731
2025-07-26,28.2677323636451
2025-07-27,24.73426581818946
2025-07-28,151.9390614545924
2025-07-29,141.3386618182255
2025-07-30,148.40559490913677
2025-07-31,173.13986072732624
2025-08-01,155.47252800004804
2025-08-02,31.801198909100737
2025-08-03,21.200799272733825
2025-08-04,148.40559490913677
2025-08-05,144.87212836368113
2025-08-06,144.87212836368113
2025-08-07,144.87212836368113
2025-08-08,137.80519527276985
2025-08-09,35.33466545455637
2025-08-10,24.73426581818946
2025-08-11,148.40559490913677
2025-08-12,134.2717287273142
2025-08-13,141.3386618182255
2025-08-14,127.20479563640295
2025-08-15,113.0709294545804
2025-08-16,21.200799272733825
2025-08-17,21.200799272733825
2025-08-18,116.60439600003603
2025-08-19,134.2717287273142
2025-08-20,141.3386618182255
2025-08-21,120.13786254549167
2025-08-22,134.2717287273142
2025-08-23,28.2677323636451
2025-08-24,24.73426581818946
2025-08-25,137.80519527276985
2025-08-26,134.2717287273142
2025-08-27,342.7462549091968
2025-08-28,265.0099909091728
2025-08-29,159.00599454550368
2025-08-30,28.2677323636451
2025-08-31,21.200799272733825
2025-09-01,28.2677323636451
2025-09-02,144.87212836368113
2025-09-03,127.20479563640295
2025-09-04,123.67132909094731
2025-09-05,134.2717287273142
2025-09-06,31.801198909100737
2025-09-07,21.200799272733825
2025-09-08,130.73826218185857
2025-09-09,127.20479563640295
2025-09-10,127.20479563640295
2025-09-11,116.60439600003603
2025-09-12,98.93706327275784
2025-09-13,21.200799272733825
2025-09-14,14.13386618182255
2025-09-15,116.60439600003603
2025-09-16,109.53746290912476
2025-09-17,137.80519527276985
2025-09-18,144.87212836368113
2025-09-19,123.67132909094731
2025-09-20,31.801198909100737
2025-09-21,24.73426581818946
2025-09-22,141.3386618182255
2025-09-23,137.80519527276985
2025-09-24,127.20479563640295
2025-09-25,120.13786254549167
2025-09-26,106.00399636366912
2025-09-27,31.801198909100737
2025-09-28,24.73426581818946
2025-09-29,137.80519527276985
2025-09-30,130.73826218185857
2025-10-01,127.20479563640295
2025-10-02,137.80519527276985
2025-10-03,134.2717287273142
2025-10-04,21.200799272733825
2025-10-05,14.13386618182255
2025-10-06,116.60439600003603
2025-10-07,148.40559490913677
2025-10-08,123.67132909094731
2025-10-09,127.20479563640295
2025-10-10,141.3386618182255
2025-10-11,35.33466545455637
2025-10-12,24.73426581818946
2025-10-13,123.67132909094731
2025-10-14,123.67132909094731
2025-10-15,120.13786254549167
2025-10-16,116.60439600003603
2025-10-17,106.00399636366912
2025-10-18,24.73426581818946
2025-10-19,17.667332727278186
2025-10-20,113.0709294545804
2025-10-21,98.93706327275784
2025-10-22,91.87013018184658
2025-10-23,95.4035967273022
2025-10-24,102.47052981821348
2025-10-25,21.200799272733825
2025-10-26,21.200799272733825
2025-10-27,127.20479563640295
2025-10-28,162.53946109095932
2025-10-29,204.94105963642696
2025-10-30,162.53946109095932
2025-10-31,137.80519527276985
2025-11-01,35.33466545455637
2025-11-02,24.73426581818946
2025-11-03,141.3386618182255
2025-11-04,137.80519527276985
2025-11-05,144.87212836368113
2025-11-06,144.87212836368113
2025-11-07,148.40559490913677
2025-11-08,38.86813200001201
2025-11-09,28.2677323636451
2025-11-10,144.87212836368113
2025-11-11,141.3386618182255
2025-11-12,130.73826218185857
2025-11-13,148.40559490913677
2025-11-14,141.3386618182255
2025-11-15,38.86813200001201
2025-11-16,31.801198909100737
2025-11-17,155.47252800004804
2025-11-18,176.67332727278188
2025-11-19,353.34665454556375
2025-11-20,342.7462549091968
2025-11-21,197.87412654551568
2025-11-22,42.40159854546765
2025-11-23,31.801198909100737
2025-11-24,151.9390614545924
2025-11-25,194.34066000006004
2025-11-26,151.9390614545924
2025-11-27,42.40159854546765
2025-11-28,102.47052981821348
2025-11-29,28.2677323636451
2025-11-30,21.200799272733825
2025-12-01,116.60439600003603
2025-12-02,120.13786254549167
2025-12-03,116.60439600003603
2025-12-04,113.0709294545804
2025-12-05,102.47052981821348
2025-12-06,28.2677323636451
2025-12-07,21.200799272733825
2025-12-08,116.60439600003603
2025-12-09,134.2717287273142
2025-12-10,113.0709294545804
2025-12-11,123.30818991941663
2025-12-12,109.41097623140058
2025-12-13,27.794427376032104
2025-12-14,18.39605919958578
2025-12-15,98.64655193553331
2025-12-16,95.51376254338453
2025-12-17,109.41097623140058
2025-12-18,113.90982174297031
2025-12-19,106.27818683925182
2025-12-20,27.794427376032104
2025-12-21,18.39605919958578
2025-12-22,106.27818683925182
2025-12-23,103.14539744710305
2025-12-24,87.88212763966604
2025-12-25,27.794427376032104
2025-12-26,103.14539744710305
2025-12-27,27.794427376032104
2025-12-28,20.162792472313598
2025-12-29,98.64655193553331
2025-12-30,81.61654885536849
2025-12-31,81.61654885536849
2026-01-01,24.661637983883328
2026-01-02,92.38097315123576
2026-01-03,24.661637983883328
2026-01-04,18.39605919958578
2026-01-05,112.54376562354936
2026-01-06,112.54376562354936
2026-01-07,103.14539744710305
2026-01-08,92.38097315123576
2026-01-09,92.38097315123576
2026-01-10,21.856897910735285
2026-01-11,16.392673433051463
2026-01-12,90.15970388178305
2026-01-13,87.42759164294114
2026-01-14,81.96336716525732
2026-01-15,90.15970388178305
2026-01-16,81.96336716525732
2026-01-17,21.856897910735285
2026-01-18,13.660561194209553
2026-01-19,30.053234627261016
2026-01-20,95.62392835946687
2026-01-21,101.08815283715069
2026-01-22,90.15970388178305
2026-01-23,81.96336716525732
2026-01-24,21.856897910735285
2026-01-25,13.660561194209553
2026-01-26,81.96336716525732
2026-01-27,84.69547940409923
2026-01-28,98.35604059830878
2026-01-29,101.08815283715069
2026-01-30,87.42759164294114
2026-01-31,24.589010149577195
2026-02-01,19.124785671893374
2026-02-02,90.15970388178305
2026-02-03,101.08815283715069
2026-02-04,112.01660179251833
2026-02-05,109.28448955367642
2026-02-06,117.48082627020216
2026-02-07,30.053234627261016
2026-02-08,19.124785671893374
2026-02-09,92.89181612062495
2026-02-10,87.42759164294114
2026-02-11,90.15970388178305
2026-02-12,87.42759164294114
2026-02-13,84.69547940409923
2026-02-14,19.124785671893374
2026-02-15,16.392673433051463
2026-02-16,27.321122388419106
2026-02-17,81.96336716525732
2026-02-18,92.89181612062495
2026-02-19,73.76703044873159
2026-02-20,79.2312549264154
2026-02-21,27.321122388419106
2026-02-22,19.124785671893374
2026-02-23,90.15970388178305
2026-02-24,106.55237731483452
2026-02-25,210.3726423908271
2026-02-26,215.83686686851092
2026-02-27,133.87349970325363
2026-02-28,35.517459104944834
2026-03-01,21.856897910735285
2026-03-02,120.21293850904406
2026-03-03,112.01660179251833
2026-03-04,106.55237731483452
2026-03-05,103.82026507599261
2026-03-06,95.62392835946687
2026-03-07,21.856897910735285
2026-03-08,21.856897910735285
2026-03-09,106.55237731483452
2026-03-10,95.62392835946687
2026-03-11,95.62392835946687
2026-03-12,76.4991426875735
2026-03-13,81.96336716525732
2026-03-14,21.856897910735285
2026-03-15,62.83858149336395
2026-03-16,112.01660179251833
2026-03-17,136.60561194209552
2026-03-18,125.6771629867279
2026-03-19,128.4092752255698
2026-03-20,109.28448955367642
2026-03-21,35.517459104944834
2026-03-22,19.124785671893374
2026-03-23,90.15970388178305
2026-03-24,84.69547940409923
2026-03-25,84.69547940409923
2026-03-26,84.69547940409923
2026-03-27,92.89181612062495
2026-03-28,27.321122388419106
2026-03-29,19.124785671893374
2026-03-30,92.89181612062495
2026-03-31,101.08815283715069
2026-04-01,87.42759164294114
2026-04-02,84.69547940409923
2026-04-03,35.517459104944834
2026-04-04,13.660561194209553
2026-04-05,10.928448955367642
2026-04-06,76.4991426875735
2026-04-07,71.03491820988967
2026-04-08,103.82026507599261
2026-04-09,81.96336716525732
2026-04-10,84.69547940409923
2026-04-11,21.856897910735285
2026-04-12,19.124785671893374
2026-04-13,81.96336716525732
2026-04-14,90.15970388178305
2026-04-15,106.55237731483452
2026-04-16,103.82026507599261
2026-04-17,117.48082627020216
2026-04-18,27.321122388419106
2026-04-19,19.124785671893374
2026-04-20,87.42759164294114
2026-04-21,90.15970388178305
2026-04-22,90.15970388178305
2026-04-23,92.89181612062495
2026-04-24,125.6771629867279
2026-04-25,30.053234627261016
2026-04-26,21.856897910735285
2026-04-27,122.94505074788597
2026-04-28,125.6771629867279
2026-04-29,103.82026507599261
2026-04-30,117.48082627020216
2026-05-01,106.55237731483452
2026-05-02,27.321122388419106
2026-05-03,21.856897910735285
2026-05-04,101.08815283715069
2026-05-05,103.82026507599261
2026-05-06,122.94505074788597
2026-05-07,114.74871403136024
2026-05-08,122.94505074788597
2026-05-09,32.78534686610293
2026-05-10,24.589010149577195
2026-05-11,131.1413874644117
2026-05-12,117.48082627020216
2026-05-13,150.26617313630507
2026-05-14,166.65884656935654
2026-05-15,144.80194865862126
2026-05-16,32.78534686610293
2026-05-17,24.589010149577195
2026-05-18,128.4092752255698
2026-05-19,122.94505074788597
2026-05-20,273.21122388419104
2026-05-21,218.56897910735285
2026-05-22,136.60561194209552
2026-05-23,40.98168358262866
2026-05-24,21.856897910735285
2026-05-25,30.053234627261016
2026-05-26,128.4092752255698
2026-05-27,122.94505074788597
2026-05-28,117.48082627020216
2026-05-29,120.21293850904406
2026-05-30,32.78534686610293
2026-05-31,24.589010149577195
