Time,calculator
2024-09-25,86.11923001596939
2024-09-26,85.1831514288393
2024-09-27,76.75844414466837
2024-09-28,46.80392935650511
2024-09-29,47.74000794363521
2024-09-30,80.5027584931888
2024-10-01,84.2470728417092
2024-10-02,86.11923001596939
2024-10-03,84.2470728417092
2024-10-04,77.69452273179849
2024-10-05,48.67608653076531
2024-10-06,44.931772182244906
2024-10-07,78.63060131892858
2024-10-08,78.63060131892858
2024-10-09,80.5027584931888
2024-10-10,78.63060131892858
2024-10-11,71.14197262188776
2024-10-12,45.867850769375
2024-10-13,43.9956935951148
2024-10-14,69.26981544762756
2024-10-15,81.43883708031889
2024-10-16,80.5027584931888
2024-10-17,80.5027584931888
2024-10-18,75.82236555753828
2024-10-19,45.867850769375
2024-10-20,43.9956935951148
2024-10-21,85.1831514288393
2024-10-22,88.9274657773597
2024-10-23,87.9913871902296
2024-10-24,80.5027584931888
2024-10-25,75.82236555753828
2024-10-26,45.867850769375
2024-10-27,43.9956935951148
2024-10-28,81.43883708031889
2024-10-29,84.2470728417092
2024-10-30,87.0553086030995
2024-10-31,73.01412979614797
2024-11-01,76.75844414466837
2024-11-02,45.867850769375
2024-11-03,45.867850769375
2024-11-04,75.82236555753828
2024-11-05,67.39765827336736
2024-11-06,62.717265337716846
2024-11-07,82.37491566744899
2024-11-08,79.56667990605868
2024-11-09,46.80392935650511
2024-11-10,44.931772182244906
2024-11-11,69.26981544762756
2024-11-12,84.2470728417092
2024-11-13,85.1831514288393
2024-11-14,85.1831514288393
2024-11-15,81.43883708031889
2024-11-16,43.9956935951148
2024-11-17,45.867850769375
2024-11-18,83.3109942545791
2024-11-19,85.1831514288393
2024-11-20,88.9274657773597
2024-11-21,81.43883708031889
2024-11-22,77.69452273179849
2024-11-23,44.931772182244906
2024-11-24,42.1235364208546
2024-11-25,65.52550109910715
2024-11-26,65.52550109910715
2024-11-27,52.42040087928572
2024-11-28,37.44314348520409
2024-11-29,39.31530065946429
2024-11-30,43.9956935951148
2024-12-01,43.059615007984696
2024-12-02,71.14197262188776
2024-12-03,83.3109942545791
2024-12-04,89.86354436448981
2024-12-05,86.11923001596939
2024-12-06,84.2470728417092
2024-12-07,49.612165117895415
2024-12-08,47.74000794363521
2024-12-09,85.1831514288393
2024-12-10,93.60785871301022
2024-12-11,88.9274657773597
2024-12-12,93.60785871301022
2024-12-13,84.2470728417092
2024-12-14,52.42040087928572
2024-12-15,47.74000794363521
2024-12-16,89.86354436448981
2024-12-17,89.86354436448981
2024-12-18,89.86354436448981
2024-12-19,87.9913871902296
2024-12-20,69.26981544762756
2024-12-21,42.1235364208546
2024-12-22,37.44314348520409
2024-12-23,45.867850769375
2024-12-24,41.187457833724494
2024-12-25,31.826671962423475
2024-12-26,43.9956935951148
2024-12-27,48.67608653076531
2024-12-28,42.1235364208546
2024-12-29,40.2513792465944
2024-12-30,49.612165117895415
2024-12-31,49.612165117895415
2025-01-01,39.31530065946429
2025-01-02,56.16471522780613
2025-01-03,58.03687240206634
2025-01-04,47.74000794363521
2025-01-05,46.80392935650511
2025-01-06,61.78118675058674
2025-01-07,70.20589403475766
2025-01-08,75.82236555753828
2025-01-09,74.88628697040818
2025-01-10,70.20589403475766
2025-01-11,46.80392935650511
2025-01-12,47.74000794363521
2025-01-13,78.63060131892858
2025-01-14,83.3109942545791
2025-01-15,85.1831514288393
2025-01-16,89.86354436448981
2025-01-17,77.69452273179849
2025-01-18,47.74000794363521
2025-01-19,43.9956935951148
2025-01-20,52.42040087928572
2025-01-21,70.20589403475766
2025-01-22,76.75844414466837
2025-01-23,81.43883708031889
2025-01-24,77.69452273179849
2025-01-25,50.54824370502552
2025-01-26,45.867850769375
2025-01-27,75.82236555753828
2025-01-28,83.3109942545791
2025-01-29,81.43883708031889
2025-01-30,83.3109942545791
2025-01-31,78.63060131892858
2025-02-01,49.612165117895415
2025-02-02,49.612165117895415
2025-02-03,78.63060131892858
2025-02-04,87.9913871902296
2025-02-05,87.0553086030995
2025-02-06,81.43883708031889
2025-02-07,75.82236555753828
2025-02-08,48.67608653076531
2025-02-09,43.9956935951148
2025-02-10,71.14197262188776
2025-02-11,83.3109942545791
2025-02-12,81.43883708031889
2025-02-13,78.63060131892858
2025-02-14,68.33373686049745
2025-02-15,45.867850769375
2025-02-16,44.931772182244906
2025-02-17,58.972950989196434
2025-02-18,75.82236555753828
2025-02-19,76.75844414466837
2025-02-20,77.69452273179849
2025-02-21,75.82236555753828
2025-02-22,45.867850769375
2025-02-23,45.867850769375
2025-02-24,80.5027584931888
2025-02-25,82.37491566744899
2025-02-26,81.43883708031889
2025-02-27,87.0553086030995
2025-02-28,78.63060131892858
2025-03-01,48.67608653076531
2025-03-02,46.80392935650511
2025-03-03,78.63060131892858
2025-03-04,79.56667990605868
2025-03-05,78.63060131892858
2025-03-06,78.63060131892858
2025-03-07,72.07805120901787
2025-03-08,47.74000794363521
2025-03-09,46.80392935650511
2025-03-10,72.07805120901787
2025-03-11,73.95020838327807
2025-03-12,76.75844414466837
2025-03-13,77.69452273179849
2025-03-14,70.20589403475766
2025-03-15,45.867850769375
2025-03-16,44.931772182244906
2025-03-17,69.26981544762756
2025-03-18,75.82236555753828
2025-03-19,76.75844414466837
2025-03-20,71.14197262188776
2025-03-21,65.52550109910715
2025-03-22,43.9956935951148
2025-03-23,44.931772182244906
2025-03-24,68.33373686049745
2025-03-25,77.69452273179849
2025-03-26,74.88628697040818
2025-03-27,72.07805120901787
2025-03-28,69.26981544762756
2025-03-29,44.931772182244906
2025-03-30,44.931772182244906
2025-03-31,68.33373686049745
2025-04-01,73.01412979614797
2025-04-02,74.88628697040818
2025-04-03,76.75844414466837
2025-04-04,68.33373686049745
2025-04-05,46.80392935650511
2025-04-06,44.931772182244906
2025-04-07,73.01412979614797
2025-04-08,73.01412979614797
2025-04-09,75.82236555753828
2025-04-10,74.88628697040818
2025-04-11,73.95020838327807
2025-04-12,44.931772182244906
2025-04-13,43.059615007984696
2025-04-14,73.01412979614797
2025-04-15,75.10182441381276
2025-04-16,74.21065387385885
2025-04-17,74.6786931674239
2025-04-18,56.900190415521834
2025-04-19,40.43598944996255
2025-04-20,40.43598944996255
2025-04-21,66.23502706144983
2025-04-22,72.89635208751608
2025-04-23,72.00518154756216
2025-04-24,69.33166992770043
2025-04-25,66.23502706144983
2025-04-26,41.79519928348151
2025-04-27,43.57754036338934
2025-04-28,78.24337532723955
2025-04-29,83.54549051978684
2025-04-30,77.7753360336745
2025-05-01,80.44884765353623
2025-05-02,73.31948333390494
2025-05-03,46.67418322963994
2025-05-04,47.98848501598272
2025-05-05,81.34001819349015
2025-05-06,81.76314943987902
2025-05-07,82.23118873344407
2025-05-08,84.43666105974074
2025-05-09,72.89635208751608
2025-05-10,44.000671609778195
2025-05-11,43.10950106982429
2025-05-12,80.8719788999251
2025-05-13,79.55767711358232
2025-05-14,81.76314943987902
2025-05-15,74.47109936443962
2025-05-16,66.0084744366624
2025-05-17,42.31312463888615
2025-05-18,40.62059965333071
2025-05-19,70.23978690055101
2025-05-20,68.54726191499556
2025-05-21,68.54726191499556
2025-05-22,66.85473692944012
2025-05-23,57.54584950888517
2025-05-24,38.928074667775256
2025-05-25,36.38928718944209
2025-05-26,42.31312463888615
2025-05-27,63.46968695832923
2025-05-28,63.46968695832923
2025-05-29,61.77716197277378
2025-05-30,56.699587016107444
2025-05-31,40.62059965333071
2025-06-01,41.466862146108426
2025-06-02,57.54584950888517
2025-06-03,57.54584950888517
2025-06-04,56.699587016107444
2025-06-05,57.54584950888517
2025-06-06,50.77574956666338
2025-06-07,38.928074667775256
2025-06-08,38.08181217499754
2025-06-09,55.007062030552
2025-06-10,55.007062030552
2025-06-11,55.007062030552
2025-06-12,56.699587016107444
2025-06-13,49.083224581107935
2025-06-14,38.08181217499754
2025-06-15,35.54302469666437
2025-06-16,49.92948707388566
2025-06-17,51.622012059441104
2025-06-18,49.083224581107935
2025-06-19,44.85191211721932
2025-06-20,47.39069959555249
2025-06-21,37.23554968221981
2025-06-22,34.69676220388664
2025-06-23,44.85191211721932
2025-06-24,50.77574956666338
2025-06-25,48.236962088330216
2025-06-26,49.083224581107935
2025-06-27,51.622012059441104
2025-06-28,38.928074667775256
2025-06-29,38.08181217499754
2025-06-30,49.083224581107935
2025-07-01,49.92948707388566
2025-07-02,50.77574956666338
2025-07-03,47.39069959555249
2025-07-04,37.23554968221981
2025-07-05,38.08181217499754
2025-07-06,38.08181217499754
2025-07-07,49.92948707388566
2025-07-08,53.31453704499655
2025-07-09,51.622012059441104
2025-07-10,52.46827455221883
2025-07-11,50.77574956666338
2025-07-12,42.31312463888615
2025-07-13,42.31312463888615
2025-07-14,52.46827455221883
2025-07-15,52.46827455221883
2025-07-16,52.46827455221883
2025-07-17,52.46827455221883
2025-07-18,49.92948707388566
2025-07-19,44.85191211721932
2025-07-20,44.005649624441595
2025-07-21,55.007062030552
2025-07-22,51.622012059441104
2025-07-23,55.007062030552
2025-07-24,49.92948707388566
2025-07-25,49.083224581107935
2025-07-26,43.15938713166388
2025-07-27,41.466862146108426
2025-07-28,52.46827455221883
2025-07-29,50.77574956666338
2025-07-30,50.77574956666338
2025-07-31,54.160799537774274
2025-08-01,49.083224581107935
2025-08-02,40.62059965333071
2025-08-03,40.62059965333071
2025-08-04,50.77574956666338
2025-08-05,52.46827455221883
2025-08-06,52.46827455221883
2025-08-07,51.622012059441104
2025-08-08,51.622012059441104
2025-08-09,43.15938713166388
2025-08-10,43.15938713166388
2025-08-11,52.46827455221883
2025-08-12,55.007062030552
2025-08-13,54.160799537774274
2025-08-14,58.39211200166289
2025-08-15,55.85332452332972
2025-08-16,41.466862146108426
2025-08-17,39.77433716055298
2025-08-18,60.08463698721833
2025-08-19,60.08463698721833
2025-08-20,60.93089947999606
2025-08-21,64.31594945110695
2025-08-22,59.23837449444061
2025-08-23,42.31312463888615
2025-08-24,40.62059965333071
2025-08-25,66.85473692944012
2025-08-26,68.54726191499556
2025-08-27,67.70099942221785
2025-08-28,68.54726191499556
2025-08-29,61.77716197277378
2025-08-30,38.928074667775256
2025-08-31,38.08181217499754
2025-09-01,43.15938713166388
2025-09-02,65.16221194388467
2025-09-03,74.47109936443962
2025-09-04,73.6248368716619
2025-09-05,68.54726191499556
2025-09-06,41.466862146108426
2025-09-07,40.62059965333071
2025-09-08,71.93231188610646
2025-09-09,71.93231188610646
2025-09-10,66.85473692944012
2025-09-11,71.93231188610646
2025-09-12,68.54726191499556
2025-09-13,38.08181217499754
2025-09-14,36.38928718944209
2025-09-15,68.54726191499556
2025-09-16,69.39352440777328
2025-09-17,74.47109936443962
2025-09-18,71.08604939332874
2025-09-19,67.70099942221785
2025-09-20,38.928074667775256
2025-09-21,38.928074667775256
2025-09-22,68.54726191499556
2025-09-23,71.08604939332874
2025-09-24,72.77857437888419
2025-09-25,72.77857437888419
2025-09-26,71.08604939332874
2025-09-27,40.62059965333071
2025-09-28,38.928074667775256
2025-09-29,69.39352440777328
2025-09-30,74.47109936443962
2025-10-01,74.47109936443962
2025-10-02,69.39352440777328
2025-10-03,68.54726191499556
2025-10-04,39.77433716055298
2025-10-05,38.08181217499754
2025-10-06,66.0084744366624
2025-10-07,72.77857437888419
2025-10-08,70.23978690055101
2025-10-09,71.93231188610646
2025-10-10,60.08463698721833
2025-10-11,38.08181217499754
2025-10-12,36.38928718944209
2025-10-13,60.93089947999606
2025-10-14,66.85473692944012
2025-10-15,67.70099942221785
2025-10-16,71.08604939332874
2025-10-17,64.31594945110695
2025-10-18,38.928074667775256
2025-10-19,35.54302469666437
2025-10-20,62.6234244655515
2025-10-21,70.23978690055101
2025-10-22,71.08604939332874
2025-10-23,71.08604939332874
2025-10-24,64.31594945110695
2025-10-25,38.08181217499754
2025-10-26,37.23554968221981
2025-10-27,67.70099942221785
2025-10-28,73.6248368716619
2025-10-29,68.54726191499556
2025-10-30,67.70099942221785
2025-10-31,60.08463698721833
2025-11-01,37.23554968221981
2025-11-02,35.54302469666437
2025-11-03,66.85473692944012
2025-11-04,65.16221194388467
2025-11-05,67.70099942221785
2025-11-06,70.23978690055101
2025-11-07,67.70099942221785
2025-11-08,38.08181217499754
2025-11-09,38.08181217499754
2025-11-10,66.0084744366624
2025-11-11,62.6234244655515
2025-11-12,70.23978690055101
2025-11-13,71.93231188610646
2025-11-14,68.54726191499556
2025-11-15,38.928074667775256
2025-11-16,38.928074667775256
2025-11-17,67.70099942221785
2025-11-18,71.08604939332874
2025-11-19,71.08604939332874
2025-11-20,69.39352440777328
2025-11-21,60.08463698721833
2025-11-22,37.23554968221981
2025-11-23,34.69676220388664
2025-11-24,55.85332452332972
2025-11-25,53.31453704499655
2025-11-26,42.31312463888615
2025-11-27,30.46544973999803
2025-11-28,33.0042372183312
2025-11-29,33.0042372183312
2025-11-30,36.38928718944209
2025-12-01,66.85473692944012
2025-12-02,71.08604939332874
2025-12-03,71.08604939332874
2025-12-04,71.93231188610646
2025-12-05,63.46968695832923
2025-12-06,41.466862146108426
2025-12-07,40.62059965333071
2025-12-08,67.70099942221785
2025-12-09,76.16362434999508
2025-12-10,77.85614933555051
2025-12-11,75.98228238725699
2025-12-12,71.14649671424144
2025-12-13,40.60045054635981
2025-12-14,38.18255770985203
2025-12-15,71.14649671424144
2025-12-16,74.37035382958513
2025-12-17,73.94722258319626
2025-12-18,69.53456815656958
2025-12-19,56.679437909136546
2025-12-20,35.38183184089718
2025-12-21,32.15797472555347
2025-12-22,43.40117641531465
2025-12-23,39.79448626752388
2025-12-24,33.34677203683647
2025-12-25,26.133391741254925
2025-12-26,34.575867562061255
2025-12-27,34.575867562061255
2025-12-28,34.1527363156724
2025-12-29,43.018343382867585
2025-12-30,41.40641482519573
2025-12-31,38.18255770985203
2026-01-01,32.9639390043894
2026-01-02,40.60045054635981
2026-01-03,37.376593431016104
2026-01-04,36.570629152180175
2026-01-05,53.878712040181696
2026-01-06,59.480163778091395
2026-01-07,65.12191372994288
2026-01-08,62.7040208934351
2026-01-09,64.31594945110695
2026-01-10,39.04896930960065
2026-01-11,37.51763717981239
2026-01-12,63.55028338621282
2026-01-13,67.37861371068347
2026-01-14,68.90994584047174
2026-01-15,69.67561190536587
2026-01-16,64.31594945110695
2026-01-17,37.51763717981239
2026-01-18,35.98630505002413
2026-01-19,44.40863176385956
2026-01-20,60.4876191266363
2026-01-21,68.1442797755776
2026-01-22,68.90994584047174
2026-01-23,58.956286996848036
2026-01-24,37.51763717981239
2026-01-25,33.689306855341734
2026-01-26,52.065292412800865
2026-01-27,58.956286996848036
2026-01-28,62.01895125642456
2026-01-29,63.55028338621282
2026-01-30,58.19062093195391
2026-01-31,38.28330324470652
2026-02-01,39.81463537449478
2026-02-02,58.956286996848036
2026-02-03,64.31594945110695
2026-02-04,63.55028338621282
2026-02-05,63.55028338621282
2026-02-06,60.4876191266363
2026-02-07,37.51763717981239
2026-02-08,35.220638985129995
2026-02-09,51.29962634790673
2026-02-10,62.01895125642456
2026-02-11,62.78461732131869
2026-02-12,62.78461732131869
2026-02-13,54.36229060748325
2026-02-14,36.751971114918256
2026-02-15,35.98630505002413
2026-02-16,46.705629958541955
2026-02-17,55.893622737271514
2026-02-18,61.25328519153043
2026-02-19,62.78461732131869
2026-02-20,55.893622737271514
2026-02-21,39.04896930960065
2026-02-22,36.751971114918256
2026-02-23,59.72195306174217
2026-02-24,65.08161551600108
2026-02-25,62.78461732131869
2026-02-26,65.84728158089521
2026-02-27,62.78461732131869
2026-02-28,39.81463537449478
2026-03-01,38.28330324470652
2026-03-02,62.78461732131869
2026-03-03,65.08161551600108
2026-03-04,64.31594945110695
2026-03-05,68.1442797755776
2026-03-06,58.956286996848036
2026-03-07,39.81463537449478
2026-03-08,38.28330324470652
2026-03-09,63.55028338621282
2026-03-10,62.01895125642456
2026-03-11,64.31594945110695
2026-03-12,61.25328519153043
2026-03-13,54.36229060748325
2026-03-14,39.04896930960065
2026-03-15,38.28330324470652
2026-03-16,55.12795667237739
2026-03-17,60.4876191266363
2026-03-18,59.72195306174217
2026-03-19,58.19062093195391
2026-03-20,52.83095847769499
2026-03-21,40.58030143938891
2026-03-22,38.28330324470652
2026-03-23,62.78461732131869
2026-03-24,64.31594945110695
2026-03-25,62.78461732131869
2026-03-26,63.55028338621282
2026-03-27,58.956286996848036
2026-03-28,42.11163356917717
2026-03-29,42.8772996340713
2026-03-30,62.78461732131869
2026-03-31,63.55028338621282
2026-04-01,62.01895125642456
2026-04-02,61.25328519153043
2026-04-03,49.76829421811847
2026-04-04,38.28330324470652
2026-04-05,38.28330324470652
2026-04-06,58.19062093195391
2026-04-07,62.01895125642456
2026-04-08,65.84728158089521
2026-04-09,64.31594945110695
2026-04-10,64.31594945110695
2026-04-11,45.93996389364782
2026-04-12,40.58030143938891
2026-04-13,64.31594945110695
2026-04-14,66.61294764578935
2026-04-15,69.67561190536587
2026-04-16,71.97261010004826
2026-04-17,69.67561190536587
2026-04-18,47.47129602343608
2026-04-19,43.64296569896543
2026-04-20,68.90994584047174
2026-04-21,68.90994584047174
2026-04-22,71.97261010004826
2026-04-23,67.37861371068347
2026-04-24,59.72195306174217
2026-04-25,44.40863176385956
2026-04-26,45.174297828753694
2026-04-27,68.90994584047174
2026-04-28,73.50394222983651
2026-04-29,68.90994584047174
2026-04-30,72.73827616494239
2026-05-01,66.61294764578935
2026-05-02,45.174297828753694
2026-05-03,45.93996389364782
2026-05-04,70.44127797025999
2026-05-05,74.26960829473065
2026-05-06,74.26960829473065
2026-05-07,76.56660648941303
2026-05-08,69.67561190536587
2026-05-09,48.236962088330216
2026-05-10,45.93996389364782
2026-05-11,72.73827616494239
2026-05-12,71.97261010004826
2026-05-13,74.26960829473065
2026-05-14,70.44127797025999
2026-05-15,60.4876191266363
2026-05-16,37.51763717981239
2026-05-17,37.51763717981239
2026-05-18,61.25328519153043
2026-05-19,60.4876191266363
2026-05-20,60.4876191266363
2026-05-21,60.4876191266363
2026-05-22,52.065292412800865
2026-05-23,36.751971114918256
2026-05-24,33.689306855341734
2026-05-25,36.751971114918256
2026-05-26,52.065292412800865
2026-05-27,48.236962088330216
2026-05-28,54.36229060748325
2026-05-29,50.533960283012604
2026-05-30,36.751971114918256
2026-05-31,38.28330324470652
