Time,rangers
2025-03-10,13.49169741697417
2025-03-11,16.190036900369
2025-03-12,17.53920664206642
2025-03-13,17.089483394833948
2025-03-14,15.290590405904059
2025-03-15,15.74031365313653
2025-03-16,19.33809963099631
2025-03-17,13.041974169741698
2025-03-18,13.49169741697417
2025-03-19,14.840867158671585
2025-03-20,13.49169741697417
2025-03-21,13.941420664206642
2025-03-22,16.190036900369
2025-03-23,13.49169741697417
2025-03-24,11.243081180811808
2025-03-25,13.941420664206642
2025-03-26,16.190036900369
2025-03-27,38.226476014760145
2025-03-28,23.835332103321033
2025-03-29,37.776752767527675
2025-03-30,40.47509225092251
2025-03-31,19.33809963099631
2025-04-01,19.78782287822878
2025-04-02,25.634225092250922
2025-04-03,17.089483394833948
2025-04-04,13.941420664206642
2025-04-05,34.628690036900366
2025-04-06,30.581180811808117
2025-04-07,18.438653136531364
2025-04-08,23.835332103321033
2025-04-09,27.43311808118081
2025-04-10,22.486162361623617
2025-04-11,16.639760147601475
2025-04-12,26.98339483394834
2025-04-13,24.734778597785976
2025-04-14,14.840867158671585
2025-04-15,15.290590405904059
2025-04-16,17.53920664206642
2025-04-17,27.43311808118081
2025-04-18,29.68173431734317
2025-04-19,44.97232472324723
2025-04-20,39.12592250922509
2025-04-21,15.290590405904059
2025-04-22,13.49169741697417
2025-04-23,16.190036900369
2025-04-24,15.74031365313653
2025-04-25,15.74031365313653
2025-04-26,23.38560885608856
2025-04-27,16.639760147601475
2025-04-28,13.49169741697417
2025-04-29,15.290590405904059
2025-04-30,16.190036900369
2025-05-01,18.888376383763838
2025-05-02,14.840867158671585
2025-05-03,21.58671586715867
2025-05-04,26.083948339483396
2025-05-05,12.592250922509225
2025-05-06,13.49169741697417
2025-05-07,15.74031365313653
2025-05-08,17.98892988929889
2025-05-09,13.49169741697417
2025-05-10,18.438653136531364
2025-05-11,21.58671586715867
2025-05-12,12.142527675276753
2025-05-13,17.089483394833948
2025-05-14,15.290590405904059
2025-05-15,16.639760147601475
2025-05-16,20.687269372693727
2025-05-17,29.68173431734317
2025-05-18,32.380073800738
2025-05-19,11.69280442804428
2025-05-20,14.391143911439114
2025-05-21,19.78782287822878
2025-05-22,27.882841328413285
2025-05-23,12.592250922509225
2025-05-24,19.78782287822878
2025-05-25,17.98892988929889
2025-05-26,19.33809963099631
2025-05-27,12.592250922509225
2025-05-28,14.391143911439114
2025-05-29,13.941420664206642
2025-05-30,12.592250922509225
2025-05-31,23.38560885608856
2025-06-01,22.036439114391143
2025-06-02,10.793357933579335
2025-06-03,11.243081180811808
2025-06-04,14.391143911439114
2025-06-05,15.290590405904059
2025-06-06,15.290590405904059
2025-06-07,15.290590405904059
2025-06-08,17.089483394833948
2025-06-09,10.343634686346864
2025-06-10,10.793357933579335
2025-06-11,15.74031365313653
2025-06-12,20.237546125461254
2025-06-13,13.49169741697417
2025-06-14,24.285055350553506
2025-06-15,22.036439114391143
2025-06-16,11.69280442804428
2025-06-17,12.142527675276753
2025-06-18,15.290590405904059
2025-06-19,18.888376383763838
2025-06-20,13.041974169741698
2025-06-21,16.639760147601475
2025-06-22,15.74031365313653
2025-06-23,12.142527675276753
2025-06-24,13.941420664206642
2025-06-25,15.290590405904059
2025-06-26,13.49169741697417
2025-06-27,13.941420664206642
2025-06-28,28.332564575645755
2025-06-29,21.58671586715867
2025-06-30,13.041974169741698
2025-07-01,22.935885608856086
2025-07-02,17.98892988929889
2025-07-03,15.74031365313653
2025-07-04,15.290590405904059
2025-07-05,17.089483394833948
2025-07-06,19.33809963099631
2025-07-07,17.98892988929889
2025-07-08,15.290590405904059
2025-07-09,14.391143911439114
2025-07-10,14.391143911439114
2025-07-11,16.190036900369
2025-07-12,21.58671586715867
2025-07-13,29.68173431734317
2025-07-14,13.941420664206642
2025-07-15,10.343634686346864
2025-07-16,11.243081180811808
2025-07-17,10.343634686346864
2025-07-18,13.941420664206642
2025-07-19,24.734778597785976
2025-07-20,26.083948339483396
2025-07-21,22.935885608856086
2025-07-22,18.438653136531364
2025-07-23,17.53920664206642
2025-07-24,15.74031365313653
2025-07-25,13.941420664206642
2025-07-26,24.285055350553506
2025-07-27,30.581180811808117
2025-07-28,14.391143911439114
2025-07-29,17.98892988929889
2025-07-30,24.285055350553506
2025-07-31,26.083948339483396
2025-08-01,21.1369926199262
2025-08-02,30.131457564575644
2025-08-03,21.58671586715867
2025-08-04,15.290590405904059
2025-08-05,31.930350553505534
2025-08-06,42.2739852398524
2025-08-07,17.53920664206642
2025-08-08,18.888376383763838
2025-08-09,40.02536900369004
2025-08-10,39.12592250922509
2025-08-11,18.438653136531364
2025-08-12,25.634225092250922
2025-08-13,27.43311808118081
2025-08-14,15.290590405904059
2025-08-15,15.74031365313653
2025-08-16,26.083948339483396
2025-08-17,22.935885608856086
2025-08-18,17.089483394833948
2025-08-19,17.53920664206642
2025-08-20,15.74031365313653
2025-08-21,20.687269372693727
2025-08-22,14.391143911439114
2025-08-23,21.58671586715867
2025-08-24,25.634225092250922
2025-08-25,14.391143911439114
2025-08-26,16.190036900369
2025-08-27,16.639760147601475
2025-08-28,19.33809963099631
2025-08-29,13.041974169741698
2025-08-30,17.53920664206642
2025-08-31,26.083948339483396
2025-09-01,15.74031365313653
2025-09-02,19.78782287822878
2025-09-03,22.486162361623617
2025-09-04,12.592250922509225
2025-09-05,13.041974169741698
2025-09-06,31.03090405904059
2025-09-07,35.52813653136531
2025-09-08,13.49169741697417
2025-09-09,19.78782287822878
2025-09-10,30.581180811808117
2025-09-11,13.041974169741698
2025-09-12,13.941420664206642
2025-09-13,31.48062730627306
2025-09-14,28.332564575645755
2025-09-15,14.391143911439114
2025-09-16,21.58671586715867
2025-09-17,21.1369926199262
2025-09-18,17.53920664206642
2025-09-19,13.041974169741698
2025-09-20,23.38560885608856
2025-09-21,22.935885608856086
2025-09-22,11.69280442804428
2025-09-23,12.142527675276753
2025-09-24,15.74031365313653
2025-09-25,17.53920664206642
2025-09-26,13.49169741697417
2025-09-27,18.438653136531364
2025-09-28,24.285055350553506
2025-09-29,11.243081180811808
2025-09-30,11.69280442804428
2025-10-01,9.89391143911439
2025-10-02,10.343634686346864
2025-10-03,9.89391143911439
2025-10-04,11.243081180811808
2025-10-05,10.793357933579335
2025-10-06,9.444188191881919
2025-10-07,14.391143911439114
2025-10-08,21.58671586715867
2025-10-09,11.69280442804428
2025-10-10,13.49169741697417
2025-10-11,13.041974169741698
2025-10-12,17.98892988929889
2025-10-13,13.041974169741698
2025-10-14,11.243081180811808
2025-10-15,12.592250922509225
2025-10-16,10.793357933579335
2025-10-17,12.142527675276753
2025-10-18,12.142527675276753
2025-10-19,14.391143911439114
2025-10-20,11.243081180811808
2025-10-21,13.49169741697417
2025-10-22,8.994464944649446
2025-10-23,11.69280442804428
2025-10-24,13.941420664206642
2025-10-25,9.89391143911439
2025-10-26,10.343634686346864
2025-10-27,10.793357933579335
2025-10-28,8.994464944649446
2025-10-29,11.69280442804428
2025-10-30,8.994464944649446
2025-10-31,12.592250922509225
2025-11-01,11.243081180811808
2025-11-02,16.639760147601475
2025-11-03,8.994464944649446
2025-11-04,9.444188191881919
2025-11-05,11.69280442804428
2025-11-06,9.89391143911439
2025-11-07,10.343634686346864
2025-11-08,16.190036900369
2025-11-09,15.74031365313653
2025-11-10,9.444188191881919
2025-11-11,13.041974169741698
2025-11-12,9.444188191881919
2025-11-13,14.391143911439114
2025-11-14,8.544741697416974
2025-11-15,9.444188191881919
2025-11-16,13.941420664206642
2025-11-17,12.142527675276753
2025-11-18,8.994464944649446
2025-11-19,12.142527675276753
2025-11-20,9.444188191881919
2025-11-21,14.391143911439114
2025-11-22,10.793357933579335
2025-11-23,14.391143911439114
2025-11-24,10.793357933579335
2025-11-25,12.592250922509225
2025-11-26,9.89391143911439
2025-11-27,13.941420664206642
2025-11-28,13.941420664206642
2025-11-29,13.941420664206642
2025-11-30,9.444188191881919
2025-12-01,7.645295202952029
2025-12-02,8.994464944649446
2025-12-03,12.142527675276753
2025-12-04,8.994464944649446
2025-12-05,11.243081180811808
2025-12-06,15.74031365313653
2025-12-07,11.243081180811808
2025-12-08,11.69280442804428
2025-12-09,8.544741697416974
2025-12-10,10.343634686346864
2025-12-11,13.64160516605166
2025-12-12,8.469787822878228
2025-12-13,11.84271217712177
2025-12-14,15.140682656826568
2025-12-15,10.268680811808117
2025-12-16,12.592250922509225
2025-12-17,12.067573800738007
2025-12-18,9.219326568265682
2025-12-19,10.793357933579335
2025-12-20,13.866466789667896
2025-12-21,10.793357933579335
2025-12-22,11.54289667896679
2025-12-23,8.469787822878228
2025-12-24,12.592250922509225
2025-12-25,9.7440036900369
2025-12-26,8.994464944649446
2025-12-27,11.54289667896679
2025-12-28,12.592250922509225
2025-12-29,8.994464944649446
2025-12-30,12.067573800738007
2025-12-31,12.592250922509225
2026-01-01,9.519142066420663
2026-01-02,11.318035055350553
2026-01-03,22.86093173431734
2026-01-04,9.519142066420663
2026-01-05,9.519142066420663
2026-01-06,14.391143911439114
2026-01-07,9.219326568265682
2026-01-08,9.7440036900369
2026-01-09,13.116928044280442
2026-01-10,16.190036900369
2026-01-11,14.391143911439114
2026-01-12,9.59409594095941
2026-01-13,11.392988929889299
2026-01-14,8.994464944649446
2026-01-15,13.191881918819188
2026-01-16,10.193726937269373
2026-01-17,13.79151291512915
2026-01-18,9.59409594095941
2026-01-19,9.59409594095941
2026-01-20,10.793357933579335
2026-01-21,10.793357933579335
2026-01-22,10.193726937269373
2026-01-23,9.59409594095941
2026-01-24,12.592250922509225
2026-01-25,10.793357933579335
2026-01-26,11.392988929889299
2026-01-27,14.391143911439114
2026-01-28,10.793357933579335
2026-01-29,15.59040590405904
2026-01-30,13.191881918819188
2026-01-31,14.990774907749078
2026-02-01,11.99261992619926
2026-02-02,8.994464944649446
2026-02-03,8.994464944649446
2026-02-04,11.392988929889299
2026-02-05,10.793357933579335
2026-02-06,11.392988929889299
2026-02-07,9.59409594095941
2026-02-08,10.193726937269373
2026-02-09,8.394833948339484
2026-02-10,8.394833948339484
2026-02-11,10.193726937269373
2026-02-12,8.394833948339484
2026-02-13,8.994464944649446
2026-02-14,10.193726937269373
2026-02-15,10.193726937269373
2026-02-16,9.59409594095941
2026-02-17,8.394833948339484
2026-02-18,8.994464944649446
2026-02-19,8.994464944649446
2026-02-20,10.193726937269373
2026-02-21,11.392988929889299
2026-02-22,12.592250922509225
2026-02-23,10.193726937269373
2026-02-24,10.193726937269373
2026-02-25,9.59409594095941
2026-02-26,11.392988929889299
2026-02-27,13.79151291512915
2026-02-28,16.190036900369
2026-03-01,12.592250922509225
2026-03-02,11.392988929889299
2026-03-03,13.79151291512915
2026-03-04,10.193726937269373
2026-03-05,11.99261992619926
2026-03-06,17.38929889298893
2026-03-07,17.38929889298893
2026-03-08,16.190036900369
2026-03-09,12.592250922509225
2026-03-10,13.79151291512915
2026-03-11,11.392988929889299
2026-03-12,10.793357933579335
2026-03-13,13.191881918819188
2026-03-14,14.391143911439114
2026-03-15,14.990774907749078
2026-03-16,12.592250922509225
2026-03-17,11.99261992619926
2026-03-18,11.392988929889299
2026-03-19,13.79151291512915
2026-03-20,11.99261992619926
2026-03-21,12.592250922509225
2026-03-22,15.59040590405904
2026-03-23,12.592250922509225
2026-03-24,14.990774907749078
2026-03-25,13.191881918819188
2026-03-26,36.57749077490775
2026-03-27,19.18819188191882
2026-03-28,31.780442804428045
2026-03-29,33.579335793357934
2026-03-30,18.588560885608857
2026-03-31,23.98523985239852
2026-04-01,29.981549815498155
2026-04-02,14.391143911439114
2026-04-03,31.780442804428045
2026-04-04,30.581180811808117
2026-04-05,35.97785977859778
2026-04-06,18.588560885608857
2026-04-07,22.785977859778598
2026-04-08,33.579335793357934
2026-04-09,17.38929889298893
2026-04-10,14.391143911439114
2026-04-11,40.77490774907749
2026-04-12,59.96309963099631
2026-04-13,14.990774907749078
2026-04-14,20.987084870848708
2026-04-15,16.789667896678967
2026-04-16,25.78413284132841
2026-04-17,13.79151291512915
2026-04-18,26.383763837638377
2026-04-19,28.182656826568266
2026-04-20,12.592250922509225
2026-04-21,11.99261992619926
2026-04-22,17.98892988929889
2026-04-23,19.78782287822878
2026-04-24,19.18819188191882
2026-04-25,19.78782287822878
2026-04-26,26.383763837638377
2026-04-27,14.990774907749078
2026-04-28,26.98339483394834
2026-04-29,38.9760147601476
2026-04-30,12.592250922509225
2026-05-01,14.391143911439114
2026-05-02,20.387453874538746
2026-05-03,23.98523985239852
2026-05-04,17.38929889298893
2026-05-05,16.789667896678967
2026-05-06,23.98523985239852
2026-05-07,37.776752767527675
2026-05-08,13.191881918819188
2026-05-09,31.18081180811808
2026-05-10,34.178966789667896
2026-05-11,13.79151291512915
2026-05-12,16.190036900369
2026-05-13,14.990774907749078
2026-05-14,16.190036900369
2026-05-15,11.392988929889299
2026-05-16,21.58671586715867
2026-05-17,22.785977859778598
2026-05-18,11.99261992619926
2026-05-19,14.990774907749078
2026-05-20,18.588560885608857
2026-05-21,10.793357933579335
2026-05-22,10.793357933579335
2026-05-23,19.18819188191882
2026-05-24,24.584870848708487
2026-05-25,23.38560885608856
2026-05-26,19.18819188191882
2026-05-27,20.987084870848708
2026-05-28,22.785977859778598
2026-05-29,19.18819188191882
2026-05-30,24.584870848708487
2026-05-31,20.387453874538746
