Time,jenna_ortega
2024-09-30,40.45336360640129
2024-10-01,36.40802724576116
2024-10-02,40.45336360640129
2024-10-03,42.47603178672136
2024-10-04,40.45336360640129
2024-10-05,48.54403632768155
2024-10-06,50.566704508001614
2024-10-07,44.49869996704142
2024-10-08,36.40802724576116
2024-10-09,42.47603178672136
2024-10-10,52.58937268832168
2024-10-11,44.49869996704142
2024-10-12,66.74804995056213
2024-10-13,76.86139085216246
2024-10-14,60.68004540960194
2024-10-15,52.58937268832168
2024-10-16,44.49869996704142
2024-10-17,46.521368147361486
2024-10-18,46.521368147361486
2024-10-19,62.702713589922
2024-10-20,64.72538177024207
2024-10-21,52.58937268832168
2024-10-22,42.47603178672136
2024-10-23,42.47603178672136
2024-10-24,42.47603178672136
2024-10-25,54.61204086864174
2024-10-26,62.702713589922
2024-10-27,60.68004540960194
2024-10-28,58.65737722928187
2024-10-29,46.521368147361486
2024-10-30,66.74804995056213
2024-10-31,82.92939539312265
2024-11-01,66.74804995056213
2024-11-02,62.702713589922
2024-11-03,52.58937268832168
2024-11-04,38.43069542608123
2024-11-05,30.34002270480097
2024-11-06,26.29468634416084
2024-11-07,32.36269088512103
2024-11-08,30.34002270480097
2024-11-09,36.40802724576116
2024-11-10,38.43069542608123
2024-11-11,32.36269088512103
2024-11-12,28.317354524480905
2024-11-13,24.272018163840777
2024-11-14,32.36269088512103
2024-11-15,26.29468634416084
2024-11-16,26.29468634416084
2024-11-17,40.45336360640129
2024-11-18,32.36269088512103
2024-11-19,26.29468634416084
2024-11-20,24.272018163840777
2024-11-21,22.24934998352071
2024-11-22,22.24934998352071
2024-11-23,30.34002270480097
2024-11-24,28.317354524480905
2024-11-25,28.317354524480905
2024-11-26,24.272018163840777
2024-11-27,28.317354524480905
2024-11-28,34.3853590654411
2024-11-29,24.272018163840777
2024-11-30,30.34002270480097
2024-12-01,34.3853590654411
2024-12-02,20.226681803200645
2024-12-03,24.272018163840777
2024-12-04,26.29468634416084
2024-12-05,20.226681803200645
2024-12-06,26.29468634416084
2024-12-07,42.47603178672136
2024-12-08,48.54403632768155
2024-12-09,30.34002270480097
2024-12-10,28.317354524480905
2024-12-11,28.317354524480905
2024-12-12,28.317354524480905
2024-12-13,24.272018163840777
2024-12-14,34.3853590654411
2024-12-15,40.45336360640129
2024-12-16,30.34002270480097
2024-12-17,24.272018163840777
2024-12-18,32.36269088512103
2024-12-19,32.36269088512103
2024-12-20,32.36269088512103
2024-12-21,32.36269088512103
2024-12-22,34.3853590654411
2024-12-23,30.34002270480097
2024-12-24,32.36269088512103
2024-12-25,32.36269088512103
2024-12-26,32.36269088512103
2024-12-27,32.36269088512103
2024-12-28,32.36269088512103
2024-12-29,36.40802724576116
2024-12-30,32.36269088512103
2024-12-31,30.34002270480097
2025-01-01,34.3853590654411
2025-01-02,32.36269088512103
2025-01-03,30.34002270480097
2025-01-04,34.3853590654411
2025-01-05,36.40802724576116
2025-01-06,30.34002270480097
2025-01-07,22.24934998352071
2025-01-08,24.272018163840777
2025-01-09,24.272018163840777
2025-01-10,22.24934998352071
2025-01-11,26.29468634416084
2025-01-12,32.36269088512103
2025-01-13,24.272018163840777
2025-01-14,22.24934998352071
2025-01-15,20.226681803200645
2025-01-16,24.272018163840777
2025-01-17,26.29468634416084
2025-01-18,28.317354524480905
2025-01-19,28.317354524480905
2025-01-20,28.317354524480905
2025-01-21,26.29468634416084
2025-01-22,22.24934998352071
2025-01-23,22.24934998352071
2025-01-24,24.272018163840777
2025-01-25,34.3853590654411
2025-01-26,38.43069542608123
2025-01-27,28.317354524480905
2025-01-28,28.317354524480905
2025-01-29,24.272018163840777
2025-01-30,22.24934998352071
2025-01-31,26.29468634416084
2025-02-01,30.34002270480097
2025-02-02,34.3853590654411
2025-02-03,30.34002270480097
2025-02-04,28.317354524480905
2025-02-05,26.29468634416084
2025-02-06,26.29468634416084
2025-02-07,28.317354524480905
2025-02-08,28.317354524480905
2025-02-09,30.34002270480097
2025-02-10,24.272018163840777
2025-02-11,24.272018163840777
2025-02-12,22.24934998352071
2025-02-13,26.29468634416084
2025-02-14,26.29468634416084
2025-02-15,28.317354524480905
2025-02-16,30.34002270480097
2025-02-17,56.63470904896181
2025-02-18,46.521368147361486
2025-02-19,34.3853590654411
2025-02-20,26.29468634416084
2025-02-21,26.29468634416084
2025-02-22,32.36269088512103
2025-02-23,32.36269088512103
2025-02-24,24.272018163840777
2025-02-25,26.29468634416084
2025-02-26,24.272018163840777
2025-02-27,20.226681803200645
2025-02-28,20.226681803200645
2025-03-01,22.24934998352071
2025-03-02,30.34002270480097
2025-03-03,32.36269088512103
2025-03-04,34.3853590654411
2025-03-05,30.34002270480097
2025-03-06,22.24934998352071
2025-03-07,24.272018163840777
2025-03-08,26.29468634416084
2025-03-09,30.34002270480097
2025-03-10,20.226681803200645
2025-03-11,22.24934998352071
2025-03-12,20.226681803200645
2025-03-13,22.24934998352071
2025-03-14,24.272018163840777
2025-03-15,38.43069542608123
2025-03-16,42.47603178672136
2025-03-17,30.34002270480097
2025-03-18,26.29468634416084
2025-03-19,26.29468634416084
2025-03-20,22.24934998352071
2025-03-21,24.272018163840777
2025-03-22,30.34002270480097
2025-03-23,28.317354524480905
2025-03-24,24.272018163840777
2025-03-25,22.24934998352071
2025-03-26,36.40802724576116
2025-03-27,34.3853590654411
2025-03-28,32.36269088512103
2025-03-29,36.40802724576116
2025-03-30,36.40802724576116
2025-03-31,26.29468634416084
2025-04-01,26.29468634416084
2025-04-02,24.272018163840777
2025-04-03,26.29468634416084
2025-04-04,26.29468634416084
2025-04-05,34.3853590654411
2025-04-06,40.45336360640129
2025-04-07,62.702713589922
2025-04-08,34.3853590654411
2025-04-09,28.317354524480905
2025-04-10,26.29468634416084
2025-04-11,26.29468634416084
2025-04-12,28.317354524480905
2025-04-13,30.34002270480097
2025-04-14,24.272018163840777
2025-04-15,23.825685080267522
2025-04-16,23.825685080267522
2025-04-17,21.645383390272777
2025-04-18,26.00598677026227
2025-04-19,28.18628846025701
2025-04-20,42.27943269038552
2025-04-21,28.18628846025701
2025-04-22,24.994652680102234
2025-04-23,28.18628846025701
2025-04-24,30.36659015025176
2025-04-25,32.5468918402465
2025-04-26,37.91882931039603
2025-04-27,44.45973438038026
2025-04-28,34.72719353024125
2025-04-29,36.907495220235994
2025-04-30,46.64003607037501
2025-05-01,41.268098600225485
2025-05-02,33.558225930406536
2025-05-03,46.64003607037501
2025-05-04,46.64003607037501
2025-05-05,40.09913100039077
2025-05-06,84.55886538077104
2025-05-07,66.10511777065304
2025-05-08,46.64003607037501
2025-05-09,52.01197354052454
2025-05-10,51.0006394503645
2025-05-11,46.64003607037501
2025-05-12,39.087796910230736
2025-05-13,32.5468918402465
2025-05-14,53.18094114035925
2025-05-15,63.12425039107452
2025-05-16,67.80012079041337
2025-05-17,67.80012079041337
2025-05-18,63.12425039107452
2025-05-19,44.420768793719105
2025-05-20,39.74489839438025
2025-05-21,35.0690279950414
2025-05-22,35.0690279950414
2025-05-23,28.05522239603312
2025-05-24,35.0690279950414
2025-05-25,37.406963194710826
2025-05-26,37.406963194710826
2025-05-27,30.393157595702547
2025-05-28,32.73109279537197
2025-05-29,39.74489839438025
2025-05-30,35.0690279950414
2025-05-31,37.406963194710826
2025-06-01,46.758703993388536
2025-06-02,32.73109279537197
2025-06-03,37.406963194710826
2025-06-04,28.05522239603312
2025-06-05,28.05522239603312
2025-06-06,25.717287196363692
2025-06-07,28.05522239603312
2025-06-08,32.73109279537197
2025-06-09,25.717287196363692
2025-06-10,23.379351996694268
2025-06-11,28.05522239603312
2025-06-12,23.379351996694268
2025-06-13,23.379351996694268
2025-06-14,28.05522239603312
2025-06-15,32.73109279537197
2025-06-16,30.393157595702547
2025-06-17,25.717287196363692
2025-06-18,30.393157595702547
2025-06-19,32.73109279537197
2025-06-20,30.393157595702547
2025-06-21,35.0690279950414
2025-06-22,51.434574392727384
2025-06-23,35.0690279950414
2025-06-24,32.73109279537197
2025-06-25,30.393157595702547
2025-06-26,28.05522239603312
2025-06-27,39.74489839438025
2025-06-28,32.73109279537197
2025-06-29,30.393157595702547
2025-06-30,28.05522239603312
2025-07-01,21.04141679702484
2025-07-02,25.717287196363692
2025-07-03,25.717287196363692
2025-07-04,25.717287196363692
2025-07-05,28.05522239603312
2025-07-06,28.05522239603312
2025-07-07,32.73109279537197
2025-07-08,23.379351996694268
2025-07-09,25.717287196363692
2025-07-10,28.05522239603312
2025-07-11,35.0690279950414
2025-07-12,28.05522239603312
2025-07-13,30.393157595702547
2025-07-14,23.379351996694268
2025-07-15,25.717287196363692
2025-07-16,23.379351996694268
2025-07-17,25.717287196363692
2025-07-18,25.717287196363692
2025-07-19,30.393157595702547
2025-07-20,30.393157595702547
2025-07-21,28.05522239603312
2025-07-22,23.379351996694268
2025-07-23,28.05522239603312
2025-07-24,30.393157595702547
2025-07-25,35.0690279950414
2025-07-26,42.08283359404968
2025-07-27,51.434574392727384
2025-07-28,35.0690279950414
2025-07-29,39.74489839438025
2025-07-30,44.420768793719105
2025-07-31,88.84153758743821
2025-08-01,109.88295438446305
2025-08-02,130.92437118148788
2025-08-03,109.88295438446305
2025-08-04,100.53121358578535
2025-08-05,123.9105655824796
2025-08-06,156.6416583778516
2025-08-07,194.0486215725624
2025-08-08,198.72449197190127
2025-08-09,215.09003836958726
2025-08-10,233.79351996694265
2025-08-11,163.65546397685986
2025-08-12,137.93817678049618
2025-08-13,114.55882478380191
2025-08-14,109.88295438446305
2025-08-15,116.89675998347133
2025-08-16,128.58643598181845
2025-08-17,130.92437118148788
2025-08-18,133.26230638115732
2025-08-19,98.19327838611592
2025-08-20,77.15186158909108
2025-08-21,72.47599118975222
2025-08-22,74.81392638942165
2025-08-23,77.15186158909108
2025-08-24,84.16566718809936
2025-08-25,56.11044479206624
2025-08-26,46.758703993388536
2025-08-27,46.758703993388536
2025-08-28,53.772509592396815
2025-08-29,58.44837999173566
2025-08-30,74.81392638942165
2025-08-31,74.81392638942165
2025-09-01,72.47599118975222
2025-09-02,46.758703993388536
2025-09-03,60.786315191405095
2025-09-04,88.84153758743821
2025-09-05,88.84153758743821
2025-09-06,116.89675998347133
2025-09-07,130.92437118148788
2025-09-08,86.50360238776878
2025-09-09,77.15186158909108
2025-09-10,63.12425039107452
2025-09-11,53.772509592396815
2025-09-12,56.11044479206624
2025-09-13,65.46218559074394
2025-09-14,74.81392638942165
2025-09-15,158.979593577521
2025-09-16,86.50360238776878
2025-09-17,60.786315191405095
2025-09-18,51.434574392727384
2025-09-19,46.758703993388536
2025-09-20,56.11044479206624
2025-09-21,58.44837999173566
2025-09-22,46.758703993388536
2025-09-23,39.74489839438025
2025-09-24,39.74489839438025
2025-09-25,39.74489839438025
2025-09-26,44.420768793719105
2025-09-27,63.12425039107452
2025-09-28,67.80012079041337
2025-09-29,44.420768793719105
2025-09-30,35.0690279950414
2025-10-01,35.0690279950414
2025-10-02,39.74489839438025
2025-10-03,44.420768793719105
2025-10-04,51.434574392727384
2025-10-05,51.434574392727384
2025-10-06,37.406963194710826
2025-10-07,37.406963194710826
2025-10-08,44.420768793719105
2025-10-09,39.74489839438025
2025-10-10,37.406963194710826
2025-10-11,44.420768793719105
2025-10-12,46.758703993388536
2025-10-13,44.420768793719105
2025-10-14,37.406963194710826
2025-10-15,35.0690279950414
2025-10-16,35.0690279950414
2025-10-17,32.73109279537197
2025-10-18,39.74489839438025
2025-10-19,44.420768793719105
2025-10-20,37.406963194710826
2025-10-21,32.73109279537197
2025-10-22,30.393157595702547
2025-10-23,30.393157595702547
2025-10-24,32.73109279537197
2025-10-25,44.420768793719105
2025-10-26,65.46218559074394
2025-10-27,32.73109279537197
2025-10-28,32.73109279537197
2025-10-29,35.0690279950414
2025-10-30,37.406963194710826
2025-10-31,44.420768793719105
2025-11-01,46.758703993388536
2025-11-02,35.0690279950414
2025-11-03,28.05522239603312
2025-11-04,23.379351996694268
2025-11-05,23.379351996694268
2025-11-06,21.04141679702484
2025-11-07,25.717287196363692
2025-11-08,25.717287196363692
2025-11-09,30.393157595702547
2025-11-10,25.717287196363692
2025-11-11,28.05522239603312
2025-11-12,25.717287196363692
2025-11-13,21.04141679702484
2025-11-14,28.05522239603312
2025-11-15,30.393157595702547
2025-11-16,30.393157595702547
2025-11-17,25.717287196363692
2025-11-18,23.379351996694268
2025-11-19,25.717287196363692
2025-11-20,25.717287196363692
2025-11-21,25.717287196363692
2025-11-22,28.05522239603312
2025-11-23,23.379351996694268
2025-11-24,25.717287196363692
2025-11-25,23.379351996694268
2025-11-26,28.05522239603312
2025-11-27,25.717287196363692
2025-11-28,25.717287196363692
2025-11-29,30.393157595702547
2025-11-30,35.0690279950414
2025-12-01,23.379351996694268
2025-12-02,21.04141679702484
2025-12-03,21.04141679702484
2025-12-04,18.703481597355413
2025-12-05,18.703481597355413
2025-12-06,25.717287196363692
2025-12-07,23.379351996694268
2025-12-08,21.04141679702484
2025-12-09,21.04141679702484
2025-12-10,18.703481597355413
2025-12-11,25.327631329752123
2025-12-12,20.651760930413268
2025-12-13,23.379351996694268
2025-12-14,23.769007863305838
2025-12-15,16.75520226429756
2025-12-16,20.651760930413268
2025-12-17,21.04141679702484
2025-12-18,25.327631329752123
2025-12-19,23.379351996694268
2025-12-20,23.769007863305838
2025-12-21,27.66556652942155
2025-12-22,23.379351996694268
2025-12-23,21.431072663636414
2025-12-24,23.379351996694268
2025-12-25,23.379351996694268
2025-12-26,23.769007863305838
2025-12-27,30.003501729090978
2025-12-28,27.275910662809977
2025-12-29,23.379351996694268
2025-12-30,23.769007863305838
2025-12-31,25.717287196363692
2026-01-01,23.769007863305838
2026-01-02,25.327631329752123
2026-01-03,27.275910662809977
2026-01-04,24.937975463140553
2026-01-05,21.04141679702484
2026-01-06,19.093137463966983
2026-01-07,21.04141679702484
2026-01-08,21.04141679702484
2026-01-09,18.703481597355413
2026-01-10,22.600040263471126
2026-01-11,23.379351996694268
2026-01-12,44.42076879371911
2026-01-13,28.834534129256266
2026-01-14,24.15866372991741
2026-01-15,19.482793330578556
2026-01-16,21.04141679702484
2026-01-17,22.600040263471126
2026-01-18,24.15866372991741
2026-01-19,23.379351996694268
2026-01-20,20.262105063801698
2026-01-21,18.703481597355413
2026-01-22,17.14485813090913
2026-01-23,16.36554639768599
2026-01-24,24.937975463140553
2026-01-25,24.15866372991741
2026-01-26,27.27591066280998
2026-01-27,24.15866372991741
2026-01-28,22.600040263471126
2026-01-29,21.820728530247983
2026-01-30,19.482793330578556
2026-01-31,24.937975463140553
2026-02-01,26.49659892958684
2026-02-02,22.600040263471126
2026-02-03,19.482793330578556
2026-02-04,18.703481597355413
2026-02-05,18.703481597355413
2026-02-06,16.36554639768599
2026-02-07,25.717287196363696
2026-02-08,21.04141679702484
2026-02-09,17.924169864132274
2026-02-10,17.14485813090913
2026-02-11,17.924169864132274
2026-02-12,15.586234664462847
2026-02-13,17.924169864132274
2026-02-14,20.262105063801698
2026-02-15,24.15866372991741
2026-02-16,22.600040263471126
2026-02-17,19.482793330578556
2026-02-18,17.924169864132274
2026-02-19,17.14485813090913
2026-02-20,20.262105063801698
2026-02-21,22.600040263471126
2026-02-22,28.055222396033123
2026-02-23,24.15866372991741
2026-02-24,23.379351996694268
2026-02-25,20.262105063801698
2026-02-26,25.717287196363696
2026-02-27,29.61384586247941
2026-02-28,34.28971626181826
2026-03-01,33.51040452859512
2026-03-02,52.21388612595053
2026-03-03,34.28971626181826
2026-03-04,28.055222396033123
2026-03-05,26.49659892958684
2026-03-06,20.262105063801698
2026-03-07,25.717287196363696
2026-03-08,30.39315759570255
2026-03-09,21.820728530247983
2026-03-10,20.262105063801698
2026-03-11,19.482793330578556
2026-03-12,19.482793330578556
2026-03-13,20.262105063801698
2026-03-14,22.600040263471126
2026-03-15,26.49659892958684
2026-03-16,19.482793330578556
2026-03-17,18.703481597355413
2026-03-18,21.04141679702484
2026-03-19,17.924169864132274
2026-03-20,20.262105063801698
2026-03-21,21.820728530247983
2026-03-22,25.717287196363696
2026-03-23,17.924169864132274
2026-03-24,18.703481597355413
2026-03-25,15.586234664462847
2026-03-26,16.36554639768599
2026-03-27,16.36554639768599
2026-03-28,17.14485813090913
2026-03-29,19.482793330578556
2026-03-30,17.14485813090913
2026-03-31,17.924169864132274
2026-04-01,15.586234664462847
2026-04-02,19.482793330578556
2026-04-03,26.49659892958684
2026-04-04,77.93117332231422
2026-04-05,37.406963194710826
2026-04-06,24.15866372991741
2026-04-07,21.820728530247983
2026-04-08,21.820728530247983
2026-04-09,28.055222396033123
2026-04-10,22.600040263471126
2026-04-11,25.717287196363696
2026-04-12,24.15866372991741
2026-04-13,19.482793330578556
2026-04-14,20.262105063801698
2026-04-15,18.703481597355413
2026-04-16,17.924169864132274
2026-04-17,21.04141679702484
2026-04-18,20.262105063801698
2026-04-19,21.820728530247983
2026-04-20,17.14485813090913
2026-04-21,17.14485813090913
2026-04-22,18.703481597355413
2026-04-23,18.703481597355413
2026-04-24,15.586234664462847
2026-04-25,17.14485813090913
2026-04-26,21.820728530247983
2026-04-27,17.924169864132274
2026-04-28,17.14485813090913
2026-04-29,17.14485813090913
2026-04-30,20.262105063801698
2026-05-01,18.703481597355413
2026-05-02,19.482793330578556
2026-05-03,23.379351996694268
2026-05-04,17.924169864132274
2026-05-05,18.703481597355413
2026-05-06,17.14485813090913
2026-05-07,15.586234664462847
2026-05-08,14.806922931239704
2026-05-09,17.924169864132274
2026-05-10,26.49659892958684
2026-05-11,21.04141679702484
2026-05-12,15.586234664462847
2026-05-13,14.806922931239704
2026-05-14,15.586234664462847
2026-05-15,12.468987731570277
2026-05-16,15.586234664462847
2026-05-17,19.482793330578556
2026-05-18,17.924169864132274
2026-05-19,17.14485813090913
2026-05-20,17.924169864132274
2026-05-21,17.14485813090913
2026-05-22,15.586234664462847
2026-05-23,21.04141679702484
2026-05-24,19.482793330578556
2026-05-25,20.262105063801698
2026-05-26,18.703481597355413
2026-05-27,16.36554639768599
2026-05-28,16.36554639768599
2026-05-29,16.36554639768599
2026-05-30,19.482793330578556
2026-05-31,22.600040263471126
