Time,sports
2024-11-27,44.846822832267414
2024-11-28,51.032591498787056
2024-11-29,65.72379208177121
2024-11-30,64.95057099845626
2024-12-01,57.99158124862166
2024-12-02,47.93970716552724
2024-12-03,46.39326499889732
2024-12-04,46.39326499889732
2024-12-05,44.07360174895246
2024-12-06,45.62004391558237
2024-12-07,55.67191799867679
2024-12-08,63.40412883182635
2024-12-09,45.62004391558237
2024-12-10,46.39326499889732
2024-12-11,44.07360174895246
2024-12-12,44.846822832267414
2024-12-13,44.07360174895246
2024-12-14,58.764802331936615
2024-12-15,61.08446558188148
2024-12-16,47.93970716552724
2024-12-17,48.71292824884219
2024-12-18,47.93970716552724
2024-12-19,44.846822832267414
2024-12-20,47.16648608221228
2024-12-21,65.72379208177121
2024-12-22,60.31124449856652
2024-12-23,47.16648608221228
2024-12-24,49.48614933215715
2024-12-25,43.300380665637505
2024-12-26,46.39326499889732
2024-12-27,47.16648608221228
2024-12-28,53.35225474873192
2024-12-29,52.57903366541697
2024-12-30,45.62004391558237
2024-12-31,48.71292824884219
2025-01-01,50.259370415472105
2025-01-02,47.93970716552724
2025-01-03,46.39326499889732
2025-01-04,55.67191799867679
2025-01-05,54.89869691536183
2025-01-06,48.71292824884219
2025-01-07,45.62004391558237
2025-01-08,44.07360174895246
2025-01-09,43.300380665637505
2025-01-10,47.16648608221228
2025-01-11,56.44513908199175
2025-01-12,57.2183601653067
2025-01-13,46.39326499889732
2025-01-14,44.846822832267414
2025-01-15,44.846822832267414
2025-01-16,45.62004391558237
2025-01-17,47.93970716552724
2025-01-18,57.2183601653067
2025-01-19,60.31124449856652
2025-01-20,45.62004391558237
2025-01-21,43.300380665637505
2025-01-22,40.98071741569264
2025-01-23,45.62004391558237
2025-01-24,44.07360174895246
2025-01-25,53.35225474873192
2025-01-26,64.95057099845626
2025-01-27,47.16648608221228
2025-01-28,43.300380665637505
2025-01-29,44.846822832267414
2025-01-30,40.20749633237768
2025-01-31,43.300380665637505
2025-02-01,49.48614933215715
2025-02-02,51.032591498787056
2025-02-03,41.753938499007596
2025-02-04,44.07360174895246
2025-02-05,49.48614933215715
2025-02-06,47.93970716552724
2025-02-07,46.39326499889732
2025-02-08,58.764802331936615
2025-02-09,68.81667641503104
2025-02-10,56.44513908199175
2025-02-11,44.07360174895246
2025-02-12,44.07360174895246
2025-02-13,43.300380665637505
2025-02-14,42.52715958232255
2025-02-15,50.259370415472105
2025-02-16,49.48614933215715
2025-02-17,41.753938499007596
2025-02-18,42.52715958232255
2025-02-19,41.753938499007596
2025-02-20,44.07360174895246
2025-02-21,47.93970716552724
2025-02-22,53.35225474873192
2025-02-23,53.35225474873192
2025-02-24,47.16648608221228
2025-02-25,45.62004391558237
2025-02-26,48.71292824884219
2025-02-27,47.93970716552724
2025-02-28,47.93970716552724
2025-03-01,57.2183601653067
2025-03-02,54.12547583204688
2025-03-03,46.39326499889732
2025-03-04,47.93970716552724
2025-03-05,45.62004391558237
2025-03-06,45.62004391558237
2025-03-07,47.16648608221228
2025-03-08,54.89869691536183
2025-03-09,54.89869691536183
2025-03-10,45.62004391558237
2025-03-11,45.62004391558237
2025-03-12,45.62004391558237
2025-03-13,47.93970716552724
2025-03-14,47.16648608221228
2025-03-15,55.67191799867679
2025-03-16,52.57903366541697
2025-03-17,47.93970716552724
2025-03-18,47.93970716552724
2025-03-19,47.93970716552724
2025-03-20,64.1773499151413
2025-03-21,56.44513908199175
2025-03-22,57.2183601653067
2025-03-23,55.67191799867679
2025-03-24,46.39326499889732
2025-03-25,45.62004391558237
2025-03-26,47.16648608221228
2025-03-27,51.032591498787056
2025-03-28,54.12547583204688
2025-03-29,61.85768666519643
2025-03-30,56.44513908199175
2025-03-31,47.16648608221228
2025-04-01,44.07360174895246
2025-04-02,45.62004391558237
2025-04-03,46.39326499889732
2025-04-04,45.62004391558237
2025-04-05,54.89869691536183
2025-04-06,54.12547583204688
2025-04-07,44.07360174895246
2025-04-08,47.16648608221228
2025-04-09,44.07360174895246
2025-04-10,43.300380665637505
2025-04-11,43.300380665637505
2025-04-12,51.032591498787056
2025-04-13,49.48614933215715
2025-04-14,42.52715958232255
2025-04-15,44.07360174895246
2025-04-16,44.846822832267414
2025-04-17,43.300380665637505
2025-04-18,42.52715958232255
2025-04-19,49.48614933215715
2025-04-20,45.62004391558237
2025-04-21,41.753938499007596
2025-04-22,44.846822832267414
2025-04-23,46.39326499889732
2025-04-24,44.07360174895246
2025-04-25,47.16648608221228
2025-04-26,54.89869691536183
2025-04-27,50.259370415472105
2025-04-28,44.846822832267414
2025-04-29,48.71292824884219
2025-04-30,46.39326499889732
2025-05-01,46.39326499889732
2025-05-02,45.62004391558237
2025-05-03,55.67191799867679
2025-05-04,51.805812582102014
2025-05-05,46.39326499889732
2025-05-06,47.16648608221228
2025-05-07,43.300380665637505
2025-05-08,44.846822832267414
2025-05-09,43.300380665637505
2025-05-10,49.48614933215715
2025-05-11,47.16648608221228
2025-05-12,44.07360174895246
2025-05-13,47.16648608221228
2025-05-14,46.39326499889732
2025-05-15,45.62004391558237
2025-05-16,46.39326499889732
2025-05-17,51.805812582102014
2025-05-18,48.71292824884219
2025-05-19,44.07360174895246
2025-05-20,44.07360174895246
2025-05-21,46.39326499889732
2025-05-22,44.846822832267414
2025-05-23,43.300380665637505
2025-05-24,49.48614933215715
2025-05-25,46.39326499889732
2025-05-26,43.300380665637505
2025-05-27,43.300380665637505
2025-05-28,42.52715958232255
2025-05-29,42.52715958232255
2025-05-30,47.93970716552724
2025-05-31,50.259370415472105
2025-06-01,50.259370415472105
2025-06-02,44.07360174895246
2025-06-03,45.62004391558237
2025-06-04,42.52715958232255
2025-06-05,46.39326499889732
2025-06-06,47.16648608221228
2025-06-07,49.48614933215715
2025-06-08,52.57903366541697
2025-06-09,44.846822832267414
2025-06-10,42.52715958232255
2025-06-11,43.300380665637505
2025-06-12,43.300380665637505
2025-06-13,44.07360174895246
2025-06-14,51.032591498787056
2025-06-15,46.39326499889732
2025-06-16,42.52715958232255
2025-06-17,43.300380665637505
2025-06-18,40.98071741569264
2025-06-19,40.98071741569264
2025-06-20,41.753938499007596
2025-06-21,45.62004391558237
2025-06-22,42.52715958232255
2025-06-23,43.300380665637505
2025-06-24,40.98071741569264
2025-06-25,44.07360174895246
2025-06-26,43.300380665637505
2025-06-27,42.52715958232255
2025-06-28,45.62004391558237
2025-06-29,45.62004391558237
2025-06-30,39.43427524906273
2025-07-01,41.753938499007596
2025-07-02,44.846822832267414
2025-07-03,42.52715958232255
2025-07-04,42.52715958232255
2025-07-05,44.07360174895246
2025-07-06,46.39326499889732
2025-07-07,44.846822832267414
2025-07-08,43.300380665637505
2025-07-09,44.07360174895246
2025-07-10,43.300380665637505
2025-07-11,44.07360174895246
2025-07-12,46.39326499889732
2025-07-13,47.93970716552724
2025-07-14,43.300380665637505
2025-07-15,40.98071741569264
2025-07-16,44.846822832267414
2025-07-17,47.16648608221228
2025-07-18,44.07360174895246
2025-07-19,54.12547583204688
2025-07-20,54.89869691536183
2025-07-21,47.93970716552724
2025-07-22,45.62004391558237
2025-07-23,46.39326499889732
2025-07-24,44.07360174895246
2025-07-25,47.93970716552724
2025-07-26,51.032591498787056
2025-07-27,51.032591498787056
2025-07-28,45.62004391558237
2025-07-29,48.71292824884219
2025-07-30,55.67191799867679
2025-07-31,57.2183601653067
2025-08-01,50.259370415472105
2025-08-02,51.032591498787056
2025-08-03,51.032591498787056
2025-08-04,45.62004391558237
2025-08-05,48.71292824884219
2025-08-06,48.71292824884219
2025-08-07,48.71292824884219
2025-08-08,48.71292824884219
2025-08-09,55.67191799867679
2025-08-10,58.764802331936615
2025-08-11,48.71292824884219
2025-08-12,47.16648608221228
2025-08-13,47.16648608221228
2025-08-14,47.16648608221228
2025-08-15,48.71292824884219
2025-08-16,54.89869691536183
2025-08-17,54.12547583204688
2025-08-18,47.16648608221228
2025-08-19,46.39326499889732
2025-08-20,45.62004391558237
2025-08-21,45.62004391558237
2025-08-22,47.16648608221228
2025-08-23,57.99158124862166
2025-08-24,54.12547583204688
2025-08-25,47.93970716552724
2025-08-26,47.16648608221228
2025-08-27,47.93970716552724
2025-08-28,48.71292824884219
2025-08-29,52.57903366541697
2025-08-30,75.00244508155068
2025-08-31,60.31124449856652
2025-09-01,54.12547583204688
2025-09-02,51.032591498787056
2025-09-03,51.805812582102014
2025-09-04,52.57903366541697
2025-09-05,61.08446558188148
2025-09-06,71.90956074829086
2025-09-07,75.00244508155068
2025-09-08,52.57903366541697
2025-09-09,48.71292824884219
2025-09-10,44.846822832267414
2025-09-11,43.300380665637505
2025-09-12,48.71292824884219
2025-09-13,65.72379208177121
2025-09-14,77.32210833149554
2025-09-15,47.93970716552724
2025-09-16,46.39326499889732
2025-09-17,46.39326499889732
2025-09-18,46.39326499889732
2025-09-19,50.259370415472105
2025-09-20,64.95057099845626
2025-09-21,62.63090774851139
2025-09-22,49.48614933215715
2025-09-23,47.16648608221228
2025-09-24,45.62004391558237
2025-09-25,46.39326499889732
2025-09-26,51.032591498787056
2025-09-27,68.04345533171607
2025-09-28,68.81667641503104
2025-09-29,50.259370415472105
2025-09-30,50.259370415472105
2025-10-01,46.39326499889732
2025-10-02,47.93970716552724
2025-10-03,51.032591498787056
2025-10-04,62.63090774851139
2025-10-05,61.85768666519643
2025-10-06,44.846822832267414
2025-10-07,48.71292824884219
2025-10-08,50.259370415472105
2025-10-09,51.032591498787056
2025-10-10,51.032591498787056
2025-10-11,61.85768666519643
2025-10-12,60.31124449856652
2025-10-13,51.032591498787056
2025-10-14,47.16648608221228
2025-10-15,44.846822832267414
2025-10-16,47.16648608221228
2025-10-17,49.48614933215715
2025-10-18,62.63090774851139
2025-10-19,61.08446558188148
2025-10-20,49.48614933215715
2025-10-21,51.805812582102014
2025-10-22,47.93970716552724
2025-10-23,50.259370415472105
2025-10-24,51.805812582102014
2025-10-25,62.63090774851139
2025-10-26,61.08446558188148
2025-10-27,50.259370415472105
2025-10-28,49.48614933215715
2025-10-29,47.16648608221228
2025-10-30,47.93970716552724
2025-10-31,50.259370415472105
2025-11-01,68.81667641503104
2025-11-02,69.58989749834599
2025-11-03,50.259370415472105
2025-11-04,48.71292824884219
2025-11-05,46.39326499889732
2025-11-06,47.93970716552724
2025-11-07,50.259370415472105
2025-11-08,65.72379208177121
2025-11-09,61.08446558188148
2025-11-10,47.93970716552724
2025-11-11,52.57903366541697
2025-11-12,47.16648608221228
2025-11-13,50.259370415472105
2025-11-14,51.032591498787056
2025-11-15,64.1773499151413
2025-11-16,67.27023424840112
2025-11-17,49.48614933215715
2025-11-18,47.16648608221228
2025-11-19,47.93970716552724
2025-11-20,52.57903366541697
2025-11-21,53.35225474873192
2025-11-22,64.95057099845626
2025-11-23,63.40412883182635
2025-11-24,50.259370415472105
2025-11-25,51.805812582102014
2025-11-26,53.35225474873192
2025-11-27,56.44513908199175
2025-11-28,72.68278183160581
2025-11-29,70.36311858166094
2025-11-30,64.95057099845626
2025-12-01,53.35225474873192
2025-12-02,54.89869691536183
2025-12-03,51.805812582102014
2025-12-04,52.57903366541697
2025-12-05,55.67191799867679
2025-12-06,69.58989749834599
2025-12-07,73.45600291492076
2025-12-08,57.99158124862166
2025-12-09,55.67191799867679
2025-12-10,55.67191799867679
2025-12-11,55.107897904263325
2025-12-12,57.930888506889346
2025-12-13,76.9575072456311
2025-12-14,69.68727266640003
2025-12-15,56.306635132910316
2025-12-16,55.107897904263325
2025-12-17,55.92002459125284
2025-12-18,55.4945084459208
2025-12-19,57.930888506889346
2025-12-20,67.25089260543149
2025-12-21,63.19025917048391
2025-12-22,53.483644530284295
2025-12-23,51.859391156305264
2025-12-24,57.11876181989983
2025-12-25,47.79875772135769
2025-12-26,53.87025507194177
2025-12-27,55.4945084459208
2025-12-28,60.75387910951537
2025-12-29,51.04726446931575
2025-12-30,49.42301109533672
2025-12-31,51.859391156305264
2026-01-01,54.682381758931285
2026-01-02,55.4945084459208
2026-01-03,55.92002459125284
2026-01-04,61.17939525484741
2026-01-05,52.67151784329478
2026-01-06,51.04726446931575
2026-01-07,51.04726446931575
2026-01-08,53.483644530284295
2026-01-09,61.99152194183692
2026-01-10,70.63568012511814
2026-01-11,73.18877699711037
2026-01-12,58.72122805582111
2026-01-13,57.870195765157035
2026-01-14,55.31709889316481
2026-01-15,53.615034311836666
2026-01-16,52.764002021172594
2026-01-17,67.23155096246185
2026-01-18,69.78464783445408
2026-01-19,57.870195765157035
2026-01-20,56.16813118382888
2026-01-21,59.57226034648518
2026-01-22,50.21090514918037
2026-01-23,53.615034311836666
2026-01-24,57.01916347449296
2026-01-25,56.16813118382888
2026-01-26,54.46606660250074
2026-01-27,49.3598728585163
2026-01-28,50.21090514918037
2026-01-29,52.764002021172594
2026-01-30,52.764002021172594
2026-01-31,62.97638950914148
2026-02-01,63.827421799805556
2026-02-02,50.21090514918037
2026-02-03,53.615034311836666
2026-02-04,62.97638950914148
2026-02-05,64.67845409046963
2026-02-06,65.52948638113371
2026-02-07,74.03980928777445
2026-02-08,85.10322906640741
2026-02-09,70.63568012511814
2026-02-10,63.827421799805556
2026-02-11,57.01916347449296
2026-02-12,54.46606660250074
2026-02-13,67.23155096246185
2026-02-14,72.33774470644629
2026-02-15,65.52948638113371
2026-02-16,64.67845409046963
2026-02-17,63.827421799805556
2026-02-18,57.870195765157035
2026-02-19,58.72122805582111
2026-02-20,59.57226034648518
2026-02-21,68.08258325312592
2026-02-22,66.38051867179777
2026-02-23,57.01916347449296
2026-02-24,54.46606660250074
2026-02-25,53.615034311836666
2026-02-26,62.125357218477404
2026-02-27,64.67845409046963
2026-02-28,61.27432492781333
2026-03-01,56.16813118382888
2026-03-02,53.615034311836666
2026-03-03,55.31709889316481
2026-03-04,51.912969730508514
2026-03-05,53.615034311836666
2026-03-06,55.31709889316481
2026-03-07,68.93361554379
2026-03-08,62.97638950914148
2026-03-09,52.764002021172594
2026-03-10,53.615034311836666
2026-03-11,54.46606660250074
2026-03-12,57.01916347449296
2026-03-13,53.615034311836666
2026-03-14,63.827421799805556
2026-03-15,59.57226034648518
2026-03-16,53.615034311836666
2026-03-17,55.31709889316481
2026-03-18,57.01916347449296
2026-03-19,68.93361554379
2026-03-20,64.67845409046963
2026-03-21,68.08258325312592
2026-03-22,63.827421799805556
2026-03-23,57.870195765157035
2026-03-24,53.615034311836666
2026-03-25,59.57226034648518
2026-03-26,66.38051867179777
2026-03-27,68.93361554379
2026-03-28,80.84806761308704
2026-03-29,79.14600303175888
2026-03-30,62.125357218477404
2026-03-31,62.97638950914148
2026-04-01,62.125357218477404
2026-04-02,60.42329263714926
2026-04-03,64.67845409046963
2026-04-04,72.33774470644629
2026-04-05,71.48671241578222
2026-04-06,62.97638950914148
2026-04-07,66.38051867179777
2026-04-08,65.52948638113371
2026-04-09,65.52948638113371
2026-04-10,67.23155096246185
2026-04-11,72.33774470644629
2026-04-12,74.03980928777445
2026-04-13,67.23155096246185
2026-04-14,67.23155096246185
2026-04-15,70.63568012511814
2026-04-16,70.63568012511814
2026-04-17,75.74187386910259
2026-04-18,82.55013219441518
2026-04-19,72.33774470644629
2026-04-20,62.97638950914148
2026-04-21,60.42329263714926
2026-04-22,62.97638950914148
2026-04-23,61.27432492781333
2026-04-24,62.97638950914148
2026-04-25,67.23155096246185
2026-04-26,69.78464783445408
2026-04-27,59.57226034648518
2026-04-28,58.72122805582111
2026-04-29,59.57226034648518
2026-04-30,62.97638950914148
2026-05-01,58.72122805582111
2026-05-02,68.08258325312592
2026-05-03,67.23155096246185
2026-05-04,58.72122805582111
2026-05-05,59.57226034648518
2026-05-06,65.52948638113371
2026-05-07,64.67845409046963
2026-05-08,64.67845409046963
2026-05-09,74.03980928777445
2026-05-10,67.23155096246185
2026-05-11,60.42329263714926
2026-05-12,62.97638950914148
2026-05-13,70.63568012511814
2026-05-14,72.33774470644629
2026-05-15,70.63568012511814
2026-05-16,78.29497074109482
2026-05-17,73.18877699711037
2026-05-18,63.827421799805556
2026-05-19,62.97638950914148
2026-05-20,66.38051867179777
2026-05-21,59.57226034648518
2026-05-22,62.125357218477404
2026-05-23,65.52948638113371
2026-05-24,64.67845409046963
2026-05-25,62.97638950914148
2026-05-26,55.31709889316481
2026-05-27,55.31709889316481
2026-05-28,58.72122805582111
2026-05-29,61.27432492781333
2026-05-30,66.38051867179777
2026-05-31,70.63568012511814
