Time,gold price
2024-09-11,7.95708810313211
2024-09-12,9.739682507043568
2024-09-13,11.157646624620446
2024-09-14,8.23651113349213
2024-09-15,6.47694275081965
2024-09-16,9.698710138965144
2024-09-17,11.149973384184987
2024-09-18,11.16439742606425
2024-09-19,11.539435572765196
2024-09-20,11.915411916072774
2024-09-21,8.606310224501355
2024-09-22,7.183415494258108
2024-09-23,10.87414720940531
2024-09-24,11.614021454418637
2024-09-25,12.3557694823848
2024-09-26,12.735520581810842
2024-09-27,11.294517245752397
2024-09-28,8.70304856591764
2024-09-29,6.90088723236081
2024-09-30,10.240784938405405
2024-10-01,10.98631316053259
2024-10-02,10.267005718529765
2024-10-03,10.647272574664283
2024-10-04,11.396099167629588
2024-10-05,8.06694137642109
2024-10-06,6.610675919561458
2024-10-07,10.332664254474823
2024-10-08,10.345814233486832
2024-10-09,9.249080627773669
2024-10-10,9.631265858810004
2024-10-11,10.014397117234255
2024-10-12,7.785805629747094
2024-10-13,6.312717458855732
2024-10-14,9.307894652071322
2024-10-15,9.692460721900868
2024-10-16,10.077974994335356
2024-10-17,10.464438121939894
2024-10-18,14.593868259789787
2024-10-19,10.495730287436007
2024-10-20,8.634987395281517
2024-10-21,12.771029250070697
2024-10-22,14.667556595890586
2024-10-23,13.932871688882704
2024-10-24,12.442228331093288
2024-10-25,12.457848550318179
2024-10-26,9.47409342909183
2024-10-27,8.72973081541877
2024-10-28,12.125820390099324
2024-10-29,12.899807306633456
2024-10-30,13.295818369363209
2024-10-31,12.551720608207273
2024-11-01,11.805731009797206
2024-11-02,8.811330583787251
2024-11-03,8.057577328885722
2024-11-04,11.085421842098482
2024-11-05,10.71648643253554
2024-11-06,14.178681516045893
2024-11-07,14.963667275716517
2024-11-08,14.213925978488435
2024-11-09,11.617808638925805
2024-11-10,10.084260393765522
2024-11-11,14.266853034424647
2024-11-12,14.284511483009359
2024-11-13,13.91563262908903
2024-11-14,14.319852525087745
2024-11-15,12.787531321978022
2024-11-16,10.177455908531918
2024-11-17,9.016909538029127
2024-11-18,13.223823254646824
2024-11-19,12.461272195101396
2024-11-20,12.866493804043834
2024-11-21,12.101561905705195
2024-11-22,14.07068623023644
2024-11-23,9.891057535928422
2024-11-24,8.717374312691582
2024-11-25,12.161051757179903
2024-11-26,12.175941077980514
2024-11-27,11.797584330923128
2024-11-28,9.055871575138752
2024-11-29,11.038005999475212
2024-11-30,9.59676856021841
2024-12-01,8.409878282766607
2024-12-02,10.667082553503972
2024-12-03,9.874429683957732
2024-12-04,11.05656233527179
2024-12-05,10.658985704517171
2024-12-06,10.261608591664071
2024-12-07,9.600455904575096
2024-12-08,8.398816540176094
2024-12-09,10.648183538211066
2024-12-10,11.039758965462294
2024-12-11,11.036956752953333
2024-12-12,12.216384861848152
2024-12-13,10.637374094582636
2024-12-14,8.788798218633824
2024-12-15,7.9883048097973575
2024-12-16,10.235585857003036
2024-12-17,11.020133572655284
2024-12-18,11.41080406048388
2024-12-19,11.801273649067367
2024-12-20,11.011715614849225
2024-12-21,8.37818111722665
2024-12-22,7.578818449947621
2024-12-23,10.610318647226388
2024-12-24,10.2147361342108
2024-12-25,9.03380549239104
2024-12-26,10.209519323642818
2024-12-27,10.206910261378344
2024-12-28,7.968590568229374
2024-12-29,7.568715892555914
2024-12-30,10.199080446662961
2024-12-31,9.804297723510114
2025-01-01,7.057286570943057
2025-01-02,9.799275663523707
2025-01-03,9.796764001818495
2025-01-04,8.355824328756682
2025-01-05,7.558581897132363
2025-01-06,9.397657430260638
2025-01-07,9.395244617840897
2025-01-08,9.001463426078576
2025-01-09,8.60788296510483
2025-01-10,9.388003754807563
2025-01-11,7.94723220340397
2025-01-12,6.753846309605709
2025-01-13,9.380759253113068
2025-01-14,8.596814976404904
2025-01-15,9.766591212331576
2025-01-16,10.935762964883644
2025-01-17,9.76155651810502
2025-01-18,8.730153720192984
2025-01-19,6.744722793011867
2025-01-20,9.363841265476943
2025-01-21,9.751482075955847
2025-01-22,11.308796398575645
2025-01-23,10.526157714275891
2025-01-24,11.302949313937505
2025-01-25,8.718315614709994
2025-01-26,7.527991282670654
2025-01-27,10.125812089631621
2025-01-28,10.123189011783404
2025-01-29,10.120565495948197
2025-01-30,11.674547933222305
2025-01-31,13.227722427337365
2025-02-01,11.08092504564869
2025-02-02,11.078762262281712
2025-02-03,14.383666532222676
2025-02-04,14.379929327645183
2025-02-05,13.98764578356828
2025-02-06,13.595563694643051
2025-02-07,13.59202673233018
2025-02-08,11.460971624569394
2025-02-09,9.087954107334225
2025-02-10,14.357493011107426
2025-02-11,15.517569128114236
2025-02-12,14.35000925261473
2025-02-13,14.346266438434608
2025-02-14,15.505430271313848
2025-02-15,13.023874330007075
2025-02-16,11.048384017148745
2025-02-17,14.331288948822323
2025-02-18,15.489235695347348
2025-02-19,14.710926098450855
2025-02-20,14.320049287076712
2025-02-21,14.703228553788097
2025-02-22,12.217662471696407
2025-02-23,11.427165592842186
2025-02-24,13.145185074121365
2025-02-25,15.460869245099541
2025-02-26,13.138292069795641
2025-02-27,12.748525746489612
2025-02-28,13.517614326651069
2025-03-01,11.413581485968514
2025-03-02,10.230833277870431
2025-03-03,13.121049535817486
2025-03-04,15.046658032936541
2025-03-05,12.728438262579484
2025-03-06,13.110697142403952
2025-03-07,12.721737987356908
2025-03-08,10.611641300622926
2025-03-09,9.037742537811173
2025-03-10,13.86729098751687
2025-03-11,13.863633562945047
2025-03-12,13.474976211598317
2025-03-13,16.55060073506237
2025-03-14,22.70296670509824
2025-03-15,15.698962949534673
2025-03-16,12.55665322298192
2025-03-17,16.91760434246672
2025-03-18,16.91312896841765
2025-03-19,18.44580311253799
2025-03-20,16.51999017858658
2025-03-21,14.595194071879103
2025-03-22,11.75768222905667
2025-03-23,10.579783789949252
2025-03-24,13.816031857150389
2025-03-25,13.812365942369187
2025-03-26,14.575849388985818
2025-03-27,16.105871009055566
2025-03-28,15.718220748165034
2025-03-29,13.306571621226647
2025-03-30,11.347427988495525
2025-03-31,20.302471085374968
2025-04-01,19.53114070784952
2025-04-02,19.908802033109303
2025-04-03,30.238008003638672
2025-04-04,30.22995004924697
2025-04-05,18.7591253534001
2025-04-06,16.801636900859304
2025-04-07,30.970471193668324
2025-04-08,23.317215194182847
2025-04-09,26.368166857570134
2025-04-10,25.21498618750881
2025-04-11,29.79156397799638
2025-04-12,17.561646668681675
2025-04-13,14.436630726883674
2025-04-14,20.990017115229012
2025-04-15,22.178915542152463
2025-04-16,31.188098018325384
2025-04-17,29.109078883771343
2025-04-18,22.158724671130138
2025-04-19,16.10926885181016
2025-04-20,15.364491426906136
2025-04-21,36.74298215494627
2025-04-22,40.86462722660458
2025-04-23,31.720339245577453
2025-04-24,27.580381367236416
2025-04-25,25.642484424539937
2025-04-26,15.470946759271694
2025-04-27,14.596058062365007
2025-04-28,20.761268240017024
2025-04-29,19.4252197843134
2025-04-30,17.955162833598237
2025-05-01,20.01043404771422
2025-05-02,19.272706445699775
2025-05-03,14.703460329082736
2025-05-04,11.880743904526332
2025-05-05,16.60048246396719
2025-05-06,19.979889839678844
2025-05-07,19.243276785931954
2025-05-08,17.181044107757877
2025-05-09,17.175785943930567
2025-05-10,13.071232247451869
2025-05-11,12.593921086740023
2025-05-12,20.538279161476986
2025-05-13,17.88391232755545
2025-05-14,17.204677024959445
2025-05-15,17.199918016965977
2025-05-16,16.507351973253094
2025-05-17,12.659829051911734
2025-05-18,11.953889078398145
2025-05-19,15.80640495398782
2025-05-20,15.802023430531376
2025-05-21,16.484495227674195
2025-05-22,15.10659503143714
2025-05-23,15.102402151759133
2025-05-24,12.640417535644694
2025-05-25,10.531367000435802
2025-05-26,12.346216198561871
2025-05-27,15.771334644162511
2025-05-28,15.08142846716204
2025-05-29,15.077231873001216
2025-05-30,15.758172598839918
2025-05-31,11.21862779342555
2025-06-01,10.515143354238118
2025-06-02,16.470235271829402
2025-06-03,16.50634591907778
2025-06-04,15.853212776694832
2025-06-05,15.887869281572378
2025-06-06,15.922551020415517
2025-06-07,12.106453460722916
2025-06-08,10.710117189220828
2025-06-09,16.02674764073848
2025-06-10,14.664875505405373
2025-06-11,15.396497431762244
2025-06-12,16.832526643567054
2025-06-13,23.19473832742101
2025-06-14,15.229933846966777
2025-06-15,13.08804896143633
2025-06-16,17.685604648863492
2025-06-17,17.723603901542447
2025-06-18,16.340700135849286
2025-06-19,14.239747753256616
2025-06-20,15.697234281449717
2025-06-21,12.553366641942798
2025-06-22,14.806552253555278
2025-06-23,18.670262426721393
2025-06-24,17.27075199413018
2025-06-25,15.14401168477594
2025-06-26,15.176138414395691
2025-06-27,16.656696582172973
2025-06-28,13.53131066834985
2025-06-29,12.058386513204669
2025-06-30,15.304875729951815
2025-07-01,15.337117658110127
2025-07-02,15.369382625976161
2025-07-03,15.4016706335499
2025-07-04,13.229127154998304
2025-07-05,11.477300912724996
2025-07-06,12.273255430135857
2025-07-07,16.270627016204006
2025-07-08,15.563456267034319
2025-07-09,16.338543584895024
2025-07-10,15.628331798382082
2025-07-11,17.898061855562894
2025-07-12,14.794826324281237
2025-07-13,13.270464088240148
2025-07-14,18.759951592345438
2025-07-15,17.294821328459
2025-07-16,16.577011885668135
2025-07-17,36.24256436318224
2025-07-18,18.15857772809334
2025-07-19,40.40752991447852
2025-07-20,38.124497651131364
2025-07-21,43.3927280911471
2025-07-22,34.327543546964144
2025-07-23,29.81135694391143
2025-07-24,29.872218935149213
2025-07-25,28.398091729060962
2025-07-26,25.793334702902992
2025-07-27,30.704492623340432
2025-07-28,30.88830233885791
2025-07-29,44.878869263653925
2025-07-30,74.43271244597352
2025-07-31,63.70653787093368
2025-08-01,43.594787002783654
2025-08-02,15.577846800586489
2025-08-03,13.971846486291016
2025-08-04,18.796630676094253
2025-08-05,22.7582335536101
2025-08-06,23.59024502449538
2025-08-07,26.001275008485056
2025-08-08,34.737755593706886
2025-08-09,26.682860828003513
2025-08-10,25.911084782121264
2025-08-11,29.38658734927965
2025-08-12,20.691150996068792
2025-08-13,18.34010814502573
2025-08-14,17.577551417603583
2025-08-15,16.81185052271794
2025-08-16,13.566398255132997
2025-08-17,12.748759940351757
2025-08-18,16.10649991045763
2025-08-19,16.138281695063615
2025-08-20,16.170085422248373
2025-08-21,16.20191109201191
2025-08-22,17.045446639571928
2025-08-23,13.79309030283498
2025-08-24,12.96151465559523
2025-08-25,16.329433196853795
2025-08-26,16.361368579511204
2025-08-27,16.39332590474739
2025-08-28,16.425305172562346
2025-08-29,18.925902340399496
2025-08-30,15.774194876746163
2025-08-31,13.175885814498775
2025-09-01,17.38111375309043
2025-09-02,29.024678638057832
2025-09-03,32.40440106853242
2025-09-04,27.472127825130045
2025-09-05,30.027472646252242
2025-09-06,19.596014649682846
2025-09-07,17.855831222749856
2025-09-08,24.328861726652754
2025-09-09,29.41884383810101
2025-09-10,24.422397021796726
2025-09-11,21.094148615928923
2025-09-12,21.134534124049647
2025-09-13,19.009609087042055
2025-09-14,14.516775960838482
2025-09-15,23.80655784388296
2025-09-16,28.111182579172766
2025-09-17,28.16467247616702
2025-09-18,24.79781087194155
2025-09-19,24.844880778536165
2025-09-20,20.236013269106685
2025-09-21,18.438263937559775
2025-09-22,32.74064459147251
2025-09-23,35.3921593608476
2025-09-24,29.404967487183352
2025-09-25,28.593895041300275
2025-09-26,28.647710785589336
2025-09-27,22.428620459859005
2025-09-28,18.732713182284872
2025-09-29,33.17443210604493
2025-09-30,34.98586159429742
2025-10-01,40.30900905907663
2025-10-02,37.7505672470353
2025-10-03,36.941462399866396
2025-10-04,24.6828577564277
2025-10-05,20.93224945374573
2025-10-06,43.3395489805359
2025-10-07,54.93965327924397
2025-10-08,67.47032131054321
2025-10-09,62.25886999298523
2025-10-10,57.91880694641156
2025-10-11,42.42758415700639
2025-10-12,30.924923914200548
2025-10-13,57.34422854305958
2025-10-14,56.55220826447901
2025-10-15,58.45487212603887
2025-10-16,64.86900823618049
2025-10-17,74.9168182076804
2025-10-18,50.9232688932419
2025-10-19,40.239434554768465
2025-10-20,59.90030045004075
2025-10-21,76.37603552901358
2025-10-22,91.08978236849214
2025-10-23,64.79163406703297
2025-10-24,57.59584274029921
2025-10-25,31.82181605567231
2025-10-26,29.89809411497928
2025-10-27,50.556594441699346
2025-10-28,51.56909499206689
2025-10-29,52.58498985529596
2025-10-30,52.68007055858762
2025-10-31,47.21992813525734
2025-11-01,37.358072451630335
2025-11-02,32.3796612465788
2025-11-03,46.544753276534536
2025-11-04,45.695863050774385
2025-11-05,42.97519175293255
2025-11-06,41.1804387013032
2025-11-07,42.1918164422394
2025-11-08,36.901126037757784
2025-11-09,27.735303248708497
2025-11-10,45.24638795272716
2025-11-11,47.21571652048182
2025-11-12,47.29983377998644
2025-11-13,50.22704624969429
2025-11-14,47.468232868336514
2025-11-15,33.2957659755531
2025-11-16,29.19588717547108
2025-11-17,40.08584405633947
2025-11-18,43.0251203901599
2025-11-19,44.05897533087044
2025-11-20,46.05575682058869
2025-11-21,44.21460904318905
2025-11-22,32.73791758424019
2025-11-23,30.690549831865034
2025-11-24,43.482167727212776
2025-11-25,42.590548079391745
2025-11-26,47.51357063318006
2025-11-27,35.94044983017937
2025-11-28,50.599297225197716
2025-11-29,43.94129044276321
2025-11-30,38.663537407946855
2025-12-01,54.777502567751554
2025-12-02,48.013824847457116
2025-12-03,52.02370615295572
2025-12-04,46.21443463995359
2025-12-05,43.33971059259387
2025-12-06,41.32589254127734
2025-12-07,34.87319173003885
2025-12-08,43.565400683183945
2025-12-09,46.61623139214047
2025-12-10,49.677388763572566
2025-12-11,51.0490805074237
2025-12-12,53.64787122731654
2025-12-13,38.78908217510549
2025-12-14,32.119440793645566
2025-12-15,49.15057485425627
2025-12-16,44.84097404586712
2025-12-17,56.217838763878
2025-12-18,53.74805126164987
2025-12-19,47.404612608411306
2025-12-20,34.85552138834778
2025-12-21,30.192551605883196
2025-12-22,61.20401820567377
2025-12-23,65.71049494644211
2025-12-24,58.80426913377252
2025-12-25,38.75612442150266
2025-12-26,68.20420009351959
2025-12-27,58.27236931727041
2025-12-28,49.014105533178565
2025-12-29,72.76609847072096
2025-12-30,66.16996753835136
2025-12-31,57.14024671858439
2026-01-01,38.95207304299457
2026-01-02,52.8147474680644
2026-01-03,49.63743991494751
2026-01-04,40.08170483166345
2026-01-05,62.03451616027467
2026-01-06,59.86569722859187
2026-01-07,55.25218590447203
2026-01-08,50.99010243806049
2026-01-09,51.514766831019344
2026-01-10,42.26256413804663
2026-01-11,34.86234903245016
2026-01-12,70.5573054319926
2026-01-13,65.94996887422882
2026-01-14,66.04648851814319
2026-01-15,66.1430440016029
2026-01-16,56.77683027823537
2026-01-17,47.78555651255643
2026-01-18,45.34527337309507
2026-01-19,71.28174035453044
2026-01-20,83.2829487651018
2026-01-21,100.0
2026-01-22,88.29777243015491
2026-01-23,100.0
2026-01-24,81.41283581036491
2026-01-25,63.7080410871326
2026-01-26,100.0
2026-01-27,100.0
2026-01-28,100.0
2026-01-29,100.0
2026-01-30,100.0
2026-01-31,100.0
2026-02-01,100.0
2026-02-02,100.0
2026-02-03,100.0
2026-02-04,100.0
2026-02-05,100.0
2026-02-06,100.0
2026-02-07,71.53212667450916
2026-02-08,56.46630798449657
2026-02-09,75.0669602772298
2026-02-10,71.99134519498716
2026-02-11,71.12619598551892
2026-02-12,68.13445903123917
2026-02-13,65.19745260170075
2026-02-14,51.98997813489358
2026-02-15,42.71438461678054
2026-02-16,52.661551435132154
2026-02-17,53.99197922202428
2026-02-18,53.29910153197092
2026-02-19,52.608362650938695
2026-02-20,51.919762578927596
2026-02-21,43.02924289826857
2026-02-22,40.45558336597185
2026-02-23,62.79522360661917
2026-02-24,51.008481876690624
2026-02-25,48.508844354189094
2026-02-26,47.83307713630479
2026-02-27,50.652741225770626
2026-02-28,49.091867641712554
2026-03-01,46.574303196203104
2026-03-02,
2026-03-03,
2026-03-04,
2026-03-05,
2026-03-06,
2026-03-07,
2026-03-08,
2026-03-09,
2026-03-10,
2026-03-11,
2026-03-12,
2026-03-13,
2026-03-14,
2026-03-15,
2026-03-16,
2026-03-17,
2026-03-18,
2026-03-19,
2026-03-20,
2026-03-21,
2026-03-22,
2026-03-23,
2026-03-24,
2026-03-25,
2026-03-26,
2026-03-27,
2026-03-28,
2026-03-29,
2026-03-30,
2026-03-31,
2026-04-01,
2026-04-02,
2026-04-03,
2026-04-04,
2026-04-05,
2026-04-06,
2026-04-07,
2026-04-08,
2026-04-09,
2026-04-10,
2026-04-11,
2026-04-12,
2026-04-13,
2026-04-14,
2026-04-15,
2026-04-16,
2026-04-17,
2026-04-18,
2026-04-19,
2026-04-20,
2026-04-21,
2026-04-22,
2026-04-23,
2026-04-24,
2026-04-25,
2026-04-26,
2026-04-27,
2026-04-28,
2026-04-29,
2026-04-30,
2026-05-01,
2026-05-02,
2026-05-03,
2026-05-04,
2026-05-05,
2026-05-06,
2026-05-07,
2026-05-08,
2026-05-09,
2026-05-10,
2026-05-11,
2026-05-12,
2026-05-13,
2026-05-14,
2026-05-15,
2026-05-16,
2026-05-17,
2026-05-18,
2026-05-19,
2026-05-20,
2026-05-21,
2026-05-22,
2026-05-23,
2026-05-24,
2026-05-25,
2026-05-26,
2026-05-27,
2026-05-28,
2026-05-29,
2026-05-30,
2026-05-31,
