Time,you_tube
2024-10-01,55.02857695663518
2024-10-02,58.78052538549667
2024-10-03,53.77792748034802
2024-10-04,56.27922643292234
2024-10-05,45.023381146337876
2024-10-06,46.274030622625034
2024-10-07,54.403252218491595
2024-10-08,50.651303789630106
2024-10-09,56.904551171065926
2024-10-10,55.65390169477876
2024-10-11,53.77792748034802
2024-10-12,45.64870588448146
2024-10-13,48.775329575199365
2024-10-14,49.40065431334295
2024-10-15,52.527278004060854
2024-10-16,55.65390169477876
2024-10-17,56.27922643292234
2024-10-18,54.403252218491595
2024-10-19,51.27662852777369
2024-10-20,47.5246800989122
2024-10-21,52.527278004060854
2024-10-22,53.77792748034802
2024-10-23,53.77792748034802
2024-10-24,55.65390169477876
2024-10-25,58.155200647353084
2024-10-26,48.15000483705578
2024-10-27,50.651303789630106
2024-10-28,56.904551171065926
2024-10-29,57.52987590920951
2024-10-30,57.52987590920951
2024-10-31,61.281824338071
2024-11-01,52.527278004060854
2024-11-02,43.14740693190713
2024-11-03,48.775329575199365
2024-11-04,55.02857695663518
2024-11-05,51.90195326591727
2024-11-06,48.775329575199365
2024-11-07,55.02857695663518
2024-11-08,55.02857695663518
2024-11-09,45.64870588448146
2024-11-10,48.775329575199365
2024-11-11,51.90195326591727
2024-11-12,54.403252218491595
2024-11-13,55.65390169477876
2024-11-14,51.27662852777369
2024-11-15,54.403252218491595
2024-11-16,45.023381146337876
2024-11-17,46.274030622625034
2024-11-18,51.90195326591727
2024-11-19,53.15260274220444
2024-11-20,58.155200647353084
2024-11-21,55.02857695663518
2024-11-22,51.27662852777369
2024-11-23,43.14740693190713
2024-11-24,47.5246800989122
2024-11-25,50.651303789630106
2024-11-26,46.89935536076862
2024-11-27,45.023381146337876
2024-11-28,44.39805640819429
2024-11-29,40.02078324118922
2024-11-30,43.77273167005071
2024-12-01,41.27143271747639
2024-12-02,48.775329575199365
2024-12-03,50.651303789630106
2024-12-04,51.90195326591727
2024-12-05,50.651303789630106
2024-12-06,50.651303789630106
2024-12-07,43.77273167005071
2024-12-08,50.02597905148653
2024-12-09,57.52987590920951
2024-12-10,56.904551171065926
2024-12-11,53.77792748034802
2024-12-12,58.155200647353084
2024-12-13,56.904551171065926
2024-12-14,45.64870588448146
2024-12-15,46.89935536076862
2024-12-16,56.904551171065926
2024-12-17,54.403252218491595
2024-12-18,58.78052538549667
2024-12-19,60.656499599927415
2024-12-20,56.27922643292234
2024-12-21,51.27662852777369
2024-12-22,50.02597905148653
2024-12-23,46.274030622625034
2024-12-24,49.40065431334295
2024-12-25,45.023381146337876
2024-12-26,45.64870588448146
2024-12-27,47.5246800989122
2024-12-28,47.5246800989122
2024-12-29,45.023381146337876
2024-12-30,48.15000483705578
2024-12-31,48.775329575199365
2025-01-01,48.775329575199365
2025-01-02,44.39805640819429
2025-01-03,48.775329575199365
2025-01-04,43.77273167005071
2025-01-05,46.274030622625034
2025-01-06,51.90195326591727
2025-01-07,52.527278004060854
2025-01-08,55.65390169477876
2025-01-09,53.77792748034802
2025-01-10,53.15260274220444
2025-01-11,46.274030622625034
2025-01-12,46.274030622625034
2025-01-13,53.15260274220444
2025-01-14,56.27922643292234
2025-01-15,56.27922643292234
2025-01-16,55.02857695663518
2025-01-17,56.27922643292234
2025-01-18,45.023381146337876
2025-01-19,49.40065431334295
2025-01-20,52.527278004060854
2025-01-21,56.904551171065926
2025-01-22,52.527278004060854
2025-01-23,55.65390169477876
2025-01-24,54.403252218491595
2025-01-25,46.274030622625034
2025-01-26,47.5246800989122
2025-01-27,53.15260274220444
2025-01-28,55.65390169477876
2025-01-29,59.40585012364025
2025-01-30,58.155200647353084
2025-01-31,56.27922643292234
2025-02-01,47.5246800989122
2025-02-02,45.64870588448146
2025-02-03,54.403252218491595
2025-02-04,59.40585012364025
2025-02-05,55.65390169477876
2025-02-06,56.27922643292234
2025-02-07,58.155200647353084
2025-02-08,45.64870588448146
2025-02-09,53.15260274220444
2025-02-10,58.78052538549667
2025-02-11,60.03117486178383
2025-02-12,56.27922643292234
2025-02-13,58.155200647353084
2025-02-14,53.77792748034802
2025-02-15,52.527278004060854
2025-02-16,48.775329575199365
2025-02-17,50.02597905148653
2025-02-18,58.155200647353084
2025-02-19,56.27922643292234
2025-02-20,56.904551171065926
2025-02-21,54.403252218491595
2025-02-22,45.023381146337876
2025-02-23,47.5246800989122
2025-02-24,53.77792748034802
2025-02-25,55.02857695663518
2025-02-26,52.527278004060854
2025-02-27,56.904551171065926
2025-02-28,53.15260274220444
2025-03-01,47.5246800989122
2025-03-02,51.27662852777369
2025-03-03,57.52987590920951
2025-03-04,60.656499599927415
2025-03-05,54.403252218491595
2025-03-06,55.02857695663518
2025-03-07,54.403252218491595
2025-03-08,43.77273167005071
2025-03-09,46.274030622625034
2025-03-10,48.775329575199365
2025-03-11,53.77792748034802
2025-03-12,53.77792748034802
2025-03-13,54.403252218491595
2025-03-14,50.651303789630106
2025-03-15,44.39805640819429
2025-03-16,49.40065431334295
2025-03-17,48.775329575199365
2025-03-18,51.27662852777369
2025-03-19,54.403252218491595
2025-03-20,53.77792748034802
2025-03-21,47.5246800989122
2025-03-22,48.15000483705578
2025-03-23,48.775329575199365
2025-03-24,50.651303789630106
2025-03-25,50.651303789630106
2025-03-26,50.651303789630106
2025-03-27,50.02597905148653
2025-03-28,52.527278004060854
2025-03-29,42.522082193763545
2025-03-30,47.5246800989122
2025-03-31,50.651303789630106
2025-04-01,50.651303789630106
2025-04-02,49.40065431334295
2025-04-03,53.77792748034802
2025-04-04,49.40065431334295
2025-04-05,43.77273167005071
2025-04-06,46.89935536076862
2025-04-07,50.651303789630106
2025-04-08,50.02597905148653
2025-04-09,50.02597905148653
2025-04-10,51.27662852777369
2025-04-11,53.15260274220444
2025-04-12,45.023381146337876
2025-04-13,43.77273167005071
2025-04-14,51.90195326591727
2025-04-15,50.689670881641824
2025-04-16,51.65318253960976
2025-04-17,49.38797230384953
2025-04-18,47.122762068089294
2025-04-19,45.17021420140085
2025-04-20,44.519364912504706
2025-04-21,45.48287657047264
2025-04-22,50.03882159274568
2025-04-23,48.086273726057236
2025-04-24,54.9074289840905
2025-04-25,46.784575148264935
2025-04-26,43.86851562360856
2025-04-27,47.43542443716109
2025-04-28,48.73712301495338
2025-04-29,51.34052017053797
2025-04-30,50.689670881641824
2025-05-01,54.59476661501871
2025-05-02,50.689670881641824
2025-05-03,43.86851562360856
2025-05-04,44.18117799268035
2025-05-05,51.34052017053797
2025-05-06,49.38797230384953
2025-05-07,47.43542443716109
2025-05-08,50.689670881641824
2025-05-09,48.73712301495338
2025-05-10,39.96341989023167
2025-05-11,41.91596775692011
2025-05-12,46.47191277919315
2025-05-13,48.73712301495338
2025-05-14,49.38797230384953
2025-05-15,52.75715949259968
2025-05-16,49.37529029435611
2025-05-17,43.28792573751769
2025-05-18,45.99342109611254
2025-05-19,49.37529029435611
2025-05-20,49.37529029435611
2025-05-21,47.34616877540997
2025-05-22,50.72803797365354
2025-05-23,45.31704725646383
2025-05-24,40.58243037892284
2025-05-25,44.64067341681512
2025-05-26,42.61155189786898
2025-05-27,48.02254261505869
2025-05-28,49.37529029435611
2025-05-29,50.05166413400483
2025-05-30,50.05166413400483
2025-05-31,42.61155189786898
2025-06-01,42.61155189786898
2025-06-02,47.34616877540997
2025-06-03,50.72803797365354
2025-06-04,45.31704725646383
2025-06-05,47.34616877540997
2025-06-06,48.02254261505869
2025-06-07,44.64067341681512
2025-06-08,41.25880421857155
2025-06-09,45.31704725646383
2025-06-10,46.66979493576126
2025-06-11,46.66979493576126
2025-06-12,46.66979493576126
2025-06-13,44.64067341681512
2025-06-14,44.64067341681512
2025-06-15,44.64067341681512
2025-06-16,49.37529029435611
2025-06-17,45.99342109611254
2025-06-18,44.64067341681512
2025-06-19,41.93517805822026
2025-06-20,44.64067341681512
2025-06-21,40.58243037892284
2025-06-22,43.9642995771664
2025-06-23,43.9642995771664
2025-06-24,43.9642995771664
2025-06-25,44.64067341681512
2025-06-26,44.64067341681512
2025-06-27,48.02254261505869
2025-06-28,40.58243037892284
2025-06-29,45.31704725646383
2025-06-30,41.25880421857155
2025-07-01,41.25880421857155
2025-07-02,43.28792573751769
2025-07-03,41.93517805822026
2025-07-04,49.37529029435611
2025-07-05,45.99342109611254
2025-07-06,45.31704725646383
2025-07-07,42.61155189786898
2025-07-08,47.34616877540997
2025-07-09,43.28792573751769
2025-07-10,44.64067341681512
2025-07-11,46.66979493576126
2025-07-12,44.64067341681512
2025-07-13,42.61155189786898
2025-07-14,45.31704725646383
2025-07-15,49.37529029435611
2025-07-16,45.31704725646383
2025-07-17,44.64067341681512
2025-07-18,45.99342109611254
2025-07-19,40.58243037892284
2025-07-20,44.64067341681512
2025-07-21,44.64067341681512
2025-07-22,47.34616877540997
2025-07-23,48.02254261505869
2025-07-24,45.31704725646383
2025-07-25,41.93517805822026
2025-07-26,40.58243037892284
2025-07-27,43.28792573751769
2025-07-28,43.28792573751769
2025-07-29,41.93517805822026
2025-07-30,42.61155189786898
2025-07-31,45.31704725646383
2025-08-01,44.64067341681512
2025-08-02,43.9642995771664
2025-08-03,44.64067341681512
2025-08-04,45.99342109611254
2025-08-05,45.99342109611254
2025-08-06,45.99342109611254
2025-08-07,45.31704725646383
2025-08-08,45.31704725646383
2025-08-09,45.31704725646383
2025-08-10,45.31704725646383
2025-08-11,45.31704725646383
2025-08-12,46.66979493576126
2025-08-13,48.6989164547074
2025-08-14,52.75715949259968
2025-08-15,48.6989164547074
2025-08-16,42.61155189786898
2025-08-17,43.28792573751769
2025-08-18,48.6989164547074
2025-08-19,48.02254261505869
2025-08-20,48.02254261505869
2025-08-21,48.6989164547074
2025-08-22,50.05166413400483
2025-08-23,45.31704725646383
2025-08-24,42.61155189786898
2025-08-25,48.6989164547074
2025-08-26,49.37529029435611
2025-08-27,56.139028690843254
2025-08-28,52.75715949259968
2025-08-29,50.05166413400483
2025-08-30,45.99342109611254
2025-08-31,43.28792573751769
2025-09-01,41.93517805822026
2025-09-02,45.99342109611254
2025-09-03,47.34616877540997
2025-09-04,52.08078565295097
2025-09-05,55.462654851194536
2025-09-06,47.34616877540997
2025-09-07,45.99342109611254
2025-09-08,51.404411813302254
2025-09-09,49.37529029435611
2025-09-10,50.72803797365354
2025-09-11,55.462654851194536
2025-09-12,53.433533332248395
2025-09-13,46.66979493576126
2025-09-14,47.34616877540997
2025-09-15,48.6989164547074
2025-09-16,50.05166413400483
2025-09-17,50.05166413400483
2025-09-18,50.72803797365354
2025-09-19,46.66979493576126
2025-09-20,43.9642995771664
2025-09-21,44.64067341681512
2025-09-22,52.08078565295097
2025-09-23,50.72803797365354
2025-09-24,54.786281011545825
2025-09-25,50.05166413400483
2025-09-26,51.404411813302254
2025-09-27,43.9642995771664
2025-09-28,43.9642995771664
2025-09-29,54.786281011545825
2025-09-30,54.10990717189711
2025-10-01,51.404411813302254
2025-10-02,47.34616877540997
2025-10-03,48.6989164547074
2025-10-04,49.37529029435611
2025-10-05,44.64067341681512
2025-10-06,45.31704725646383
2025-10-07,48.6989164547074
2025-10-08,48.02254261505869
2025-10-09,46.66979493576126
2025-10-10,46.66979493576126
2025-10-11,43.28792573751769
2025-10-12,44.64067341681512
2025-10-13,47.34616877540997
2025-10-14,50.05166413400483
2025-10-15,50.05166413400483
2025-10-16,51.404411813302254
2025-10-17,47.34616877540997
2025-10-18,43.9642995771664
2025-10-19,41.93517805822026
2025-10-20,46.66979493576126
2025-10-21,52.08078565295097
2025-10-22,50.72803797365354
2025-10-23,50.72803797365354
2025-10-24,51.404411813302254
2025-10-25,41.25880421857155
2025-10-26,46.66979493576126
2025-10-27,47.34616877540997
2025-10-28,50.05166413400483
2025-10-29,50.05166413400483
2025-10-30,49.37529029435611
2025-10-31,67.63738396487139
2025-11-01,52.75715949259968
2025-11-02,45.99342109611254
2025-11-03,52.75715949259968
2025-11-04,56.139028690843254
2025-11-05,52.08078565295097
2025-11-06,56.815402530491966
2025-11-07,50.05166413400483
2025-11-08,46.66979493576126
2025-11-09,43.28792573751769
2025-11-10,55.462654851194536
2025-11-11,52.75715949259968
2025-11-12,51.404411813302254
2025-11-13,52.08078565295097
2025-11-14,54.10990717189711
2025-11-15,45.99342109611254
2025-11-16,45.99342109611254
2025-11-17,46.66979493576126
2025-11-18,48.02254261505869
2025-11-19,48.02254261505869
2025-11-20,46.66979493576126
2025-11-21,48.02254261505869
2025-11-22,40.58243037892284
2025-11-23,42.61155189786898
2025-11-24,43.28792573751769
2025-11-25,45.31704725646383
2025-11-26,43.9642995771664
2025-11-27,39.90605653927412
2025-11-28,36.52418734103055
2025-11-29,48.02254261505869
2025-11-30,39.90605653927412
2025-12-01,39.22968269962541
2025-12-02,42.61155189786898
2025-12-03,42.61155189786898
2025-12-04,42.61155189786898
2025-12-05,43.28792573751769
2025-12-06,41.93517805822026
2025-12-07,41.25880421857155
2025-12-08,45.31704725646383
2025-12-09,43.9642995771664
2025-12-10,43.28792573751769
2025-12-11,43.28792573751768
2025-12-12,42.94973881769333
2025-12-13,40.92061729874719
2025-12-14,40.58243037892284
2025-12-15,41.25880421857154
2025-12-16,43.62611265734204
2025-12-17,43.62611265734204
2025-12-18,45.65523417628818
2025-12-19,46.66979493576126
2025-12-20,40.58243037892284
2025-12-21,39.90605653927412
2025-12-22,44.30248649699075
2025-12-23,42.61155189786898
2025-12-24,43.62611265734204
2025-12-25,39.56786961944976
2025-12-26,39.2296826996254
2025-12-27,42.27336497804461
2025-12-28,40.24424345909847
2025-12-29,42.61155189786898
2025-12-30,41.93517805822026
2025-12-31,39.2296826996254
2026-01-01,40.24424345909847
2026-01-02,39.90605653927412
2026-01-03,41.25880421857154
2026-01-04,40.58243037892284
2026-01-05,41.5969911383959
2026-01-06,44.64067341681512
2026-01-07,45.99342109611254
2026-01-08,43.62611265734204
2026-01-09,41.93517805822026
2026-01-10,39.90605653927411
2026-01-11,39.90605653927411
2026-01-12,44.64067341681511
2026-01-13,46.66979493576125
2026-01-14,41.93517805822025
2026-01-15,43.96429957716639
2026-01-16,41.25880421857154
2026-01-17,39.2296826996254
2026-01-18,43.96429957716639
2026-01-19,43.28792573751768
2026-01-20,45.31704725646382
2026-01-21,45.31704725646382
2026-01-22,43.96429957716639
2026-01-23,43.28792573751768
2026-01-24,43.28792573751768
2026-01-25,43.28792573751768
2026-01-26,43.28792573751768
2026-01-27,46.66979493576125
2026-01-28,44.64067341681511
2026-01-29,43.28792573751768
2026-01-30,44.64067341681511
2026-01-31,41.93517805822025
2026-02-01,43.96429957716639
2026-02-02,45.993421096112534
2026-02-03,45.993421096112534
2026-02-04,50.05166413400482
2026-02-05,45.31704725646382
2026-02-06,42.61155189786897
2026-02-07,43.28792573751768
2026-02-08,48.698916454707394
2026-02-09,60.87364556838424
2026-02-10,44.64067341681511
2026-02-11,50.05166413400482
2026-02-12,45.993421096112534
2026-02-13,43.96429957716639
2026-02-14,40.58243037892283
2026-02-15,41.25880421857154
2026-02-16,41.93517805822025
2026-02-17,45.31704725646382
2026-02-18,67.63738396487138
2026-02-19,46.66979493576125
2026-02-20,44.64067341681511
2026-02-21,45.31704725646382
2026-02-22,42.61155189786897
2026-02-23,41.93517805822025
2026-02-24,45.31704725646382
2026-02-25,41.25880421857154
2026-02-26,43.96429957716639
2026-02-27,45.993421096112534
2026-02-28,41.25880421857154
2026-03-01,42.61155189786897
2026-03-02,45.31704725646382
2026-03-03,45.993421096112534
2026-03-04,48.022542615058676
2026-03-05,45.31704725646382
2026-03-06,46.66979493576125
2026-03-07,43.28792573751768
2026-03-08,43.28792573751768
2026-03-09,43.28792573751768
2026-03-10,42.61155189786897
2026-03-11,43.96429957716639
2026-03-12,48.698916454707394
2026-03-13,44.64067341681511
2026-03-14,41.25880421857154
2026-03-15,43.96429957716639
2026-03-16,45.993421096112534
2026-03-17,41.93517805822025
2026-03-18,44.64067341681511
2026-03-19,39.90605653927411
2026-03-20,44.64067341681511
2026-03-21,42.61155189786897
2026-03-22,41.93517805822025
2026-03-23,41.93517805822025
2026-03-24,44.64067341681511
2026-03-25,44.64067341681511
2026-03-26,45.31704725646382
2026-03-27,43.28792573751768
2026-03-28,40.58243037892283
2026-03-29,42.61155189786897
2026-03-30,41.93517805822025
2026-03-31,41.93517805822025
2026-04-01,41.93517805822025
2026-04-02,43.28792573751768
2026-04-03,42.61155189786897
2026-04-04,39.90605653927411
2026-04-05,39.90605653927411
2026-04-06,44.64067341681511
2026-04-07,45.31704725646382
2026-04-08,43.96429957716639
2026-04-09,41.93517805822025
2026-04-10,42.61155189786897
2026-04-11,41.25880421857154
2026-04-12,39.90605653927411
2026-04-13,40.58243037892283
2026-04-14,41.93517805822025
2026-04-15,41.93517805822025
2026-04-16,45.31704725646382
2026-04-17,43.96429957716639
2026-04-18,41.93517805822025
2026-04-19,41.93517805822025
2026-04-20,45.993421096112534
2026-04-21,45.31704725646382
2026-04-22,48.022542615058676
2026-04-23,49.375290294356105
2026-04-24,44.64067341681511
2026-04-25,39.2296826996254
2026-04-26,43.96429957716639
2026-04-27,45.31704725646382
2026-04-28,49.375290294356105
2026-04-29,44.64067341681511
2026-04-30,45.993421096112534
2026-05-01,45.31704725646382
2026-05-02,42.61155189786897
2026-05-03,42.61155189786897
2026-05-04,46.66979493576125
2026-05-05,41.25880421857154
2026-05-06,43.96429957716639
2026-05-07,46.66979493576125
2026-05-08,41.25880421857154
2026-05-09,43.28792573751768
2026-05-10,38.55330885997669
2026-05-11,41.93517805822025
2026-05-12,44.64067341681511
2026-05-13,42.61155189786897
2026-05-14,44.64067341681511
2026-05-15,50.05166413400482
2026-05-16,42.61155189786897
2026-05-17,41.25880421857154
2026-05-18,41.93517805822025
2026-05-19,44.64067341681511
2026-05-20,43.28792573751768
2026-05-21,45.993421096112534
2026-05-22,44.64067341681511
2026-05-23,39.90605653927411
2026-05-24,44.64067341681511
2026-05-25,39.2296826996254
2026-05-26,40.58243037892283
2026-05-27,41.25880421857154
2026-05-28,44.64067341681511
2026-05-29,43.96429957716639
2026-05-30,43.28792573751768
2026-05-31,39.90605653927411
