Time,jay_north
2025-04-18,21.52013445378151
2025-04-19,23.014588235294116
2025-04-20,24.2101512605042
2025-04-21,25.106823529411763
2025-04-22,19.726789915966386
2025-04-23,20.92235294117647
2025-04-24,20.62346218487395
2025-04-25,19.427899159663866
2025-04-26,7.173378151260504
2025-04-27,7.472268907563024
2025-04-28,20.025680672268905
2025-04-29,18.83011764705882
2025-04-30,19.726789915966386
2025-05-01,19.129008403361343
2025-05-02,7.771159663865546
2025-05-03,7.472268907563024
2025-05-04,20.025680672268905
2025-05-05,18.83011764705882
2025-05-06,19.427899159663866
2025-05-07,22.416806722689074
2025-05-08,7.472268907563024
2025-05-09,6.575596638655462
2025-05-10,7.771159663865546
2025-05-11,21.22124369747899
2025-05-12,6.874487394957983
2025-05-13,20.92235294117647
2025-05-14,18.83011764705882
2025-05-15,17.335663865546216
2025-05-16,14.944537815126049
2025-05-17,14.944537815126049
2025-05-18,17.93344537815126
2025-05-19,14.346756302521008
2025-05-20,13.748974789915966
2025-05-21,9.564504201680672
2025-05-22,11.357848739495797
2025-05-23,17.335663865546216
2025-05-24,11.357848739495797
2025-05-25,11.955630252100839
2025-05-26,0.0
2025-05-27,11.955630252100839
2025-05-28,17.335663865546216
2025-05-29,15.542319327731091
2025-05-30,16.737882352941174
2025-05-31,26.302386554621847
2025-06-01,18.5312268907563
2025-06-02,11.955630252100839
2025-06-03,15.542319327731091
2025-06-04,16.14010084033613
2025-06-05,22.117915966386555
2025-06-06,13.748974789915966
2025-06-07,13.748974789915966
2025-06-08,15.542319327731091
2025-06-09,14.944537815126049
2025-06-10,17.93344537815126
2025-06-11,17.93344537815126
2025-06-12,16.14010084033613
2025-06-13,13.151193277310924
2025-06-14,12.553411764705881
2025-06-15,12.553411764705881
2025-06-16,12.553411764705881
2025-06-17,9.564504201680672
2025-06-18,18.5312268907563
2025-06-19,18.5312268907563
2025-06-20,14.944537815126049
2025-06-21,14.346756302521008
2025-06-22,19.129008403361343
2025-06-23,22.715697478991594
2025-06-24,46.62695798319327
2025-06-25,23.911260504201678
2025-06-26,14.944537815126049
2025-06-27,13.748974789915966
2025-06-28,0.0
2025-06-29,0.0
2025-06-30,18.5312268907563
2025-07-01,10.760067226890756
2025-07-02,10.162285714285714
2025-07-03,0.0
2025-07-04,14.944537815126049
2025-07-05,0.0
2025-07-06,11.955630252100839
2025-07-07,22.715697478991594
2025-07-08,14.346756302521008
2025-07-09,16.14010084033613
2025-07-10,16.14010084033613
2025-07-11,0.0
2025-07-12,14.944537815126049
2025-07-13,16.14010084033613
2025-07-14,25.106823529411763
2025-07-15,17.93344537815126
2025-07-16,17.93344537815126
2025-07-17,16.737882352941174
2025-07-18,10.760067226890756
2025-07-19,15.542319327731091
2025-07-20,25.106823529411763
2025-07-21,21.520134453781512
2025-07-22,17.335663865546216
2025-07-23,16.737882352941174
2025-07-24,12.553411764705881
2025-07-25,14.944537815126049
2025-07-26,11.955630252100839
2025-07-27,13.151193277310924
2025-07-28,11.357848739495797
2025-07-29,16.14010084033613
2025-07-30,25.106823529411763
2025-07-31,22.715697478991594
2025-08-01,11.357848739495797
2025-08-02,0.0
2025-08-03,22.117915966386555
2025-08-04,22.715697478991594
2025-08-05,17.335663865546216
2025-08-06,22.117915966386555
2025-08-07,13.151193277310924
2025-08-08,20.92235294117647
2025-08-09,12.553411764705881
2025-08-10,16.14010084033613
2025-08-11,12.553411764705881
2025-08-12,13.151193277310924
2025-08-13,17.335663865546216
2025-08-14,14.944537815126049
2025-08-15,19.129008403361343
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,14.944537815126049
2025-08-19,11.357848739495797
2025-08-20,14.944537815126049
2025-08-21,15.542319327731091
2025-08-22,15.542319327731091
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,16.737882352941174
2025-08-26,12.553411764705881
2025-08-27,14.346756302521008
2025-08-28,10.760067226890756
2025-08-29,17.93344537815126
2025-08-30,0.0
2025-08-31,14.944537815126049
2025-09-01,11.955630252100839
2025-09-02,19.726789915966386
2025-09-03,12.553411764705881
2025-09-04,22.117915966386555
2025-09-05,16.737882352941174
2025-09-06,27.497949579831932
2025-09-07,15.542319327731091
2025-09-08,19.129008403361343
2025-09-09,31.084638655462182
2025-09-10,20.92235294117647
2025-09-11,19.726789915966386
2025-09-12,0.0
2025-09-13,17.335663865546216
2025-09-14,14.346756302521008
2025-09-15,26.302386554621847
2025-09-16,22.117915966386555
2025-09-17,24.50904201680672
2025-09-18,0.0
2025-09-19,19.129008403361343
2025-09-20,0.0
2025-09-21,11.357848739495797
2025-09-22,14.346756302521008
2025-09-23,15.542319327731091
2025-09-24,14.944537815126049
2025-09-25,14.944537815126049
2025-09-26,17.93344537815126
2025-09-27,29.291294117647055
2025-09-28,19.726789915966386
2025-09-29,13.748974789915966
2025-09-30,20.92235294117647
2025-10-01,13.151193277310924
2025-10-02,17.335663865546216
2025-10-03,14.346756302521008
2025-10-04,17.335663865546216
2025-10-05,28.095731092436974
2025-10-06,16.14010084033613
2025-10-07,20.92235294117647
2025-10-08,0.0
2025-10-09,21.520134453781512
2025-10-10,13.151193277310924
2025-10-11,11.955630252100839
2025-10-12,17.335663865546216
2025-10-13,12.553411764705881
2025-10-14,16.737882352941174
2025-10-15,20.92235294117647
2025-10-16,20.324571428571428
2025-10-17,23.313478991596636
2025-10-18,25.704605042016805
2025-10-19,18.5312268907563
2025-10-20,17.335663865546216
2025-10-21,15.542319327731091
2025-10-22,18.5312268907563
2025-10-23,20.92235294117647
2025-10-24,16.14010084033613
2025-10-25,20.324571428571428
2025-10-26,24.50904201680672
2025-10-27,16.737882352941174
2025-10-28,17.93344537815126
2025-10-29,17.93344537815126
2025-10-30,16.737882352941174
2025-10-31,13.151193277310924
2025-11-01,15.542319327731091
2025-11-02,0.0
2025-11-03,20.92235294117647
2025-11-04,16.14010084033613
2025-11-05,26.302386554621847
2025-11-06,0.0
2025-11-07,19.129008403361343
2025-11-08,0.0
2025-11-09,17.335663865546216
2025-11-10,19.726789915966386
2025-11-11,16.737882352941174
2025-11-12,16.737882352941174
2025-11-13,10.162285714285714
2025-11-14,20.92235294117647
2025-11-15,17.93344537815126
2025-11-16,10.760067226890756
2025-11-17,19.726789915966386
2025-11-18,15.542319327731091
2025-11-19,23.911260504201678
2025-11-20,17.93344537815126
2025-11-21,25.106823529411763
2025-11-22,14.944537815126049
2025-11-23,14.944537815126049
2025-11-24,10.760067226890756
2025-11-25,20.324571428571428
2025-11-26,17.93344537815126
2025-11-27,14.944537815126049
2025-11-28,16.737882352941174
2025-11-29,25.106823529411763
2025-11-30,18.5312268907563
2025-12-01,25.106823529411763
2025-12-02,15.542319327731091
2025-12-03,20.92235294117647
2025-12-04,24.50904201680672
2025-12-05,23.313478991596636
2025-12-06,22.715697478991594
2025-12-07,20.324571428571428
2025-12-08,32.28020168067226
2025-12-09,26.302386554621847
2025-12-10,31.682420168067225
2025-12-11,14.944537815126049
2025-12-12,19.129008403361343
2025-12-13,19.726789915966386
2025-12-14,25.106823529411763
2025-12-15,28.095731092436974
2025-12-16,22.715697478991594
2025-12-17,20.324571428571428
2025-12-18,15.542319327731091
2025-12-19,14.346756302521008
2025-12-20,11.357848739495797
2025-12-21,16.737882352941174
2025-12-22,12.553411764705881
2025-12-23,20.324571428571428
2025-12-24,19.726789915966386
2025-12-25,19.129008403361343
2025-12-26,27.497949579831932
2025-12-27,19.726789915966386
2025-12-28,34.073546218487394
2025-12-29,59.778151260504195
2025-12-30,51.40921008403361
2025-12-31,44.23583193277311
2026-01-01,23.911260504201678
2026-01-02,19.129008403361343
2026-01-03,14.346756302521008
2026-01-04,14.346756302521008
2026-01-05,25.106823529411763
2026-01-06,24.50904201680672
2026-01-07,19.726789915966386
2026-01-08,19.129008403361343
2026-01-09,26.90016806722689
2026-01-10,16.737882352941174
2026-01-11,17.93344537815126
2026-01-12,20.324571428571428
2026-01-13,14.944537815126049
2026-01-14,23.911260504201678
2026-01-15,17.335663865546216
2026-01-16,20.324571428571428
2026-01-17,26.90016806722689
2026-01-18,21.520134453781512
2026-01-19,22.117915966386555
2026-01-20,25.704605042016805
2026-01-21,26.302386554621847
2026-01-22,21.520134453781512
2026-01-23,23.911260504201678
2026-01-24,21.520134453781512
2026-01-25,28.095731092436974
2026-01-26,15.542319327731091
2026-01-27,25.106823529411763
2026-01-28,18.5312268907563
2026-01-29,19.129008403361343
2026-01-30,15.542319327731091
2026-01-31,10.162285714285714
2026-02-01,20.324571428571428
2026-02-02,31.084638655462182
2026-02-03,25.106823529411763
2026-02-04,30.48685714285714
2026-02-05,22.117915966386555
2026-02-06,25.106823529411763
2026-02-07,25.106823529411763
2026-02-08,21.520134453781512
2026-02-09,21.520134453781512
2026-02-10,30.48685714285714
2026-02-11,15.542319327731091
2026-02-12,21.520134453781512
2026-02-13,29.291294117647055
2026-02-14,25.106823529411763
2026-02-15,23.313478991596636
2026-02-16,21.520134453781512
2026-02-17,22.715697478991594
2026-02-18,21.520134453781512
2026-02-19,17.335663865546216
2026-02-20,17.335663865546216
2026-02-21,27.497949579831932
2026-02-22,16.737882352941174
2026-02-23,25.704605042016805
2026-02-24,16.14010084033613
2026-02-25,14.346756302521008
2026-02-26,16.737882352941174
2026-02-27,34.67132773109243
2026-02-28,14.944537815126049
2026-03-01,0.0
2026-03-02,41.246924369747894
2026-03-03,32.28020168067226
2026-03-04,21.520134453781512
2026-03-05,23.911260504201678
2026-03-06,18.5312268907563
2026-03-07,19.129008403361343
2026-03-08,16.737882352941174
2026-03-09,19.129008403361343
2026-03-10,19.129008403361343
2026-03-11,18.5312268907563
2026-03-12,19.129008403361343
2026-03-13,19.129008403361343
2026-03-14,21.520134453781512
2026-03-15,23.911260504201678
2026-03-16,20.92235294117647
2026-03-17,19.726789915966386
2026-03-18,22.715697478991594
2026-03-19,23.911260504201678
2026-03-20,25.704605042016805
2026-03-21,19.726789915966386
2026-03-22,19.129008403361343
2026-03-23,34.073546218487394
2026-03-24,26.90016806722689
2026-03-25,19.726789915966386
2026-03-26,13.748974789915966
2026-03-27,10.760067226890756
2026-03-28,11.955630252100839
2026-03-29,22.715697478991594
2026-03-30,22.117915966386555
2026-03-31,13.151193277310924
2026-04-01,13.151193277310924
2026-04-02,17.335663865546216
2026-04-03,14.944537815126049
2026-04-04,13.151193277310924
2026-04-05,17.93344537815126
2026-04-06,23.911260504201678
2026-04-07,32.87798319327731
2026-04-08,26.302386554621847
2026-04-09,22.117915966386555
2026-04-10,22.117915966386555
2026-04-11,14.944537815126049
2026-04-12,16.737882352941174
2026-04-13,30.48685714285714
2026-04-14,17.335663865546216
2026-04-15,27.497949579831932
2026-04-16,21.520134453781512
2026-04-17,26.90016806722689
2026-04-18,27.497949579831932
2026-04-19,17.93344537815126
2026-04-20,17.335663865546216
2026-04-21,20.324571428571428
2026-04-22,11.955630252100839
2026-04-23,17.335663865546216
2026-04-24,20.92235294117647
2026-04-25,20.92235294117647
2026-04-26,17.335663865546216
2026-04-27,23.911260504201678
2026-04-28,16.737882352941174
2026-04-29,22.715697478991594
2026-04-30,19.129008403361343
2026-05-01,18.5312268907563
2026-05-02,21.520134453781512
2026-05-03,18.5312268907563
2026-05-04,25.704605042016805
2026-05-05,19.129008403361343
2026-05-06,17.335663865546216
2026-05-07,25.704605042016805
2026-05-08,22.715697478991594
2026-05-09,26.90016806722689
2026-05-10,23.911260504201678
2026-05-11,26.90016806722689
2026-05-12,38.25801680672269
2026-05-13,26.302386554621847
2026-05-14,22.117915966386555
2026-05-15,28.693512605042017
2026-05-16,23.313478991596636
2026-05-17,23.911260504201678
2026-05-18,15.542319327731091
2026-05-19,16.14010084033613
2026-05-20,16.737882352941174
2026-05-21,17.335663865546216
2026-05-22,20.324571428571428
2026-05-23,18.5312268907563
2026-05-24,15.542319327731091
2026-05-25,12.553411764705881
2026-05-26,23.313478991596636
2026-05-27,17.335663865546216
2026-05-28,15.542319327731091
2026-05-29,29.291294117647055
2026-05-30,22.117915966386555
2026-05-31,16.14010084033613
