Time,drive
2024-09-24,72.87869804510025
2024-09-25,75.33528337246318
2024-09-26,75.33528337246318
2024-09-27,72.87869804510025
2024-09-28,64.69008028722382
2024-09-29,59.77690963249796
2024-09-30,72.87869804510025
2024-10-01,71.24097449352497
2024-10-02,72.87869804510025
2024-10-03,73.6975598208879
2024-10-04,75.33528337246318
2024-10-05,65.50894206301146
2024-10-06,58.13918608092268
2024-10-07,72.87869804510025
2024-10-08,76.15414514825083
2024-10-09,73.6975598208879
2024-10-10,71.24097449352497
2024-10-11,74.51642159667554
2024-10-12,62.23349495986089
2024-10-13,58.958047856710316
2024-10-14,72.05983626931261
2024-10-15,76.97300692403847
2024-10-16,72.87869804510025
2024-10-17,71.24097449352497
2024-10-18,73.6975598208879
2024-10-19,61.414633184073246
2024-10-20,58.13918608092268
2024-10-21,73.6975598208879
2024-10-22,73.6975598208879
2024-10-23,75.33528337246318
2024-10-24,74.51642159667554
2024-10-25,71.24097449352497
2024-10-26,58.958047856710316
2024-10-27,56.501462529347386
2024-10-28,69.60325094194968
2024-10-29,72.87869804510025
2024-10-30,72.05983626931261
2024-10-31,69.60325094194968
2024-11-01,70.42211271773732
2024-11-02,57.32032430513503
2024-11-03,54.044877201984455
2024-11-04,74.51642159667554
2024-11-05,64.69008028722382
2024-11-06,49.131706547258595
2024-11-07,67.14666561458675
2024-11-08,67.14666561458675
2024-11-09,60.59577140828561
2024-11-10,58.13918608092268
2024-11-11,67.96552739037439
2024-11-12,71.24097449352497
2024-11-13,72.87869804510025
2024-11-14,74.51642159667554
2024-11-15,67.14666561458675
2024-11-16,53.22601542619682
2024-11-17,56.501462529347386
2024-11-18,73.6975598208879
2024-11-19,71.24097449352497
2024-11-20,72.05983626931261
2024-11-21,71.24097449352497
2024-11-22,67.96552739037439
2024-11-23,59.77690963249796
2024-11-24,57.32032430513503
2024-11-25,72.87869804510025
2024-11-26,69.60325094194968
2024-11-27,65.50894206301146
2024-11-28,53.22601542619682
2024-11-29,58.13918608092268
2024-11-30,59.77690963249796
2024-12-01,58.958047856710316
2024-12-02,73.6975598208879
2024-12-03,76.97300692403847
2024-12-04,72.87869804510025
2024-12-05,72.87869804510025
2024-12-06,76.15414514825083
2024-12-07,64.69008028722382
2024-12-08,61.414633184073246
2024-12-09,72.05983626931261
2024-12-10,74.51642159667554
2024-12-11,70.42211271773732
2024-12-12,74.51642159667554
2024-12-13,70.42211271773732
2024-12-14,64.69008028722382
2024-12-15,59.77690963249796
2024-12-16,72.05983626931261
2024-12-17,74.51642159667554
2024-12-18,72.05983626931261
2024-12-19,72.05983626931261
2024-12-20,72.05983626931261
2024-12-21,64.69008028722382
2024-12-22,61.414633184073246
2024-12-23,64.69008028722382
2024-12-24,60.59577140828561
2024-12-25,51.588291874621525
2024-12-26,65.50894206301146
2024-12-27,68.78438916616204
2024-12-28,59.77690963249796
2024-12-29,59.77690963249796
2024-12-30,66.32780383879911
2024-12-31,62.23349495986089
2025-01-01,53.22601542619682
2025-01-02,66.32780383879911
2025-01-03,66.32780383879911
2025-01-04,64.69008028722382
2025-01-05,61.414633184073246
2025-01-06,72.05983626931261
2025-01-07,75.33528337246318
2025-01-08,75.33528337246318
2025-01-09,76.97300692403847
2025-01-10,76.15414514825083
2025-01-11,64.69008028722382
2025-01-12,59.77690963249796
2025-01-13,74.51642159667554
2025-01-14,75.33528337246318
2025-01-15,76.97300692403847
2025-01-16,75.33528337246318
2025-01-17,77.79186869982611
2025-01-18,64.69008028722382
2025-01-19,58.13918608092268
2025-01-20,63.871218511436176
2025-01-21,72.87869804510025
2025-01-22,76.97300692403847
2025-01-23,75.33528337246318
2025-01-24,72.05983626931261
2025-01-25,60.59577140828561
2025-01-26,59.77690963249796
2025-01-27,72.87869804510025
2025-01-28,71.24097449352497
2025-01-29,71.24097449352497
2025-01-30,71.24097449352497
2025-01-31,72.05983626931261
2025-02-01,66.32780383879911
2025-02-02,63.871218511436176
2025-02-03,72.05983626931261
2025-02-04,74.51642159667554
2025-02-05,74.51642159667554
2025-02-06,73.6975598208879
2025-02-07,71.24097449352497
2025-02-08,60.59577140828561
2025-02-09,58.13918608092268
2025-02-10,70.42211271773732
2025-02-11,72.87869804510025
2025-02-12,72.87869804510025
2025-02-13,73.6975598208879
2025-02-14,71.24097449352497
2025-02-15,66.32780383879911
2025-02-16,63.05235673564854
2025-02-17,68.78438916616204
2025-02-18,78.61073047561376
2025-02-19,72.87869804510025
2025-02-20,75.33528337246318
2025-02-21,72.87869804510025
2025-02-22,65.50894206301146
2025-02-23,63.05235673564854
2025-02-24,75.33528337246318
2025-02-25,80.24845402718904
2025-02-26,77.79186869982611
2025-02-27,73.6975598208879
2025-02-28,72.05983626931261
2025-03-01,66.32780383879911
2025-03-02,63.05235673564854
2025-03-03,76.97300692403847
2025-03-04,72.87869804510025
2025-03-05,73.6975598208879
2025-03-06,77.79186869982611
2025-03-07,76.15414514825083
2025-03-08,65.50894206301146
2025-03-09,64.69008028722382
2025-03-10,72.87869804510025
2025-03-11,73.6975598208879
2025-03-12,76.15414514825083
2025-03-13,76.97300692403847
2025-03-14,73.6975598208879
2025-03-15,61.414633184073246
2025-03-16,66.32780383879911
2025-03-17,73.6975598208879
2025-03-18,76.97300692403847
2025-03-19,81.88617757876433
2025-03-20,72.05983626931261
2025-03-21,71.24097449352497
2025-03-22,65.50894206301146
2025-03-23,66.32780383879911
2025-03-24,73.6975598208879
2025-03-25,74.51642159667554
2025-03-26,73.6975598208879
2025-03-27,75.33528337246318
2025-03-28,75.33528337246318
2025-03-29,67.14666561458675
2025-03-30,63.05235673564854
2025-03-31,73.6975598208879
2025-04-01,76.15414514825083
2025-04-02,72.87869804510025
2025-04-03,73.6975598208879
2025-04-04,74.51642159667554
2025-04-05,67.14666561458675
2025-04-06,66.32780383879911
2025-04-07,72.87869804510025
2025-04-08,74.51642159667554
2025-04-09,75.33528337246318
2025-04-10,73.6975598208879
2025-04-11,74.51642159667554
2025-04-12,67.14666561458675
2025-04-13,67.14666561458675
2025-04-14,73.6975598208879
2025-04-15,76.89856494442142
2025-04-16,74.3303166476329
2025-04-17,76.04248217882525
2025-04-18,73.47423388203673
2025-04-19,64.95062721588353
2025-04-20,60.67021338790266
2025-04-21,76.04248217882525
2025-04-22,75.18639941322907
2025-04-23,76.04248217882525
2025-04-24,77.7546477100176
2025-04-25,72.20872022854672
2025-04-26,64.09454445028736
2025-04-27,64.09454445028736
2025-04-28,78.61073047561376
2025-04-29,78.61073047561376
2025-04-30,73.92088575973908
2025-05-01,78.61073047561376
2025-05-02,73.0648029941429
2025-05-03,69.64047193175821
2025-05-04,67.51887551267205
2025-05-05,78.61073047561376
2025-05-06,75.18639941322907
2025-05-07,76.04248217882525
2025-05-08,76.4891340565276
2025-05-09,77.7546477100176
2025-05-10,69.64047193175821
2025-05-11,64.50397533818118
2025-05-12,76.04248217882525
2025-05-13,78.61073047561376
2025-05-14,77.7546477100176
2025-05-15,75.03751545399496
2025-05-16,74.14421169859025
2025-05-17,68.78438916616204
2025-05-18,69.67769292156675
2025-05-19,80.39733798642317
2025-05-20,79.50403423101847
2025-05-21,77.71742672020906
2025-05-22,75.93081920939966
2025-05-23,81.29064174182787
2025-05-24,71.46430043237615
2025-05-25,71.46430043237615
2025-05-26,68.78438916616204
2025-05-27,79.50403423101847
2025-05-28,81.29064174182787
2025-05-29,77.71742672020906
2025-05-30,75.93081920939966
2025-05-31,74.14421169859025
2025-06-01,67.89108541075734
2025-06-02,80.39733798642317
2025-06-03,78.61073047561376
2025-06-04,79.50403423101847
2025-06-05,78.61073047561376
2025-06-06,80.39733798642317
2025-06-07,69.67769292156675
2025-06-08,69.67769292156675
2025-06-09,78.61073047561376
2025-06-10,80.39733798642317
2025-06-11,75.03751545399496
2025-06-12,76.82412296480436
2025-06-13,75.03751545399496
2025-06-14,69.67769292156675
2025-06-15,63.42456663373383
2025-06-16,78.61073047561376
2025-06-17,76.82412296480436
2025-06-18,83.07724925263727
2025-06-19,72.35760418778085
2025-06-20,77.71742672020906
2025-06-21,73.25090794318555
2025-06-22,66.99778165535264
2025-06-23,75.93081920939966
2025-06-24,77.71742672020906
2025-06-25,75.03751545399496
2025-06-26,76.82412296480436
2025-06-27,83.97055300804197
2025-06-28,74.14421169859025
2025-06-29,70.57099667697145
2025-06-30,76.82412296480436
2025-07-01,81.29064174182787
2025-07-02,75.93081920939966
2025-07-03,79.50403423101847
2025-07-04,68.78438916616204
2025-07-05,75.03751545399496
2025-07-06,79.50403423101847
2025-07-07,81.29064174182787
2025-07-08,84.86385676344668
2025-07-09,83.07724925263727
2025-07-10,79.50403423101847
2025-07-11,83.07724925263727
2025-07-12,76.82412296480436
2025-07-13,74.14421169859025
2025-07-14,83.97055300804197
2025-07-15,85.75716051885138
2025-07-16,82.18394549723257
2025-07-17,85.75716051885138
2025-07-18,79.50403423101847
2025-07-19,80.39733798642317
2025-07-20,79.50403423101847
2025-07-21,89.33037554047019
2025-07-22,86.65046427425608
2025-07-23,82.18394549723257
2025-07-24,82.18394549723257
2025-07-25,84.86385676344668
2025-07-26,76.82412296480436
2025-07-27,75.03751545399496
2025-07-28,83.97055300804197
2025-07-29,81.29064174182787
2025-07-30,83.97055300804197
2025-07-31,86.65046427425608
2025-08-01,83.97055300804197
2025-08-02,75.93081920939966
2025-08-03,73.25090794318555
2025-08-04,82.18394549723257
2025-08-05,82.18394549723257
2025-08-06,80.39733798642317
2025-08-07,80.39733798642317
2025-08-08,83.07724925263727
2025-08-09,75.93081920939966
2025-08-10,79.50403423101847
2025-08-11,81.29064174182787
2025-08-12,79.50403423101847
2025-08-13,79.50403423101847
2025-08-14,82.18394549723257
2025-08-15,82.18394549723257
2025-08-16,73.25090794318555
2025-08-17,71.46430043237615
2025-08-18,82.18394549723257
2025-08-19,82.18394549723257
2025-08-20,80.39733798642317
2025-08-21,77.71742672020906
2025-08-22,78.61073047561376
2025-08-23,74.14421169859025
2025-08-24,70.57099667697145
2025-08-25,83.07724925263727
2025-08-26,81.29064174182787
2025-08-27,80.39733798642317
2025-08-28,79.50403423101847
2025-08-29,79.50403423101847
2025-08-30,72.35760418778085
2025-08-31,69.67769292156675
2025-09-01,67.89108541075734
2025-09-02,79.50403423101847
2025-09-03,83.07724925263727
2025-09-04,81.29064174182787
2025-09-05,75.93081920939966
2025-09-06,66.99778165535264
2025-09-07,62.53126287832913
2025-09-08,83.07724925263727
2025-09-09,78.61073047561376
2025-09-10,75.03751545399496
2025-09-11,75.93081920939966
2025-09-12,75.03751545399496
2025-09-13,63.42456663373383
2025-09-14,59.851351612115025
2025-09-15,77.71742672020906
2025-09-16,75.93081920939966
2025-09-17,76.82412296480436
2025-09-18,77.71742672020906
2025-09-19,79.50403423101847
2025-09-20,68.78438916616204
2025-09-21,61.63795912292443
2025-09-22,79.50403423101847
2025-09-23,79.50403423101847
2025-09-24,77.71742672020906
2025-09-25,77.71742672020906
2025-09-26,78.61073047561376
2025-09-27,69.67769292156675
2025-09-28,66.10447789994794
2025-09-29,78.61073047561376
2025-09-30,80.39733798642317
2025-10-01,74.14421169859025
2025-10-02,78.61073047561376
2025-10-03,77.71742672020906
2025-10-04,66.99778165535264
2025-10-05,63.42456663373383
2025-10-06,75.03751545399496
2025-10-07,75.93081920939966
2025-10-08,76.82412296480436
2025-10-09,81.29064174182787
2025-10-10,77.71742672020906
2025-10-11,64.31787038913853
2025-10-12,64.31787038913853
2025-10-13,78.61073047561376
2025-10-14,82.18394549723257
2025-10-15,75.03751545399496
2025-10-16,76.82412296480436
2025-10-17,77.71742672020906
2025-10-18,66.99778165535264
2025-10-19,65.21117414454324
2025-10-20,79.50403423101847
2025-10-21,82.18394549723257
2025-10-22,79.50403423101847
2025-10-23,79.50403423101847
2025-10-24,83.07724925263727
2025-10-25,67.89108541075734
2025-10-26,64.31787038913853
2025-10-27,77.71742672020906
2025-10-28,71.46430043237615
2025-10-29,75.03751545399496
2025-10-30,78.61073047561376
2025-10-31,76.82412296480436
2025-11-01,68.78438916616204
2025-11-02,64.31787038913853
2025-11-03,79.50403423101847
2025-11-04,75.93081920939966
2025-11-05,76.82412296480436
2025-11-06,76.82412296480436
2025-11-07,77.71742672020906
2025-11-08,66.99778165535264
2025-11-09,63.42456663373383
2025-11-10,79.50403423101847
2025-11-11,75.93081920939966
2025-11-12,78.61073047561376
2025-11-13,77.71742672020906
2025-11-14,78.61073047561376
2025-11-15,67.89108541075734
2025-11-16,65.21117414454324
2025-11-17,77.71742672020906
2025-11-18,75.03751545399496
2025-11-19,76.82412296480436
2025-11-20,75.03751545399496
2025-11-21,72.35760418778085
2025-11-22,64.31787038913853
2025-11-23,66.10447789994794
2025-11-24,71.46430043237615
2025-11-25,73.25090794318555
2025-11-26,69.67769292156675
2025-11-27,55.384832835091515
2025-11-28,63.42456663373383
2025-11-29,66.10447789994794
2025-11-30,70.57099667697145
2025-12-01,77.71742672020906
2025-12-02,82.18394549723257
2025-12-03,78.61073047561376
2025-12-04,78.61073047561376
2025-12-05,78.61073047561376
2025-12-06,70.57099667697145
2025-12-07,68.78438916616204
2025-12-08,83.07724925263727
2025-12-09,78.61073047561376
2025-12-10,75.93081920939966
2025-12-11,73.25090794318555
2025-12-12,75.59430067140474
2025-12-13,73.25090794318555
2025-12-14,72.30253751792714
2025-12-15,76.0960192189608
2025-12-16,74.19927836844397
2025-12-17,74.19927836844397
2025-12-18,74.19927836844397
2025-12-19,75.14764879370239
2025-12-20,69.45742624215188
2025-12-21,64.26892223815746
2025-12-22,69.95914478970795
2025-12-23,71.35416709266872
2025-12-24,62.37218138764062
2025-12-25,56.235306958387774
2025-12-26,65.21729266341588
2025-12-27,68.06240393919111
2025-12-28,63.32055181289904
2025-12-29,69.95914478970795
2025-12-30,69.45742624215188
2025-12-31,66.1656630886743
2026-01-01,59.52707011186538
2026-01-02,68.06240393919111
2026-01-03,64.26892223815746
2026-01-04,64.26892223815746
2026-01-05,74.19927836844397
2026-01-06,73.25090794318555
2026-01-07,73.25090794318555
2026-01-08,75.14764879370239
2026-01-09,74.19927836844397
2026-01-10,67.23028537251278
2026-01-11,61.20966280183999
2026-01-12,71.2440337529613
2026-01-13,74.25434503829769
2026-01-14,73.25090794318557
2026-01-15,73.25090794318557
2026-01-16,74.25434503829769
2026-01-17,70.24059665784917
2026-01-18,63.21653699206425
2026-01-19,68.2337224676249
2026-01-20,72.24747084807343
2026-01-21,76.26121922852195
2026-01-22,75.25778213340982
2026-01-23,73.25090794318557
2026-01-24,67.23028537251278
2026-01-25,76.26121922852195
2026-01-26,82.28184179919474
2026-01-27,88.30246436986752
2026-01-28,79.27153051385835
2026-01-29,77.26465632363409
2026-01-30,74.25434503829769
2026-01-31,72.24747084807343
2026-02-01,71.2440337529613
2026-02-02,73.25090794318557
2026-02-03,77.26465632363409
2026-02-04,75.25778213340982
2026-02-05,75.25778213340982
2026-02-06,76.26121922852195
2026-02-07,71.2440337529613
2026-02-08,65.22341118228852
2026-02-09,70.24059665784917
2026-02-10,76.26121922852195
2026-02-11,75.25778213340982
2026-02-12,75.25778213340982
2026-02-13,81.2784047040826
2026-02-14,70.24059665784917
2026-02-15,69.23715956273703
2026-02-16,77.26465632363409
2026-02-17,79.27153051385835
2026-02-18,79.27153051385835
2026-02-19,77.26465632363409
2026-02-20,77.26465632363409
2026-02-21,73.25090794318557
2026-02-22,67.23028537251278
2026-02-23,80.27496760897048
2026-02-24,78.26809341874622
2026-02-25,75.25778213340982
2026-02-26,78.26809341874622
2026-02-27,83.28527889430687
2026-02-28,68.2337224676249
2026-03-01,66.22684827740065
2026-03-02,80.27496760897048
2026-03-03,78.26809341874622
2026-03-04,80.27496760897048
2026-03-05,80.27496760897048
2026-03-06,77.26465632363409
2026-03-07,71.2440337529613
2026-03-08,72.24747084807343
2026-03-09,81.2784047040826
2026-03-10,78.26809341874622
2026-03-11,83.28527889430687
2026-03-12,75.25778213340982
2026-03-13,76.26121922852195
2026-03-14,76.26121922852195
2026-03-15,73.25090794318557
2026-03-16,80.27496760897048
2026-03-17,78.26809341874622
2026-03-18,77.26465632363409
2026-03-19,79.27153051385835
2026-03-20,81.2784047040826
2026-03-21,78.26809341874622
2026-03-22,74.25434503829769
2026-03-23,83.28527889430687
2026-03-24,85.29215308453114
2026-03-25,83.28527889430687
2026-03-26,83.28527889430687
2026-03-27,86.29559017964327
2026-03-28,77.26465632363409
2026-03-29,77.26465632363409
2026-03-30,82.28184179919474
2026-03-31,85.29215308453114
2026-04-01,88.30246436986752
2026-04-02,88.30246436986752
2026-04-03,88.30246436986752
2026-04-04,83.28527889430687
2026-04-05,79.27153051385835
2026-04-06,90.30933856009179
2026-04-07,88.30246436986752
2026-04-08,92.31621275031605
2026-04-09,89.30590146497966
2026-04-10,97.3333982258767
2026-04-11,87.29902727475539
2026-04-12,87.29902727475539
2026-04-13,92.31621275031605
2026-04-14,94.3230869405403
2026-04-15,94.3230869405403
2026-04-16,98.33683532098884
2026-04-17,95.32652403565244
2026-04-18,89.30590146497966
2026-04-19,82.28184179919474
2026-04-20,85.29215308453114
2026-04-21,91.31277565520392
2026-04-22,88.30246436986752
2026-04-23,88.30246436986752
2026-04-24,84.288715989419
2026-04-25,79.27153051385835
2026-04-26,80.27496760897048
2026-04-27,90.30933856009179
2026-04-28,87.29902727475539
2026-04-29,84.288715989419
2026-04-30,91.31277565520392
2026-05-01,85.29215308453114
2026-05-02,81.2784047040826
2026-05-03,81.2784047040826
2026-05-04,88.30246436986752
2026-05-05,85.29215308453114
2026-05-06,87.29902727475539
2026-05-07,85.29215308453114
2026-05-08,87.29902727475539
2026-05-09,83.28527889430687
2026-05-10,76.26121922852195
2026-05-11,85.29215308453114
2026-05-12,86.29559017964327
2026-05-13,91.31277565520392
2026-05-14,94.3230869405403
2026-05-15,96.32996113076457
2026-05-16,90.30933856009179
2026-05-17,88.30246436986752
2026-05-18,92.31621275031605
2026-05-19,90.30933856009179
2026-05-20,91.31277565520392
2026-05-21,93.31964984542817
2026-05-22,93.31964984542817
2026-05-23,87.29902727475539
2026-05-24,86.29559017964327
2026-05-25,80.27496760897048
2026-05-26,89.30590146497966
2026-05-27,87.29902727475539
2026-05-28,94.3230869405403
2026-05-29,100.34370951121309
2026-05-30,91.31277565520392
2026-05-31,90.30933856009179
