Time,backward
2024-09-25,72.93865484109386
2024-09-26,68.07607785168761
2024-09-27,63.21350086228136
2024-09-28,53.488346883468836
2024-09-29,48.62576989406258
2024-09-30,77.80123183050013
2024-10-01,72.93865484109386
2024-10-02,63.21350086228136
2024-10-03,77.80123183050013
2024-10-04,63.21350086228136
2024-10-05,48.62576989406258
2024-10-06,53.488346883468836
2024-10-07,68.07607785168761
2024-10-08,68.07607785168761
2024-10-09,68.07607785168761
2024-10-10,63.21350086228136
2024-10-11,58.3509238728751
2024-10-12,58.3509238728751
2024-10-13,53.488346883468836
2024-10-14,68.07607785168761
2024-10-15,72.93865484109386
2024-10-16,106.97669376693767
2024-10-17,77.80123183050013
2024-10-18,68.07607785168761
2024-10-19,53.488346883468836
2024-10-20,58.3509238728751
2024-10-21,82.6638088199064
2024-10-22,72.93865484109386
2024-10-23,92.38896279871891
2024-10-24,72.93865484109386
2024-10-25,77.80123183050013
2024-10-26,58.3509238728751
2024-10-27,58.3509238728751
2024-10-28,82.6638088199064
2024-10-29,72.93865484109386
2024-10-30,77.80123183050013
2024-10-31,82.6638088199064
2024-11-01,77.80123183050013
2024-11-02,87.52638580931264
2024-11-03,131.28957871396898
2024-11-04,116.7018477457502
2024-11-05,97.25153978812516
2024-11-06,68.07607785168761
2024-11-07,77.80123183050013
2024-11-08,72.93865484109386
2024-11-09,58.3509238728751
2024-11-10,58.3509238728751
2024-11-11,63.21350086228136
2024-11-12,72.93865484109386
2024-11-13,63.21350086228136
2024-11-14,68.07607785168761
2024-11-15,72.93865484109386
2024-11-16,48.62576989406258
2024-11-17,58.3509238728751
2024-11-18,82.6638088199064
2024-11-19,77.80123183050013
2024-11-20,72.93865484109386
2024-11-21,68.07607785168761
2024-11-22,68.07607785168761
2024-11-23,48.62576989406258
2024-11-24,58.3509238728751
2024-11-25,63.21350086228136
2024-11-26,58.3509238728751
2024-11-27,63.21350086228136
2024-11-28,63.21350086228136
2024-11-29,48.62576989406258
2024-11-30,43.76319290465632
2024-12-01,58.3509238728751
2024-12-02,68.07607785168761
2024-12-03,77.80123183050013
2024-12-04,58.3509238728751
2024-12-05,68.07607785168761
2024-12-06,68.07607785168761
2024-12-07,48.62576989406258
2024-12-08,63.21350086228136
2024-12-09,68.07607785168761
2024-12-10,82.6638088199064
2024-12-11,63.21350086228136
2024-12-12,63.21350086228136
2024-12-13,63.21350086228136
2024-12-14,53.488346883468836
2024-12-15,58.3509238728751
2024-12-16,63.21350086228136
2024-12-17,68.07607785168761
2024-12-18,58.3509238728751
2024-12-19,53.488346883468836
2024-12-20,48.62576989406258
2024-12-21,43.76319290465632
2024-12-22,43.76319290465632
2024-12-23,53.488346883468836
2024-12-24,43.76319290465632
2024-12-25,43.76319290465632
2024-12-26,48.62576989406258
2024-12-27,53.488346883468836
2024-12-28,48.62576989406258
2024-12-29,53.488346883468836
2024-12-30,48.62576989406258
2024-12-31,43.76319290465632
2025-01-01,48.62576989406258
2025-01-02,43.76319290465632
2025-01-03,53.488346883468836
2025-01-04,38.900615915250064
2025-01-05,43.76319290465632
2025-01-06,48.62576989406258
2025-01-07,486.2576989406258
2025-01-08,121.56442473515645
2025-01-09,68.07607785168761
2025-01-10,58.3509238728751
2025-01-11,48.62576989406258
2025-01-12,63.21350086228136
2025-01-13,63.21350086228136
2025-01-14,63.21350086228136
2025-01-15,72.93865484109386
2025-01-16,72.93865484109386
2025-01-17,68.07607785168761
2025-01-18,48.62576989406258
2025-01-19,53.488346883468836
2025-01-20,53.488346883468836
2025-01-21,58.3509238728751
2025-01-22,68.07607785168761
2025-01-23,63.21350086228136
2025-01-24,68.07607785168761
2025-01-25,58.3509238728751
2025-01-26,58.3509238728751
2025-01-27,63.21350086228136
2025-01-28,63.21350086228136
2025-01-29,68.07607785168761
2025-01-30,87.52638580931264
2025-01-31,68.07607785168761
2025-02-01,53.488346883468836
2025-02-02,53.488346883468836
2025-02-03,68.07607785168761
2025-02-04,82.6638088199064
2025-02-05,106.97669376693767
2025-02-06,63.21350086228136
2025-02-07,82.6638088199064
2025-02-08,58.3509238728751
2025-02-09,58.3509238728751
2025-02-10,77.80123183050013
2025-02-11,77.80123183050013
2025-02-12,72.93865484109386
2025-02-13,72.93865484109386
2025-02-14,58.3509238728751
2025-02-15,68.07607785168761
2025-02-16,58.3509238728751
2025-02-17,68.07607785168761
2025-02-18,72.93865484109386
2025-02-19,82.6638088199064
2025-02-20,72.93865484109386
2025-02-21,102.11411677753142
2025-02-22,72.93865484109386
2025-02-23,72.93865484109386
2025-02-24,87.52638580931264
2025-02-25,77.80123183050013
2025-02-26,77.80123183050013
2025-02-27,87.52638580931264
2025-02-28,72.93865484109386
2025-03-01,48.62576989406258
2025-03-02,63.21350086228136
2025-03-03,82.6638088199064
2025-03-04,82.6638088199064
2025-03-05,77.80123183050013
2025-03-06,72.93865484109386
2025-03-07,72.93865484109386
2025-03-08,72.93865484109386
2025-03-09,116.7018477457502
2025-03-10,87.52638580931264
2025-03-11,77.80123183050013
2025-03-12,77.80123183050013
2025-03-13,72.93865484109386
2025-03-14,63.21350086228136
2025-03-15,43.76319290465632
2025-03-16,58.3509238728751
2025-03-17,68.07607785168761
2025-03-18,68.07607785168761
2025-03-19,68.07607785168761
2025-03-20,82.6638088199064
2025-03-21,58.3509238728751
2025-03-22,58.3509238728751
2025-03-23,53.488346883468836
2025-03-24,68.07607785168761
2025-03-25,72.93865484109386
2025-03-26,68.07607785168761
2025-03-27,72.93865484109386
2025-03-28,82.6638088199064
2025-03-29,58.3509238728751
2025-03-30,53.488346883468836
2025-03-31,72.93865484109386
2025-04-01,68.07607785168761
2025-04-02,72.93865484109386
2025-04-03,63.21350086228136
2025-04-04,68.07607785168761
2025-04-05,63.21350086228136
2025-04-06,48.62576989406258
2025-04-07,72.93865484109386
2025-04-08,82.6638088199064
2025-04-09,77.80123183050013
2025-04-10,72.93865484109386
2025-04-11,72.93865484109386
2025-04-12,48.62576989406258
2025-04-13,58.3509238728751
2025-04-14,77.80123183050013
2025-04-15,72.776568941447
2025-04-16,73.53296980646574
2025-04-17,68.07607785168761
2025-04-18,62.619185896909485
2025-04-19,53.97460458240946
2025-04-20,57.918694807150096
2025-04-21,73.53296980646574
2025-04-22,82.17755112096577
2025-04-23,78.23346089622513
2025-04-24,78.23346089622513
2025-04-25,72.776568941447
2025-04-26,57.918694807150096
2025-04-27,52.46180285237196
2025-04-28,82.17755112096577
2025-04-29,72.776568941447
2025-04-30,82.17755112096577
2025-05-01,82.17755112096577
2025-05-02,68.07607785168761
2025-05-03,53.97460458240946
2025-05-04,107.94920916481892
2025-05-05,78.23346089622513
2025-05-06,82.93395198598452
2025-05-07,68.07607785168761
2025-05-08,63.37558676192823
2025-05-09,63.37558676192823
2025-05-10,43.817221537871944
2025-05-11,53.21820371739071
2025-05-12,68.07607785168761
2025-05-13,68.07607785168761
2025-05-14,63.53767266157511
2025-05-15,62.024870931537606
2025-05-16,60.5120692015001
2025-05-17,46.89685363116258
2025-05-18,57.48646574142509
2025-05-19,60.5120692015001
2025-05-20,65.05047439161261
2025-05-21,66.5632761216501
2025-05-22,68.07607785168761
2025-05-23,66.5632761216501
2025-05-24,49.92245709123758
2025-05-25,49.92245709123758
2025-05-26,57.48646574142509
2025-05-27,68.07607785168761
2025-05-28,62.024870931537606
2025-05-29,52.94806055131259
2025-05-30,66.5632761216501
2025-05-31,49.92245709123758
2025-06-01,58.999267471462595
2025-06-02,54.46086228135009
2025-06-03,65.05047439161261
2025-06-04,62.024870931537606
2025-06-05,75.64008650187513
2025-06-06,58.999267471462595
2025-06-07,60.5120692015001
2025-06-08,65.05047439161261
2025-06-09,62.024870931537606
2025-06-10,60.5120692015001
2025-06-11,62.024870931537606
2025-06-12,58.999267471462595
2025-06-13,51.435258821275085
2025-06-14,48.40965536120008
2025-06-15,52.94806055131259
2025-06-16,52.94806055131259
2025-06-17,62.024870931537606
2025-06-18,65.05047439161261
2025-06-19,49.92245709123758
2025-06-20,48.40965536120008
2025-06-21,55.97366401138759
2025-06-22,48.40965536120008
2025-06-23,57.48646574142509
2025-06-24,63.53767266157511
2025-06-25,54.46086228135009
2025-06-26,58.999267471462595
2025-06-27,51.435258821275085
2025-06-28,51.435258821275085
2025-06-29,49.92245709123758
2025-06-30,60.5120692015001
2025-07-01,54.46086228135009
2025-07-02,55.97366401138759
2025-07-03,51.435258821275085
2025-07-04,48.40965536120008
2025-07-05,45.384051901125076
2025-07-06,49.92245709123758
2025-07-07,71.10168131176262
2025-07-08,57.48646574142509
2025-07-09,62.024870931537606
2025-07-10,51.435258821275085
2025-07-11,62.024870931537606
2025-07-12,52.94806055131259
2025-07-13,68.07607785168761
2025-07-14,66.5632761216501
2025-07-15,60.5120692015001
2025-07-16,63.53767266157511
2025-07-17,77.15288823191263
2025-07-18,65.05047439161261
2025-07-19,78.66568996195014
2025-07-20,75.64008650187513
2025-07-21,80.17849169198763
2025-07-22,65.05047439161261
2025-07-23,75.64008650187513
2025-07-24,60.5120692015001
2025-07-25,58.999267471462595
2025-07-26,66.5632761216501
2025-07-27,74.12728477183762
2025-07-28,69.58887958172511
2025-07-29,78.66568996195014
2025-07-30,104.38331937258768
2025-07-31,107.40892283266268
2025-08-01,83.20409515206264
2025-08-02,54.46086228135009
2025-08-03,51.435258821275085
2025-08-04,51.435258821275085
2025-08-05,75.64008650187513
2025-08-06,52.94806055131259
2025-08-07,62.024870931537606
2025-08-08,62.024870931537606
2025-08-09,83.20409515206264
2025-08-10,62.024870931537606
2025-08-11,71.10168131176262
2025-08-12,58.999267471462595
2025-08-13,54.46086228135009
2025-08-14,66.5632761216501
2025-08-15,57.48646574142509
2025-08-16,51.435258821275085
2025-08-17,51.435258821275085
2025-08-18,55.97366401138759
2025-08-19,62.024870931537606
2025-08-20,60.5120692015001
2025-08-21,58.999267471462595
2025-08-22,57.48646574142509
2025-08-23,48.40965536120008
2025-08-24,49.92245709123758
2025-08-25,51.435258821275085
2025-08-26,66.5632761216501
2025-08-27,69.58887958172511
2025-08-28,58.999267471462595
2025-08-29,57.48646574142509
2025-08-30,52.94806055131259
2025-08-31,62.024870931537606
2025-09-01,52.94806055131259
2025-09-02,65.05047439161261
2025-09-03,71.10168131176262
2025-09-04,69.58887958172511
2025-09-05,63.53767266157511
2025-09-06,42.35844844105007
2025-09-07,68.07607785168761
2025-09-08,74.12728477183762
2025-09-09,69.58887958172511
2025-09-10,77.15288823191263
2025-09-11,71.10168131176262
2025-09-12,68.07607785168761
2025-09-13,54.46086228135009
2025-09-14,46.89685363116258
2025-09-15,80.17849169198763
2025-09-16,74.12728477183762
2025-09-17,77.15288823191263
2025-09-18,69.58887958172511
2025-09-19,75.64008650187513
2025-09-20,65.05047439161261
2025-09-21,66.5632761216501
2025-09-22,89.25530207221264
2025-09-23,86.22969861213764
2025-09-24,81.69129342202514
2025-09-25,75.64008650187513
2025-09-26,77.15288823191263
2025-09-27,52.94806055131259
2025-09-28,58.999267471462595
2025-09-29,89.25530207221264
2025-09-30,89.25530207221264
2025-10-01,83.20409515206264
2025-10-02,80.17849169198763
2025-10-03,87.74250034217515
2025-10-04,75.64008650187513
2025-10-05,68.07607785168761
2025-10-06,84.71689688210014
2025-10-07,87.74250034217515
2025-10-08,96.81931072240016
2025-10-09,96.81931072240016
2025-10-10,74.12728477183762
2025-10-11,54.46086228135009
2025-10-12,65.05047439161261
2025-10-13,78.66568996195014
2025-10-14,75.64008650187513
2025-10-15,83.20409515206264
2025-10-16,89.25530207221264
2025-10-17,81.69129342202514
2025-10-18,69.58887958172511
2025-10-19,77.15288823191263
2025-10-20,77.15288823191263
2025-10-21,87.74250034217515
2025-10-22,86.22969861213764
2025-10-23,92.28090553228765
2025-10-24,72.61448304180013
2025-10-25,58.999267471462595
2025-10-26,69.58887958172511
2025-10-27,92.28090553228765
2025-10-28,86.22969861213764
2025-10-29,105.89612110262517
2025-10-30,90.76810380225015
2025-10-31,98.33211245243767
2025-11-01,105.89612110262517
2025-11-02,151.28017300375026
2025-11-03,93.79370726232516
2025-11-04,107.40892283266268
2025-11-05,92.28090553228765
2025-11-06,77.15288823191263
2025-11-07,86.22969861213764
2025-11-08,74.12728477183762
2025-11-09,75.64008650187513
2025-11-10,83.20409515206264
2025-11-11,87.74250034217515
2025-11-12,93.79370726232516
2025-11-13,95.30650899236265
2025-11-14,81.69129342202514
2025-11-15,68.07607785168761
2025-11-16,80.17849169198763
2025-11-17,92.28090553228765
2025-11-18,95.30650899236265
2025-11-19,78.66568996195014
2025-11-20,83.20409515206264
2025-11-21,72.61448304180013
2025-11-22,69.58887958172511
2025-11-23,75.64008650187513
2025-11-24,87.74250034217515
2025-11-25,72.61448304180013
2025-11-26,71.10168131176262
2025-11-27,69.58887958172511
2025-11-28,63.53767266157511
2025-11-29,66.5632761216501
2025-11-30,66.5632761216501
2025-12-01,80.17849169198763
2025-12-02,84.71689688210014
2025-12-03,92.28090553228765
2025-12-04,96.81931072240016
2025-12-05,90.76810380225015
2025-12-06,72.61448304180013
2025-12-07,74.12728477183762
2025-12-08,92.28090553228765
2025-12-09,96.81931072240016
2025-12-10,86.22969861213764
2025-12-11,94.32318786783827
2025-12-12,91.14630423475953
2025-12-13,75.26188606936574
2025-12-14,63.38639248857135
2025-12-15,93.49114691631766
2025-12-16,78.4387697024445
2025-12-17,98.25647236593579
2025-12-18,87.96942060168077
2025-12-19,145.0020458240946
2025-12-20,89.55786241822014
2025-12-21,68.15171793818948
2025-12-22,72.91704338780762
2025-12-23,61.041549807013226
2025-12-24,66.5632761216501
2025-12-25,76.85032788590513
2025-12-26,77.68236883742574
2025-12-27,71.32860157126824
2025-12-28,64.97483430511073
2025-12-29,72.91704338780762
2025-12-30,76.85032788590513
2025-12-31,69.74015975472886
2026-01-01,63.38639248857135
2026-01-02,64.97483430511073
2026-01-03,71.32860157126824
2026-01-04,61.79795067203197
2026-01-05,61.79795067203197
2026-01-06,83.20409515206264
2026-01-07,80.8592524705045
2026-01-08,83.20409515206264
2026-01-09,84.86817705510389
2026-01-10,73.21960373381512
2026-01-11,74.88368563685637
2026-01-12,89.86042276422764
2026-01-13,91.52450466726889
2026-01-14,83.20409515206264
2026-01-15,84.86817705510389
2026-01-16,88.19634086118639
2026-01-17,78.21184944293887
2026-01-18,74.88368563685637
2026-01-19,78.21184944293887
2026-01-20,84.86817705510389
2026-01-21,91.52450466726889
2026-01-22,98.1808322794339
2026-01-23,103.17307798855767
2026-01-24,81.54001324902137
2026-01-25,103.17307798855767
2026-01-26,108.16532369768142
2026-01-27,98.1808322794339
2026-01-28,103.17307798855767
2026-01-29,106.50124179464017
2026-01-30,106.50124179464017
2026-01-31,94.8526684733514
2026-02-01,114.82165130984643
2026-02-02,124.80614272809395
2026-02-03,113.15756940680518
2026-02-04,124.80614272809395
2026-02-05,126.4702246311352
2026-02-06,106.50124179464017
2026-02-07,83.20409515206264
2026-02-08,88.19634086118639
2026-02-09,93.18858657031015
2026-02-10,94.8526684733514
2026-02-11,108.16532369768142
2026-02-12,91.52450466726889
2026-02-13,109.82940560072267
2026-02-14,106.50124179464017
2026-02-15,106.50124179464017
2026-02-16,131.46247034025896
2026-02-17,126.4702246311352
2026-02-18,126.4702246311352
2026-02-19,104.83715989159892
2026-02-20,113.15756940680518
2026-02-21,116.48573321288768
2026-02-22,118.14981511592893
2026-02-23,131.46247034025896
2026-02-24,116.48573321288768
2026-02-25,124.80614272809395
2026-02-26,148.1032893706715
2026-02-27,151.431453176754
2026-02-28,83.20409515206264
2026-03-01,78.21184944293887
2026-03-02,119.81389701897018
2026-03-03,138.11879795242396
2026-03-04,116.48573321288768
2026-03-05,121.47797892201145
2026-03-06,109.82940560072267
2026-03-07,108.16532369768142
2026-03-08,166.40819030412527
2026-03-09,123.1420608250527
2026-03-10,106.50124179464017
2026-03-11,109.82940560072267
2026-03-12,98.1808322794339
2026-03-13,84.86817705510389
2026-03-14,89.86042276422764
2026-03-15,89.86042276422764
2026-03-16,101.5089960855164
2026-03-17,106.50124179464017
2026-03-18,104.83715989159892
2026-03-19,133.1265522433002
2026-03-20,119.81389701897018
2026-03-21,103.17307798855767
2026-03-22,99.84491418247515
2026-03-23,119.81389701897018
2026-03-24,96.51675037639265
2026-03-25,103.17307798855767
2026-03-26,103.17307798855767
2026-03-27,111.49348750376393
2026-03-28,98.1808322794339
2026-03-29,106.50124179464017
2026-03-30,103.17307798855767
2026-03-31,99.84491418247515
2026-04-01,119.81389701897018
2026-04-02,98.1808322794339
2026-04-03,98.1808322794339
2026-04-04,88.19634086118639
2026-04-05,89.86042276422764
2026-04-06,96.51675037639265
2026-04-07,96.51675037639265
2026-04-08,118.14981511592893
2026-04-09,101.5089960855164
2026-04-10,103.17307798855767
2026-04-11,78.21184944293887
2026-04-12,74.88368563685637
2026-04-13,103.17307798855767
2026-04-14,103.17307798855767
2026-04-15,101.5089960855164
2026-04-16,123.1420608250527
2026-04-17,128.13430653417646
2026-04-18,88.19634086118639
2026-04-19,104.83715989159892
2026-04-20,123.1420608250527
2026-04-21,106.50124179464017
2026-04-22,121.47797892201145
2026-04-23,111.49348750376393
2026-04-24,113.15756940680518
2026-04-25,84.86817705510389
2026-04-26,93.18858657031015
2026-04-27,111.49348750376393
2026-04-28,118.14981511592893
2026-04-29,121.47797892201145
2026-04-30,104.83715989159892
2026-05-01,109.82940560072267
2026-05-02,111.49348750376393
2026-05-03,119.81389701897018
2026-05-04,114.82165130984643
2026-05-05,116.48573321288768
2026-05-06,118.14981511592893
2026-05-07,124.80614272809395
2026-05-08,116.48573321288768
2026-05-09,94.8526684733514
2026-05-10,96.51675037639265
2026-05-11,103.17307798855767
2026-05-12,109.82940560072267
2026-05-13,121.47797892201145
2026-05-14,121.47797892201145
2026-05-15,108.16532369768142
2026-05-16,116.48573321288768
2026-05-17,104.83715989159892
2026-05-18,101.5089960855164
2026-05-19,103.17307798855767
2026-05-20,106.50124179464017
2026-05-21,103.17307798855767
2026-05-22,108.16532369768142
2026-05-23,109.82940560072267
2026-05-24,113.15756940680518
2026-05-25,118.14981511592893
2026-05-26,128.13430653417646
2026-05-27,114.82165130984643
2026-05-28,129.7983884372177
2026-05-29,128.13430653417646
2026-05-30,114.82165130984643
2026-05-31,154.7596169828365
