Time,blooket_join
2024-09-22,5.813970099876099
2024-09-23,87.20955149814148
2024-09-24,106.58945183106182
2024-09-25,118.21739203081401
2024-09-26,125.96935216398215
2024-09-27,135.6593023304423
2024-09-28,9.689950166460164
2024-09-29,5.813970099876099
2024-09-30,91.08553156472556
2024-10-01,96.89950166460164
2024-10-02,112.40342193093791
2024-10-03,106.58945183106182
2024-10-04,127.90734219727418
2024-10-05,7.751960133168132
2024-10-06,3.875980066584066
2024-10-07,83.33357143155742
2024-10-08,87.20955149814148
2024-10-09,96.89950166460164
2024-10-10,108.52744186435385
2024-10-11,102.71347176447775
2024-10-12,9.689950166460164
2024-10-13,7.751960133168132
2024-10-14,52.32573089888489
2024-10-15,91.08553156472556
2024-10-16,98.83749169789368
2024-10-17,102.71347176447775
2024-10-18,135.6593023304423
2024-10-19,7.751960133168132
2024-10-20,5.813970099876099
2024-10-21,87.20955149814148
2024-10-22,98.83749169789368
2024-10-23,100.77548173118572
2024-10-24,120.15538206410605
2024-10-25,149.22523256348654
2024-10-26,7.751960133168132
2024-10-27,5.813970099876099
2024-10-28,91.08553156472556
2024-10-29,96.89950166460164
2024-10-30,106.58945183106182
2024-10-31,193.7990033292033
2024-11-01,116.27940199752199
2024-11-02,9.689950166460164
2024-11-03,5.813970099876099
2024-11-04,79.45759136497335
2024-11-05,56.201710965468955
2024-11-06,81.39558139826539
2024-11-07,116.27940199752199
2024-11-08,139.53528239702638
2024-11-09,9.689950166460164
2024-11-10,7.751960133168132
2024-11-11,60.077691032053025
2024-11-12,94.96151163130962
2024-11-13,98.83749169789368
2024-11-14,120.15538206410605
2024-11-15,153.10121263007062
2024-11-16,11.627940199752198
2024-11-17,7.751960133168132
2024-11-18,91.08553156472556
2024-11-19,104.65146179776978
2024-11-20,108.52744186435385
2024-11-21,116.27940199752199
2024-11-22,182.1710631294511
2024-11-23,11.627940199752198
2024-11-24,9.689950166460164
2024-11-25,65.89166113192913
2024-11-26,85.27156146484946
2024-11-27,25.19387043279643
2024-11-28,7.751960133168132
2024-11-29,5.813970099876099
2024-11-30,3.875980066584066
2024-12-01,3.875980066584066
2024-12-02,85.27156146484946
2024-12-03,89.14754153143352
2024-12-04,104.65146179776978
2024-12-05,106.58945183106182
2024-12-06,145.34925249690247
2024-12-07,9.689950166460164
2024-12-08,7.751960133168132
2024-12-09,93.02352159801758
2024-12-10,100.77548173118572
2024-12-11,114.34141196422995
2024-12-12,124.03136213069011
2024-12-13,156.97719269665467
2024-12-14,9.689950166460164
2024-12-15,5.813970099876099
2024-12-16,137.59729236373434
2024-12-17,143.41126246361046
2024-12-18,156.97719269665467
2024-12-19,170.5431229296989
2024-12-20,153.10121263007062
2024-12-21,11.627940199752198
2024-12-22,7.751960133168132
2024-12-23,5.813970099876099
2024-12-24,5.813970099876099
2024-12-25,3.875980066584066
2024-12-26,3.875980066584066
2024-12-27,3.875980066584066
2024-12-28,1.937990033292033
2024-12-29,1.937990033292033
2024-12-30,1.937990033292033
2024-12-31,1.937990033292033
2025-01-01,1.937990033292033
2025-01-02,13.56593023304423
2025-01-03,19.37990033292033
2025-01-04,1.937990033292033
2025-01-05,3.875980066584066
2025-01-06,34.883820599256595
2025-01-07,62.015681065345056
2025-01-08,79.45759136497335
2025-01-09,83.33357143155742
2025-01-10,83.33357143155742
2025-01-11,7.751960133168132
2025-01-12,5.813970099876099
2025-01-13,73.64362126509725
2025-01-14,91.08553156472556
2025-01-15,98.83749169789368
2025-01-16,96.89950166460164
2025-01-17,116.27940199752199
2025-01-18,7.751960133168132
2025-01-19,5.813970099876099
2025-01-20,7.751960133168132
2025-01-21,56.201710965468955
2025-01-22,63.95367109863709
2025-01-23,85.27156146484946
2025-01-24,106.58945183106182
2025-01-25,5.813970099876099
2025-01-26,5.813970099876099
2025-01-27,73.64362126509725
2025-01-28,87.20955149814148
2025-01-29,89.14754153143352
2025-01-30,91.08553156472556
2025-01-31,108.52744186435385
2025-02-01,7.751960133168132
2025-02-02,3.875980066584066
2025-02-03,77.51960133168132
2025-02-04,81.39558139826539
2025-02-05,89.14754153143352
2025-02-06,94.96151163130962
2025-02-07,112.40342193093791
2025-02-08,7.751960133168132
2025-02-09,5.813970099876099
2025-02-10,73.64362126509725
2025-02-11,91.08553156472556
2025-02-12,87.20955149814148
2025-02-13,94.96151163130962
2025-02-14,100.77548173118572
2025-02-15,7.751960133168132
2025-02-16,5.813970099876099
2025-02-17,17.441910299628297
2025-02-18,63.95367109863709
2025-02-19,71.70563123180523
2025-02-20,77.51960133168132
2025-02-21,94.96151163130962
2025-02-22,7.751960133168132
2025-02-23,5.813970099876099
2025-02-24,79.45759136497335
2025-02-25,83.33357143155742
2025-02-26,93.02352159801758
2025-02-27,96.89950166460164
2025-02-28,114.34141196422995
2025-03-01,7.751960133168132
2025-03-02,5.813970099876099
2025-03-03,75.58161129838929
2025-03-04,91.08553156472556
2025-03-05,94.96151163130962
2025-03-06,108.52744186435385
2025-03-07,135.6593023304423
2025-03-08,9.689950166460164
2025-03-09,7.751960133168132
2025-03-10,75.58161129838929
2025-03-11,83.33357143155742
2025-03-12,94.96151163130962
2025-03-13,106.58945183106182
2025-03-14,98.83749169789368
2025-03-15,9.689950166460164
2025-03-16,5.813970099876099
2025-03-17,73.64362126509725
2025-03-18,77.51960133168132
2025-03-19,77.51960133168132
2025-03-20,87.20955149814148
2025-03-21,108.52744186435385
2025-03-22,5.813970099876099
2025-03-23,5.813970099876099
2025-03-24,75.58161129838929
2025-03-25,79.45759136497335
2025-03-26,83.33357143155742
2025-03-27,93.02352159801758
2025-03-28,110.46543189764589
2025-03-29,9.689950166460164
2025-03-30,5.813970099876099
2025-03-31,73.64362126509725
2025-04-01,83.33357143155742
2025-04-02,85.27156146484946
2025-04-03,96.89950166460164
2025-04-04,116.27940199752199
2025-04-05,9.689950166460164
2025-04-06,5.813970099876099
2025-04-07,87.20955149814148
2025-04-08,91.08553156472556
2025-04-09,98.83749169789368
2025-04-10,108.52744186435385
2025-04-11,135.6593023304423
2025-04-12,7.751960133168132
2025-04-13,5.813970099876099
2025-04-14,83.33357143155742
2025-04-15,87.78564432861577
2025-04-16,94.33925279396016
2025-04-17,106.84729389073702
2025-04-18,41.76992253964879
2025-04-19,5.584613448698355
2025-04-20,3.276804232672186
2025-04-21,64.10837633444221
2025-04-22,91.06244856128797
2025-04-23,91.06244856128797
2025-04-24,98.9548712260125
2025-04-25,122.63213922018606
2025-04-26,5.584613448698355
2025-04-27,5.584613448698355
2025-04-28,93.37025777731414
2025-04-29,93.37025777731414
2025-04-30,96.64706200998631
2025-05-01,118.01652078813373
2025-05-02,112.43190733943537
2025-05-03,5.584613448698355
2025-05-04,3.276804232672186
2025-05-05,88.75463934526181
2025-05-06,102.23167545868468
2025-05-07,103.57048965806483
2025-05-08,98.9548712260125
2025-05-09,114.73971655546154
2025-05-10,5.584613448698355
2025-05-11,5.584613448698355
2025-05-12,98.9548712260125
2025-05-13,93.37025777731414
2025-05-14,109.15510310676319
2025-05-15,104.42750755165191
2025-05-16,117.81564954545344
2025-05-17,8.032885196280917
2025-05-18,5.355256797520611
2025-05-19,96.394622355371
2025-05-20,91.03936555785039
2025-05-21,91.03936555785039
2025-05-22,83.00648036156947
2025-05-23,69.61833836776795
2025-05-24,5.355256797520611
2025-05-25,5.355256797520611
2025-05-26,5.355256797520611
2025-05-27,56.230196373966415
2025-05-28,56.230196373966415
2025-05-29,50.874939576445804
2025-05-30,50.874939576445804
2025-05-31,2.6776283987603056
2025-06-01,2.6776283987603056
2025-06-02,37.48679758264428
2025-06-03,40.164425981404584
2025-06-04,37.48679758264428
2025-06-05,34.809169183883974
2025-06-06,29.45391238636336
2025-06-07,2.6776283987603056
2025-06-08,2.6776283987603056
2025-06-09,24.09865558884275
2025-06-10,24.09865558884275
2025-06-11,21.421027190082444
2025-06-12,21.421027190082444
2025-06-13,16.065770392561834
2025-06-14,2.6776283987603056
2025-06-15,2.6776283987603056
2025-06-16,16.065770392561834
2025-06-17,13.388141993801527
2025-06-18,10.710513595041222
2025-06-19,2.6776283987603056
2025-06-20,5.355256797520611
2025-06-21,0.0
2025-06-22,0.0
2025-06-23,8.032885196280917
2025-06-24,8.032885196280917
2025-06-25,8.032885196280917
2025-06-26,8.032885196280917
2025-06-27,5.355256797520611
2025-06-28,0.0
2025-06-29,0.0
2025-06-30,2.6776283987603056
2025-07-01,2.6776283987603056
2025-07-02,2.6776283987603056
2025-07-03,2.6776283987603056
2025-07-04,0.0
2025-07-05,0.0
2025-07-06,0.0
2025-07-07,2.6776283987603056
2025-07-08,2.6776283987603056
2025-07-09,2.6776283987603056
2025-07-10,5.355256797520611
2025-07-11,2.6776283987603056
2025-07-12,0.0
2025-07-13,0.0
2025-07-14,2.6776283987603056
2025-07-15,2.6776283987603056
2025-07-16,2.6776283987603056
2025-07-17,2.6776283987603056
2025-07-18,2.6776283987603056
2025-07-19,0.0
2025-07-20,0.0
2025-07-21,2.6776283987603056
2025-07-22,2.6776283987603056
2025-07-23,2.6776283987603056
2025-07-24,2.6776283987603056
2025-07-25,2.6776283987603056
2025-07-26,0.0
2025-07-27,0.0
2025-07-28,2.6776283987603056
2025-07-29,2.6776283987603056
2025-07-30,2.6776283987603056
2025-07-31,2.6776283987603056
2025-08-01,5.355256797520611
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,5.355256797520611
2025-08-05,8.032885196280917
2025-08-06,10.710513595041222
2025-08-07,10.710513595041222
2025-08-08,21.421027190082444
2025-08-09,2.6776283987603056
2025-08-10,0.0
2025-08-11,16.065770392561834
2025-08-12,21.421027190082444
2025-08-13,34.809169183883974
2025-08-14,48.1973111776855
2025-08-15,74.97359516528856
2025-08-16,2.6776283987603056
2025-08-17,2.6776283987603056
2025-08-18,40.164425981404584
2025-08-19,64.26308157024734
2025-08-20,72.29596676652825
2025-08-21,93.7169939566107
2025-08-22,123.17090634297405
2025-08-23,5.355256797520611
2025-08-24,2.6776283987603056
2025-08-25,74.97359516528856
2025-08-26,83.00648036156947
2025-08-27,109.78276434917252
2025-08-28,139.2366767355359
2025-08-29,163.33533232437864
2025-08-30,5.355256797520611
2025-08-31,2.6776283987603056
2025-09-01,2.6776283987603056
2025-09-02,85.68410876032978
2025-09-03,128.52616314049467
2025-09-04,157.98007552685803
2025-09-05,208.85501510330383
2025-09-06,8.032885196280917
2025-09-07,5.355256797520611
2025-09-08,99.0722507541313
2025-09-09,133.88141993801528
2025-09-10,152.62481872933742
2025-09-11,176.72347431818017
2025-09-12,240.9865558884275
2025-09-13,10.710513595041222
2025-09-14,8.032885196280917
2025-09-15,125.84853474173435
2025-09-16,139.2366767355359
2025-09-17,166.01296072313895
2025-09-18,179.40110271694047
2025-09-19,219.56552869834505
2025-09-20,10.710513595041222
2025-09-21,8.032885196280917
2025-09-22,112.46039274793283
2025-09-23,131.20379153925498
2025-09-24,163.33533232437864
2025-09-25,187.4339879132214
2025-09-26,238.30892748966718
2025-09-27,10.710513595041222
2025-09-28,8.032885196280917
2025-09-29,123.17090634297405
2025-09-30,166.01296072313895
2025-10-01,187.4339879132214
2025-10-02,190.1116163119817
2025-10-03,249.0194410847084
2025-10-04,13.388141993801527
2025-10-05,8.032885196280917
2025-10-06,125.84853474173435
2025-10-07,163.33533232437864
2025-10-08,184.75635951446108
2025-10-09,219.56552869834505
2025-10-10,216.88790029958474
2025-10-11,13.388141993801527
2025-10-12,8.032885196280917
2025-10-13,80.32885196280917
2025-10-14,136.5590483367756
2025-10-15,168.69058912189925
2025-10-16,174.04584591941986
2025-10-17,208.85501510330383
2025-10-18,10.710513595041222
2025-10-19,8.032885196280917
2025-10-20,131.20379153925498
2025-10-21,157.98007552685803
2025-10-22,179.40110271694047
2025-10-23,192.789244710742
2025-10-24,243.6641842871878
2025-10-25,10.710513595041222
2025-10-26,8.032885196280917
2025-10-27,133.88141993801528
2025-10-28,174.04584591941986
2025-10-29,182.07873111570078
2025-10-30,198.1445015082626
2025-10-31,267.76283987603057
2025-11-01,8.032885196280917
2025-11-02,8.032885196280917
2025-11-03,93.7169939566107
2025-11-04,101.74987915289161
2025-11-05,133.88141993801528
2025-11-06,157.98007552685803
2025-11-07,206.17738670454352
2025-11-08,16.065770392561834
2025-11-09,8.032885196280917
2025-11-10,109.78276434917252
2025-11-11,96.394622355371
2025-11-12,128.52616314049467
2025-11-13,168.69058912189925
2025-11-14,222.24315709710535
2025-11-15,13.388141993801527
2025-11-16,8.032885196280917
2025-11-17,112.46039274793283
2025-11-18,139.2366767355359
2025-11-19,149.94719033057711
2025-11-20,171.36821752065956
2025-11-21,235.63129909090688
2025-11-22,16.065770392561834
2025-11-23,10.710513595041222
2025-11-24,80.32885196280917
2025-11-25,104.42750755165191
2025-11-26,29.45391238636336
2025-11-27,5.355256797520611
2025-11-28,5.355256797520611
2025-11-29,5.355256797520611
2025-11-30,5.355256797520611
2025-12-01,91.03936555785039
2025-12-02,101.74987915289161
2025-12-03,120.49327794421374
2025-12-04,160.65770392561834
2025-12-05,179.40110271694047
2025-12-06,10.710513595041222
2025-12-07,8.032885196280917
2025-12-08,107.10513595041222
2025-12-09,117.81564954545344
2025-12-10,125.84853474173435
2025-12-11,150.21440782862038
2025-12-12,187.52372143297248
2025-12-13,11.218177264793223
2025-12-14,7.925056242988866
2025-12-15,152.53037543921266
2025-12-16,174.9667299687991
2025-12-17,170.69645553578266
2025-12-18,195.44877767596134
2025-12-19,167.04167372581023
2025-12-20,11.218177264793223
2025-12-21,7.925056242988866
2025-12-22,29.384257361363208
2025-12-23,31.700224971955464
2025-12-24,5.609088632396611
2025-12-25,3.2931210218043567
2025-12-26,3.2931210218043567
2025-12-27,3.2931210218043567
2025-12-28,2.3159676105922546
2025-12-29,3.2931210218043567
2025-12-30,2.3159676105922546
2025-12-31,2.3159676105922546
2026-01-01,2.3159676105922546
2026-01-02,2.3159676105922546
2026-01-03,2.3159676105922546
2026-01-04,2.3159676105922546
2026-01-05,42.91840223674869
2026-01-06,72.30265959811189
2026-01-07,81.20486925231286
2026-01-08,91.44589310589399
2026-01-09,138.99623056382717
2026-01-10,5.862920467272611
2026-01-11,3.9086136448484075
2026-01-12,84.03519336424075
2026-01-13,93.80672747636177
2026-01-14,95.76103429878599
2026-01-15,111.3954888781796
2026-01-16,142.66439803696687
2026-01-17,7.817227289696815
2026-01-18,5.862920467272611
2026-01-19,7.817227289696815
2026-01-20,84.03519336424075
2026-01-21,101.62395476605859
2026-01-22,109.4411820557554
2026-01-23,127.02994345757324
2026-01-24,11.725840934545221
2026-01-25,7.817227289696815
2026-01-26,42.994750093332485
2026-01-27,68.40073878484714
2026-01-28,87.94380700908917
2026-01-29,93.80672747636177
2026-01-30,123.12132981272484
2026-01-31,7.817227289696815
2026-02-01,5.862920467272611
2026-02-02,74.26365925211974
2026-02-03,82.08088654181655
2026-02-04,91.85242065393757
2026-02-05,109.4411820557554
2026-02-06,119.21271616787642
2026-02-07,7.817227289696815
2026-02-08,5.862920467272611
2026-02-09,70.35504560727134
2026-02-10,89.89811383151337
2026-02-11,103.5782615884828
2026-02-12,107.4868752333312
2026-02-13,109.4411820557554
2026-02-14,7.817227289696815
2026-02-15,3.9086136448484075
2026-02-16,19.543068224242038
2026-02-17,76.21796607454395
2026-02-18,78.17227289696815
2026-02-19,95.76103429878599
2026-02-20,113.34979570060382
2026-02-21,7.817227289696815
2026-02-22,5.862920467272611
2026-02-23,72.30935242969554
2026-02-24,89.89811383151337
2026-02-25,91.85242065393757
2026-02-26,105.532568410907
2026-02-27,119.21271616787642
2026-02-28,7.817227289696815
2026-03-01,5.862920467272611
2026-03-02,84.03519336424075
2026-03-03,80.12657971939235
2026-03-04,87.94380700908917
2026-03-05,103.5782615884828
2026-03-06,121.16702299030064
2026-03-07,7.817227289696815
2026-03-08,5.862920467272611
2026-03-09,78.17227289696815
2026-03-10,82.08088654181655
2026-03-11,101.62395476605859
2026-03-12,99.66964794363439
2026-03-13,109.4411820557554
2026-03-14,7.817227289696815
2026-03-15,5.862920467272611
2026-03-16,56.67489785030191
2026-03-17,84.03519336424075
2026-03-18,82.08088654181655
2026-03-19,91.85242065393757
2026-03-20,89.89811383151337
2026-03-21,5.862920467272611
2026-03-22,3.9086136448484075
2026-03-23,82.08088654181655
2026-03-24,87.94380700908917
2026-03-25,97.71534112121019
2026-03-26,109.4411820557554
2026-03-27,123.12132981272484
2026-03-28,7.817227289696815
2026-03-29,5.862920467272611
2026-03-30,78.17227289696815
2026-03-31,84.03519336424075
2026-04-01,95.76103429878599
2026-04-02,97.71534112121019
2026-04-03,42.994750093332485
2026-04-04,5.862920467272611
2026-04-05,3.9086136448484075
2026-04-06,50.811977383029294
2026-04-07,78.17227289696815
2026-04-08,80.12657971939235
2026-04-09,91.85242065393757
2026-04-10,117.25840934545222
2026-04-11,7.817227289696815
2026-04-12,3.9086136448484075
2026-04-13,103.5782615884828
2026-04-14,99.66964794363439
2026-04-15,103.5782615884828
2026-04-16,127.02994345757324
2026-04-17,146.57301168181527
2026-04-18,7.817227289696815
2026-04-19,5.862920467272611
2026-04-20,95.76103429878599
2026-04-21,107.4868752333312
2026-04-22,113.34979570060382
2026-04-23,127.02994345757324
2026-04-24,140.71009121454267
2026-04-25,5.862920467272611
2026-04-26,5.862920467272611
2026-04-27,109.4411820557554
2026-04-28,115.30410252302802
2026-04-29,117.25840934545222
2026-04-30,119.21271616787642
2026-05-01,138.75578439211847
2026-05-02,7.817227289696815
2026-05-03,5.862920467272611
2026-05-04,105.532568410907
2026-05-05,109.4411820557554
2026-05-06,121.16702299030064
2026-05-07,134.84717074727007
2026-05-08,142.66439803696687
2026-05-09,7.817227289696815
2026-05-10,5.862920467272611
2026-05-11,117.25840934545222
2026-05-12,115.30410252302802
2026-05-13,115.30410252302802
2026-05-14,127.02994345757324
2026-05-15,130.93855710242164
2026-05-16,7.817227289696815
2026-05-17,5.862920467272611
2026-05-18,111.3954888781796
2026-05-19,111.3954888781796
2026-05-20,105.532568410907
2026-05-21,99.66964794363439
2026-05-22,101.62395476605859
2026-05-23,7.817227289696815
2026-05-24,5.862920467272611
2026-05-25,3.9086136448484075
2026-05-26,66.44643196242292
2026-05-27,68.40073878484714
2026-05-28,66.44643196242292
2026-05-29,64.49212513999872
2026-05-30,3.9086136448484075
2026-05-31,3.9086136448484075
