Time,amc
2025-04-03,20.966150218928934
2025-04-04,33.25665207140452
2025-04-05,46.993095318288994
2025-04-06,37.594476254631196
2025-04-07,19.520208824520044
2025-04-08,18.074267430111153
2025-04-09,15.182384641293368
2025-04-10,16.62832603570226
2025-04-11,27.47288649376895
2025-04-12,36.87150555742675
2025-04-13,28.195857190973395
2025-04-14,17.351296732906704
2025-04-15,19.266909593500593
2025-04-16,17.12614186088942
2025-04-17,19.530987515201723
2025-04-18,30.86038944856096
2025-04-19,35.40600283548444
2025-04-20,31.124467370262085
2025-04-21,22.56139643981738
2025-04-22,23.186959710120725
2025-04-23,20.156550785505072
2025-04-24,22.29731851811625
2025-04-25,30.498904099958736
2025-04-26,44.5946370362325
2025-04-27,38.17233383839897
2025-04-28,20.78211405580842
2025-04-29,21.935833169514027
2025-04-30,19.266909593500593
2025-05-01,23.186959710120725
2025-05-02,28.983699637650908
2025-05-03,38.17233383839897
2025-05-04,34.15487629487774
2025-05-05,17.390219782590542
2025-05-06,15.875015320282717
2025-05-07,17.390219782590542
2025-05-08,15.875015320282717
2025-05-09,23.812522980424077
2025-05-10,29.873340829655387
2025-05-11,26.842931905039734
2025-05-12,15.875015320282717
2025-05-13,21.04619197750955
2025-05-14,18.90542424489837
2025-05-15,16.90098698887213
2025-05-16,26.407792170112703
2025-05-17,36.44275319475553
2025-05-18,31.689350604135246
2025-05-19,21.126233736090164
2025-05-20,23.23885710969918
2025-05-21,24.295168796503688
2025-05-22,29.576727230526227
2025-05-23,41.724311628778075
2025-05-24,52.815584340225406
2025-05-25,49.64664927981188
2025-05-26,46.47771421939836
2025-05-27,29.576727230526227
2025-05-28,25.351480483308194
2025-05-29,23.23885710969918
2025-05-30,28.52041554372172
2025-05-31,36.970909038157785
2025-06-01,32.217506447537495
2025-06-02,20.598077892687908
2025-06-03,21.654389579492417
2025-06-04,21.126233736090164
2025-06-05,21.126233736090164
2025-06-06,26.407792170112703
2025-06-07,32.745662290939755
2025-06-08,27.992259700319465
2025-06-09,17.95729867567664
2025-06-10,21.126233736090164
2025-06-11,20.069922049285655
2025-06-12,20.069922049285655
2025-06-13,27.992259700319465
2025-06-14,34.85828566454877
2025-06-15,33.27381813434201
2025-06-16,20.598077892687908
2025-06-17,23.23885710969918
2025-06-18,22.18254542289467
2025-06-19,24.295168796503688
2025-06-20,25.87963632671045
2025-06-21,30.104883073928484
2025-06-22,27.992259700319465
2025-06-23,20.069922049285655
2025-06-24,22.710701266296926
2025-06-25,20.069922049285655
2025-06-26,20.598077892687908
2025-06-27,27.464103856917212
2025-06-28,31.689350604135246
2025-06-29,29.048571387123975
2025-06-30,21.654389579492417
2025-07-01,26.407792170112703
2025-07-02,29.048571387123975
2025-07-03,30.104883073928484
2025-07-04,32.217506447537495
2025-07-05,38.02722072496229
2025-07-06,36.970909038157785
2025-07-07,25.351480483308194
2025-07-08,30.104883073928484
2025-07-09,27.992259700319465
2025-07-10,27.464103856917212
2025-07-11,35.91459735135328
2025-07-12,41.724311628778075
2025-07-13,40.13984409857131
2025-07-14,27.464103856917212
2025-07-15,30.633038917330737
2025-07-16,27.992259700319465
2025-07-17,27.992259700319465
2025-07-18,31.16119476073299
2025-07-19,37.49906488156004
2025-07-20,33.27381813434201
2025-07-21,25.351480483308194
2025-07-22,27.464103856917212
2025-07-23,27.464103856917212
2025-07-24,27.992259700319465
2025-07-25,33.80197397774426
2025-07-26,40.13984409857131
2025-07-27,34.330129821146514
2025-07-28,24.295168796503688
2025-07-29,25.351480483308194
2025-07-30,24.82332463990594
2025-07-31,24.295168796503688
2025-08-01,26.93594801351496
2025-08-02,31.689350604135246
2025-08-03,27.464103856917212
2025-08-04,20.069922049285655
2025-08-05,21.126233736090164
2025-08-06,21.654389579492417
2025-08-07,22.18254542289467
2025-08-08,30.104883073928484
2025-08-09,36.44275319475553
2025-08-10,34.330129821146514
2025-08-11,23.767012953101432
2025-08-12,25.351480483308194
2025-08-13,22.18254542289467
2025-08-14,20.598077892687908
2025-08-15,27.464103856917212
2025-08-16,32.745662290939755
2025-08-17,27.992259700319465
2025-08-18,16.372831145469878
2025-08-19,17.95729867567664
2025-08-20,16.90098698887213
2025-08-21,14.788363615263114
2025-08-22,18.485454519078893
2025-08-23,26.407792170112703
2025-08-24,22.18254542289467
2025-08-25,14.26020777186086
2025-08-26,14.26020777186086
2025-08-27,13.203896085056352
2025-08-28,13.203896085056352
2025-08-29,18.485454519078893
2025-08-30,24.295168796503688
2025-08-31,27.464103856917212
2025-09-01,26.407792170112703
2025-09-02,15.844675302067623
2025-09-03,15.844675302067623
2025-09-04,17.95729867567664
2025-09-05,27.992259700319465
2025-09-06,38.02722072496229
2025-09-07,33.27381813434201
2025-09-08,17.95729867567664
2025-09-09,18.485454519078893
2025-09-10,15.844675302067623
2025-09-11,23.767012953101432
2025-09-12,32.745662290939755
2025-09-13,43.308779158984834
2025-09-14,30.633038917330737
2025-09-15,19.013610362481145
2025-09-16,17.429142832274383
2025-09-17,16.90098698887213
2025-09-18,15.844675302067623
2025-09-19,40.13984409857131
2025-09-20,34.330129821146514
2025-09-21,24.82332463990594
2025-09-22,15.844675302067623
2025-09-23,17.429142832274383
2025-09-24,15.316519458665368
2025-09-25,14.26020777186086
2025-09-26,24.82332463990594
2025-09-27,28.52041554372172
2025-09-28,20.069922049285655
2025-09-29,14.788363615263114
2025-09-30,15.316519458665368
2025-10-01,15.316519458665368
2025-10-02,16.372831145469878
2025-10-03,24.295168796503688
2025-10-04,29.048571387123975
2025-10-05,23.23885710969918
2025-10-06,13.732051928458606
2025-10-07,13.732051928458606
2025-10-08,16.372831145469878
2025-10-09,15.844675302067623
2025-10-10,19.013610362481145
2025-10-11,24.295168796503688
2025-10-12,22.18254542289467
2025-10-13,16.90098698887213
2025-10-14,14.788363615263114
2025-10-15,13.732051928458606
2025-10-16,13.203896085056352
2025-10-17,20.598077892687908
2025-10-18,27.464103856917212
2025-10-19,23.767012953101432
2025-10-20,16.90098698887213
2025-10-21,15.844675302067623
2025-10-22,15.844675302067623
2025-10-23,18.485454519078893
2025-10-24,24.295168796503688
2025-10-25,29.576727230526227
2025-10-26,26.407792170112703
2025-10-27,16.90098698887213
2025-10-28,15.844675302067623
2025-10-29,14.788363615263114
2025-10-30,15.844675302067623
2025-10-31,16.372831145469878
2025-11-01,29.048571387123975
2025-11-02,23.767012953101432
2025-11-03,15.844675302067623
2025-11-04,16.372831145469878
2025-11-05,18.485454519078893
2025-11-06,20.069922049285655
2025-11-07,25.351480483308194
2025-11-08,33.80197397774426
2025-11-09,25.87963632671045
2025-11-10,19.013610362481145
2025-11-11,23.767012953101432
2025-11-12,16.90098698887213
2025-11-13,17.95729867567664
2025-11-14,23.767012953101432
2025-11-15,29.576727230526227
2025-11-16,25.87963632671045
2025-11-17,19.013610362481145
2025-11-18,20.069922049285655
2025-11-19,20.598077892687908
2025-11-20,23.23885710969918
2025-11-21,31.689350604135246
2025-11-22,40.13984409857131
2025-11-23,35.38644150795103
2025-11-24,25.87963632671045
2025-11-25,30.104883073928484
2025-11-26,33.27381813434201
2025-11-27,32.217506447537495
2025-11-28,48.062181749605124
2025-11-29,43.308779158984834
2025-11-30,32.217506447537495
2025-12-01,19.541766205883402
2025-12-02,28.52041554372172
2025-12-03,26.93594801351496
2025-12-04,27.992259700319465
2025-12-05,37.49906488156004
2025-12-06,48.590337593007376
2025-12-07,37.49906488156004
2025-12-08,21.654389579492417
2025-12-09,21.654389579492417
2025-12-10,19.541766205883402
2025-12-11,20.862155814389034
2025-12-12,25.351480483308194
2025-12-13,32.481584369238625
2025-12-14,29.048571387123975
2025-12-15,19.541766205883402
2025-12-16,21.126233736090164
2025-12-17,23.767012953101432
2025-12-18,24.03109087480256
2025-12-19,32.745662290939755
2025-12-20,43.308779158984834
2025-12-21,39.61168825516906
2025-12-22,34.066051899445384
2025-12-23,33.80197397774426
2025-12-24,33.80197397774426
2025-12-25,47.534025906202864
2025-12-26,50.43888304491526
2025-12-27,49.64664927981188
2025-12-28,44.10101292408821
2025-12-29,38.29129864666342
2025-12-30,41.460233707076945
2025-12-31,37.49906488156004
2026-01-01,47.798103827903994
2026-01-02,42.25246747218033
2026-01-03,39.34761033346793
2026-01-04,30.633038917330737
2026-01-05,19.541766205883402
2026-01-06,21.126233736090164
2026-01-07,21.654389579492417
2026-01-08,17.429142832274383
2026-01-09,24.295168796503688
2026-01-10,35.38644150795103
2026-01-11,25.87963632671045
2026-01-12,14.788363615263114
2026-01-13,15.844675302067623
2026-01-14,15.316519458665368
2026-01-15,16.90098698887213
2026-01-16,23.767012953101432
2026-01-17,31.689350604135246
2026-01-18,29.576727230526227
2026-01-19,23.23885710969918
2026-01-20,14.788363615263114
2026-01-21,14.26020777186086
2026-01-22,13.732051928458606
2026-01-23,16.90098698887213
2026-01-24,23.767012953101432
2026-01-25,14.788363615263114
2026-01-26,12.675740241654097
2026-01-27,14.26020777186086
2026-01-28,14.26020777186086
2026-01-29,16.372831145469878
2026-01-30,21.654389579492417
2026-01-31,31.16119476073299
2026-02-01,25.351480483308194
2026-02-02,14.26020777186086
2026-02-03,15.316519458665368
2026-02-04,15.316519458665368
2026-02-05,13.732051928458606
2026-02-06,16.90098698887213
2026-02-07,25.351480483308194
2026-02-08,15.844675302067623
2026-02-09,11.61942855484959
2026-02-10,13.732051928458606
2026-02-11,15.844675302067623
2026-02-12,16.372831145469878
2026-02-13,23.767012953101432
2026-02-14,38.55537656836455
2026-02-15,32.217506447537495
2026-02-16,23.23885710969918
2026-02-17,16.372831145469878
2026-02-18,14.26020777186086
2026-02-19,15.316519458665368
2026-02-20,19.013610362481145
2026-02-21,29.048571387123975
2026-02-22,22.18254542289467
2026-02-23,14.26020777186086
2026-02-24,15.844675302067623
2026-02-25,15.844675302067623
2026-02-26,20.598077892687908
2026-02-27,28.52041554372172
2026-02-28,35.38644150795103
2026-03-01,28.52041554372172
2026-03-02,14.788363615263114
2026-03-03,15.316519458665368
2026-03-04,14.788363615263114
2026-03-05,15.316519458665368
2026-03-06,22.18254542289467
2026-03-07,32.745662290939755
2026-03-08,26.407792170112703
2026-03-09,14.788363615263114
2026-03-10,17.429142832274383
2026-03-11,14.26020777186086
2026-03-12,16.372831145469878
2026-03-13,25.87963632671045
2026-03-14,31.689350604135246
2026-03-15,26.93594801351496
2026-03-16,19.013610362481145
2026-03-17,19.013610362481145
2026-03-18,21.126233736090164
2026-03-19,21.654389579492417
2026-03-20,28.52041554372172
2026-03-21,34.85828566454877
2026-03-22,30.633038917330737
2026-03-23,19.541766205883402
2026-03-24,20.069922049285655
2026-03-25,17.95729867567664
2026-03-26,16.372831145469878
2026-03-27,23.767012953101432
2026-03-28,29.576727230526227
2026-03-29,26.93594801351496
2026-03-30,19.541766205883402
2026-03-31,24.82332463990594
2026-04-01,29.576727230526227
2026-04-02,29.048571387123975
2026-04-03,37.49906488156004
2026-04-04,42.78062331558258
2026-04-05,33.80197397774426
2026-04-06,26.407792170112703
2026-04-07,23.23885710969918
2026-04-08,20.069922049285655
2026-04-09,19.013610362481145
2026-04-10,24.295168796503688
2026-04-11,35.38644150795103
2026-04-12,27.992259700319465
2026-04-13,15.316519458665368
2026-04-14,15.316519458665368
2026-04-15,15.316519458665368
2026-04-16,16.90098698887213
2026-04-17,23.767012953101432
2026-04-18,31.16119476073299
2026-04-19,26.407792170112703
2026-04-20,17.429142832274383
2026-04-21,18.485454519078893
2026-04-22,20.598077892687908
2026-04-23,22.710701266296926
2026-04-24,30.633038917330737
2026-04-25,41.196155785375815
2026-04-26,36.970909038157785
2026-04-27,21.654389579492417
2026-04-28,23.23885710969918
2026-04-29,21.126233736090164
2026-04-30,23.23885710969918
2026-05-01,33.80197397774426
2026-05-02,45.42140253259385
2026-05-03,36.970909038157785
2026-05-04,21.654389579492417
2026-05-05,22.710701266296926
2026-05-06,21.654389579492417
2026-05-07,23.23885710969918
2026-05-08,30.104883073928484
2026-05-09,39.083532411766804
2026-05-10,35.38644150795103
2026-05-11,20.069922049285655
2026-05-12,21.126233736090164
2026-05-13,19.541766205883402
2026-05-14,20.069922049285655
2026-05-15,25.87963632671045
2026-05-16,33.27381813434201
2026-05-17,30.104883073928484
2026-05-18,23.23885710969918
2026-05-19,23.767012953101432
2026-05-20,24.295168796503688
2026-05-21,26.93594801351496
2026-05-22,36.970909038157785
2026-05-23,49.11849343640963
2026-05-24,50.70296096661639
2026-05-25,40.66799994197356
2026-05-26,32.745662290939755
2026-05-27,30.633038917330737
2026-05-28,35.91459735135328
2026-05-29,48.062181749605124
2026-05-30,52.815584340225406
2026-05-31,43.308779158984834
