Time,inter_miami
2025-01-21,2.341463414634146
2025-01-22,1.7560975609756095
2025-01-23,1.7560975609756095
2025-01-24,1.170731707317073
2025-01-25,1.7560975609756095
2025-01-26,1.7560975609756095
2025-01-27,1.170731707317073
2025-01-28,1.170731707317073
2025-01-29,2.926829268292683
2025-01-30,11.121951219512194
2025-01-31,1.7560975609756095
2025-02-01,1.7560975609756095
2025-02-02,8.780487804878048
2025-02-03,4.682926829268292
2025-02-04,1.7560975609756095
2025-02-05,1.170731707317073
2025-02-06,1.7560975609756095
2025-02-07,1.7560975609756095
2025-02-08,4.682926829268292
2025-02-09,21.65853658536585
2025-02-10,1.7560975609756095
2025-02-11,1.170731707317073
2025-02-12,1.7560975609756095
2025-02-13,1.7560975609756095
2025-02-14,2.341463414634146
2025-02-15,13.463414634146341
2025-02-16,1.7560975609756095
2025-02-17,1.7560975609756095
2025-02-18,2.341463414634146
2025-02-19,4.097560975609756
2025-02-20,20.48780487804878
2025-02-21,2.341463414634146
2025-02-22,4.682926829268292
2025-02-23,22.24390243902439
2025-02-24,2.341463414634146
2025-02-25,2.926829268292683
2025-02-26,17.560975609756095
2025-02-27,1.7560975609756095
2025-02-28,1.7560975609756095
2025-03-01,3.512195121951219
2025-03-02,6.439024390243902
2025-03-03,13.463414634146341
2025-03-04,1.7560975609756095
2025-03-05,2.341463414634146
2025-03-06,2.926829268292683
2025-03-07,14.048780487804876
2025-03-08,2.926829268292683
2025-03-09,14.048780487804876
2025-03-10,3.512195121951219
2025-03-11,1.7560975609756095
2025-03-12,1.7560975609756095
2025-03-13,4.682926829268292
2025-03-14,14.048780487804876
2025-03-15,2.926829268292683
2025-03-16,10.536585365853657
2025-03-17,11.121951219512194
2025-03-18,1.7560975609756095
2025-03-19,1.7560975609756095
2025-03-20,1.170731707317073
2025-03-21,1.170731707317073
2025-03-22,1.7560975609756095
2025-03-23,2.341463414634146
2025-03-24,1.170731707317073
2025-03-25,1.170731707317073
2025-03-26,1.170731707317073
2025-03-27,1.170731707317073
2025-03-28,1.7560975609756095
2025-03-29,6.439024390243902
2025-03-30,12.292682926829267
2025-03-31,1.7560975609756095
2025-04-01,2.341463414634146
2025-04-02,3.512195121951219
2025-04-03,19.902439024390244
2025-04-04,2.341463414634146
2025-04-05,2.926829268292683
2025-04-06,9.365853658536585
2025-04-07,12.292682926829267
2025-04-08,2.341463414634146
2025-04-09,7.024390243902438
2025-04-10,28.097560975609753
2025-04-11,2.926829268292683
2025-04-12,4.097560975609756
2025-04-13,16.97560975609756
2025-04-14,5.268292682926829
2025-04-15,2.1677419354838707
2025-04-16,2.958929976396538
2025-04-17,2.1677419354838707
2025-04-18,2.6662470495672697
2025-04-19,16.171203776553895
2025-04-20,5.917859952793076
2025-04-21,1.8750590086546026
2025-04-22,2.1677419354838707
2025-04-23,2.1677419354838707
2025-04-24,4.042800944138474
2025-04-25,20.712509834775766
2025-04-26,3.251612903225806
2025-04-27,15.878520849724627
2025-04-28,5.917859952793076
2025-04-29,2.958929976396538
2025-04-30,8.876789929189613
2025-05-01,23.96412273800157
2025-05-02,2.1677419354838707
2025-05-03,7.001730920535011
2025-05-04,12.919590873328087
2025-05-05,1.0838709677419354
2025-05-06,2.1677419354838707
2025-05-07,1.8750590086546026
2025-05-08,1.8750590086546026
2025-05-09,1.8750590086546026
2025-05-10,13.212273800157355
2025-05-11,5.1266719118804085
2025-05-12,1.8750590086546026
2025-05-13,2.1677419354838707
2025-05-14,2.958929976396538
2025-05-15,16.949173878835563
2025-05-16,1.9940204563335955
2025-05-17,1.9940204563335955
2025-05-18,7.976081825334382
2025-05-19,8.97309205350118
2025-05-20,1.9940204563335955
2025-05-21,1.9940204563335955
2025-05-22,1.9940204563335955
2025-05-23,1.9940204563335955
2025-05-24,5.982061369000786
2025-05-25,13.958143194335168
2025-05-26,1.9940204563335955
2025-05-27,1.9940204563335955
2025-05-28,4.985051140833988
2025-05-29,11.964122738001572
2025-05-30,1.9940204563335955
2025-05-31,6.979071597167584
2025-06-01,15.952163650668764
2025-06-02,1.9940204563335955
2025-06-03,1.9940204563335955
2025-06-04,1.9940204563335955
2025-06-05,1.9940204563335955
2025-06-06,0.9970102281667977
2025-06-07,1.9940204563335955
2025-06-08,1.9940204563335955
2025-06-09,1.9940204563335955
2025-06-10,0.9970102281667977
2025-06-11,1.9940204563335955
2025-06-12,1.9940204563335955
2025-06-13,3.988040912667191
2025-06-14,14.955153422501967
2025-06-15,59.82061369000787
2025-06-16,3.988040912667191
2025-06-17,2.991030684500393
2025-06-18,4.985051140833988
2025-06-19,39.88040912667191
2025-06-20,9.970102281667977
2025-06-21,3.988040912667191
2025-06-22,3.988040912667191
2025-06-23,7.976081825334382
2025-06-24,48.85350118017309
2025-06-25,5.982061369000786
2025-06-26,6.979071597167584
2025-06-27,6.979071597167584
2025-06-28,10.967112509834775
2025-06-29,99.70102281667977
2025-06-30,8.97309205350118
2025-07-01,2.991030684500393
2025-07-02,1.9940204563335955
2025-07-03,0.9970102281667977
2025-07-04,1.9940204563335955
2025-07-05,9.970102281667977
2025-07-06,23.928245476003145
2025-07-07,1.9940204563335955
2025-07-08,1.9940204563335955
2025-07-09,8.97309205350118
2025-07-10,16.949173878835563
2025-07-11,1.9940204563335955
2025-07-12,7.976081825334382
2025-07-13,21.93422501966955
2025-07-14,1.9940204563335955
2025-07-15,1.9940204563335955
2025-07-16,7.976081825334382
2025-07-17,12.961132966168371
2025-07-18,1.9940204563335955
2025-07-19,9.970102281667977
2025-07-20,22.931235247836348
2025-07-21,1.9940204563335955
2025-07-22,1.9940204563335955
2025-07-23,1.9940204563335955
2025-07-24,1.9940204563335955
2025-07-25,1.9940204563335955
2025-07-26,8.97309205350118
2025-07-27,10.967112509834775
2025-07-28,1.9940204563335955
2025-07-29,2.991030684500393
2025-07-30,11.964122738001572
2025-07-31,20.937214791502754
2025-08-01,2.991030684500393
2025-08-02,13.958143194335168
2025-08-03,24.925255704169942
2025-08-04,2.991030684500393
2025-08-05,1.9940204563335955
2025-08-06,9.970102281667977
2025-08-07,17.94618410700236
2025-08-08,2.991030684500393
2025-08-09,2.991030684500393
2025-08-10,7.976081825334382
2025-08-11,12.961132966168371
2025-08-12,1.9940204563335955
2025-08-13,1.9940204563335955
2025-08-14,1.9940204563335955
2025-08-15,1.9940204563335955
2025-08-16,7.976081825334382
2025-08-17,14.955153422501967
2025-08-18,1.9940204563335955
2025-08-19,1.9940204563335955
2025-08-20,8.97309205350118
2025-08-21,27.916286388670336
2025-08-22,1.9940204563335955
2025-08-23,7.976081825334382
2025-08-24,11.964122738001572
2025-08-25,1.9940204563335955
2025-08-26,1.9940204563335955
2025-08-27,6.979071597167584
2025-08-28,27.916286388670336
2025-08-29,2.991030684500393
2025-08-30,3.988040912667191
2025-08-31,13.958143194335168
2025-09-01,36.88937844217152
2025-09-02,2.991030684500393
2025-09-03,0.9970102281667977
2025-09-04,0.9970102281667977
2025-09-05,1.9940204563335955
2025-09-06,1.9940204563335955
2025-09-07,0.9970102281667977
2025-09-08,0.9970102281667977
2025-09-09,0.9970102281667977
2025-09-10,0.9970102281667977
2025-09-11,0.9970102281667977
2025-09-12,0.9970102281667977
2025-09-13,6.979071597167584
2025-09-14,10.967112509834775
2025-09-15,0.9970102281667977
2025-09-16,6.979071597167584
2025-09-17,11.964122738001572
2025-09-18,1.9940204563335955
2025-09-19,0.9970102281667977
2025-09-20,5.982061369000786
2025-09-21,13.958143194335168
2025-09-22,1.9940204563335955
2025-09-23,1.9940204563335955
2025-09-24,6.979071597167584
2025-09-25,13.958143194335168
2025-09-26,1.9940204563335955
2025-09-27,11.964122738001572
2025-09-28,3.988040912667191
2025-09-29,1.9940204563335955
2025-09-30,5.982061369000786
2025-10-01,13.958143194335168
2025-10-02,0.9970102281667977
2025-10-03,0.9970102281667977
2025-10-04,5.982061369000786
2025-10-05,11.964122738001572
2025-10-06,1.9940204563335955
2025-10-07,1.9940204563335955
2025-10-08,0.9970102281667977
2025-10-09,0.9970102281667977
2025-10-10,0.9970102281667977
2025-10-11,6.979071597167584
2025-10-12,15.952163650668764
2025-10-13,1.9940204563335955
2025-10-14,0.9970102281667977
2025-10-15,0.9970102281667977
2025-10-16,0.9970102281667977
2025-10-17,0.9970102281667977
2025-10-18,12.961132966168371
2025-10-19,10.967112509834775
2025-10-20,1.9940204563335955
2025-10-21,0.9970102281667977
2025-10-22,0.9970102281667977
2025-10-23,1.9940204563335955
2025-10-24,5.982061369000786
2025-10-25,21.93422501966955
2025-10-26,1.9940204563335955
2025-10-27,1.9940204563335955
2025-10-28,1.9940204563335955
2025-10-29,1.9940204563335955
2025-10-30,1.9940204563335955
2025-10-31,1.9940204563335955
2025-11-01,8.97309205350118
2025-11-02,18.943194335169157
2025-11-03,1.9940204563335955
2025-11-04,1.9940204563335955
2025-11-05,1.9940204563335955
2025-11-06,1.9940204563335955
2025-11-07,1.9940204563335955
2025-11-08,4.985051140833988
2025-11-09,32.901337529504325
2025-11-10,1.9940204563335955
2025-11-11,1.9940204563335955
2025-11-12,0.9970102281667977
2025-11-13,0.9970102281667977
2025-11-14,0.9970102281667977
2025-11-15,1.9940204563335955
2025-11-16,1.9940204563335955
2025-11-17,0.9970102281667977
2025-11-18,0.9970102281667977
2025-11-19,0.9970102281667977
2025-11-20,1.9940204563335955
2025-11-21,1.9940204563335955
2025-11-22,2.991030684500393
2025-11-23,15.952163650668764
2025-11-24,12.961132966168371
2025-11-25,2.991030684500393
2025-11-26,1.9940204563335955
2025-11-27,2.991030684500393
2025-11-28,3.988040912667191
2025-11-29,17.94618410700236
2025-11-30,29.910306845003934
2025-12-01,2.991030684500393
2025-12-02,1.9940204563335955
2025-12-03,1.9940204563335955
2025-12-04,1.9940204563335955
2025-12-05,2.991030684500393
2025-12-06,48.85350118017309
2025-12-07,9.970102281667977
2025-12-08,2.991030684500393
2025-12-09,1.9940204563335955
2025-12-10,0.9970102281667977
2025-12-11,1.9940204563335953
2025-12-12,1.4955153422501966
2025-12-13,1.9940204563335953
2025-12-14,1.3293469708890635
2025-12-15,1.3293469708890635
2025-12-16,1.3293469708890635
2025-12-17,1.3293469708890635
2025-12-18,1.1631785995279307
2025-12-19,1.1631785995279307
2025-12-20,1.3293469708890635
2025-12-21,1.1631785995279307
2025-12-22,0.9970102281667976
2025-12-23,0.9970102281667976
2025-12-24,0.9970102281667976
2025-12-25,0.9970102281667976
2025-12-26,0.9970102281667976
2025-12-27,1.1631785995279307
2025-12-28,1.1631785995279307
2025-12-29,0.9970102281667976
2025-12-30,0.9970102281667976
2025-12-31,0.9970102281667976
2026-01-01,0.9970102281667976
2026-01-02,0.9970102281667976
2026-01-03,0.9970102281667976
2026-01-04,1.1631785995279307
2026-01-05,0.9970102281667976
2026-01-06,0.9970102281667976
2026-01-07,0.9970102281667976
2026-01-08,1.1631785995279307
2026-01-09,0.9970102281667976
2026-01-10,0.9970102281667976
2026-01-11,1.3293469708890635
2026-01-12,0.9970102281667976
2026-01-13,0.9970102281667976
2026-01-14,1.3293469708890635
2026-01-15,0.9970102281667976
2026-01-16,0.9970102281667976
2026-01-17,1.6616837136113294
2026-01-18,1.6616837136113294
2026-01-19,1.3293469708890635
2026-01-20,1.6616837136113294
2026-01-21,1.3293469708890635
2026-01-22,1.3293469708890635
2026-01-23,1.6616837136113294
2026-01-24,7.31140833988985
2026-01-25,6.314398111723052
2026-01-26,1.9940204563335953
2026-01-27,1.3293469708890635
2026-01-28,1.3293469708890635
2026-01-29,1.3293469708890635
2026-01-30,1.6616837136113294
2026-01-31,7.31140833988985
2026-02-01,6.6467348544453175
2026-02-02,1.6616837136113294
2026-02-03,1.3293469708890635
2026-02-04,1.6616837136113294
2026-02-05,1.3293469708890635
2026-02-06,1.6616837136113294
2026-02-07,4.985051140833988
2026-02-08,9.305428796223445
2026-02-09,1.6616837136113294
2026-02-10,1.3293469708890635
2026-02-11,1.6616837136113294
2026-02-12,1.6616837136113294
2026-02-13,1.3293469708890635
2026-02-14,1.6616837136113294
2026-02-15,1.6616837136113294
2026-02-16,1.6616837136113294
2026-02-17,1.3293469708890635
2026-02-18,1.6616837136113294
2026-02-19,1.9940204563335953
2026-02-20,2.658693941778127
2026-02-21,6.6467348544453175
2026-02-22,33.23367427222659
2026-02-23,2.658693941778127
2026-02-24,2.3263571990558614
2026-02-25,1.9940204563335953
2026-02-26,2.3263571990558614
2026-02-27,5.317387883556254
2026-02-28,2.9910306845003927
2026-03-01,7.643745082612115
2026-03-02,25.589929189614473
2026-03-03,2.658693941778127
2026-03-04,2.3263571990558614
2026-03-05,3.9880409126671905
2026-03-06,4.652714398111723
2026-03-07,20.93721479150275
2026-03-08,10.302439024390242
2026-03-09,2.658693941778127
2026-03-10,2.658693941778127
2026-03-11,6.314398111723052
2026-03-12,10.967112509834774
2026-03-13,2.9910306845003927
2026-03-14,10.634775767112508
2026-03-15,13.293469708890635
2026-03-16,2.658693941778127
2026-03-17,2.9910306845003927
2026-03-18,9.305428796223445
2026-03-19,15.619826907946496
2026-03-20,2.3263571990558614
2026-03-21,3.655704169944925
2026-03-22,23.26357199055861
2026-03-23,3.3233674272226588
2026-03-24,1.6616837136113294
2026-03-25,1.6616837136113294
2026-03-26,1.6616837136113294
2026-03-27,1.6616837136113294
2026-03-28,1.9940204563335953
2026-03-29,1.6616837136113294
2026-03-30,1.3293469708890635
2026-03-31,1.3293469708890635
2026-04-01,1.6616837136113294
2026-04-02,2.3263571990558614
2026-04-03,2.9910306845003927
2026-04-04,12.96113296616837
2026-04-05,25.92226593233674
2026-04-06,2.9910306845003927
2026-04-07,1.9940204563335953
2026-04-08,2.3263571990558614
2026-04-09,1.9940204563335953
2026-04-10,2.3263571990558614
2026-04-11,8.973092053501178
2026-04-12,16.616837136113293
2026-04-13,1.6616837136113294
2026-04-14,2.9910306845003927
2026-04-15,2.9910306845003927
2026-04-16,2.658693941778127
2026-04-17,2.9910306845003927
2026-04-18,24.26058221872541
2026-04-19,7.31140833988985
2026-04-20,2.3263571990558614
2026-04-21,2.658693941778127
2026-04-22,4.320377655389456
2026-04-23,19.607867820613688
2026-04-24,2.9910306845003927
2026-04-25,8.973092053501178
2026-04-26,14.290479937057432
2026-04-27,1.9940204563335953
2026-04-28,2.658693941778127
2026-04-29,2.3263571990558614
2026-04-30,1.9940204563335953
2026-05-01,1.9940204563335953
2026-05-02,7.976081825334381
2026-05-03,15.952163650668762
2026-05-04,1.9940204563335953
2026-05-05,1.9940204563335953
2026-05-06,1.9940204563335953
2026-05-07,1.9940204563335953
2026-05-08,1.9940204563335953
2026-05-09,15.952163650668762
2026-05-10,3.655704169944925
2026-05-11,1.6616837136113294
2026-05-12,1.9940204563335953
2026-05-13,6.6467348544453175
2026-05-14,18.27852084972462
2026-05-15,2.3263571990558614
2026-05-16,3.655704169944925
2026-05-17,15.952163650668762
2026-05-18,9.970102281667977
2026-05-19,2.3263571990558614
2026-05-20,2.3263571990558614
2026-05-21,2.658693941778127
2026-05-22,3.3233674272226588
2026-05-23,4.320377655389456
2026-05-24,16.94917387883556
2026-05-25,28.580959874114864
2026-05-26,2.3263571990558614
2026-05-27,1.6616837136113294
2026-05-28,1.6616837136113294
2026-05-29,1.6616837136113294
2026-05-30,1.9940204563335953
2026-05-31,1.6616837136113294
