Time,crisis
2024-09-15,35.40322187763663
2024-09-16,50.49175204013456
2024-09-17,51.317298172417274
2024-09-18,49.506833908863186
2024-09-19,49.67011188270976
2024-09-20,47.17560906420667
2024-09-21,35.997600837890104
2024-09-22,38.12155881122962
2024-09-23,53.0071290462612
2024-09-24,53.85226853540549
2024-09-25,52.675770914820795
2024-09-26,52.1680725716261
2024-09-27,48.25759777089665
2024-09-28,37.502383341374575
2024-09-29,39.67423618704242
2024-09-30,51.466169595022116
2024-10-01,55.07141074012661
2024-10-02,55.245573912229624
2024-10-03,56.112483797886796
2024-10-04,53.509128996819314
2024-10-05,38.34054360712034
2024-10-06,38.46028078794116
2024-10-07,53.31057028410747
2024-10-08,52.772393385794736
2024-10-09,55.053098214026974
2024-10-10,53.80693532460106
2024-10-11,49.71141215351218
2024-10-12,37.75402373203461
2024-10-13,40.012958163753964
2024-10-14,51.60197877971923
2024-10-15,54.634210392090395
2024-10-16,57.683858321671856
2024-10-17,57.13479622510268
2024-10-18,52.22896619929009
2024-10-19,40.01686413861187
2024-10-20,40.86635770705875
2024-10-21,58.554674182186936
2024-10-22,59.46294782121858
2024-10-23,59.63928803297288
2024-10-24,59.07716369849598
2024-10-25,56.288760527069044
2024-10-26,42.34066165542519
2024-10-27,43.20974858073364
2024-10-28,65.0040253207625
2024-10-29,63.694728281449244
2024-10-30,68.38893735664226
2024-10-31,58.78889825563666
2024-11-01,55.17930303122961
2024-11-02,42.4512425731962
2024-11-03,41.812921850924226
2024-11-04,60.99295859162917
2024-11-05,53.521231543265664
2024-11-06,48.30626188697022
2024-11-07,63.8222774119859
2024-11-08,59.37625085703968
2024-11-09,44.85123647780457
2024-11-10,43.426556336973086
2024-11-11,62.21210079635028
2024-11-12,70.18454696450995
2024-11-13,71.94449121163974
2024-11-14,60.3820431759346
2024-11-15,61.33603464764328
2024-11-16,41.00389582696248
2024-11-17,49.02423686745048
2024-11-18,67.39569568863836
2024-11-19,68.3758116361625
2024-11-20,68.56303704617324
2024-11-21,67.95084079971672
2024-11-22,62.524698297246374
2024-11-23,45.011441203110536
2024-11-24,45.93930819900377
2024-11-25,58.185346685213254
2024-11-26,54.2905592664875
2024-11-27,45.49909808499898
2024-11-28,34.21575922910331
2024-11-29,35.94087084181251
2024-11-30,37.674690613126856
2024-12-01,43.523178807947026
2024-12-02,65.63495484534711
2024-12-03,64.75486363413006
2024-12-04,76.16018316884339
2024-12-05,64.63555508282967
2024-12-06,61.30623494352481
2024-12-07,47.36635821302148
2024-12-08,46.50665517196338
2024-12-09,68.47269354859777
2024-12-10,65.96607569709964
2024-12-11,65.09127030777566
2024-12-12,65.84374667614607
2024-12-13,60.097667657525015
2024-12-14,41.38015185697305
2024-12-15,41.34164086889507
2024-12-16,60.73989688355456
2024-12-17,56.63771220572037
2024-12-18,58.201564100698086
2024-12-19,52.49399607015502
2024-12-20,45.99015486127051
2024-12-21,36.27403671214165
2024-12-22,37.0453910158444
2024-12-23,40.22897349438358
2024-12-24,37.77974456629576
2024-12-25,36.13811557774879
2024-12-26,36.10413529415057
2024-12-27,40.87950901195935
2024-12-28,37.63778249259655
2024-12-29,40.00243827039548
2024-12-30,53.552674415639274
2024-12-31,43.91961918197273
2025-01-01,35.10247017939326
2025-01-02,45.43061285801989
2025-01-03,47.77639070048647
2025-01-04,42.16245722919182
2025-01-05,38.943384232227835
2025-01-06,50.02249304439829
2025-01-07,51.561426064737326
2025-01-08,58.64482175434799
2025-01-09,72.84030759527448
2025-01-10,62.48800115942245
2025-01-11,48.2041665811406
2025-01-12,44.21071881082071
2025-01-13,62.309038332471864
2025-01-14,60.67345028323124
2025-01-15,59.04088270364379
2025-01-16,62.13007550552126
2025-01-17,56.570510487983746
2025-01-18,41.60216010852792
2025-01-19,41.562138885623355
2025-01-20,49.35647948587327
2025-01-21,59.48376093256379
2025-01-22,57.080594166686886
2025-01-23,63.274837236120995
2025-01-24,59.31159416233283
2025-01-25,46.77963571493882
2025-01-26,44.397612236634146
2025-01-27,59.13942739210187
2025-01-28,63.74640992674615
2025-01-29,63.68449029885607
2025-01-30,68.27788072006106
2025-01-31,61.23526137076825
2025-02-01,45.688111627999554
2025-02-02,49.51165798032838
2025-02-03,64.147756697935
2025-02-04,62.540863110399535
2025-02-05,65.56511581473374
2025-02-06,63.189133275735415
2025-02-07,58.50814923458836
2025-02-08,43.83807023338353
2025-02-09,45.33169620892494
2025-02-10,56.80082503108485
2025-02-11,65.94682953317697
2025-02-12,68.94616336287248
2025-02-13,65.05163597369405
2025-02-14,55.0481937827837
2025-02-15,45.8281877741888
2025-02-16,53.41336085095638
2025-02-17,59.458845789971626
2025-02-18,70.06147551435376
2025-02-19,66.18809141274755
2025-02-20,63.082286027777634
2025-02-21,63.7788837075643
2025-02-22,49.30362499898924
2025-02-23,47.73901798659822
2025-02-24,69.64465070221566
2025-02-25,65.03766816757138
2025-02-26,62.70623755595738
2025-02-27,67.92675485492602
2025-02-28,61.072914858956636
2025-03-01,45.947120632805806
2025-03-02,47.40601120733571
2025-03-03,63.14458508039761
2025-03-04,66.83598588540005
2025-03-05,64.51814738722533
2025-03-06,68.20048678326825
2025-03-07,60.64476328561912
2025-03-08,43.38084850565747
2025-03-09,43.33705169568644
2025-03-10,63.447011470444984
2025-03-11,64.87418711361657
2025-03-12,61.82879112171013
2025-03-13,65.48696676052765
2025-03-14,53.52587707758365
2025-03-15,40.846291309867475
2025-03-16,47.481902373394995
2025-03-17,66.70346464539027
2025-03-18,61.452742649889885
2025-03-19,68.04682225568624
2025-03-20,70.1940042184566
2025-03-21,57.57407272639061
2025-03-22,45.71718924648115
2025-03-23,43.46051525878322
2025-03-24,61.81255796334757
2025-03-25,59.543802097036945
2025-03-26,64.62311243971968
2025-03-27,66.02385897342596
2025-03-28,59.36030856560658
2025-03-29,43.193203694477255
2025-03-30,45.34265100948748
2025-03-31,66.48259466802513
2025-04-01,62.764764753557415
2025-04-02,67.8032987559223
2025-04-03,65.54813500305094
2025-04-04,61.84238696719593
2025-04-05,45.78854970806067
2025-04-06,47.19307182883342
2025-04-07,68.17746130023258
2025-04-08,63.03472109483316
2025-04-09,65.86415350653762
2025-04-10,71.57965213594355
2025-04-11,66.44899380915682
2025-04-12,44.73402637437279
2025-04-13,46.128731968772726
2025-04-14,65.52057508348899
2025-04-15,66.62064260243068
2025-04-16,63.497091491742545
2025-04-17,61.142558656886216
2025-04-18,48.57579133381478
2025-04-19,41.31756038295774
2025-04-20,42.03419238824231
2025-04-21,60.527892149453535
2025-04-22,64.61386691646497
2025-04-23,64.94670956343141
2025-04-24,65.99115784877374
2025-04-25,57.247371006476975
2025-04-26,41.01263453250208
2025-04-27,42.47822700732787
2025-04-28,66.4651611901994
2025-04-29,66.39441612754145
2025-04-30,69.33234993907433
2025-05-01,70.36334769549237
2025-05-02,63.57727855435446
2025-05-03,42.95699702742494
2025-05-04,47.00828358826322
2025-05-05,65.96994575159374
2025-05-06,64.0527921306067
2025-05-07,69.91254259975604
2025-05-08,65.75771056361988
2025-05-09,64.19706768439576
2025-05-10,39.65863623555932
2025-05-11,37.38584486069203
2025-05-12,61.41258893933372
2025-05-13,62.829712315193724
2025-05-14,61.97722985114733
2025-05-15,59.55910162176082
2025-05-16,55.58042466957394
2025-05-17,35.1888019011045
2025-05-18,37.493945687526946
2025-05-19,56.17975402081362
2025-05-20,55.339164656026604
2025-05-21,54.50027430541949
2025-05-22,53.66308296899229
2025-05-23,46.61257998242206
2025-05-24,34.92120716776855
2025-05-25,35.65815666758101
2025-05-26,37.16773496498408
2025-05-27,54.14348132763823
2025-05-28,55.62927342652254
2025-05-29,55.568108916045745
2025-05-30,49.33950613828352
2025-05-31,36.96385326339479
2025-06-01,38.46153846153847
2025-06-02,44.632596904301614
2025-06-03,49.268754971827434
2025-06-04,49.28774784235653
2025-06-05,50.07715853652447
2025-06-06,45.47216064721045
2025-06-07,40.09259024382937
2025-06-08,36.25148137890981
2025-06-09,48.61110731695513
2025-06-10,47.08600014058436
2025-06-11,44.78750750455459
2025-06-12,47.89470046888342
2025-06-13,45.59472401484356
2025-06-14,38.65443480284964
2025-06-15,34.02896022499644
2025-06-16,44.873568949139575
2025-06-17,46.43873921178266
2025-06-18,45.68226927743863
2025-06-19,44.15063330182348
2025-06-20,47.26702593781485
2025-06-21,41.08380018736899
2025-06-22,50.40508231675347
2025-06-23,46.545574108508845
2025-06-24,47.339436256707046
2025-06-25,47.357538836430095
2025-06-26,45.045691838309544
2025-06-27,43.509010881460114
2025-06-28,38.08492593777644
2025-06-29,37.321927204188036
2025-06-30,42.003193339220466
2025-07-01,41.2410848964381
2025-07-02,44.37053513091823
2025-07-03,41.27254183825193
2025-07-04,35.83510253247748
2025-07-05,36.62807438986963
2025-07-06,38.201257269767176
2025-07-07,40.55554146297619
2025-07-08,47.59287237282973
2025-07-09,46.04995938033793
2025-07-10,45.28666388314751
2025-07-11,44.522774858753046
2025-07-12,39.069903845673714
2025-07-13,42.211521387836534
2025-07-14,45.355513038815495
2025-07-15,46.15501369545202
2025-07-16,45.3899376166495
2025-07-17,55.58461453957277
2025-07-18,43.858004877432336
2025-07-19,53.27632870467642
2025-07-20,52.51273644388399
2025-07-21,56.452964351877284
2025-07-22,54.12123419242158
2025-07-23,50.218398498282454
2025-07-24,51.807309849086906
2025-07-25,54.18266425803914
2025-07-26,52.632035411894904
2025-07-27,53.43776810417378
2025-07-28,57.3886795018397
2025-07-29,59.76967241923025
2025-07-30,73.95354324447966
2025-07-31,78.7036585351801
2025-08-01,58.26266782258253
2025-08-02,40.1691357403476
2025-08-03,38.60841693173477
2025-08-04,44.928747466312565
2025-08-05,46.52270379835132
2025-08-06,50.48429868568985
2025-08-07,48.92506369508711
2025-08-08,45.78582026174043
2025-08-09,41.85449526180764
2025-08-10,43.4502321754585
2025-08-11,48.99866106838738
2025-08-12,47.43586491456043
2025-08-13,46.66277621850344
2025-08-14,45.09790271946237
2025-08-15,43.53184216601323
2025-08-16,37.21388574025157
2025-08-17,38.811996762718564
2025-08-18,41.996051499969845
2025-08-19,42.80445506466689
2025-08-20,42.82048029917582
2025-08-21,45.21631139666723
2025-08-22,41.26539999900132
2025-08-23,34.13607237252244
2025-08-24,34.942992119209386
2025-08-25,46.87288484873161
2025-08-26,50.069403657267614
2025-08-27,47.7029521563759
2025-08-28,46.13006604008037
2025-08-29,43.76035013956646
2025-08-30,36.61321669696656
2025-08-31,38.21934033668803
2025-09-01,39.82665103081755
2025-09-02,48.60661683732046
2025-09-03,49.4218459648639
2025-09-04,50.23766861961136
2025-09-05,44.67232420136751
2025-09-06,35.910757738189666
2025-09-07,36.72242570250889
2025-09-08,51.90967377898065
2025-09-09,51.13005628367927
2025-09-10,51.14904915420837
2025-09-11,50.36854136810094
2025-09-12,44.78865553335825
2025-09-13,35.20414408898452
2025-09-14,35.21720168747328
2025-09-15,50.44332579580928
2025-09-16,51.26300637738297
2025-09-17,54.48712420090658
2025-09-18,53.70572612399311
2025-09-19,50.51811022351761
2025-09-20,40.91074798178856
2025-09-21,41.72835121814814
2025-09-22,56.193553938109844
2025-09-23,54.60820375052959
2025-09-24,57.038459425855
2025-09-25,56.255874294533456
2025-09-26,51.452935082673974
2025-09-27,43.4294392105151
2025-09-28,42.640918807153206
2025-09-29,55.53412570162544
2025-09-30,57.97001988538917
2025-10-01,55.575079078703816
2025-10-02,53.98409038268523
2025-10-03,49.97382626461587
2025-10-04,36.28467987673133
2025-10-05,35.49141125573716
2025-10-06,51.642863787964984
2025-10-07,55.69793920993893
2025-10-08,57.333442446260094
2025-10-09,54.9310825495243
2025-10-10,49.29451486679631
2025-10-11,37.18656397606378
2025-10-12,38.81761575835469
2025-10-13,51.77581388166868
2025-10-14,54.22268831870706
2025-10-15,54.24257148004221
2025-10-16,55.072342024084485
2025-10-17,50.2314170711668
2025-10-18,36.47164094600216
2025-10-19,39.72810600214564
2025-10-20,54.341987286717966
2025-10-21,57.60735525092196
2025-10-22,57.628425466665185
2025-10-23,59.27342513825089
2025-10-24,50.360212474442264
2025-10-25,35.75256322551229
2025-10-26,41.45560595509213
2025-10-27,62.61268723935717
2025-10-28,57.75484676112451
2025-10-29,59.40340759593442
2025-10-30,69.19357621650606
2025-10-31,57.00371857161678
2025-11-01,45.619593619006395
2025-11-02,52.97060365619211
2025-11-03,67.66401758610503
2025-11-04,71.76627842079971
2025-11-05,71.79239361777724
2025-11-06,69.3701505597063
2025-11-07,64.49687837416874
2025-11-08,45.73592495099713
2025-11-09,49.837592258487774
2025-11-10,64.56721134784681
2025-11-11,70.31387832692317
2025-11-12,74.4288999965046
2025-11-13,68.7285281393429
2025-11-14,65.47948217324986
2025-11-15,45.03346599222023
2025-11-16,51.60248442528844
2025-11-17,68.00885689164902
2025-11-18,69.67284943376384
2025-11-19,68.05811964958387
2025-11-20,73.00439568121766
2025-11-21,65.64566979037949
2025-11-22,47.610322886942136
2025-11-23,50.09102837461047
2025-11-24,62.43104840212043
2025-11-25,61.63184450908594
2025-11-26,52.6115001849491
2025-11-27,42.76227560757604
2025-11-28,43.6003555324748
2025-11-29,46.084918946969346
2025-11-30,51.8642299222676
2025-12-01,70.82431172239275
2025-12-02,65.90682176015463
2025-12-03,70.87535506193971
2025-12-04,70.07644793250721
2025-12-05,65.97804502463875
2025-12-06,52.8014288902401
2025-12-07,56.9470172108293
2025-12-08,73.47981097164921
2025-12-09,70.20257246336453
2025-12-10,67.74916922708177
2025-12-11,66.85764568241412
2025-12-12,68.39000810815276
2025-12-13,50.45307996907144
2025-12-14,49.37544132376527
2025-12-15,62.83757285157543
2025-12-16,62.44610784219997
2025-12-17,65.49061667586956
2025-12-18,62.90516276709433
2025-12-19,54.68369454458448
2025-12-20,42.747436746458035
2025-12-21,42.347999223017574
2025-12-22,48.003347284391715
2025-12-23,49.53482743996219
2025-12-24,44.32348758679634
2025-12-25,45.024062278062765
2025-12-26,44.355169106471145
2025-12-27,42.854532313915726
2025-12-28,43.971075063318764
2025-12-29,48.12352451225184
2025-12-30,53.38095496106611
2025-12-31,47.74164015483879
2026-01-01,42.51466005778285
2026-01-02,49.295405652793185
2026-01-03,81.36245385135595
2026-01-04,72.68339046004814
2026-01-05,68.97914000262213
2026-01-06,67.48179568192153
2026-01-07,69.02823432716124
2026-01-08,66.4242407138978
2026-01-09,71.59395081953716
2026-01-10,59.22372823396277
2026-01-11,49.600269516687426
2026-01-12,64.77890259340153
2026-01-13,66.1806615444142
2026-01-14,66.204145972163
2026-01-15,78.64531109989531
2026-01-16,75.91273574002784
2026-01-17,63.513157619767426
2026-01-18,52.48598291583366
2026-01-19,58.03137209704374
2026-01-20,71.87380691687727
2026-01-21,81.57799335453919
2026-01-22,76.074191180801
2026-01-23,70.56647493577131
2026-01-24,66.43899024965123
2026-01-25,74.77028401207504
2026-01-26,77.56695228934034
2026-01-27,76.20873738144527
2026-01-28,70.69123595818691
2026-01-29,87.35529125976886
2026-01-30,95.7086016732072
2026-01-31,80.47908566970399
2026-02-01,95.77611940298506
2026-02-02,90.00573677778354
2026-02-03,99.45702604639627
2026-02-04,100.0
2026-02-05,100.0
2026-02-06,90.50444090856357
2026-02-07,71.13201414530137
2026-02-08,68.22836450953487
2026-02-09,77.58904019169763
2026-02-10,89.61844139660847
2026-02-11,77.20644949335339
2026-02-12,72.96172497869803
2026-02-13,86.25836776983482
2026-02-14,80.6658562587758
2026-02-15,84.48771736999804
2026-02-16,97.65347386959598
2026-02-17,100.0
2026-02-18,90.50845577793156
2026-02-19,79.6590386315541
2026-02-20,91.37632637202621
2026-02-21,81.89818863335427
2026-02-22,79.05494805522108
2026-02-23,95.93852784456168
2026-02-24,90.45005415498224
2026-02-25,100.0
2026-02-26,99.11602567436202
2026-02-27,100.0
2026-02-28,66.16975186717177
2026-03-01,75.05722326454033
2026-03-02,
2026-03-03,
2026-03-04,
2026-03-05,
2026-03-06,
2026-03-07,
2026-03-08,
2026-03-09,
2026-03-10,
2026-03-11,
2026-03-12,
2026-03-13,
2026-03-14,
2026-03-15,
2026-03-16,
2026-03-17,
2026-03-18,
2026-03-19,
2026-03-20,
2026-03-21,
2026-03-22,
2026-03-23,
2026-03-24,
2026-03-25,
2026-03-26,
2026-03-27,
2026-03-28,
2026-03-29,
2026-03-30,
2026-03-31,
2026-04-01,
2026-04-02,
2026-04-03,
2026-04-04,
2026-04-05,
2026-04-06,
2026-04-07,
2026-04-08,
2026-04-09,
2026-04-10,
2026-04-11,
2026-04-12,
2026-04-13,
2026-04-14,
2026-04-15,
2026-04-16,
2026-04-17,
2026-04-18,
2026-04-19,
2026-04-20,
2026-04-21,
2026-04-22,
2026-04-23,
2026-04-24,
2026-04-25,
2026-04-26,
2026-04-27,
2026-04-28,
2026-04-29,
2026-04-30,
2026-05-01,
2026-05-02,
2026-05-03,
2026-05-04,
2026-05-05,
2026-05-06,
2026-05-07,
2026-05-08,
2026-05-09,
2026-05-10,
2026-05-11,
2026-05-12,
2026-05-13,
2026-05-14,
2026-05-15,
2026-05-16,
2026-05-17,
2026-05-18,
2026-05-19,
2026-05-20,
2026-05-21,
2026-05-22,
2026-05-23,
2026-05-24,
2026-05-25,
2026-05-26,
2026-05-27,
2026-05-28,
2026-05-29,
2026-05-30,
2026-05-31,
