Time,jeff_hardy
2024-08-31,3.120797890339669
2024-09-01,3.4254513616277187
2024-09-02,2.419035783879835
2024-09-03,1.7635012593618677
2024-09-04,1.966603573553901
2024-09-05,1.4588477880738182
2024-09-06,1.514171363227967
2024-09-07,3.877883571953653
2024-09-08,2.419035783879835
2024-09-09,1.6619501022658514
2024-09-10,1.966603573553901
2024-09-11,1.4588477880738182
2024-09-12,1.7635012593618677
2024-09-13,3.120797890339669
2024-09-14,3.4254513616277187
2024-09-15,2.1143823125917853
2024-09-16,1.7635012593618677
2024-09-17,1.2171186533912757
2024-09-18,1.7703544049327646
2024-09-19,2.4342373067825513
2024-09-20,2.9874730583240403
2024-09-21,2.102295855857658
2024-09-22,2.4342373067825513
2024-09-23,1.4384129540078712
2024-09-24,1.4384129540078712
2024-09-25,1.6597072546244669
2024-09-26,1.9916487055493601
2024-09-27,1.5490601043161691
2024-09-28,2.4342373067825513
2024-09-29,2.8768259080157423
2024-09-30,1.4384129540078712
2024-10-01,1.3277658036995734
2024-10-02,2.102295855857658
2024-10-03,2.212943006165956
2024-10-04,2.3235901564742534
2024-10-05,2.766178757707445
2024-10-06,2.102295855857658
2024-10-07,2.212943006165956
2024-10-08,1.7703544049327646
2024-10-09,1.6597072546244669
2024-10-10,1.7703544049327646
2024-10-11,1.3277658036995734
2024-10-12,3.7620031104821248
2024-10-13,2.655531607399147
2024-10-14,2.212943006165956
2024-10-15,1.6597072546244669
2024-10-16,1.5490601043161691
2024-10-17,1.6597072546244669
2024-10-18,2.102295855857658
2024-10-19,1.9916487055493601
2024-10-20,2.5448844570908493
2024-10-21,2.102295855857658
2024-10-22,1.8810015552410624
2024-10-23,2.212943006165956
2024-10-24,2.3235901564742534
2024-10-25,2.766178757707445
2024-10-26,2.5448844570908493
2024-10-27,3.8726502607904227
2024-10-28,2.4342373067825513
2024-10-29,1.9916487055493601
2024-10-30,1.5490601043161691
2024-10-31,2.766178757707445
2024-11-01,2.3235901564742534
2024-11-02,1.9916487055493601
2024-11-03,2.102295855857658
2024-11-04,1.4384129540078712
2024-11-05,1.5490601043161691
2024-11-06,0.9958243527746801
2024-11-07,1.8810015552410624
2024-11-08,1.9916487055493601
2024-11-09,2.102295855857658
2024-11-10,2.102295855857658
2024-11-11,1.3277658036995734
2024-11-12,1.2171186533912757
2024-11-13,1.8810015552410624
2024-11-14,1.5490601043161691
2024-11-15,1.2171186533912757
2024-11-16,2.102295855857658
2024-11-17,2.212943006165956
2024-11-18,1.7703544049327646
2024-11-19,1.5490601043161691
2024-11-20,0.9958243527746801
2024-11-21,1.8810015552410624
2024-11-22,1.2171186533912757
2024-11-23,1.5490601043161691
2024-11-24,1.2171186533912757
2024-11-25,1.7703544049327646
2024-11-26,1.5490601043161691
2024-11-27,1.7703544049327646
2024-11-28,2.102295855857658
2024-11-29,1.8810015552410624
2024-11-30,2.212943006165956
2024-12-01,3.4300616595572313
2024-12-02,1.4384129540078712
2024-12-03,2.4342373067825513
2024-12-04,1.8810015552410624
2024-12-05,2.102295855857658
2024-12-06,2.9874730583240403
2024-12-07,3.3194145092489338
2024-12-08,2.212943006165956
2024-12-09,2.655531607399147
2024-12-10,1.7703544049327646
2024-12-11,1.4384129540078712
2024-12-12,1.9916487055493601
2024-12-13,1.3277658036995734
2024-12-14,2.4342373067825513
2024-12-15,2.212943006165956
2024-12-16,1.6597072546244669
2024-12-17,2.102295855857658
2024-12-18,2.8768259080157423
2024-12-19,2.102295855857658
2024-12-20,2.4342373067825513
2024-12-21,2.8768259080157423
2024-12-22,2.102295855857658
2024-12-23,1.8810015552410624
2024-12-24,2.102295855857658
2024-12-25,2.3235901564742534
2024-12-26,1.6597072546244669
2024-12-27,2.5448844570908493
2024-12-28,2.4342373067825513
2024-12-29,3.0981202086323383
2024-12-30,2.3235901564742534
2024-12-31,1.9916487055493601
2025-01-01,2.102295855857658
2025-01-02,1.9916487055493601
2025-01-03,2.212943006165956
2025-01-04,2.4342373067825513
2025-01-05,2.102295855857658
2025-01-06,2.655531607399147
2025-01-07,2.3235901564742534
2025-01-08,2.8768259080157423
2025-01-09,2.8768259080157423
2025-01-10,3.0981202086323383
2025-01-11,3.0981202086323383
2025-01-12,2.3235901564742534
2025-01-13,2.8768259080157423
2025-01-14,6.085593266956378
2025-01-15,7.855947671889143
2025-01-16,6.52818186818957
2025-01-17,5.089768914181699
2025-01-18,4.868474613565103
2025-01-19,4.204591711715316
2025-01-20,4.093944561407018
2025-01-21,3.6513559601738272
2025-01-22,3.5407088098655293
2025-01-23,3.7620031104821248
2025-01-24,3.208767358940636
2025-01-25,3.7620031104821248
2025-01-26,4.315238862023614
2025-01-27,2.9874730583240403
2025-01-28,2.3235901564742534
2025-01-29,3.4300616595572313
2025-01-30,2.655531607399147
2025-01-31,2.655531607399147
2025-02-01,3.9832974110987203
2025-02-02,6.970770469422761
2025-02-03,3.7620031104821248
2025-02-04,3.208767358940636
2025-02-05,3.208767358940636
2025-02-06,2.9874730583240403
2025-02-07,2.9874730583240403
2025-02-08,2.9874730583240403
2025-02-09,3.0981202086323383
2025-02-10,1.9916487055493601
2025-02-11,2.5448844570908493
2025-02-12,1.4384129540078712
2025-02-13,2.4342373067825513
2025-02-14,2.3235901564742534
2025-02-15,2.9874730583240403
2025-02-16,2.3235901564742534
2025-02-17,2.212943006165956
2025-02-18,2.212943006165956
2025-02-19,3.0981202086323383
2025-02-20,3.3194145092489338
2025-02-21,2.9874730583240403
2025-02-22,4.315238862023614
2025-02-23,4.093944561407018
2025-02-24,3.3194145092489338
2025-02-25,4.647180312948507
2025-02-26,11.06471503082978
2025-02-27,4.9791217638734
2025-02-28,5.53235751541489
2025-03-01,6.085593266956378
2025-03-02,4.9791217638734
2025-03-03,3.3194145092489338
2025-03-04,3.3194145092489338
2025-03-05,4.757827463256805
2025-03-06,4.093944561407018
2025-03-07,3.3194145092489338
2025-03-08,3.9832974110987203
2025-03-09,4.315238862023614
2025-03-10,3.4300616595572313
2025-03-11,2.5448844570908493
2025-03-12,4.204591711715316
2025-03-13,2.8768259080157423
2025-03-14,2.8768259080157423
2025-03-15,3.6513559601738272
2025-03-16,3.5407088098655293
2025-03-17,2.3235901564742534
2025-03-18,2.655531607399147
2025-03-19,2.212943006165956
2025-03-20,2.102295855857658
2025-03-21,2.8768259080157423
2025-03-22,3.208767358940636
2025-03-23,2.8768259080157423
2025-03-24,2.102295855857658
2025-03-25,2.3235901564742534
2025-03-26,2.102295855857658
2025-03-27,2.3235901564742534
2025-03-28,2.9874730583240403
2025-03-29,2.3235901564742534
2025-03-30,2.3235901564742534
2025-03-31,1.9916487055493601
2025-04-01,2.102295855857658
2025-04-02,2.3235901564742534
2025-04-03,1.3277658036995734
2025-04-04,2.3235901564742534
2025-04-05,3.0981202086323383
2025-04-06,3.208767358940636
2025-04-07,2.102295855857658
2025-04-08,2.3235901564742534
2025-04-09,2.212943006165956
2025-04-10,2.3235901564742534
2025-04-11,2.4342373067825513
2025-04-12,2.3235901564742534
2025-04-13,1.9916487055493601
2025-04-14,1.5490601043161691
2025-04-15,2.43239038925085
2025-04-16,2.037485840654315
2025-04-17,1.982162265500166
2025-04-18,2.377066814096701
2025-04-19,3.16687591128977
2025-04-20,4.469876229905164
2025-04-21,4.185618831616928
2025-04-22,2.7166477875390864
2025-04-23,2.148132990962613
2025-04-24,2.377066814096701
2025-04-25,3.111552336135621
2025-04-26,3.0562287609814724
2025-04-27,2.487713964404999
2025-04-28,2.148132990962613
2025-04-29,2.487713964404999
2025-04-30,2.148132990962613
2025-05-01,2.7166477875390864
2025-05-02,2.8272949378473844
2025-05-03,3.111552336135621
2025-05-04,3.506456884732156
2025-05-05,1.808552017520227
2025-05-06,2.148132990962613
2025-05-07,2.43239038925085
2025-05-08,2.037485840654315
2025-05-09,3.7353907078662445
2025-05-10,3.0562287609814724
2025-05-11,3.111552336135621
2025-05-12,5.204361751944085
2025-05-13,2.8272949378473844
2025-05-14,2.487713964404999
2025-05-15,3.472204959598783
2025-05-16,2.4305434717191483
2025-05-17,3.472204959598783
2025-05-18,2.0833229757592697
2025-05-19,3.1249844636389046
2025-05-20,2.0833229757592697
2025-05-21,2.0833229757592697
2025-05-22,2.0833229757592697
2025-05-23,1.7361024797993916
2025-05-24,2.0833229757592697
2025-05-25,2.4305434717191483
2025-05-26,1.7361024797993916
2025-05-27,2.0833229757592697
2025-05-28,2.0833229757592697
2025-05-29,1.7361024797993916
2025-05-30,1.7361024797993916
2025-05-31,2.0833229757592697
2025-06-01,2.7777639676790264
2025-06-02,1.7361024797993916
2025-06-03,2.0833229757592697
2025-06-04,2.4305434717191483
2025-06-05,1.7361024797993916
2025-06-06,2.0833229757592697
2025-06-07,2.4305434717191483
2025-06-08,2.4305434717191483
2025-06-09,1.7361024797993916
2025-06-10,1.7361024797993916
2025-06-11,1.3888819838395132
2025-06-12,1.7361024797993916
2025-06-13,2.4305434717191483
2025-06-14,0.6944409919197566
2025-06-15,2.0833229757592697
2025-06-16,1.7361024797993916
2025-06-17,1.3888819838395132
2025-06-18,1.7361024797993916
2025-06-19,1.7361024797993916
2025-06-20,1.7361024797993916
2025-06-21,1.3888819838395132
2025-06-22,2.0833229757592697
2025-06-23,1.3888819838395132
2025-06-24,1.3888819838395132
2025-06-25,2.0833229757592697
2025-06-26,2.4305434717191483
2025-06-27,3.1249844636389046
2025-06-28,2.0833229757592697
2025-06-29,2.0833229757592697
2025-06-30,2.0833229757592697
2025-07-01,2.0833229757592697
2025-07-02,2.0833229757592697
2025-07-03,3.1249844636389046
2025-07-04,2.7777639676790264
2025-07-05,4.1666459515185394
2025-07-06,2.7777639676790264
2025-07-07,1.7361024797993916
2025-07-08,1.7361024797993916
2025-07-09,2.0833229757592697
2025-07-10,2.0833229757592697
2025-07-11,2.4305434717191483
2025-07-12,2.7777639676790264
2025-07-13,1.7361024797993916
2025-07-14,2.0833229757592697
2025-07-15,1.3888819838395132
2025-07-16,1.3888819838395132
2025-07-17,1.7361024797993916
2025-07-18,1.7361024797993916
2025-07-19,2.4305434717191483
2025-07-20,3.1249844636389046
2025-07-21,3.1249844636389046
2025-07-22,2.4305434717191483
2025-07-23,2.4305434717191483
2025-07-24,3.1249844636389046
2025-07-25,2.7777639676790264
2025-07-26,2.7777639676790264
2025-07-27,2.4305434717191483
2025-07-28,2.0833229757592697
2025-07-29,2.7777639676790264
2025-07-30,2.4305434717191483
2025-07-31,2.0833229757592697
2025-08-01,2.4305434717191483
2025-08-02,2.7777639676790264
2025-08-03,5.208307439398174
2025-08-04,3.472204959598783
2025-08-05,3.1249844636389046
2025-08-06,2.7777639676790264
2025-08-07,2.4305434717191483
2025-08-08,2.4305434717191483
2025-08-09,3.1249844636389046
2025-08-10,3.472204959598783
2025-08-11,2.4305434717191483
2025-08-12,2.7777639676790264
2025-08-13,2.7777639676790264
2025-08-14,2.7777639676790264
2025-08-15,3.472204959598783
2025-08-16,3.1249844636389046
2025-08-17,3.8194254555586613
2025-08-18,3.1249844636389046
2025-08-19,2.4305434717191483
2025-08-20,3.472204959598783
2025-08-21,21.527670749512456
2025-08-22,34.72204959598783
2025-08-23,21.180450253552575
2025-08-24,4.513866447478418
2025-08-25,3.472204959598783
2025-08-26,2.7777639676790264
2025-08-27,2.7777639676790264
2025-08-28,2.4305434717191483
2025-08-29,2.4305434717191483
2025-08-30,2.0833229757592697
2025-08-31,4.1666459515185394
2025-09-01,2.7777639676790264
2025-09-02,2.4305434717191483
2025-09-03,1.7361024797993916
2025-09-04,1.7361024797993916
2025-09-05,1.3888819838395132
2025-09-06,2.7777639676790264
2025-09-07,2.0833229757592697
2025-09-08,1.7361024797993916
2025-09-09,1.7361024797993916
2025-09-10,1.0416614878796349
2025-09-11,1.7361024797993916
2025-09-12,1.7361024797993916
2025-09-13,2.0833229757592697
2025-09-14,2.7777639676790264
2025-09-15,2.0833229757592697
2025-09-16,1.7361024797993916
2025-09-17,1.3888819838395132
2025-09-18,1.7361024797993916
2025-09-19,1.7361024797993916
2025-09-20,2.0833229757592697
2025-09-21,1.3888819838395132
2025-09-22,1.3888819838395132
2025-09-23,1.7361024797993916
2025-09-24,1.7361024797993916
2025-09-25,2.0833229757592697
2025-09-26,2.4305434717191483
2025-09-27,2.7777639676790264
2025-09-28,2.7777639676790264
2025-09-29,5.9027484313179315
2025-09-30,2.7777639676790264
2025-10-01,2.7777639676790264
2025-10-02,2.0833229757592697
2025-10-03,2.4305434717191483
2025-10-04,2.0833229757592697
2025-10-05,3.1249844636389046
2025-10-06,3.1249844636389046
2025-10-07,2.0833229757592697
2025-10-08,5.555527935358053
2025-10-09,3.1249844636389046
2025-10-10,2.7777639676790264
2025-10-11,3.8194254555586613
2025-10-12,3.472204959598783
2025-10-13,5.208307439398174
2025-10-14,3.472204959598783
2025-10-15,3.1249844636389046
2025-10-16,2.4305434717191483
2025-10-17,3.1249844636389046
2025-10-18,3.472204959598783
2025-10-19,3.1249844636389046
2025-10-20,2.7777639676790264
2025-10-21,2.4305434717191483
2025-10-22,2.4305434717191483
2025-10-23,2.0833229757592697
2025-10-24,2.7777639676790264
2025-10-25,3.1249844636389046
2025-10-26,6.597189423237688
2025-10-27,4.513866447478418
2025-10-28,3.472204959598783
2025-10-29,8.680512398996958
2025-10-30,11.458276366675983
2025-10-31,14.583260830314888
2025-11-01,12.15271735859574
2025-11-02,5.9027484313179315
2025-11-03,3.472204959598783
2025-11-04,2.7777639676790264
2025-11-05,2.4305434717191483
2025-11-06,2.4305434717191483
2025-11-07,2.0833229757592697
2025-11-08,2.4305434717191483
2025-11-09,2.4305434717191483
2025-11-10,2.0833229757592697
2025-11-11,1.7361024797993916
2025-11-12,2.4305434717191483
2025-11-13,1.7361024797993916
2025-11-14,2.0833229757592697
2025-11-15,2.4305434717191483
2025-11-16,2.0833229757592697
2025-11-17,2.0833229757592697
2025-11-18,2.0833229757592697
2025-11-19,1.7361024797993916
2025-11-20,1.7361024797993916
2025-11-21,2.0833229757592697
2025-11-22,2.4305434717191483
2025-11-23,2.7777639676790264
2025-11-24,1.3888819838395132
2025-11-25,1.7361024797993916
2025-11-26,2.0833229757592697
2025-11-27,1.3888819838395132
2025-11-28,2.4305434717191483
2025-11-29,2.4305434717191483
2025-11-30,3.472204959598783
2025-12-01,1.7361024797993916
2025-12-02,1.7361024797993916
2025-12-03,1.7361024797993916
2025-12-04,2.0833229757592697
2025-12-05,2.0833229757592697
2025-12-06,1.7361024797993916
2025-12-07,2.7777639676790264
2025-12-08,1.7361024797993916
2025-12-09,1.7361024797993916
2025-12-10,2.0833229757592697
2025-12-11,1.5624922318194523
2025-12-12,2.0833229757592697
2025-12-13,2.7777639676790264
2025-12-14,3.645815207578722
2025-12-15,3.472204959598783
2025-12-16,3.472204959598783
2025-12-17,2.7777639676790264
2025-12-18,2.9513742156589657
2025-12-19,3.645815207578722
2025-12-20,3.472204959598783
2025-12-21,2.7777639676790264
2025-12-22,2.9513742156589657
2025-12-23,2.7777639676790264
2025-12-24,2.604153719699087
2025-12-25,2.604153719699087
2025-12-26,2.604153719699087
2025-12-27,2.256933223739209
2025-12-28,2.256933223739209
2025-12-29,2.0833229757592697
2025-12-30,1.5624922318194523
2025-12-31,1.9097127277793307
2026-01-01,3.472204959598783
2026-01-02,2.256933223739209
2026-01-03,2.604153719699087
2026-01-04,2.256933223739209
2026-01-05,2.7777639676790264
2026-01-06,2.9513742156589657
2026-01-07,2.0833229757592697
2026-01-08,2.256933223739209
2026-01-09,9.374953390916716
2026-01-10,13.888819838395133
2026-01-11,6.249968927277809
2026-01-12,16.666583806074158
2026-01-13,69.44409919197567
2026-01-14,29.860962652549535
2026-01-15,15.972142814154402
2026-01-16,9.722173886876593
2026-01-17,7.638850911117323
2026-01-18,6.249968927277809
2026-01-19,4.1666459515185394
2026-01-20,2.7777639676790264
2026-01-21,2.7777639676790264
2026-01-22,2.7777639676790264
2026-01-23,2.7777639676790264
2026-01-24,3.472204959598783
2026-01-25,3.472204959598783
2026-01-26,2.7777639676790264
2026-01-27,2.0833229757592697
2026-01-28,2.0833229757592697
2026-01-29,2.0833229757592697
2026-01-30,2.7777639676790264
2026-01-31,4.861086943438297
2026-02-01,3.472204959598783
2026-02-02,4.861086943438297
2026-02-03,4.1666459515185394
2026-02-04,3.472204959598783
2026-02-05,2.7777639676790264
2026-02-06,2.7777639676790264
2026-02-07,4.1666459515185394
2026-02-08,3.472204959598783
2026-02-09,2.0833229757592697
2026-02-10,3.472204959598783
2026-02-11,2.0833229757592697
2026-02-12,2.0833229757592697
2026-02-13,2.7777639676790264
2026-02-14,2.7777639676790264
2026-02-15,2.7777639676790264
2026-02-16,2.7777639676790264
2026-02-17,9.027732894956836
2026-02-18,2.7777639676790264
2026-02-19,2.0833229757592697
2026-02-20,1.3888819838395132
2026-02-21,2.7777639676790264
2026-02-22,2.7777639676790264
2026-02-23,2.7777639676790264
2026-02-24,2.7777639676790264
2026-02-25,2.0833229757592697
2026-02-26,2.7777639676790264
2026-02-27,2.7777639676790264
2026-02-28,3.472204959598783
2026-03-01,2.7777639676790264
2026-03-02,2.7777639676790264
2026-03-03,2.0833229757592697
2026-03-04,2.0833229757592697
2026-03-05,2.0833229757592697
2026-03-06,3.472204959598783
2026-03-07,3.472204959598783
2026-03-08,3.472204959598783
2026-03-09,3.472204959598783
2026-03-10,2.7777639676790264
2026-03-11,2.7777639676790264
2026-03-12,2.0833229757592697
2026-03-13,3.472204959598783
2026-03-14,4.861086943438297
2026-03-15,2.7777639676790264
2026-03-16,2.0833229757592697
2026-03-17,3.472204959598783
2026-03-18,2.7777639676790264
2026-03-19,2.0833229757592697
2026-03-20,2.0833229757592697
2026-03-21,3.472204959598783
2026-03-22,2.0833229757592697
2026-03-23,2.7777639676790264
2026-03-24,3.472204959598783
2026-03-25,2.0833229757592697
2026-03-26,2.7777639676790264
2026-03-27,2.7777639676790264
2026-03-28,2.0833229757592697
2026-03-29,3.472204959598783
2026-03-30,2.0833229757592697
2026-03-31,2.0833229757592697
2026-04-01,1.3888819838395132
2026-04-02,1.3888819838395132
2026-04-03,2.0833229757592697
2026-04-04,2.0833229757592697
2026-04-05,2.7777639676790264
2026-04-06,2.0833229757592697
2026-04-07,2.0833229757592697
2026-04-08,2.0833229757592697
2026-04-09,2.0833229757592697
2026-04-10,2.7777639676790264
2026-04-11,3.472204959598783
2026-04-12,2.7777639676790264
2026-04-13,2.7777639676790264
2026-04-14,2.7777639676790264
2026-04-15,2.0833229757592697
2026-04-16,2.7777639676790264
2026-04-17,2.0833229757592697
2026-04-18,2.7777639676790264
2026-04-19,3.472204959598783
2026-04-20,2.0833229757592697
2026-04-21,2.7777639676790264
2026-04-22,2.0833229757592697
2026-04-23,2.0833229757592697
2026-04-24,2.7777639676790264
2026-04-25,2.0833229757592697
2026-04-26,2.7777639676790264
2026-04-27,2.0833229757592697
2026-04-28,2.0833229757592697
2026-04-29,2.7777639676790264
2026-04-30,2.7777639676790264
2026-05-01,4.1666459515185394
2026-05-02,3.472204959598783
2026-05-03,3.472204959598783
2026-05-04,2.7777639676790264
2026-05-05,2.7777639676790264
2026-05-06,2.0833229757592697
2026-05-07,2.7777639676790264
2026-05-08,2.0833229757592697
2026-05-09,2.0833229757592697
2026-05-10,2.0833229757592697
2026-05-11,2.0833229757592697
2026-05-12,1.3888819838395132
2026-05-13,2.0833229757592697
2026-05-14,2.0833229757592697
2026-05-15,1.3888819838395132
2026-05-16,2.0833229757592697
2026-05-17,2.0833229757592697
2026-05-18,2.0833229757592697
2026-05-19,2.0833229757592697
2026-05-20,2.0833229757592697
2026-05-21,2.0833229757592697
2026-05-22,2.0833229757592697
2026-05-23,2.0833229757592697
2026-05-24,2.7777639676790264
2026-05-25,2.0833229757592697
2026-05-26,2.0833229757592697
2026-05-27,2.0833229757592697
2026-05-28,1.3888819838395132
2026-05-29,1.3888819838395132
2026-05-30,1.3888819838395132
2026-05-31,2.7777639676790264
