Time,easter_2023
2024-10-17,2.1607581607581605
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,0.0
2024-10-22,2.1607581607581605
2024-10-23,2.1607581607581605
2024-10-24,0.0
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,1.6205686205686205
2024-10-29,2.1607581607581605
2024-10-30,2.1607581607581605
2024-10-31,0.0
2024-11-01,0.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,1.6205686205686205
2024-11-05,1.6205686205686205
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,2.7009477009477005
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,0.0
2024-11-12,1.6205686205686205
2024-11-13,1.6205686205686205
2024-11-14,2.1607581607581605
2024-11-15,1.6205686205686205
2024-11-16,1.6205686205686205
2024-11-17,2.1607581607581605
2024-11-18,0.0
2024-11-19,2.1607581607581605
2024-11-20,2.1607581607581605
2024-11-21,0.0
2024-11-22,0.0
2024-11-23,1.6205686205686205
2024-11-24,1.6205686205686205
2024-11-25,1.6205686205686205
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,2.7009477009477005
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,2.1607581607581605
2024-12-02,0.0
2024-12-03,2.1607581607581605
2024-12-04,2.1607581607581605
2024-12-05,0.0
2024-12-06,2.1607581607581605
2024-12-07,0.0
2024-12-08,2.1607581607581605
2024-12-09,1.6205686205686205
2024-12-10,2.1607581607581605
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,1.6205686205686205
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,1.6205686205686205
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,2.1607581607581605
2024-12-27,1.6205686205686205
2024-12-28,0.0
2024-12-29,2.1607581607581605
2024-12-30,0.0
2024-12-31,1.6205686205686205
2025-01-01,2.1607581607581605
2025-01-02,0.0
2025-01-03,2.1607581607581605
2025-01-04,1.6205686205686205
2025-01-05,2.1607581607581605
2025-01-06,2.7009477009477005
2025-01-07,2.1607581607581605
2025-01-08,0.0
2025-01-09,1.6205686205686205
2025-01-10,1.6205686205686205
2025-01-11,0.0
2025-01-12,1.6205686205686205
2025-01-13,2.1607581607581605
2025-01-14,2.7009477009477005
2025-01-15,2.1607581607581605
2025-01-16,0.0
2025-01-17,2.1607581607581605
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,2.1607581607581605
2025-01-21,2.1607581607581605
2025-01-22,2.7009477009477005
2025-01-23,2.7009477009477005
2025-01-24,2.1607581607581605
2025-01-25,1.6205686205686205
2025-01-26,2.1607581607581605
2025-01-27,0.0
2025-01-28,1.6205686205686205
2025-01-29,1.6205686205686205
2025-01-30,2.1607581607581605
2025-01-31,1.6205686205686205
2025-02-01,0.0
2025-02-02,3.241137241137241
2025-02-03,3.241137241137241
2025-02-04,0.0
2025-02-05,2.7009477009477005
2025-02-06,2.1607581607581605
2025-02-07,3.241137241137241
2025-02-08,2.7009477009477005
2025-02-09,2.1607581607581605
2025-02-10,2.1607581607581605
2025-02-11,3.241137241137241
2025-02-12,3.241137241137241
2025-02-13,2.1607581607581605
2025-02-14,2.1607581607581605
2025-02-15,4.861705861705861
2025-02-16,0.0
2025-02-17,3.241137241137241
2025-02-18,3.241137241137241
2025-02-19,3.781326781326781
2025-02-20,3.241137241137241
2025-02-21,2.7009477009477005
2025-02-22,3.781326781326781
2025-02-23,2.1607581607581605
2025-02-24,4.861705861705861
2025-02-25,3.241137241137241
2025-02-26,3.781326781326781
2025-02-27,4.321516321516321
2025-02-28,4.321516321516321
2025-03-01,4.321516321516321
2025-03-02,3.781326781326781
2025-03-03,2.1607581607581605
2025-03-04,5.401895401895401
2025-03-05,5.942084942084941
2025-03-06,4.861705861705861
2025-03-07,4.861705861705861
2025-03-08,4.321516321516321
2025-03-09,5.401895401895401
2025-03-10,7.562653562653562
2025-03-11,4.861705861705861
2025-03-12,4.861705861705861
2025-03-13,5.942084942084941
2025-03-14,4.321516321516321
2025-03-15,4.321516321516321
2025-03-16,4.861705861705861
2025-03-17,5.401895401895401
2025-03-18,4.321516321516321
2025-03-19,5.401895401895401
2025-03-20,5.401895401895401
2025-03-21,4.861705861705861
2025-03-22,4.861705861705861
2025-03-23,5.401895401895401
2025-03-24,5.401895401895401
2025-03-25,3.781326781326781
2025-03-26,5.401895401895401
2025-03-27,5.401895401895401
2025-03-28,4.861705861705861
2025-03-29,4.861705861705861
2025-03-30,7.022464022464022
2025-03-31,7.562653562653562
2025-04-01,7.022464022464022
2025-04-02,6.482274482274482
2025-04-03,6.482274482274482
2025-04-04,5.942084942084941
2025-04-05,4.321516321516321
2025-04-06,8.643032643032642
2025-04-07,7.562653562653562
2025-04-08,7.562653562653562
2025-04-09,7.562653562653562
2025-04-10,7.022464022464022
2025-04-11,8.643032643032642
2025-04-12,9.723411723411722
2025-04-13,9.723411723411722
2025-04-14,10.803790803790802
2025-04-15,8.643032643032642
2025-04-16,10.803790803790802
2025-04-17,14.044928044928044
2025-04-18,15.125307125307124
2025-04-19,23.228150228150227
2025-04-20,54.01895401895401
2025-04-21,14.585117585117583
2025-04-22,7.562653562653562
2025-04-23,3.781326781326781
2025-04-24,3.241137241137241
2025-04-25,2.1607581607581605
2025-04-26,0.0
2025-04-27,1.6205686205686205
2025-04-28,2.1607581607581605
2025-04-29,2.7009477009477005
2025-04-30,2.1607581607581605
2025-05-01,1.6205686205686205
2025-05-02,1.6205686205686205
2025-05-03,2.1607581607581605
2025-05-04,0.0
2025-05-05,0.0
2025-05-06,0.0
2025-05-07,2.1607581607581605
2025-05-08,2.7009477009477005
2025-05-09,2.1607581607581605
2025-05-10,0.0
2025-05-11,0.0
2025-05-12,0.0
2025-05-13,0.0
2025-05-14,1.6205686205686205
2025-05-15,0.0
2025-05-16,0.0
2025-05-17,0.0
2025-05-18,0.0
2025-05-19,0.0
2025-05-20,0.0
2025-05-21,0.0
2025-05-22,0.0
2025-05-23,0.0
2025-05-24,0.0
2025-05-25,0.0
2025-05-26,0.0
2025-05-27,0.0
2025-05-28,0.0
2025-05-29,0.0
2025-05-30,0.0
2025-05-31,0.0
2025-06-01,0.0
2025-06-02,0.0
2025-06-03,0.0
2025-06-04,0.0
2025-06-05,0.0
2025-06-06,0.0
2025-06-07,0.0
2025-06-08,0.0
2025-06-09,0.0
2025-06-10,0.0
2025-06-11,0.0
2025-06-12,0.0
2025-06-13,0.0
2025-06-14,0.0
2025-06-15,0.0
2025-06-16,0.0
2025-06-17,0.0
2025-06-18,0.0
2025-06-19,0.0
2025-06-20,0.0
2025-06-21,0.0
2025-06-22,0.0
2025-06-23,0.0
2025-06-24,0.0
2025-06-25,0.0
2025-06-26,0.0
2025-06-27,0.0
2025-06-28,0.0
2025-06-29,0.0
2025-06-30,0.0
2025-07-01,0.0
2025-07-02,0.0
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,0.0
2025-07-06,0.0
2025-07-07,0.0
2025-07-08,0.0
2025-07-09,1.6205686205686205
2025-07-10,0.0
2025-07-11,0.0
2025-07-12,0.0
2025-07-13,0.0
2025-07-14,0.0
2025-07-15,0.0
2025-07-16,0.0
2025-07-17,2.1607581607581605
2025-07-18,0.0
2025-07-19,3.781326781326781
2025-07-20,5.401895401895401
2025-07-21,2.7009477009477005
2025-07-22,4.861705861705861
2025-07-23,2.7009477009477005
2025-07-24,3.241137241137241
2025-07-25,3.241137241137241
2025-07-26,3.241137241137241
2025-07-27,2.7009477009477005
2025-07-28,1.6205686205686205
2025-07-29,4.861705861705861
2025-07-30,5.942084942084941
2025-07-31,8.643032643032642
2025-08-01,3.241137241137241
2025-08-02,0.0
2025-08-03,2.1607581607581605
2025-08-04,0.0
2025-08-05,0.0
2025-08-06,2.1607581607581605
2025-08-07,2.1607581607581605
2025-08-08,1.6205686205686205
2025-08-09,2.1607581607581605
2025-08-10,3.241137241137241
2025-08-11,0.0
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,1.6205686205686205
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,0.0
2025-08-19,0.0
2025-08-20,0.0
2025-08-21,0.0
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,0.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,0.0
2025-09-01,0.0
2025-09-02,0.0
2025-09-03,0.0
2025-09-04,1.6205686205686205
2025-09-05,0.0
2025-09-06,0.0
2025-09-07,0.0
2025-09-08,0.0
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,0.0
2025-09-14,0.0
2025-09-15,0.0
2025-09-16,0.0
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,0.0
2025-09-20,0.0
2025-09-21,0.0
2025-09-22,0.0
2025-09-23,0.0
2025-09-24,0.0
2025-09-25,0.0
2025-09-26,0.0
2025-09-27,0.0
2025-09-28,0.0
2025-09-29,0.0
2025-09-30,0.0
2025-10-01,0.0
2025-10-02,0.0
2025-10-03,0.0
2025-10-04,0.0
2025-10-05,0.0
2025-10-06,0.0
2025-10-07,0.0
2025-10-08,1.6205686205686205
2025-10-09,0.0
2025-10-10,0.0
2025-10-11,0.0
2025-10-12,0.0
2025-10-13,0.0
2025-10-14,0.0
2025-10-15,1.6205686205686205
2025-10-16,0.0
2025-10-17,0.0
2025-10-18,0.0
2025-10-19,0.0
2025-10-20,0.0
2025-10-21,0.0
2025-10-22,1.6205686205686205
2025-10-23,0.0
2025-10-24,0.0
2025-10-25,0.0
2025-10-26,0.0
2025-10-27,0.0
2025-10-28,0.0
2025-10-29,0.0
2025-10-30,1.6205686205686205
2025-10-31,1.6205686205686205
2025-11-01,0.0
2025-11-02,3.241137241137241
2025-11-03,1.6205686205686205
2025-11-04,0.0
2025-11-05,2.1607581607581605
2025-11-06,0.0
2025-11-07,3.241137241137241
2025-11-08,2.1607581607581605
2025-11-09,1.6205686205686205
2025-11-10,1.6205686205686205
2025-11-11,2.1607581607581605
2025-11-12,2.1607581607581605
2025-11-13,2.1607581607581605
2025-11-14,1.6205686205686205
2025-11-15,2.1607581607581605
2025-11-16,0.0
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,2.1607581607581605
2025-11-20,3.241137241137241
2025-11-21,0.0
2025-11-22,0.0
2025-11-23,2.7009477009477005
2025-11-24,2.1607581607581605
2025-11-25,2.1607581607581605
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,2.1607581607581605
2025-12-02,2.1607581607581605
2025-12-03,2.7009477009477005
2025-12-04,0.0
2025-12-05,2.1607581607581605
2025-12-06,1.6205686205686205
2025-12-07,2.1607581607581605
2025-12-08,0.0
2025-12-09,1.6205686205686205
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,2.1607581607581605
2025-12-13,2.1607581607581605
2025-12-14,1.8906633906633905
2025-12-15,1.3504738504738505
2025-12-16,1.3504738504738505
2025-12-17,2.1607581607581605
2025-12-18,3.511232011232011
2025-12-19,1.8906633906633905
2025-12-20,2.1607581607581605
2025-12-21,0.0
2025-12-22,2.1607581607581605
2025-12-23,1.8906633906633905
2025-12-24,2.1607581607581605
2025-12-25,2.1607581607581605
2025-12-26,0.0
2025-12-27,2.1607581607581605
2025-12-28,0.0
2025-12-29,1.8906633906633905
2025-12-30,1.8906633906633905
2025-12-31,2.1607581607581605
2026-01-01,0.0
2026-01-02,0.0
2026-01-03,0.0
2026-01-04,4.321516321516321
2026-01-05,1.3504738504738505
2026-01-06,2.1607581607581605
2026-01-07,3.241137241137241
2026-01-08,0.0
2026-01-09,2.4308529308529305
2026-01-10,2.1607581607581605
2026-01-11,3.241137241137241
2026-01-12,2.1607581607581605
2026-01-13,2.1607581607581605
2026-01-14,3.241137241137241
2026-01-15,2.1607581607581605
2026-01-16,2.1607581607581605
2026-01-17,2.1607581607581605
2026-01-18,4.321516321516321
2026-01-19,2.1607581607581605
2026-01-20,2.1607581607581605
2026-01-21,3.241137241137241
2026-01-22,4.321516321516321
2026-01-23,3.241137241137241
2026-01-24,3.241137241137241
2026-01-25,3.241137241137241
2026-01-26,4.321516321516321
2026-01-27,3.241137241137241
2026-01-28,3.241137241137241
2026-01-29,3.241137241137241
2026-01-30,4.321516321516321
2026-01-31,4.321516321516321
2026-02-01,8.643032643032642
2026-02-02,5.401895401895401
2026-02-03,4.321516321516321
2026-02-04,3.241137241137241
2026-02-05,4.321516321516321
2026-02-06,5.401895401895401
2026-02-07,9.723411723411722
2026-02-08,12.964548964548964
2026-02-09,7.562653562653562
2026-02-10,6.482274482274482
2026-02-11,5.401895401895401
2026-02-12,4.321516321516321
2026-02-13,6.482274482274482
2026-02-14,5.401895401895401
2026-02-15,8.643032643032642
2026-02-16,10.803790803790802
2026-02-17,7.562653562653562
2026-02-18,7.562653562653562
2026-02-19,7.562653562653562
2026-02-20,7.562653562653562
2026-02-21,7.562653562653562
2026-02-22,9.723411723411722
2026-02-23,9.723411723411722
2026-02-24,7.562653562653562
2026-02-25,6.482274482274482
2026-02-26,8.643032643032642
2026-02-27,9.723411723411722
2026-02-28,7.562653562653562
2026-03-01,8.643032643032642
2026-03-02,11.884169884169882
2026-03-03,11.884169884169882
2026-03-04,9.723411723411722
2026-03-05,8.643032643032642
2026-03-06,5.401895401895401
2026-03-07,7.562653562653562
2026-03-08,6.482274482274482
2026-03-09,7.562653562653562
2026-03-10,7.562653562653562
2026-03-11,5.401895401895401
2026-03-12,7.562653562653562
2026-03-13,9.723411723411722
2026-03-14,8.643032643032642
2026-03-15,9.723411723411722
2026-03-16,8.643032643032642
2026-03-17,8.643032643032642
2026-03-18,11.884169884169882
2026-03-19,14.044928044928044
2026-03-20,12.964548964548964
2026-03-21,7.562653562653562
2026-03-22,9.723411723411722
2026-03-23,9.723411723411722
2026-03-24,8.643032643032642
2026-03-25,8.643032643032642
2026-03-26,8.643032643032642
2026-03-27,10.803790803790802
2026-03-28,17.286065286065284
2026-03-29,20.527202527202526
2026-03-30,16.205686205686202
2026-03-31,17.286065286065284
2026-04-01,21.607581607581604
2026-04-02,21.607581607581604
2026-04-03,31.330993330993326
2026-04-04,36.73288873288873
2026-04-05,108.03790803790802
2026-04-06,34.57213057213057
2026-04-07,10.803790803790802
2026-04-08,10.803790803790802
2026-04-09,8.643032643032642
2026-04-10,6.482274482274482
2026-04-11,8.643032643032642
2026-04-12,6.482274482274482
2026-04-13,4.321516321516321
2026-04-14,3.241137241137241
2026-04-15,4.321516321516321
2026-04-16,4.321516321516321
2026-04-17,6.482274482274482
2026-04-18,2.1607581607581605
2026-04-19,0.0
2026-04-20,4.321516321516321
2026-04-21,3.241137241137241
2026-04-22,4.321516321516321
2026-04-23,6.482274482274482
2026-04-24,2.1607581607581605
2026-04-25,4.321516321516321
2026-04-26,3.241137241137241
2026-04-27,2.1607581607581605
2026-04-28,2.1607581607581605
2026-04-29,2.1607581607581605
2026-04-30,2.1607581607581605
2026-05-01,2.1607581607581605
2026-05-02,2.1607581607581605
2026-05-03,3.241137241137241
2026-05-04,4.321516321516321
2026-05-05,4.321516321516321
2026-05-06,3.241137241137241
2026-05-07,3.241137241137241
2026-05-08,2.1607581607581605
2026-05-09,3.241137241137241
2026-05-10,4.321516321516321
2026-05-11,4.321516321516321
2026-05-12,3.241137241137241
2026-05-13,3.241137241137241
2026-05-14,3.241137241137241
2026-05-15,3.241137241137241
2026-05-16,2.1607581607581605
2026-05-17,2.1607581607581605
2026-05-18,3.241137241137241
2026-05-19,2.1607581607581605
2026-05-20,0.0
2026-05-21,2.1607581607581605
2026-05-22,3.241137241137241
2026-05-23,3.241137241137241
2026-05-24,2.1607581607581605
2026-05-25,3.241137241137241
2026-05-26,3.241137241137241
2026-05-27,3.241137241137241
2026-05-28,2.1607581607581605
2026-05-29,2.1607581607581605
2026-05-30,3.241137241137241
2026-05-31,4.321516321516321
