Time,atlanta_falcons
2025-01-31,3.090909090909091
2025-02-01,3.090909090909091
2025-02-02,6.181818181818182
2025-02-03,3.090909090909091
2025-02-04,3.090909090909091
2025-02-05,3.090909090909091
2025-02-06,3.090909090909091
2025-02-07,3.090909090909091
2025-02-08,6.181818181818182
2025-02-09,6.181818181818182
2025-02-10,12.363636363636363
2025-02-11,6.181818181818182
2025-02-12,6.181818181818182
2025-02-13,3.090909090909091
2025-02-14,3.090909090909091
2025-02-15,6.181818181818182
2025-02-16,3.090909090909091
2025-02-17,3.090909090909091
2025-02-18,3.090909090909091
2025-02-19,3.090909090909091
2025-02-20,3.090909090909091
2025-02-21,3.090909090909091
2025-02-22,3.090909090909091
2025-02-23,3.090909090909091
2025-02-24,3.090909090909091
2025-02-25,3.090909090909091
2025-02-26,3.090909090909091
2025-02-27,3.090909090909091
2025-02-28,3.090909090909091
2025-03-01,3.090909090909091
2025-03-02,3.090909090909091
2025-03-03,3.090909090909091
2025-03-04,3.090909090909091
2025-03-05,3.090909090909091
2025-03-06,6.181818181818182
2025-03-07,6.181818181818182
2025-03-08,6.181818181818182
2025-03-09,6.181818181818182
2025-03-10,12.363636363636363
2025-03-11,12.363636363636363
2025-03-12,12.363636363636363
2025-03-13,9.272727272727273
2025-03-14,6.181818181818182
2025-03-15,9.272727272727273
2025-03-16,6.181818181818182
2025-03-17,6.181818181818182
2025-03-18,6.181818181818182
2025-03-19,6.181818181818182
2025-03-20,6.181818181818182
2025-03-21,6.181818181818182
2025-03-22,6.181818181818182
2025-03-23,6.181818181818182
2025-03-24,3.090909090909091
2025-03-25,6.181818181818182
2025-03-26,6.181818181818182
2025-03-27,6.181818181818182
2025-03-28,6.181818181818182
2025-03-29,6.181818181818182
2025-03-30,3.090909090909091
2025-03-31,3.090909090909091
2025-04-01,3.090909090909091
2025-04-02,3.090909090909091
2025-04-03,3.090909090909091
2025-04-04,6.181818181818182
2025-04-05,3.090909090909091
2025-04-06,3.090909090909091
2025-04-07,3.090909090909091
2025-04-08,3.090909090909091
2025-04-09,3.090909090909091
2025-04-10,3.090909090909091
2025-04-11,3.090909090909091
2025-04-12,3.090909090909091
2025-04-13,3.090909090909091
2025-04-14,3.090909090909091
2025-04-15,5.409090909090909
2025-04-16,3.8636363636363638
2025-04-17,3.8636363636363638
2025-04-18,3.8636363636363638
2025-04-19,3.8636363636363638
2025-04-20,3.8636363636363638
2025-04-21,5.409090909090909
2025-04-22,6.181818181818182
2025-04-23,5.409090909090909
2025-04-24,8.5
2025-04-25,30.136363636363633
2025-04-26,23.954545454545453
2025-04-27,18.545454545454547
2025-04-28,15.454545454545453
2025-04-29,9.272727272727273
2025-04-30,12.363636363636363
2025-05-01,9.272727272727273
2025-05-02,6.181818181818182
2025-05-03,6.181818181818182
2025-05-04,6.181818181818182
2025-05-05,5.409090909090909
2025-05-06,3.8636363636363638
2025-05-07,5.409090909090909
2025-05-08,5.409090909090909
2025-05-09,6.181818181818182
2025-05-10,6.181818181818182
2025-05-11,6.181818181818182
2025-05-12,6.181818181818182
2025-05-13,6.181818181818182
2025-05-14,9.272727272727273
2025-05-15,13.909090909090908
2025-05-16,6.181818181818182
2025-05-17,6.181818181818182
2025-05-18,6.181818181818182
2025-05-19,4.636363636363637
2025-05-20,4.636363636363637
2025-05-21,4.636363636363637
2025-05-22,4.636363636363637
2025-05-23,4.636363636363637
2025-05-24,4.636363636363637
2025-05-25,6.181818181818182
2025-05-26,4.636363636363637
2025-05-27,4.636363636363637
2025-05-28,6.181818181818182
2025-05-29,6.181818181818182
2025-05-30,6.181818181818182
2025-05-31,4.636363636363637
2025-06-01,4.636363636363637
2025-06-02,4.636363636363637
2025-06-03,6.181818181818182
2025-06-04,4.636363636363637
2025-06-05,4.636363636363637
2025-06-06,4.636363636363637
2025-06-07,4.636363636363637
2025-06-08,4.636363636363637
2025-06-09,4.636363636363637
2025-06-10,4.636363636363637
2025-06-11,4.636363636363637
2025-06-12,4.636363636363637
2025-06-13,4.636363636363637
2025-06-14,4.636363636363637
2025-06-15,4.636363636363637
2025-06-16,4.636363636363637
2025-06-17,4.636363636363637
2025-06-18,4.636363636363637
2025-06-19,4.636363636363637
2025-06-20,3.090909090909091
2025-06-21,4.636363636363637
2025-06-22,4.636363636363637
2025-06-23,3.090909090909091
2025-06-24,4.636363636363637
2025-06-25,4.636363636363637
2025-06-26,4.636363636363637
2025-06-27,3.090909090909091
2025-06-28,4.636363636363637
2025-06-29,4.636363636363637
2025-06-30,3.090909090909091
2025-07-01,4.636363636363637
2025-07-02,4.636363636363637
2025-07-03,4.636363636363637
2025-07-04,4.636363636363637
2025-07-05,4.636363636363637
2025-07-06,4.636363636363637
2025-07-07,4.636363636363637
2025-07-08,4.636363636363637
2025-07-09,4.636363636363637
2025-07-10,4.636363636363637
2025-07-11,6.181818181818182
2025-07-12,6.181818181818182
2025-07-13,6.181818181818182
2025-07-14,6.181818181818182
2025-07-15,6.181818181818182
2025-07-16,6.181818181818182
2025-07-17,4.636363636363637
2025-07-18,6.181818181818182
2025-07-19,6.181818181818182
2025-07-20,6.181818181818182
2025-07-21,6.181818181818182
2025-07-22,4.636363636363637
2025-07-23,6.181818181818182
2025-07-24,6.181818181818182
2025-07-25,7.727272727272727
2025-07-26,7.727272727272727
2025-07-27,7.727272727272727
2025-07-28,7.727272727272727
2025-07-29,6.181818181818182
2025-07-30,7.727272727272727
2025-07-31,7.727272727272727
2025-08-01,9.272727272727273
2025-08-02,7.727272727272727
2025-08-03,7.727272727272727
2025-08-04,9.272727272727273
2025-08-05,9.272727272727273
2025-08-06,9.272727272727273
2025-08-07,9.272727272727273
2025-08-08,21.636363636363637
2025-08-09,49.45454545454545
2025-08-10,13.909090909090908
2025-08-11,9.272727272727273
2025-08-12,7.727272727272727
2025-08-13,7.727272727272727
2025-08-14,9.272727272727273
2025-08-15,17.0
2025-08-16,27.818181818181817
2025-08-17,10.818181818181818
2025-08-18,9.272727272727273
2025-08-19,7.727272727272727
2025-08-20,9.272727272727273
2025-08-21,9.272727272727273
2025-08-22,12.363636363636363
2025-08-23,26.272727272727273
2025-08-24,15.454545454545453
2025-08-25,10.818181818181818
2025-08-26,13.909090909090908
2025-08-27,10.818181818181818
2025-08-28,10.818181818181818
2025-08-29,9.272727272727273
2025-08-30,10.818181818181818
2025-08-31,15.454545454545453
2025-09-01,10.818181818181818
2025-09-02,9.272727272727273
2025-09-03,9.272727272727273
2025-09-04,12.363636363636363
2025-09-05,12.363636363636363
2025-09-06,12.363636363636363
2025-09-07,91.18181818181817
2025-09-08,21.636363636363637
2025-09-09,15.454545454545453
2025-09-10,10.818181818181818
2025-09-11,9.272727272727273
2025-09-12,10.818181818181818
2025-09-13,9.272727272727273
2025-09-14,46.36363636363636
2025-09-15,109.72727272727272
2025-09-16,13.909090909090908
2025-09-17,12.363636363636363
2025-09-18,10.818181818181818
2025-09-19,10.818181818181818
2025-09-20,12.363636363636363
2025-09-21,72.63636363636364
2025-09-22,21.636363636363637
2025-09-23,13.909090909090908
2025-09-24,10.818181818181818
2025-09-25,10.818181818181818
2025-09-26,10.818181818181818
2025-09-27,10.818181818181818
2025-09-28,71.0909090909091
2025-09-29,18.545454545454547
2025-09-30,9.272727272727273
2025-10-01,7.727272727272727
2025-10-02,7.727272727272727
2025-10-03,7.727272727272727
2025-10-04,7.727272727272727
2025-10-05,29.363636363636363
2025-10-06,12.363636363636363
2025-10-07,9.272727272727273
2025-10-08,9.272727272727273
2025-10-09,9.272727272727273
2025-10-10,9.272727272727273
2025-10-11,9.272727272727273
2025-10-12,23.18181818181818
2025-10-13,66.45454545454545
2025-10-14,117.45454545454545
2025-10-15,13.909090909090908
2025-10-16,10.818181818181818
2025-10-17,10.818181818181818
2025-10-18,10.818181818181818
2025-10-19,46.36363636363636
2025-10-20,92.72727272727272
2025-10-21,12.363636363636363
2025-10-22,10.818181818181818
2025-10-23,9.272727272727273
2025-10-24,9.272727272727273
2025-10-25,12.363636363636363
2025-10-26,80.36363636363636
2025-10-27,18.545454545454547
2025-10-28,10.818181818181818
2025-10-29,7.727272727272727
2025-10-30,7.727272727272727
2025-10-31,7.727272727272727
2025-11-01,9.272727272727273
2025-11-02,63.36363636363636
2025-11-03,15.454545454545453
2025-11-04,12.363636363636363
2025-11-05,7.727272727272727
2025-11-06,7.727272727272727
2025-11-07,9.272727272727273
2025-11-08,9.272727272727273
2025-11-09,97.36363636363636
2025-11-10,13.909090909090908
2025-11-11,9.272727272727273
2025-11-12,7.727272727272727
2025-11-13,7.727272727272727
2025-11-14,7.727272727272727
2025-11-15,7.727272727272727
2025-11-16,71.0909090909091
2025-11-17,21.636363636363637
2025-11-18,9.272727272727273
2025-11-19,9.272727272727273
2025-11-20,9.272727272727273
2025-11-21,9.272727272727273
2025-11-22,7.727272727272727
2025-11-23,44.81818181818182
2025-11-24,27.818181818181817
2025-11-25,9.272727272727273
2025-11-26,7.727272727272727
2025-11-27,9.272727272727273
2025-11-28,9.272727272727273
2025-11-29,7.727272727272727
2025-11-30,46.36363636363636
2025-12-01,13.909090909090908
2025-12-02,9.272727272727273
2025-12-03,7.727272727272727
2025-12-04,6.181818181818182
2025-12-05,7.727272727272727
2025-12-06,9.272727272727273
2025-12-07,49.45454545454545
2025-12-08,15.454545454545453
2025-12-09,9.272727272727273
2025-12-10,10.818181818181818
2025-12-11,24.727272727272727
2025-12-12,112.81818181818181
2025-12-13,12.363636363636363
2025-12-14,12.363636363636363
2025-12-15,10.818181818181818
2025-12-16,6.181818181818182
2025-12-17,6.181818181818182
2025-12-18,6.181818181818182
2025-12-19,6.181818181818182
2025-12-20,6.181818181818182
2025-12-21,37.09090909090909
2025-12-22,20.09090909090909
2025-12-23,7.727272727272727
2025-12-24,6.181818181818182
2025-12-25,7.727272727272727
2025-12-26,7.727272727272727
2025-12-27,7.727272727272727
2025-12-28,18.545454545454547
2025-12-29,40.18181818181818
2025-12-30,154.54545454545453
2025-12-31,12.363636363636363
2026-01-01,9.272727272727273
2026-01-02,9.272727272727273
2026-01-03,21.636363636363637
2026-01-04,149.9090909090909
2026-01-05,55.63636363636363
2026-01-06,18.545454545454547
2026-01-07,13.909090909090908
2026-01-08,10.818181818181818
2026-01-09,10.818181818181818
2026-01-10,13.909090909090908
2026-01-11,13.909090909090908
2026-01-12,12.363636363636363
2026-01-13,12.363636363636363
2026-01-14,10.818181818181818
2026-01-15,12.363636363636363
2026-01-16,10.818181818181818
2026-01-17,10.818181818181818
2026-01-18,26.272727272727273
2026-01-19,13.909090909090908
2026-01-20,10.818181818181818
2026-01-21,9.272727272727273
2026-01-22,9.272727272727273
2026-01-23,6.181818181818182
2026-01-24,7.727272727272727
2026-01-25,9.272727272727273
2026-01-26,9.272727272727273
2026-01-27,7.727272727272727
2026-01-28,6.181818181818182
2026-01-29,6.181818181818182
2026-01-30,7.727272727272727
2026-01-31,7.727272727272727
2026-02-01,6.181818181818182
2026-02-02,6.181818181818182
2026-02-03,6.181818181818182
2026-02-04,6.181818181818182
2026-02-05,6.181818181818182
2026-02-06,6.181818181818182
2026-02-07,7.727272727272727
2026-02-08,10.818181818181818
2026-02-09,10.818181818181818
2026-02-10,7.727272727272727
2026-02-11,6.181818181818182
2026-02-12,4.636363636363637
2026-02-13,6.181818181818182
2026-02-14,4.636363636363637
2026-02-15,6.181818181818182
2026-02-16,6.181818181818182
2026-02-17,6.181818181818182
2026-02-18,4.636363636363637
2026-02-19,4.636363636363637
2026-02-20,4.636363636363637
2026-02-21,4.636363636363637
2026-02-22,4.636363636363637
2026-02-23,4.636363636363637
2026-02-24,4.636363636363637
2026-02-25,4.636363636363637
2026-02-26,4.636363636363637
2026-02-27,6.181818181818182
2026-02-28,4.636363636363637
2026-03-01,4.636363636363637
2026-03-02,4.636363636363637
2026-03-03,7.727272727272727
2026-03-04,4.636363636363637
2026-03-05,6.181818181818182
2026-03-06,6.181818181818182
2026-03-07,6.181818181818182
2026-03-08,6.181818181818182
2026-03-09,17.0
2026-03-10,15.454545454545453
2026-03-11,10.818181818181818
2026-03-12,10.818181818181818
2026-03-13,9.272727272727273
2026-03-14,6.181818181818182
2026-03-15,6.181818181818182
2026-03-16,6.181818181818182
2026-03-17,6.181818181818182
2026-03-18,6.181818181818182
2026-03-19,4.636363636363637
2026-03-20,4.636363636363637
2026-03-21,6.181818181818182
2026-03-22,4.636363636363637
2026-03-23,4.636363636363637
2026-03-24,6.181818181818182
2026-03-25,4.636363636363637
2026-03-26,4.636363636363637
2026-03-27,4.636363636363637
2026-03-28,4.636363636363637
2026-03-29,4.636363636363637
2026-03-30,4.636363636363637
2026-03-31,6.181818181818182
2026-04-01,6.181818181818182
2026-04-02,10.818181818181818
2026-04-03,7.727272727272727
2026-04-04,6.181818181818182
2026-04-05,4.636363636363637
2026-04-06,6.181818181818182
2026-04-07,4.636363636363637
2026-04-08,6.181818181818182
2026-04-09,4.636363636363637
2026-04-10,4.636363636363637
2026-04-11,4.636363636363637
2026-04-12,4.636363636363637
2026-04-13,4.636363636363637
2026-04-14,4.636363636363637
2026-04-15,4.636363636363637
2026-04-16,4.636363636363637
2026-04-17,6.181818181818182
2026-04-18,4.636363636363637
2026-04-19,4.636363636363637
2026-04-20,4.636363636363637
2026-04-21,4.636363636363637
2026-04-22,4.636363636363637
2026-04-23,7.727272727272727
2026-04-24,15.454545454545453
2026-04-25,27.818181818181817
2026-04-26,13.909090909090908
2026-04-27,9.272727272727273
2026-04-28,6.181818181818182
2026-04-29,6.181818181818182
2026-04-30,4.636363636363637
2026-05-01,4.636363636363637
2026-05-02,4.636363636363637
2026-05-03,6.181818181818182
2026-05-04,4.636363636363637
2026-05-05,4.636363636363637
2026-05-06,4.636363636363637
2026-05-07,4.636363636363637
2026-05-08,6.181818181818182
2026-05-09,6.181818181818182
2026-05-10,4.636363636363637
2026-05-11,6.181818181818182
2026-05-12,4.636363636363637
2026-05-13,6.181818181818182
2026-05-14,7.727272727272727
2026-05-15,13.909090909090908
2026-05-16,7.727272727272727
2026-05-17,4.636363636363637
2026-05-18,6.181818181818182
2026-05-19,4.636363636363637
2026-05-20,4.636363636363637
2026-05-21,4.636363636363637
2026-05-22,4.636363636363637
2026-05-23,4.636363636363637
2026-05-24,4.636363636363637
2026-05-25,4.636363636363637
2026-05-26,4.636363636363637
2026-05-27,4.636363636363637
2026-05-28,4.636363636363637
2026-05-29,4.636363636363637
2026-05-30,4.636363636363637
2026-05-31,4.636363636363637
