Time,charitable
2024-09-29,23.83650097465887
2024-09-30,52.44030214424951
2024-10-01,56.01577729044834
2024-10-02,59.59125243664717
2024-10-03,54.823952241715396
2024-10-04,48.86482699805068
2024-10-05,30.987451267056528
2024-10-06,29.795626218323584
2024-10-07,56.01577729044834
2024-10-08,58.39942738791422
2024-10-09,50.05665204678362
2024-10-10,58.39942738791422
2024-10-11,47.67300194931774
2024-10-12,34.562926413255354
2024-10-13,27.411976120857698
2024-10-14,52.44030214424951
2024-10-15,64.35855263157895
2024-10-16,52.44030214424951
2024-10-17,57.20760233918128
2024-10-18,40.52205165692008
2024-10-19,27.411976120857698
2024-10-20,27.411976120857698
2024-10-21,56.01577729044834
2024-10-22,56.01577729044834
2024-10-23,56.01577729044834
2024-10-24,48.86482699805068
2024-10-25,39.33022660818713
2024-10-26,25.02832602339181
2024-10-27,27.411976120857698
2024-10-28,50.05665204678362
2024-10-29,53.63212719298245
2024-10-30,50.05665204678362
2024-10-31,48.86482699805068
2024-11-01,47.67300194931774
2024-11-02,22.644675925925924
2024-11-03,26.220151072124754
2024-11-04,56.01577729044834
2024-11-05,47.67300194931774
2024-11-06,35.7547514619883
2024-11-07,54.823952241715396
2024-11-08,48.86482699805068
2024-11-09,34.562926413255354
2024-11-10,36.94657651072124
2024-11-11,53.63212719298245
2024-11-12,67.93402777777777
2024-11-13,63.166727582846
2024-11-14,58.39942738791422
2024-11-15,51.24847709551656
2024-11-16,30.987451267056528
2024-11-17,27.411976120857698
2024-11-18,56.01577729044834
2024-11-19,60.78307748538011
2024-11-20,63.166727582846
2024-11-21,58.39942738791422
2024-11-22,48.86482699805068
2024-11-23,32.17927631578947
2024-11-24,30.987451267056528
2024-11-25,51.24847709551656
2024-11-26,53.63212719298245
2024-11-27,46.48117690058479
2024-11-28,20.26102582846004
2024-11-29,28.60380116959064
2024-11-30,21.45285087719298
2024-12-01,29.795626218323584
2024-12-02,58.39942738791422
2024-12-03,67.93402777777777
2024-12-04,70.31767787524366
2024-12-05,64.35855263157895
2024-12-06,56.01577729044834
2024-12-07,39.33022660818713
2024-12-08,29.795626218323584
2024-12-09,65.55037768031188
2024-12-10,71.5095029239766
2024-12-11,63.166727582846
2024-12-12,64.35855263157895
2024-12-13,58.39942738791422
2024-12-14,33.37110136452242
2024-12-15,30.987451267056528
2024-12-16,56.01577729044834
2024-12-17,66.74220272904483
2024-12-18,59.59125243664717
2024-12-19,60.78307748538011
2024-12-20,58.39942738791422
2024-12-21,32.17927631578947
2024-12-22,26.220151072124754
2024-12-23,47.67300194931774
2024-12-24,30.987451267056528
2024-12-25,19.069200779727094
2024-12-26,40.52205165692008
2024-12-27,46.48117690058479
2024-12-28,33.37110136452242
2024-12-29,34.562926413255354
2024-12-30,60.78307748538011
2024-12-31,61.974902534113056
2025-01-01,30.987451267056528
2025-01-02,44.0975268031189
2025-01-03,42.90570175438596
2025-01-04,28.60380116959064
2025-01-05,29.795626218323584
2025-01-06,50.05665204678362
2025-01-07,54.823952241715396
2025-01-08,57.20760233918128
2025-01-09,56.01577729044834
2025-01-10,41.71387670565302
2025-01-11,29.795626218323584
2025-01-12,23.83650097465887
2025-01-13,50.05665204678362
2025-01-14,51.24847709551656
2025-01-15,52.44030214424951
2025-01-16,54.823952241715396
2025-01-17,51.24847709551656
2025-01-18,38.13840155945419
2025-01-19,28.60380116959064
2025-01-20,40.52205165692008
2025-01-21,56.01577729044834
2025-01-22,61.974902534113056
2025-01-23,57.20760233918128
2025-01-24,60.78307748538011
2025-01-25,41.71387670565302
2025-01-26,35.7547514619883
2025-01-27,59.59125243664717
2025-01-28,66.74220272904483
2025-01-29,64.35855263157895
2025-01-30,63.166727582846
2025-01-31,61.974902534113056
2025-02-01,47.67300194931774
2025-02-02,50.05665204678362
2025-02-03,69.12585282651071
2025-02-04,73.89315302144249
2025-02-05,67.93402777777777
2025-02-06,70.31767787524366
2025-02-07,61.974902534113056
2025-02-08,52.44030214424951
2025-02-09,52.44030214424951
2025-02-10,59.59125243664717
2025-02-11,67.93402777777777
2025-02-12,65.55037768031188
2025-02-13,71.5095029239766
2025-02-14,61.974902534113056
2025-02-15,54.823952241715396
2025-02-16,48.86482699805068
2025-02-17,60.78307748538011
2025-02-18,119.18250487329433
2025-02-19,117.9906798245614
2025-02-20,70.31767787524366
2025-02-21,67.93402777777777
2025-02-22,50.05665204678362
2025-02-23,51.24847709551656
2025-02-24,67.93402777777777
2025-02-25,73.89315302144249
2025-02-26,67.93402777777777
2025-02-27,67.93402777777777
2025-02-28,70.31767787524366
2025-03-01,47.67300194931774
2025-03-02,51.24847709551656
2025-03-03,70.31767787524366
2025-03-04,70.31767787524366
2025-03-05,65.55037768031188
2025-03-06,64.35855263157895
2025-03-07,57.20760233918128
2025-03-08,50.05665204678362
2025-03-09,45.28935185185185
2025-03-10,67.93402777777777
2025-03-11,65.55037768031188
2025-03-12,69.12585282651071
2025-03-13,63.166727582846
2025-03-14,59.59125243664717
2025-03-15,53.63212719298245
2025-03-16,51.24847709551656
2025-03-17,69.12585282651071
2025-03-18,65.55037768031188
2025-03-19,69.12585282651071
2025-03-20,59.59125243664717
2025-03-21,60.78307748538011
2025-03-22,52.44030214424951
2025-03-23,47.67300194931774
2025-03-24,66.74220272904483
2025-03-25,65.55037768031188
2025-03-26,61.974902534113056
2025-03-27,64.35855263157895
2025-03-28,70.31767787524366
2025-03-29,45.28935185185185
2025-03-30,46.48117690058479
2025-03-31,71.5095029239766
2025-04-01,73.89315302144249
2025-04-02,63.166727582846
2025-04-03,65.55037768031188
2025-04-04,59.59125243664717
2025-04-05,47.67300194931774
2025-04-06,54.823952241715396
2025-04-07,71.5095029239766
2025-04-08,67.93402777777777
2025-04-09,65.55037768031188
2025-04-10,60.78307748538011
2025-04-11,61.974902534113056
2025-04-12,52.44030214424951
2025-04-13,54.823952241715396
2025-04-14,77.46862816764131
2025-04-15,89.47716843138991
2025-04-16,60.62055588782562
2025-04-17,48.503667892374025
2025-04-18,36.94657651072124
2025-04-19,30.608234206096046
2025-04-20,23.673979377104374
2025-04-21,46.19224961604347
2025-04-22,52.53059192066867
2025-04-23,47.90775536800756
2025-04-24,53.68630105883395
2025-04-25,35.790867372555965
2025-04-26,28.296815929765486
2025-04-27,27.14110679160021
2025-04-28,50.21917364433811
2025-04-29,53.68630105883395
2025-04-30,49.063464506172835
2025-05-01,50.21917364433811
2025-05-02,47.90775536800756
2025-05-03,28.856612543564296
2025-05-04,35.790867372555965
2025-05-05,55.997719335164504
2025-05-06,51.97079530686986
2025-05-07,50.21917364433811
2025-05-08,48.503667892374025
2025-05-09,41.569413063382356
2025-05-10,23.673979377104374
2025-05-11,22.518270238939095
2025-05-12,54.842010196999226
2025-05-13,54.28221358320042
2025-05-14,50.38169524189261
2025-05-15,48.14250878669738
2025-05-16,38.066169738318855
2025-05-17,23.511457779549882
2025-05-18,20.152678096757043
2025-05-19,47.022915559099765
2025-05-20,44.78372910390454
2025-05-21,49.262102014294996
2025-05-22,50.38169524189261
2025-05-23,34.70739005552602
2025-05-24,26.870237462342722
2025-05-25,22.39186455195227
2025-05-26,26.870237462342722
2025-05-27,42.54454264870931
2025-05-28,42.54454264870931
2025-05-29,44.78372910390454
2025-05-30,40.305356193514086
2025-05-31,25.75064423474511
2025-06-01,21.272271324354655
2025-06-02,48.14250878669738
2025-06-03,47.022915559099765
2025-06-04,47.022915559099765
2025-06-05,53.740474924685444
2025-06-06,44.78372910390454
2025-06-07,35.82698328312363
2025-06-08,23.511457779549882
2025-06-09,48.14250878669738
2025-06-10,51.50128846949022
2025-06-11,48.14250878669738
2025-06-12,45.90332233150215
2025-06-13,44.78372910390454
2025-06-14,25.75064423474511
2025-06-15,29.10942391753795
2025-06-16,47.022915559099765
2025-06-17,52.62088169708783
2025-06-18,51.50128846949022
2025-06-19,41.4249494211117
2025-06-20,41.4249494211117
2025-06-21,24.631051007147498
2025-06-22,19.033084869159428
2025-06-23,49.262102014294996
2025-06-24,53.740474924685444
2025-06-25,50.38169524189261
2025-06-26,51.50128846949022
2025-06-27,48.14250878669738
2025-06-28,26.870237462342722
2025-06-29,32.46820360033079
2025-06-30,55.979661379880675
2025-07-01,57.09925460747829
2025-07-02,58.2188478350759
2025-07-03,48.14250878669738
2025-07-04,48.14250878669738
2025-07-05,32.46820360033079
2025-07-06,42.54454264870931
2025-07-07,63.816813973063965
2025-07-08,63.816813973063965
2025-07-09,71.65396656624726
2025-07-10,62.69722074546635
2025-07-11,57.09925460747829
2025-07-12,41.4249494211117
2025-07-13,38.066169738318855
2025-07-14,59.33844106267352
2025-07-15,67.17559365585682
2025-07-16,57.09925460747829
2025-07-17,67.17559365585682
2025-07-18,51.50128846949022
2025-07-19,41.4249494211117
2025-07-20,43.66413587630693
2025-07-21,62.69722074546635
2025-07-22,66.0560004282592
2025-07-23,64.93640720066158
2025-07-24,55.979661379880675
2025-07-25,52.62088169708783
2025-07-26,35.82698328312363
2025-07-27,41.4249494211117
2025-07-28,63.816813973063965
2025-07-29,67.17559365585682
2025-07-30,71.65396656624726
2025-07-31,69.41478011105204
2025-08-01,61.57762751786874
2025-08-02,29.10942391753795
2025-08-03,27.989830689940337
2025-08-04,58.2188478350759
2025-08-05,61.57762751786874
2025-08-06,66.0560004282592
2025-08-07,51.50128846949022
2025-08-08,58.2188478350759
2025-08-09,41.4249494211117
2025-08-10,35.82698328312363
2025-08-11,57.09925460747829
2025-08-12,64.93640720066158
2025-08-13,62.69722074546635
2025-08-14,59.33844106267352
2025-08-15,49.262102014294996
2025-08-16,29.10942391753795
2025-08-17,33.58779682792841
2025-08-18,51.50128846949022
2025-08-19,57.09925460747829
2025-08-20,52.62088169708783
2025-08-21,55.979661379880675
2025-08-22,52.62088169708783
2025-08-23,31.348610372733177
2025-08-24,27.989830689940337
2025-08-25,59.33844106267352
2025-08-26,64.93640720066158
2025-08-27,60.45803429027113
2025-08-28,57.09925460747829
2025-08-29,49.262102014294996
2025-08-30,29.10942391753795
2025-08-31,23.511457779549882
2025-09-01,34.70739005552602
2025-09-02,60.45803429027113
2025-09-03,58.2188478350759
2025-09-04,61.57762751786874
2025-09-05,52.62088169708783
2025-09-06,34.70739005552602
2025-09-07,32.46820360033079
2025-09-08,55.979661379880675
2025-09-09,61.57762751786874
2025-09-10,58.2188478350759
2025-09-11,64.93640720066158
2025-09-12,47.022915559099765
2025-09-13,31.348610372733177
2025-09-14,27.989830689940337
2025-09-15,68.29518688345442
2025-09-16,72.77355979384488
2025-09-17,73.89315302144249
2025-09-18,64.93640720066158
2025-09-19,70.53437333864964
2025-09-20,41.4249494211117
2025-09-21,40.305356193514086
2025-09-22,69.41478011105204
2025-09-23,70.53437333864964
2025-09-24,62.69722074546635
2025-09-25,67.17559365585682
2025-09-26,59.33844106267352
2025-09-27,36.94657651072124
2025-09-28,32.46820360033079
2025-09-29,111.95932275976135
2025-09-30,70.53437333864964
2025-10-01,68.29518688345442
2025-10-02,63.816813973063965
2025-10-03,53.740474924685444
2025-10-04,36.94657651072124
2025-10-05,30.229017145135565
2025-10-06,59.33844106267352
2025-10-07,67.17559365585682
2025-10-08,64.93640720066158
2025-10-09,71.65396656624726
2025-10-10,58.2188478350759
2025-10-11,38.066169738318855
2025-10-12,32.46820360033079
2025-10-13,59.33844106267352
2025-10-14,70.53437333864964
2025-10-15,62.69722074546635
2025-10-16,66.0560004282592
2025-10-17,57.09925460747829
2025-10-18,33.58779682792841
2025-10-19,35.82698328312363
2025-10-20,64.93640720066158
2025-10-21,64.93640720066158
2025-10-22,70.53437333864964
2025-10-23,64.93640720066158
2025-10-24,55.979661379880675
2025-10-25,32.46820360033079
2025-10-26,36.94657651072124
2025-10-27,62.69722074546635
2025-10-28,75.0127462490401
2025-10-29,72.77355979384488
2025-10-30,81.73030561462578
2025-10-31,73.89315302144249
2025-11-01,43.66413587630693
2025-11-02,44.78372910390454
2025-11-03,75.0127462490401
2025-11-04,76.13233947663771
2025-11-05,77.25193270423533
2025-11-06,80.61071238702817
2025-11-07,68.29518688345442
2025-11-08,45.90332233150215
2025-11-09,41.4249494211117
2025-11-10,80.61071238702817
2025-11-11,80.61071238702817
2025-11-12,80.61071238702817
2025-11-13,85.08908529741862
2025-11-14,76.13233947663771
2025-11-15,44.78372910390454
2025-11-16,47.022915559099765
2025-11-17,80.61071238702817
2025-11-18,79.49111915943055
2025-11-19,77.25193270423533
2025-11-20,79.49111915943055
2025-11-21,69.41478011105204
2025-11-22,50.38169524189261
2025-11-23,42.54454264870931
2025-11-24,76.13233947663771
2025-11-25,71.65396656624726
2025-11-26,60.45803429027113
2025-11-27,33.58779682792841
2025-11-28,43.66413587630693
2025-11-29,42.54454264870931
2025-11-30,49.262102014294996
2025-12-01,79.49111915943055
2025-12-02,101.88298371138282
2025-12-03,95.16542434579715
2025-12-04,85.08908529741862
2025-12-05,79.49111915943055
2025-12-06,58.2188478350759
2025-12-07,50.38169524189261
2025-12-08,92.92623789060193
2025-12-09,92.92623789060193
2025-12-10,89.56745820780908
2025-12-11,79.39781972379743
2025-12-12,83.05982257239795
2025-12-13,63.6302151017977
2025-12-14,51.5246133283985
2025-12-15,84.84028680239693
2025-12-16,88.50228965099745
2025-12-17,95.16542434579715
2025-12-18,84.28049018859812
2025-12-19,81.83915495619777
2025-12-20,46.641942863597805
2025-12-21,49.744149098399525
2025-12-22,80.6184873399976
2025-12-23,71.51401741279756
2025-12-24,58.18774802319819
2025-12-25,37.53747293639776
2025-12-26,53.96594856079885
2025-12-27,56.967080406998015
2025-12-28,51.5246133283985
2025-12-29,83.61961918619676
2025-12-30,87.2816220347973
2025-12-31,83.61961918619676
2026-01-01,49.08327809599815
2026-01-02,51.5246133283985
2026-01-03,44.86147863359882
2026-01-04,39.419011554999315
2026-01-05,58.18774802319819
2026-01-06,69.73355318279857
2026-01-07,66.07155033419805
2026-01-08,70.29334979659738
2026-01-09,66.0871002401369
2026-01-10,47.582712172898574
2026-01-11,42.29574415368762
2026-01-12,67.40884224493965
2026-01-13,70.05232625454512
2026-01-14,74.01755226895334
2026-01-15,74.01755226895334
2026-01-16,70.05232625454512
2026-01-17,54.191422196912264
2026-01-18,47.582712172898574
2026-01-19,60.80013222092596
2026-01-20,76.66103627855881
2026-01-21,85.91323031217799
2026-01-22,77.98277828336155
2026-01-23,76.66103627855881
2026-01-24,56.83490620651774
2026-01-25,60.80013222092596
2026-01-26,84.59148830737524
2026-01-27,81.94800429776977
2026-01-28,77.98277828336155
2026-01-29,93.8436823409944
2026-01-30,85.91323031217799
2026-01-31,76.66103627855881
2026-02-01,96.48716635059989
2026-02-02,112.34807040823274
2026-02-03,117.6350384274437
2026-02-04,121.60026444185192
2026-02-05,132.1742004802738
2026-02-06,100.45239236500811
2026-02-07,85.91323031217799
2026-02-08,89.87845632658619
2026-02-09,92.52194033619168
2026-02-10,96.48716635059989
2026-02-11,97.80890835540262
2026-02-12,96.48716635059989
2026-02-13,111.02632840343
2026-02-14,88.55671432178346
2026-02-15,95.16542434579715
2026-02-16,113.66981241303549
2026-02-17,124.24374845145739
2026-02-18,95.16542434579715
2026-02-19,100.45239236500811
2026-02-20,97.80890835540262
2026-02-21,97.80890835540262
2026-02-22,84.59148830737524
2026-02-23,101.77413436981084
2026-02-24,107.0611023890218
2026-02-25,97.80890835540262
2026-02-26,117.6350384274437
2026-02-27,125.56549045626012
2026-02-28,67.40884224493965
2026-03-01,56.83490620651774
2026-03-02,99.13065036020537
2026-03-03,103.09587637461358
2026-03-04,92.52194033619168
2026-03-05,85.91323031217799
2026-03-06,80.62626229296703
2026-03-07,66.0871002401369
2026-03-08,67.40884224493965
2026-03-09,84.59148830737524
2026-03-10,92.52194033619168
2026-03-11,91.20019833138893
2026-03-12,84.59148830737524
2026-03-13,77.98277828336155
2026-03-14,72.6958102641506
2026-03-15,68.73058424974238
2026-03-16,85.91323031217799
2026-03-17,99.13065036020537
2026-03-18,96.48716635059989
2026-03-19,95.16542434579715
2026-03-20,87.23497231698072
2026-03-21,101.77413436981084
2026-03-22,71.37406825934787
2026-03-23,89.87845632658619
2026-03-24,83.2697463025725
2026-03-25,93.8436823409944
2026-03-26,88.55671432178346
2026-03-27,89.87845632658619
2026-03-28,70.05232625454512
2026-03-29,81.94800429776977
2026-03-30,99.13065036020537
2026-03-31,93.8436823409944
2026-04-01,91.20019833138893
2026-04-02,85.91323031217799
2026-04-03,77.98277828336155
2026-04-04,68.73058424974238
2026-04-05,70.05232625454512
2026-04-06,92.52194033619168
2026-04-07,101.77413436981084
2026-04-08,93.8436823409944
2026-04-09,96.48716635059989
2026-04-10,81.94800429776977
2026-04-11,85.91323031217799
2026-04-12,95.16542434579715
2026-04-13,116.31329642264096
2026-04-14,118.95678043224643
2026-04-15,121.60026444185192
2026-04-16,96.48716635059989
2026-04-17,95.16542434579715
2026-04-18,54.191422196912264
2026-04-19,56.83490620651774
2026-04-20,85.91323031217799
2026-04-21,76.66103627855881
2026-04-22,80.62626229296703
2026-04-23,77.98277828336155
2026-04-24,67.40884224493965
2026-04-25,58.15664821132048
2026-04-26,51.54793818730679
2026-04-27,67.40884224493965
2026-04-28,64.76535823533418
2026-04-29,81.94800429776977
2026-04-30,75.33929427375608
2026-05-01,59.478390216123216
2026-05-02,51.54793818730679
2026-05-03,55.513164201715
2026-05-04,67.40884224493965
2026-05-05,81.94800429776977
2026-05-06,88.55671432178346
2026-05-07,87.23497231698072
2026-05-08,77.98277828336155
2026-05-09,56.83490620651774
2026-05-10,50.226196182504054
2026-05-11,71.37406825934787
2026-05-12,81.94800429776977
2026-05-13,77.98277828336155
2026-05-14,71.37406825934787
2026-05-15,66.0871002401369
2026-05-16,51.54793818730679
2026-05-17,43.61748615849036
2026-05-18,67.40884224493965
2026-05-19,68.73058424974238
2026-05-20,71.37406825934787
2026-05-21,64.76535823533418
2026-05-22,63.44361623053143
2026-05-23,42.29574415368762
2026-05-24,44.939228163293095
2026-05-25,55.513164201715
2026-05-26,62.121874225728696
2026-05-27,79.3045202881643
2026-05-28,74.01755226895334
2026-05-29,67.40884224493965
2026-05-30,59.478390216123216
2026-05-31,67.40884224493965
