Time,expensive
2024-09-27,71.95784042044912
2024-09-28,73.95666932101715
2024-09-29,70.9584259701651
2024-09-30,65.96135371874502
2024-10-01,70.9584259701651
2024-10-02,64.96193926846101
2024-10-03,79.95315602272123
2024-10-04,70.9584259701651
2024-10-05,66.96076816902904
2024-10-06,74.95608377130115
2024-10-07,68.95959706959707
2024-10-08,69.95901151988107
2024-10-09,61.96369591760896
2024-10-10,62.96311036789297
2024-10-11,68.95959706959707
2024-10-12,68.95959706959707
2024-10-13,71.95784042044912
2024-10-14,69.95901151988107
2024-10-15,72.95725487073312
2024-10-16,74.95608377130115
2024-10-17,71.95784042044912
2024-10-18,72.95725487073312
2024-10-19,76.9549126718692
2024-10-20,74.95608377130115
2024-10-21,76.9549126718692
2024-10-22,72.95725487073312
2024-10-23,74.95608377130115
2024-10-24,65.96135371874502
2024-10-25,74.95608377130115
2024-10-26,67.96018261931304
2024-10-27,78.95374157243722
2024-10-28,74.95608377130115
2024-10-29,71.95784042044912
2024-10-30,68.95959706959707
2024-10-31,62.96311036789297
2024-11-01,68.95959706959707
2024-11-02,70.9584259701651
2024-11-03,72.95725487073312
2024-11-04,68.95959706959707
2024-11-05,64.96193926846101
2024-11-06,52.968965865052816
2024-11-07,68.95959706959707
2024-11-08,79.95315602272123
2024-11-09,76.9549126718692
2024-11-10,78.95374157243722
2024-11-11,73.95666932101715
2024-11-12,81.95198492328926
2024-11-13,78.95374157243722
2024-11-14,75.95549822158517
2024-11-15,74.95608377130115
2024-11-16,74.95608377130115
2024-11-17,78.95374157243722
2024-11-18,83.9508138238573
2024-11-19,85.94964272442533
2024-11-20,83.9508138238573
2024-11-21,83.9508138238573
2024-11-22,76.9549126718692
2024-11-23,79.95315602272123
2024-11-24,77.9543271221532
2024-11-25,73.95666932101715
2024-11-26,80.95257047300525
2024-11-27,71.95784042044912
2024-11-28,74.95608377130115
2024-11-29,79.95315602272123
2024-11-30,77.9543271221532
2024-12-01,84.95022827414131
2024-12-02,83.9508138238573
2024-12-03,86.94905717470934
2024-12-04,84.95022827414131
2024-12-05,76.9549126718692
2024-12-06,79.95315602272123
2024-12-07,74.95608377130115
2024-12-08,85.94964272442533
2024-12-09,80.95257047300525
2024-12-10,87.94847162499336
2024-12-11,81.95198492328926
2024-12-12,82.95139937357328
2024-12-13,80.95257047300525
2024-12-14,76.9549126718692
2024-12-15,84.95022827414131
2024-12-16,82.95139937357328
2024-12-17,85.94964272442533
2024-12-18,82.95139937357328
2024-12-19,79.95315602272123
2024-12-20,80.95257047300525
2024-12-21,77.9543271221532
2024-12-22,78.95374157243722
2024-12-23,75.95549822158517
2024-12-24,78.95374157243722
2024-12-25,90.94671497584541
2024-12-26,85.94964272442533
2024-12-27,84.95022827414131
2024-12-28,89.94730052556139
2024-12-29,91.94612942612942
2024-12-30,83.9508138238573
2024-12-31,81.95198492328926
2025-01-01,73.95666932101715
2025-01-02,74.95608377130115
2025-01-03,86.94905717470934
2025-01-04,86.94905717470934
2025-01-05,83.9508138238573
2025-01-06,82.95139937357328
2025-01-07,83.9508138238573
2025-01-08,86.94905717470934
2025-01-09,87.94847162499336
2025-01-10,80.95257047300525
2025-01-11,86.94905717470934
2025-01-12,86.94905717470934
2025-01-13,86.94905717470934
2025-01-14,84.95022827414131
2025-01-15,82.95139937357328
2025-01-16,87.94847162499336
2025-01-17,88.94788607527737
2025-01-18,88.94788607527737
2025-01-19,82.95139937357328
2025-01-20,81.95198492328926
2025-01-21,79.95315602272123
2025-01-22,82.95139937357328
2025-01-23,85.94964272442533
2025-01-24,88.94788607527737
2025-01-25,85.94964272442533
2025-01-26,90.94671497584541
2025-01-27,88.94788607527737
2025-01-28,90.94671497584541
2025-01-29,83.9508138238573
2025-01-30,86.94905717470934
2025-01-31,83.9508138238573
2025-02-01,87.94847162499336
2025-02-02,97.94261612783352
2025-02-03,90.94671497584541
2025-02-04,90.94671497584541
2025-02-05,87.94847162499336
2025-02-06,85.94964272442533
2025-02-07,88.94788607527737
2025-02-08,88.94788607527737
2025-02-09,94.94437277698147
2025-02-10,99.94144502840155
2025-02-11,83.9508138238573
2025-02-12,88.94788607527737
2025-02-13,87.94847162499336
2025-02-14,82.95139937357328
2025-02-15,89.94730052556139
2025-02-16,91.94612942612942
2025-02-17,88.94788607527737
2025-02-18,85.94964272442533
2025-02-19,84.95022827414131
2025-02-20,87.94847162499336
2025-02-21,88.94788607527737
2025-02-22,85.94964272442533
2025-02-23,87.94847162499336
2025-02-24,86.94905717470934
2025-02-25,91.94612942612942
2025-02-26,85.94964272442533
2025-02-27,85.94964272442533
2025-02-28,86.94905717470934
2025-03-01,83.9508138238573
2025-03-02,88.94788607527737
2025-03-03,86.94905717470934
2025-03-04,86.94905717470934
2025-03-05,90.94671497584541
2025-03-06,87.94847162499336
2025-03-07,80.95257047300525
2025-03-08,84.95022827414131
2025-03-09,90.94671497584541
2025-03-10,87.94847162499336
2025-03-11,83.9508138238573
2025-03-12,82.95139937357328
2025-03-13,79.95315602272123
2025-03-14,79.95315602272123
2025-03-15,85.94964272442533
2025-03-16,85.94964272442533
2025-03-17,89.94730052556139
2025-03-18,81.95198492328926
2025-03-19,80.95257047300525
2025-03-20,92.94554387641344
2025-03-21,76.9549126718692
2025-03-22,85.94964272442533
2025-03-23,85.94964272442533
2025-03-24,84.95022827414131
2025-03-25,82.95139937357328
2025-03-26,81.95198492328926
2025-03-27,81.95198492328926
2025-03-28,89.94730052556139
2025-03-29,85.94964272442533
2025-03-30,90.94671497584541
2025-03-31,81.95198492328926
2025-04-01,85.94964272442533
2025-04-02,82.95139937357328
2025-04-03,90.94671497584541
2025-04-04,89.94730052556139
2025-04-05,85.94964272442533
2025-04-06,89.94730052556139
2025-04-07,87.94847162499336
2025-04-08,86.94905717470934
2025-04-09,83.9508138238573
2025-04-10,79.95315602272123
2025-04-11,84.95022827414131
2025-04-12,84.95022827414131
2025-04-13,88.94788607527737
2025-04-14,80.95257047300525
2025-04-15,83.89163796824838
2025-04-16,79.65727674467664
2025-04-17,84.95022827414132
2025-04-18,84.95022827414132
2025-04-19,81.7744573564625
2025-04-20,90.24317980360601
2025-04-21,91.80147733464095
2025-04-22,88.12599919182013
2025-04-23,80.71586705056956
2025-04-24,80.21615982542755
2025-04-25,82.33334043721342
2025-04-26,78.09897921364168
2025-04-27,87.0674088859272
2025-04-28,92.36036041539188
2025-04-29,84.95022827414132
2025-04-30,87.0674088859272
2025-05-01,84.95022827414132
2025-05-02,84.95022827414132
2025-05-03,84.95022827414132
2025-05-04,92.86006764053388
2025-05-05,92.86006764053388
2025-05-06,86.00881858003426
2025-05-07,82.83304766235544
2025-05-08,90.24317980360601
2025-05-09,78.09897921364168
2025-05-10,80.21615982542755
2025-05-11,91.30177010949895
2025-05-12,97.09442886410564
2025-05-13,91.80147733464095
2025-05-14,84.95022827414132
2025-05-15,79.36139746663203
2025-05-16,79.36139746663203
2025-05-17,80.47916362813388
2025-05-18,83.83246211263946
2025-05-19,81.59692978963574
2025-05-20,86.06799443564319
2025-05-21,78.24363130513017
2025-05-22,77.1258651436283
2025-05-23,70.41926817461714
2025-05-24,78.24363130513017
2025-05-25,88.3035267586469
2025-05-26,83.83246211263946
2025-05-27,80.47916362813388
2025-05-28,81.59692978963574
2025-05-29,87.18576059714503
2025-05-30,80.47916362813388
2025-05-31,83.83246211263946
2025-06-01,88.3035267586469
2025-06-02,78.24363130513017
2025-06-03,79.36139746663203
2025-06-04,80.47916362813388
2025-06-05,80.47916362813388
2025-06-06,77.1258651436283
2025-06-07,83.83246211263946
2025-06-08,86.06799443564319
2025-06-09,81.59692978963574
2025-06-10,79.36139746663203
2025-06-11,73.77256665912273
2025-06-12,74.89033282062458
2025-06-13,78.24363130513017
2025-06-14,76.00809898212644
2025-06-15,81.59692978963574
2025-06-16,78.24363130513017
2025-06-17,80.47916362813388
2025-06-18,81.59692978963574
2025-06-19,81.59692978963574
2025-06-20,77.1258651436283
2025-06-21,81.59692978963574
2025-06-22,81.59692978963574
2025-06-23,73.77256665912273
2025-06-24,74.89033282062458
2025-06-25,81.59692978963574
2025-06-26,77.1258651436283
2025-06-27,82.7146959511376
2025-06-28,77.1258651436283
2025-06-29,91.65682524315248
2025-06-30,76.00809898212644
2025-07-01,84.95022827414132
2025-07-02,78.24363130513017
2025-07-03,80.47916362813388
2025-07-04,87.18576059714503
2025-07-05,87.18576059714503
2025-07-06,91.65682524315248
2025-07-07,90.53905908165062
2025-07-08,87.18576059714503
2025-07-09,81.59692978963574
2025-07-10,86.06799443564319
2025-07-11,83.83246211263946
2025-07-12,88.3035267586469
2025-07-13,99.48118837366549
2025-07-14,86.06799443564319
2025-07-15,83.83246211263946
2025-07-16,90.53905908165062
2025-07-17,89.42129292014876
2025-07-18,82.7146959511376
2025-07-19,91.65682524315248
2025-07-20,93.89235756615619
2025-07-21,90.53905908165062
2025-07-22,82.7146959511376
2025-07-23,87.18576059714503
2025-07-24,84.95022827414132
2025-07-25,83.83246211263946
2025-07-26,87.18576059714503
2025-07-27,98.36342221216364
2025-07-28,86.06799443564319
2025-07-29,89.42129292014876
2025-07-30,90.53905908165062
2025-07-31,88.3035267586469
2025-08-01,81.59692978963574
2025-08-02,88.3035267586469
2025-08-03,92.77459140465433
2025-08-04,82.7146959511376
2025-08-05,88.3035267586469
2025-08-06,83.83246211263946
2025-08-07,82.7146959511376
2025-08-08,84.95022827414132
2025-08-09,83.83246211263946
2025-08-10,91.65682524315248
2025-08-11,87.18576059714503
2025-08-12,84.95022827414132
2025-08-13,80.47916362813388
2025-08-14,86.06799443564319
2025-08-15,84.95022827414132
2025-08-16,89.42129292014876
2025-08-17,98.36342221216364
2025-08-18,81.59692978963574
2025-08-19,80.47916362813388
2025-08-20,87.18576059714503
2025-08-21,86.06799443564319
2025-08-22,80.47916362813388
2025-08-23,82.7146959511376
2025-08-24,88.3035267586469
2025-08-25,82.7146959511376
2025-08-26,79.36139746663203
2025-08-27,81.59692978963574
2025-08-28,82.7146959511376
2025-08-29,77.1258651436283
2025-08-30,83.83246211263946
2025-08-31,93.89235756615619
2025-09-01,95.01012372765805
2025-09-02,83.83246211263946
2025-09-03,82.7146959511376
2025-09-04,84.95022827414132
2025-09-05,80.47916362813388
2025-09-06,90.53905908165062
2025-09-07,81.59692978963574
2025-09-08,80.47916362813388
2025-09-09,80.47916362813388
2025-09-10,69.30150201311528
2025-09-11,68.18373585161343
2025-09-12,77.1258651436283
2025-09-13,69.30150201311528
2025-09-14,77.1258651436283
2025-09-15,79.36139746663203
2025-09-16,74.89033282062458
2025-09-17,84.95022827414132
2025-09-18,80.47916362813388
2025-09-19,81.59692978963574
2025-09-20,84.95022827414132
2025-09-21,83.83246211263946
2025-09-22,84.95022827414132
2025-09-23,80.47916362813388
2025-09-24,79.36139746663203
2025-09-25,87.18576059714503
2025-09-26,81.59692978963574
2025-09-27,84.95022827414132
2025-09-28,86.06799443564319
2025-09-29,84.95022827414132
2025-09-30,81.59692978963574
2025-10-01,80.47916362813388
2025-10-02,83.83246211263946
2025-10-03,77.1258651436283
2025-10-04,77.1258651436283
2025-10-05,79.36139746663203
2025-10-06,81.59692978963574
2025-10-07,80.47916362813388
2025-10-08,79.36139746663203
2025-10-09,87.18576059714503
2025-10-10,78.24363130513017
2025-10-11,81.59692978963574
2025-10-12,88.3035267586469
2025-10-13,83.83246211263946
2025-10-14,80.47916362813388
2025-10-15,79.36139746663203
2025-10-16,88.3035267586469
2025-10-17,84.95022827414132
2025-10-18,78.24363130513017
2025-10-19,87.18576059714503
2025-10-20,84.95022827414132
2025-10-21,87.18576059714503
2025-10-22,88.3035267586469
2025-10-23,88.3035267586469
2025-10-24,88.3035267586469
2025-10-25,79.36139746663203
2025-10-26,83.83246211263946
2025-10-27,84.95022827414132
2025-10-28,83.83246211263946
2025-10-29,79.36139746663203
2025-10-30,91.65682524315248
2025-10-31,78.24363130513017
2025-11-01,88.3035267586469
2025-11-02,91.65682524315248
2025-11-03,97.24565605066178
2025-11-04,87.18576059714503
2025-11-05,91.65682524315248
2025-11-06,90.53905908165062
2025-11-07,91.65682524315248
2025-11-08,92.77459140465433
2025-11-09,87.18576059714503
2025-11-10,93.89235756615619
2025-11-11,98.36342221216364
2025-11-12,96.12788988915992
2025-11-13,103.95225301967294
2025-11-14,93.89235756615619
2025-11-15,93.89235756615619
2025-11-16,101.71672069666921
2025-11-17,98.36342221216364
2025-11-18,96.12788988915992
2025-11-19,95.01012372765805
2025-11-20,98.36342221216364
2025-11-21,90.53905908165062
2025-11-22,93.89235756615619
2025-11-23,92.77459140465433
2025-11-24,91.65682524315248
2025-11-25,95.01012372765805
2025-11-26,90.53905908165062
2025-11-27,91.65682524315248
2025-11-28,95.01012372765805
2025-11-29,109.54108382718223
2025-11-30,101.71672069666921
2025-12-01,106.18778534267665
2025-12-02,100.59895453516735
2025-12-03,107.30555150417851
2025-12-04,109.54108382718223
2025-12-05,102.83448685817108
2025-12-06,102.83448685817108
2025-12-07,106.18778534267665
2025-12-08,106.18778534267665
2025-12-09,102.83448685817108
2025-12-10,105.07001918117479
2025-12-11,101.6247525947735
2025-12-12,102.83448685817109
2025-12-13,99.20528406797833
2025-12-14,96.22693246043224
2025-12-15,100.4150183313759
2025-12-16,98.6464009872274
2025-12-17,107.6734239117614
2025-12-18,101.6247525947735
2025-12-19,96.22693246043224
2025-12-20,97.43666672382983
2025-12-21,102.83448685817109
2025-12-22,92.59772967023949
2025-12-23,95.01719819703465
2025-12-24,95.01719819703465
2025-12-25,102.83448685817109
2025-12-26,109.44204125590991
2025-12-27,111.86150978270507
2025-12-28,105.81283846571716
2025-12-29,101.6247525947735
2025-12-30,100.4150183313759
2025-12-31,101.6247525947735
2026-01-01,93.80746393363708
2026-01-02,102.83448685817109
2026-01-03,106.46368964836383
2026-01-04,105.81283846571716
2026-01-05,104.60310420231959
2026-01-06,101.6247525947735
2026-01-07,108.883158175159
2026-01-08,104.04422112156865
2026-01-09,106.739593954051
2026-01-10,108.0412963193443
2026-01-11,108.0412963193443
2026-01-12,97.62767739699787
2026-01-13,105.4378915887577
2026-01-14,104.13618922346438
2026-01-15,101.53278449287778
2026-01-16,100.23108212758447
2026-01-17,109.3429986846376
2026-01-18,105.4378915887577
2026-01-19,105.4378915887577
2026-01-20,105.4378915887577
2026-01-21,106.739593954051
2026-01-22,100.23108212758447
2026-01-23,96.32597503170456
2026-01-24,102.83448685817109
2026-01-25,102.83448685817109
2026-01-26,96.32597503170456
2026-01-27,96.32597503170456
2026-01-28,92.42086793582465
2026-01-29,105.4378915887577
2026-01-30,104.13618922346438
2026-01-31,102.83448685817109
2026-02-01,110.64470104993092
2026-02-02,101.53278449287778
2026-02-03,101.53278449287778
2026-02-04,108.0412963193443
2026-02-05,104.13618922346438
2026-02-06,106.739593954051
2026-02-07,111.94640341522421
2026-02-08,111.94640341522421
2026-02-09,97.62767739699787
2026-02-10,101.53278449287778
2026-02-11,93.72257030111795
2026-02-12,97.62767739699787
2026-02-13,98.92937976229116
2026-02-14,100.23108212758447
2026-02-15,108.0412963193443
2026-02-16,105.4378915887577
2026-02-17,102.83448685817109
2026-02-18,98.92937976229116
2026-02-19,100.23108212758447
2026-02-20,95.02427266641125
2026-02-21,104.13618922346438
2026-02-22,98.92937976229116
2026-02-23,101.53278449287778
2026-02-24,100.23108212758447
2026-02-25,106.739593954051
2026-02-26,100.23108212758447
2026-02-27,106.739593954051
2026-02-28,96.32597503170456
2026-03-01,102.83448685817109
2026-03-02,113.24810578051752
2026-03-03,106.739593954051
2026-03-04,108.0412963193443
2026-03-05,113.24810578051752
2026-03-06,111.94640341522421
2026-03-07,108.0412963193443
2026-03-08,114.54980814581083
2026-03-09,110.64470104993092
2026-03-10,109.3429986846376
2026-03-11,108.0412963193443
2026-03-12,111.94640341522421
2026-03-13,109.3429986846376
2026-03-14,114.54980814581083
2026-03-15,111.94640341522421
2026-03-16,106.739593954051
2026-03-17,111.94640341522421
2026-03-18,114.54980814581083
2026-03-19,109.3429986846376
2026-03-20,109.3429986846376
2026-03-21,111.94640341522421
2026-03-22,114.54980814581083
2026-03-23,110.64470104993092
2026-03-24,108.0412963193443
2026-03-25,105.4378915887577
2026-03-26,105.4378915887577
2026-03-27,105.4378915887577
2026-03-28,105.4378915887577
2026-03-29,121.05831997227735
2026-03-30,108.0412963193443
2026-03-31,110.64470104993092
2026-04-01,105.4378915887577
2026-04-02,108.0412963193443
2026-04-03,98.92937976229116
2026-04-04,104.13618922346438
2026-04-05,108.0412963193443
2026-04-06,108.0412963193443
2026-04-07,102.83448685817109
2026-04-08,104.13618922346438
2026-04-09,98.92937976229116
2026-04-10,106.739593954051
2026-04-11,113.24810578051752
2026-04-12,111.94640341522421
2026-04-13,108.0412963193443
2026-04-14,104.13618922346438
2026-04-15,100.23108212758447
2026-04-16,101.53278449287778
2026-04-17,108.0412963193443
2026-04-18,105.4378915887577
2026-04-19,100.23108212758447
2026-04-20,109.3429986846376
2026-04-21,108.0412963193443
2026-04-22,104.13618922346438
2026-04-23,109.3429986846376
2026-04-24,102.83448685817109
2026-04-25,106.739593954051
2026-04-26,105.4378915887577
2026-04-27,109.3429986846376
2026-04-28,105.4378915887577
2026-04-29,106.739593954051
2026-04-30,111.94640341522421
2026-05-01,113.24810578051752
2026-05-02,118.45491524169074
2026-05-03,111.94640341522421
2026-05-04,111.94640341522421
2026-05-05,111.94640341522421
2026-05-06,113.24810578051752
2026-05-07,108.0412963193443
2026-05-08,108.0412963193443
2026-05-09,114.54980814581083
2026-05-10,115.85151051110414
2026-05-11,113.24810578051752
2026-05-12,109.3429986846376
2026-05-13,114.54980814581083
2026-05-14,109.3429986846376
2026-05-15,111.94640341522421
2026-05-16,111.94640341522421
2026-05-17,111.94640341522421
2026-05-18,109.3429986846376
2026-05-19,109.3429986846376
2026-05-20,109.3429986846376
2026-05-21,106.739593954051
2026-05-22,113.24810578051752
2026-05-23,115.85151051110414
2026-05-24,117.15321287639743
2026-05-25,117.15321287639743
2026-05-26,114.54980814581083
2026-05-27,106.739593954051
2026-05-28,110.64470104993092
2026-05-29,115.85151051110414
2026-05-30,113.24810578051752
2026-05-31,130.17023652933048
