Time,subsidize
2024-10-30,65.26883935578807
2024-10-31,60.917583398735545
2024-11-01,39.161303613472846
2024-11-02,34.81004765642031
2024-11-03,39.161303613472846
2024-11-04,65.26883935578807
2024-11-05,69.62009531284062
2024-11-06,69.62009531284062
2024-11-07,82.67386318399824
2024-11-08,78.32260722694569
2024-11-09,34.81004765642031
2024-11-10,39.161303613472846
2024-11-11,52.215071484630464
2024-11-12,60.917583398735545
2024-11-13,69.62009531284062
2024-11-14,56.566327441683
2024-11-15,60.917583398735545
2024-11-16,39.161303613472846
2024-11-17,0.0
2024-11-18,65.26883935578807
2024-11-19,56.566327441683
2024-11-20,56.566327441683
2024-11-21,52.215071484630464
2024-11-22,60.917583398735545
2024-11-23,39.161303613472846
2024-11-24,0.0
2024-11-25,43.51255957052538
2024-11-26,56.566327441683
2024-11-27,56.566327441683
2024-11-28,0.0
2024-11-29,43.51255957052538
2024-11-30,34.81004765642031
2024-12-01,0.0
2024-12-02,69.62009531284062
2024-12-03,65.26883935578807
2024-12-04,43.51255957052538
2024-12-05,39.161303613472846
2024-12-06,34.81004765642031
2024-12-07,43.51255957052538
2024-12-08,104.43014296926093
2024-12-09,100.07888701220838
2024-12-10,100.07888701220838
2024-12-11,39.161303613472846
2024-12-12,82.67386318399824
2024-12-13,78.32260722694569
2024-12-14,30.458791699367772
2024-12-15,60.917583398735545
2024-12-16,78.32260722694569
2024-12-17,34.81004765642031
2024-12-18,121.83516679747109
2024-12-19,100.07888701220838
2024-12-20,60.917583398735545
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,52.215071484630464
2024-12-24,39.161303613472846
2024-12-25,0.0
2024-12-26,34.81004765642031
2024-12-27,43.51255957052538
2024-12-28,39.161303613472846
2024-12-29,0.0
2024-12-30,47.86381552757793
2024-12-31,34.81004765642031
2025-01-01,0.0
2025-01-02,30.458791699367772
2025-01-03,30.458791699367772
2025-01-04,30.458791699367772
2025-01-05,39.161303613472846
2025-01-06,39.161303613472846
2025-01-07,56.566327441683
2025-01-08,56.566327441683
2025-01-09,65.26883935578807
2025-01-10,60.917583398735545
2025-01-11,47.86381552757793
2025-01-12,39.161303613472846
2025-01-13,65.26883935578807
2025-01-14,82.67386318399824
2025-01-15,69.62009531284062
2025-01-16,78.32260722694569
2025-01-17,69.62009531284062
2025-01-18,34.81004765642031
2025-01-19,39.161303613472846
2025-01-20,30.458791699367772
2025-01-21,47.86381552757793
2025-01-22,78.32260722694569
2025-01-23,69.62009531284062
2025-01-24,73.97135126989316
2025-01-25,56.566327441683
2025-01-26,47.86381552757793
2025-01-27,65.26883935578807
2025-01-28,69.62009531284062
2025-01-29,87.02511914105077
2025-01-30,65.26883935578807
2025-01-31,73.97135126989316
2025-02-01,47.86381552757793
2025-02-02,313.29042890778277
2025-02-03,435.1255957052539
2025-02-04,174.05023828210153
2025-02-05,117.48391084041855
2025-02-06,95.72763105515585
2025-02-07,65.26883935578807
2025-02-08,56.566327441683
2025-02-09,65.26883935578807
2025-02-10,82.67386318399824
2025-02-11,87.02511914105077
2025-02-12,69.62009531284062
2025-02-13,108.78139892631347
2025-02-14,91.37637509810331
2025-02-15,47.86381552757793
2025-02-16,65.26883935578807
2025-02-17,69.62009531284062
2025-02-18,65.26883935578807
2025-02-19,65.26883935578807
2025-02-20,73.97135126989316
2025-02-21,82.67386318399824
2025-02-22,65.26883935578807
2025-02-23,39.161303613472846
2025-02-24,87.02511914105077
2025-02-25,95.72763105515585
2025-02-26,91.37637509810331
2025-02-27,65.26883935578807
2025-02-28,69.62009531284062
2025-03-01,52.215071484630464
2025-03-02,69.62009531284062
2025-03-03,69.62009531284062
2025-03-04,126.18642275452362
2025-03-05,117.48391084041855
2025-03-06,113.132654883366
2025-03-07,91.37637509810331
2025-03-08,60.917583398735545
2025-03-09,56.566327441683
2025-03-10,91.37637509810331
2025-03-11,82.67386318399824
2025-03-12,108.78139892631347
2025-03-13,134.8889346686287
2025-03-14,121.83516679747109
2025-03-15,95.72763105515585
2025-03-16,69.62009531284062
2025-03-17,104.43014296926093
2025-03-18,73.97135126989316
2025-03-19,65.26883935578807
2025-03-20,65.26883935578807
2025-03-21,78.32260722694569
2025-03-22,47.86381552757793
2025-03-23,47.86381552757793
2025-03-24,52.215071484630464
2025-03-25,73.97135126989316
2025-03-26,52.215071484630464
2025-03-27,82.67386318399824
2025-03-28,60.917583398735545
2025-03-29,34.81004765642031
2025-03-30,56.566327441683
2025-03-31,73.97135126989316
2025-04-01,47.86381552757793
2025-04-02,65.26883935578807
2025-04-03,78.32260722694569
2025-04-04,65.26883935578807
2025-04-05,65.26883935578807
2025-04-06,34.81004765642031
2025-04-07,82.67386318399824
2025-04-08,78.32260722694569
2025-04-09,56.566327441683
2025-04-10,56.566327441683
2025-04-11,65.26883935578807
2025-04-12,34.81004765642031
2025-04-13,47.86381552757793
2025-04-14,60.917583398735545
2025-04-15,43.92416486376008
2025-04-16,68.4440801893129
2025-04-17,61.79959474138133
2025-04-18,34.22204009465645
2025-04-19,0.0
2025-04-20,43.159755033467064
2025-04-21,48.39302233316539
2025-04-22,37.926487733768745
2025-04-23,57.33073727197601
2025-04-24,56.566327441683
2025-04-25,60.270775080795296
2025-04-26,39.455307394354776
2025-04-27,56.566327441683
2025-04-28,87.08391989722715
2025-04-29,90.78836753633945
2025-04-30,51.333060141984674
2025-05-01,39.455307394354776
2025-05-02,37.926487733768745
2025-05-03,30.517592455544154
2025-05-04,152.58796227772078
2025-05-05,78.91061478870955
2025-05-06,127.30363712187494
2025-05-07,73.67734748901123
2025-05-08,64.73963255020061
2025-05-09,52.8618798025707
2025-05-10,0.0
2025-05-11,34.22204009465645
2025-05-12,86.31951006693413
2025-05-13,82.61506242782184
2025-05-14,65.73924540519916
2025-05-15,41.27813083582273
2025-05-16,35.16285219347862
2025-05-17,29.047573551134512
2025-05-18,38.220491514650675
2025-05-19,53.50868812051094
2025-05-20,45.86458981758081
2025-05-21,38.220491514650675
2025-05-22,39.7493111752367
2025-05-23,39.7493111752367
2025-05-24,55.03750778109697
2025-05-25,0.0
2025-05-26,0.0
2025-05-27,51.979868459924916
2025-05-28,55.03750778109697
2025-05-29,48.92222913875286
2025-05-30,44.33577015699478
2025-05-31,38.220491514650675
2025-06-01,0.0
2025-06-02,45.86458981758081
2025-06-03,33.63403253289259
2025-06-04,51.979868459924916
2025-06-05,42.80695049640875
2025-06-06,67.26806506578518
2025-06-07,32.105212872306566
2025-06-08,33.63403253289259
2025-06-09,42.80695049640875
2025-06-10,0.0
2025-06-11,25.989934229962458
2025-06-12,47.39340947816684
2025-06-13,35.16285219347862
2025-06-14,42.80695049640875
2025-06-15,33.63403253289259
2025-06-16,47.39340947816684
2025-06-17,25.989934229962458
2025-06-18,59.62396676285505
2025-06-19,33.63403253289259
2025-06-20,42.80695049640875
2025-06-21,35.16285219347862
2025-06-22,42.80695049640875
2025-06-23,38.220491514650675
2025-06-24,30.57639321172054
2025-06-25,59.62396676285505
2025-06-26,39.7493111752367
2025-06-27,53.50868812051094
2025-06-28,44.33577015699478
2025-06-29,48.92222913875286
2025-06-30,47.39340947816684
2025-07-01,70.32570438695724
2025-07-02,51.979868459924916
2025-07-03,47.39340947816684
2025-07-04,41.27813083582273
2025-07-05,56.56632744168299
2025-07-06,67.26806506578518
2025-07-07,55.03750778109697
2025-07-08,45.86458981758081
2025-07-09,64.21042574461313
2025-07-10,27.518753890548485
2025-07-11,33.63403253289259
2025-07-12,0.0
2025-07-13,0.0
2025-07-14,27.518753890548485
2025-07-15,35.16285219347862
2025-07-16,53.50868812051094
2025-07-17,55.03750778109697
2025-07-18,50.451048799338885
2025-07-19,50.451048799338885
2025-07-20,119.2479335257101
2025-07-21,105.48855658043585
2025-07-22,61.15278642344108
2025-07-23,67.26806506578518
2025-07-24,47.39340947816684
2025-07-25,50.451048799338885
2025-07-26,30.57639321172054
2025-07-27,42.80695049640875
2025-07-28,56.56632744168299
2025-07-29,0.0
2025-07-30,79.4986223504734
2025-07-31,27.518753890548485
2025-08-01,48.92222913875286
2025-08-02,32.105212872306566
2025-08-03,38.220491514650675
2025-08-04,48.92222913875286
2025-08-05,25.989934229962458
2025-08-06,48.92222913875286
2025-08-07,58.095147102269024
2025-08-08,45.86458981758081
2025-08-09,44.33577015699478
2025-08-10,32.105212872306566
2025-08-11,44.33577015699478
2025-08-12,35.16285219347862
2025-08-13,39.7493111752367
2025-08-14,0.0
2025-08-15,25.989934229962458
2025-08-16,0.0
2025-08-17,35.16285219347862
2025-08-18,27.518753890548485
2025-08-19,41.27813083582273
2025-08-20,38.220491514650675
2025-08-21,45.86458981758081
2025-08-22,38.220491514650675
2025-08-23,27.518753890548485
2025-08-24,35.16285219347862
2025-08-25,30.57639321172054
2025-08-26,27.518753890548485
2025-08-27,53.50868812051094
2025-08-28,59.62396676285505
2025-08-29,35.16285219347862
2025-08-30,39.7493111752367
2025-08-31,0.0
2025-09-01,47.39340947816684
2025-09-02,45.86458981758081
2025-09-03,59.62396676285505
2025-09-04,51.979868459924916
2025-09-05,44.33577015699478
2025-09-06,27.518753890548485
2025-09-07,58.095147102269024
2025-09-08,59.62396676285505
2025-09-09,48.92222913875286
2025-09-10,56.56632744168299
2025-09-11,51.979868459924916
2025-09-12,55.03750778109697
2025-09-13,25.989934229962458
2025-09-14,30.57639321172054
2025-09-15,48.92222913875286
2025-09-16,50.451048799338885
2025-09-17,29.047573551134512
2025-09-18,65.73924540519916
2025-09-19,59.62396676285505
2025-09-20,29.047573551134512
2025-09-21,42.80695049640875
2025-09-22,59.62396676285505
2025-09-23,62.6816060840271
2025-09-24,55.03750778109697
2025-09-25,84.08508133223148
2025-09-26,45.86458981758081
2025-09-27,0.0
2025-09-28,42.80695049640875
2025-09-29,70.32570438695724
2025-09-30,67.26806506578518
2025-10-01,58.095147102269024
2025-10-02,73.38334370812929
2025-10-03,74.91216336871531
2025-10-04,48.92222913875286
2025-10-05,41.27813083582273
2025-10-06,56.56632744168299
2025-10-07,71.85452404754326
2025-10-08,68.79688472637122
2025-10-09,93.25799929574764
2025-10-10,41.27813083582273
2025-10-11,47.39340947816684
2025-10-12,0.0
2025-10-13,64.21042574461313
2025-10-14,100.90209759867777
2025-10-15,71.85452404754326
2025-10-16,61.15278642344108
2025-10-17,47.39340947816684
2025-10-18,65.73924540519916
2025-10-19,50.451048799338885
2025-10-20,56.56632744168299
2025-10-21,71.85452404754326
2025-10-22,77.96980268988737
2025-10-23,71.85452404754326
2025-10-24,47.39340947816684
2025-10-25,48.92222913875286
2025-10-26,32.105212872306566
2025-10-27,82.55626167164546
2025-10-28,84.08508133223148
2025-10-29,82.55626167164546
2025-10-30,93.25799929574764
2025-10-31,82.55626167164546
2025-11-01,64.21042574461313
2025-11-02,73.38334370812929
2025-11-03,70.32570438695724
2025-11-04,77.96980268988737
2025-11-05,123.83439250746818
2025-11-06,70.32570438695724
2025-11-07,110.07501556219394
2025-11-08,61.15278642344108
2025-11-09,91.72917963516161
2025-11-10,94.78681895633368
2025-11-11,91.72917963516161
2025-11-12,88.67154031398957
2025-11-13,77.96980268988737
2025-11-14,71.85452404754326
2025-11-15,48.92222913875286
2025-11-16,44.33577015699478
2025-11-17,61.15278642344108
2025-11-18,45.86458981758081
2025-11-19,47.39340947816684
2025-11-20,79.4986223504734
2025-11-21,61.15278642344108
2025-11-22,44.33577015699478
2025-11-23,50.451048799338885
2025-11-24,59.62396676285505
2025-11-25,38.220491514650675
2025-11-26,42.80695049640875
2025-11-27,35.16285219347862
2025-11-28,56.56632744168299
2025-11-29,48.92222913875286
2025-11-30,44.33577015699478
2025-12-01,71.85452404754326
2025-12-02,70.32570438695724
2025-12-03,62.6816060840271
2025-12-04,55.03750778109697
2025-12-05,55.03750778109697
2025-12-06,47.39340947816684
2025-12-07,27.518753890548485
2025-12-08,55.03750778109697
2025-12-09,67.26806506578518
2025-12-10,70.32570438695724
2025-12-11,52.034469162088705
2025-12-12,55.52891410057106
2025-12-13,49.03143054308044
2025-12-14,29.26597635978966
2025-12-15,50.28724669284753
2025-12-16,56.29332393086406
2025-12-17,64.04662363812177
2025-12-18,90.30956137890317
2025-12-19,47.28420807383927
2025-12-20,55.03750778109698
2025-12-21,34.78064727833211
2025-12-22,44.281169454831
2025-12-23,42.53394698558982
2025-12-24,45.53698560459809
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,31.777608659323846
2025-12-28,28.77457004031558
2025-12-29,35.27205359780619
2025-12-30,32.26901497879793
2025-12-31,41.27813083582273
2026-01-01,32.26901497879793
2026-01-02,34.0162374480391
2026-01-03,46.02839192407217
2026-01-04,41.27813083582273
2026-01-05,52.034469162088705
2026-01-06,73.54714581462065
2026-01-07,73.54714581462065
2026-01-08,88.562338909662
2026-01-09,44.22656875266721
2026-01-10,51.10625722530433
2026-01-11,38.32969291897825
2026-01-12,83.53907431059362
2026-01-13,57.98594569794146
2026-01-14,64.86563417057857
2026-01-15,79.60782375480099
2026-01-16,57.98594569794146
2026-01-17,54.054695142148816
2026-01-18,57.98594569794146
2026-01-19,64.86563417057857
2026-01-20,64.86563417057857
2026-01-21,78.62501111585283
2026-01-22,65.84844680952673
2026-01-23,75.67657319900835
2026-01-24,57.0031330589933
2026-01-25,36.36406764108193
2026-01-26,49.14063194740802
2026-01-27,57.98594569794146
2026-01-28,80.59063639374915
2026-01-29,59.951570975837775
2026-01-30,87.47032486638626
2026-01-31,31.45000444634113
2026-02-01,51.10625722530433
2026-02-02,67.81407208742306
2026-02-03,54.054695142148816
2026-02-04,65.84844680952673
2026-02-05,81.5734490326973
2026-02-06,62.90000889268226
2026-02-07,38.32969291897825
2026-02-08,48.15781930845986
2026-02-09,68.79688472637122
2026-02-10,54.054695142148816
2026-02-11,71.7453226432157
2026-02-12,48.15781930845986
2026-02-13,61.9171962537341
2026-02-14,29.484379168444807
2026-02-15,52.089069864252494
2026-02-16,67.81407208742306
2026-02-17,59.951570975837775
2026-02-18,63.88282153163042
2026-02-19,71.7453226432157
2026-02-20,58.968758336889614
2026-02-21,32.43281708528929
2026-02-22,36.36406764108193
2026-02-23,90.41876278323075
2026-02-24,83.53907431059362
2026-02-25,72.72813528216386
2026-02-26,73.71094792111202
2026-02-27,70.76251000426754
2026-02-28,0.0
2026-03-01,39.312505557926414
2026-03-02,98.28126389481604
2026-03-03,64.86563417057857
2026-03-04,83.53907431059362
2026-03-05,52.089069864252494
2026-03-06,76.6593858379565
2026-03-07,47.175006669511696
2026-03-08,38.32969291897825
2026-03-09,73.71094792111202
2026-03-10,84.52188694954178
2026-03-11,94.35001333902339
2026-03-12,55.03750778109698
2026-03-13,77.64219847690467
2026-03-14,39.312505557926414
2026-03-15,48.15781930845986
2026-03-16,54.054695142148816
2026-03-17,66.8312594484749
2026-03-18,70.76251000426754
2026-03-19,58.968758336889614
2026-03-20,60.934383614785936
2026-03-21,0.0
2026-03-22,44.22656875266721
2026-03-23,64.86563417057857
2026-03-24,81.5734490326973
2026-03-25,88.45313750533442
2026-03-26,53.071882503200655
2026-03-27,67.81407208742306
2026-03-28,52.089069864252494
2026-03-29,44.22656875266721
2026-03-30,57.98594569794146
2026-03-31,69.77969736531938
2026-04-01,60.934383614785936
2026-04-02,53.071882503200655
2026-04-03,62.90000889268226
2026-04-04,50.12344458635617
2026-04-05,38.32969291897825
2026-04-06,51.10625722530433
2026-04-07,65.84844680952673
2026-04-08,58.968758336889614
2026-04-09,47.175006669511696
2026-04-10,58.968758336889614
2026-04-11,41.27813083582273
2026-04-12,54.054695142148816
2026-04-13,37.34688028003009
2026-04-14,86.4875122274381
2026-04-15,67.81407208742306
2026-04-16,69.77969736531938
2026-04-17,69.77969736531938
2026-04-18,35.38125500213377
2026-04-19,49.14063194740802
2026-04-20,59.951570975837775
2026-04-21,65.84844680952673
2026-04-22,57.98594569794146
2026-04-23,58.968758336889614
2026-04-24,57.0031330589933
2026-04-25,53.071882503200655
2026-04-26,43.24375611371905
2026-04-27,52.089069864252494
2026-04-28,78.62501111585283
2026-04-29,76.6593858379565
2026-04-30,66.8312594484749
2026-05-01,70.76251000426754
2026-05-02,61.9171962537341
2026-05-03,40.295318196874575
2026-05-04,81.5734490326973
2026-05-05,60.934383614785936
2026-05-06,43.24375611371905
2026-05-07,66.8312594484749
2026-05-08,42.26094347477089
2026-05-09,45.20938139161537
2026-05-10,69.77969736531938
2026-05-11,40.295318196874575
2026-05-12,63.88282153163042
2026-05-13,53.071882503200655
2026-05-14,84.52188694954178
2026-05-15,82.55626167164546
2026-05-16,0.0
2026-05-17,40.295318196874575
2026-05-18,45.20938139161537
2026-05-19,58.968758336889614
2026-05-20,52.089069864252494
2026-05-21,56.02032042004514
2026-05-22,36.36406764108193
2026-05-23,34.39844236318561
2026-05-24,34.39844236318561
2026-05-25,42.26094347477089
2026-05-26,31.45000444634113
2026-05-27,46.192194030563535
2026-05-28,57.0031330589933
2026-05-29,40.295318196874575
2026-05-30,41.27813083582273
2026-05-31,42.26094347477089
