Time,krill
2024-09-23,55.73782581642725
2024-09-24,55.73782581642725
2024-09-25,55.73782581642725
2024-09-26,55.73782581642725
2024-09-27,55.73782581642725
2024-09-28,55.73782581642725
2024-09-29,27.868912908213623
2024-09-30,55.73782581642725
2024-10-01,55.73782581642725
2024-10-02,55.73782581642725
2024-10-03,55.73782581642725
2024-10-04,55.73782581642725
2024-10-05,55.73782581642725
2024-10-06,55.73782581642725
2024-10-07,27.868912908213623
2024-10-08,55.73782581642725
2024-10-09,55.73782581642725
2024-10-10,55.73782581642725
2024-10-11,55.73782581642725
2024-10-12,55.73782581642725
2024-10-13,27.868912908213623
2024-10-14,55.73782581642725
2024-10-15,55.73782581642725
2024-10-16,55.73782581642725
2024-10-17,55.73782581642725
2024-10-18,55.73782581642725
2024-10-19,27.868912908213623
2024-10-20,27.868912908213623
2024-10-21,55.73782581642725
2024-10-22,55.73782581642725
2024-10-23,55.73782581642725
2024-10-24,55.73782581642725
2024-10-25,55.73782581642725
2024-10-26,55.73782581642725
2024-10-27,55.73782581642725
2024-10-28,55.73782581642725
2024-10-29,27.868912908213623
2024-10-30,55.73782581642725
2024-10-31,27.868912908213623
2024-11-01,27.868912908213623
2024-11-02,55.73782581642725
2024-11-03,27.868912908213623
2024-11-04,55.73782581642725
2024-11-05,27.868912908213623
2024-11-06,55.73782581642725
2024-11-07,55.73782581642725
2024-11-08,55.73782581642725
2024-11-09,55.73782581642725
2024-11-10,27.868912908213623
2024-11-11,55.73782581642725
2024-11-12,55.73782581642725
2024-11-13,55.73782581642725
2024-11-14,55.73782581642725
2024-11-15,55.73782581642725
2024-11-16,55.73782581642725
2024-11-17,55.73782581642725
2024-11-18,55.73782581642725
2024-11-19,55.73782581642725
2024-11-20,55.73782581642725
2024-11-21,55.73782581642725
2024-11-22,55.73782581642725
2024-11-23,27.868912908213623
2024-11-24,55.73782581642725
2024-11-25,55.73782581642725
2024-11-26,55.73782581642725
2024-11-27,27.868912908213623
2024-11-28,27.868912908213623
2024-11-29,55.73782581642725
2024-11-30,27.868912908213623
2024-12-01,27.868912908213623
2024-12-02,55.73782581642725
2024-12-03,55.73782581642725
2024-12-04,27.868912908213623
2024-12-05,55.73782581642725
2024-12-06,55.73782581642725
2024-12-07,55.73782581642725
2024-12-08,55.73782581642725
2024-12-09,55.73782581642725
2024-12-10,55.73782581642725
2024-12-11,55.73782581642725
2024-12-12,55.73782581642725
2024-12-13,55.73782581642725
2024-12-14,55.73782581642725
2024-12-15,55.73782581642725
2024-12-16,55.73782581642725
2024-12-17,55.73782581642725
2024-12-18,55.73782581642725
2024-12-19,55.73782581642725
2024-12-20,27.868912908213623
2024-12-21,27.868912908213623
2024-12-22,27.868912908213623
2024-12-23,27.868912908213623
2024-12-24,55.73782581642725
2024-12-25,27.868912908213623
2024-12-26,55.73782581642725
2024-12-27,55.73782581642725
2024-12-28,55.73782581642725
2024-12-29,55.73782581642725
2024-12-30,55.73782581642725
2024-12-31,27.868912908213623
2025-01-01,55.73782581642725
2025-01-02,55.73782581642725
2025-01-03,55.73782581642725
2025-01-04,27.868912908213623
2025-01-05,55.73782581642725
2025-01-06,55.73782581642725
2025-01-07,55.73782581642725
2025-01-08,55.73782581642725
2025-01-09,55.73782581642725
2025-01-10,27.868912908213623
2025-01-11,55.73782581642725
2025-01-12,55.73782581642725
2025-01-13,55.73782581642725
2025-01-14,55.73782581642725
2025-01-15,55.73782581642725
2025-01-16,55.73782581642725
2025-01-17,55.73782581642725
2025-01-18,55.73782581642725
2025-01-19,55.73782581642725
2025-01-20,27.868912908213623
2025-01-21,55.73782581642725
2025-01-22,55.73782581642725
2025-01-23,55.73782581642725
2025-01-24,55.73782581642725
2025-01-25,55.73782581642725
2025-01-26,55.73782581642725
2025-01-27,55.73782581642725
2025-01-28,55.73782581642725
2025-01-29,55.73782581642725
2025-01-30,55.73782581642725
2025-01-31,55.73782581642725
2025-02-01,55.73782581642725
2025-02-02,55.73782581642725
2025-02-03,55.73782581642725
2025-02-04,55.73782581642725
2025-02-05,55.73782581642725
2025-02-06,55.73782581642725
2025-02-07,55.73782581642725
2025-02-08,55.73782581642725
2025-02-09,55.73782581642725
2025-02-10,55.73782581642725
2025-02-11,55.73782581642725
2025-02-12,55.73782581642725
2025-02-13,55.73782581642725
2025-02-14,55.73782581642725
2025-02-15,55.73782581642725
2025-02-16,55.73782581642725
2025-02-17,55.73782581642725
2025-02-18,55.73782581642725
2025-02-19,55.73782581642725
2025-02-20,55.73782581642725
2025-02-21,55.73782581642725
2025-02-22,55.73782581642725
2025-02-23,55.73782581642725
2025-02-24,55.73782581642725
2025-02-25,55.73782581642725
2025-02-26,55.73782581642725
2025-02-27,55.73782581642725
2025-02-28,55.73782581642725
2025-03-01,27.868912908213623
2025-03-02,55.73782581642725
2025-03-03,55.73782581642725
2025-03-04,55.73782581642725
2025-03-05,55.73782581642725
2025-03-06,55.73782581642725
2025-03-07,55.73782581642725
2025-03-08,55.73782581642725
2025-03-09,55.73782581642725
2025-03-10,55.73782581642725
2025-03-11,55.73782581642725
2025-03-12,55.73782581642725
2025-03-13,55.73782581642725
2025-03-14,55.73782581642725
2025-03-15,55.73782581642725
2025-03-16,55.73782581642725
2025-03-17,55.73782581642725
2025-03-18,55.73782581642725
2025-03-19,55.73782581642725
2025-03-20,55.73782581642725
2025-03-21,55.73782581642725
2025-03-22,55.73782581642725
2025-03-23,55.73782581642725
2025-03-24,83.60673872464088
2025-03-25,55.73782581642725
2025-03-26,55.73782581642725
2025-03-27,55.73782581642725
2025-03-28,55.73782581642725
2025-03-29,55.73782581642725
2025-03-30,55.73782581642725
2025-03-31,55.73782581642725
2025-04-01,55.73782581642725
2025-04-02,55.73782581642725
2025-04-03,55.73782581642725
2025-04-04,2786.8912908213624
2025-04-05,557.3782581642724
2025-04-06,83.60673872464088
2025-04-07,83.60673872464088
2025-04-08,55.73782581642725
2025-04-09,55.73782581642725
2025-04-10,55.73782581642725
2025-04-11,55.73782581642725
2025-04-12,55.73782581642725
2025-04-13,55.73782581642725
2025-04-14,55.73782581642725
2025-04-15,55.73782581642725
2025-04-16,55.73782581642725
2025-04-17,56.434548639132586
2025-04-18,48.77059758937384
2025-04-19,50.16404323478452
2025-04-20,52.95093452560589
2025-04-21,55.04110299372191
2025-04-22,54.34438017101657
2025-04-23,57.131271461837926
2025-04-24,58.524717107248605
2025-04-25,59.91816275265929
2025-04-26,50.86076605748986
2025-04-27,31.352527021740325
2025-04-28,59.221439929953945
2025-04-29,56.434548639132586
2025-04-30,55.73782581642725
2025-05-01,57.131271461837926
2025-05-02,55.04110299372191
2025-05-03,49.46732041207918
2025-05-04,55.73782581642725
2025-05-05,59.221439929953945
2025-05-06,54.34438017101657
2025-05-07,59.221439929953945
2025-05-08,50.86076605748986
2025-05-09,56.434548639132586
2025-05-10,49.46732041207918
2025-05-11,50.86076605748986
2025-05-12,58.524717107248605
2025-05-13,61.31160839806997
2025-05-14,57.827994284543266
2025-05-15,59.91816275265929
2025-05-16,50.16404323478452
2025-05-17,41.80336936232044
2025-05-18,47.377151943963156
2025-05-19,50.16404323478452
2025-05-20,50.16404323478452
2025-05-21,57.131271461837926
2025-05-22,48.77059758937384
2025-05-23,48.77059758937384
2025-05-24,43.19681500773112
2025-05-25,69.67228227053405
2025-05-26,50.16404323478452
2025-05-27,62.70505404348065
2025-05-28,40.40992371690975
2025-05-29,48.77059758937384
2025-05-30,40.40992371690975
2025-05-31,40.40992371690975
2025-06-01,47.377151943963156
2025-06-02,47.377151943963156
2025-06-03,48.77059758937384
2025-06-04,50.16404323478452
2025-06-05,40.40992371690975
2025-06-06,45.98370629855248
2025-06-07,44.5902606531418
2025-06-08,54.34438017101657
2025-06-09,57.131271461837926
2025-06-10,59.91816275265929
2025-06-11,47.377151943963156
2025-06-12,41.80336936232044
2025-06-13,40.40992371690975
2025-06-14,48.77059758937384
2025-06-15,50.16404323478452
2025-06-16,47.377151943963156
2025-06-17,51.5574888801952
2025-06-18,47.377151943963156
2025-06-19,48.77059758937384
2025-06-20,45.98370629855248
2025-06-21,44.5902606531418
2025-06-22,40.40992371690975
2025-06-23,37.62303242608839
2025-06-24,44.5902606531418
2025-06-25,43.19681500773112
2025-06-26,40.40992371690975
2025-06-27,45.98370629855248
2025-06-28,45.98370629855248
2025-06-29,45.98370629855248
2025-06-30,37.62303242608839
2025-07-01,45.98370629855248
2025-07-02,48.77059758937384
2025-07-03,39.01647807149907
2025-07-04,32.04924984444567
2025-07-05,66.8853909797127
2025-07-06,48.77059758937384
2025-07-07,41.80336936232044
2025-07-08,52.95093452560589
2025-07-09,58.524717107248605
2025-07-10,57.131271461837926
2025-07-11,45.98370629855248
2025-07-12,50.16404323478452
2025-07-13,45.98370629855248
2025-07-14,45.98370629855248
2025-07-15,45.98370629855248
2025-07-16,47.377151943963156
2025-07-17,48.77059758937384
2025-07-18,40.40992371690975
2025-07-19,47.377151943963156
2025-07-20,52.95093452560589
2025-07-21,57.131271461837926
2025-07-22,48.77059758937384
2025-07-23,43.19681500773112
2025-07-24,44.5902606531418
2025-07-25,39.01647807149907
2025-07-26,45.98370629855248
2025-07-27,43.19681500773112
2025-07-28,45.98370629855248
2025-07-29,58.524717107248605
2025-07-30,78.03295614299815
2025-07-31,139.3445645410681
2025-08-01,69.67228227053405
2025-08-02,45.98370629855248
2025-08-03,50.16404323478452
2025-08-04,48.77059758937384
2025-08-05,55.73782581642725
2025-08-06,52.95093452560589
2025-08-07,58.524717107248605
2025-08-08,44.5902606531418
2025-08-09,54.34438017101657
2025-08-10,54.34438017101657
2025-08-11,50.16404323478452
2025-08-12,66.8853909797127
2025-08-13,52.95093452560589
2025-08-14,41.80336936232044
2025-08-15,45.98370629855248
2025-08-16,37.62303242608839
2025-08-17,51.5574888801952
2025-08-18,39.01647807149907
2025-08-19,48.77059758937384
2025-08-20,36.22958678067771
2025-08-21,41.80336936232044
2025-08-22,41.80336936232044
2025-08-23,51.5574888801952
2025-08-24,55.73782581642725
2025-08-25,65.49194533430202
2025-08-26,50.16404323478452
2025-08-27,45.98370629855248
2025-08-28,48.77059758937384
2025-08-29,44.5902606531418
2025-08-30,43.19681500773112
2025-08-31,44.5902606531418
2025-09-01,44.5902606531418
2025-09-02,45.98370629855248
2025-09-03,48.77059758937384
2025-09-04,43.19681500773112
2025-09-05,48.77059758937384
2025-09-06,37.62303242608839
2025-09-07,41.80336936232044
2025-09-08,48.77059758937384
2025-09-09,54.34438017101657
2025-09-10,52.95093452560589
2025-09-11,47.377151943963156
2025-09-12,43.19681500773112
2025-09-13,44.5902606531418
2025-09-14,40.40992371690975
2025-09-15,52.95093452560589
2025-09-16,52.95093452560589
2025-09-17,65.49194533430202
2025-09-18,54.34438017101657
2025-09-19,59.91816275265929
2025-09-20,37.62303242608839
2025-09-21,39.01647807149907
2025-09-22,45.98370629855248
2025-09-23,55.73782581642725
2025-09-24,48.77059758937384
2025-09-25,50.16404323478452
2025-09-26,58.524717107248605
2025-09-27,52.95093452560589
2025-09-28,47.377151943963156
2025-09-29,51.5574888801952
2025-09-30,58.524717107248605
2025-10-01,51.5574888801952
2025-10-02,48.77059758937384
2025-10-03,54.34438017101657
2025-10-04,48.77059758937384
2025-10-05,37.62303242608839
2025-10-06,47.377151943963156
2025-10-07,51.5574888801952
2025-10-08,51.5574888801952
2025-10-09,55.73782581642725
2025-10-10,41.80336936232044
2025-10-11,48.77059758937384
2025-10-12,39.01647807149907
2025-10-13,43.19681500773112
2025-10-14,43.19681500773112
2025-10-15,40.40992371690975
2025-10-16,48.77059758937384
2025-10-17,39.01647807149907
2025-10-18,36.22958678067771
2025-10-19,37.62303242608839
2025-10-20,39.01647807149907
2025-10-21,45.98370629855248
2025-10-22,50.16404323478452
2025-10-23,71.06572791594473
2025-10-24,47.377151943963156
2025-10-25,40.40992371690975
2025-10-26,44.5902606531418
2025-10-27,50.16404323478452
2025-10-28,39.01647807149907
2025-10-29,47.377151943963156
2025-10-30,43.19681500773112
2025-10-31,51.5574888801952
2025-11-01,44.5902606531418
2025-11-02,43.19681500773112
2025-11-03,57.131271461837926
2025-11-04,48.77059758937384
2025-11-05,45.98370629855248
2025-11-06,50.16404323478452
2025-11-07,62.70505404348065
2025-11-08,47.377151943963156
2025-11-09,52.95093452560589
2025-11-10,50.16404323478452
2025-11-11,55.73782581642725
2025-11-12,44.5902606531418
2025-11-13,58.524717107248605
2025-11-14,45.98370629855248
2025-11-15,39.01647807149907
2025-11-16,39.01647807149907
2025-11-17,45.98370629855248
2025-11-18,57.131271461837926
2025-11-19,51.5574888801952
2025-11-20,57.131271461837926
2025-11-21,59.91816275265929
2025-11-22,50.16404323478452
2025-11-23,50.16404323478452
2025-11-24,45.98370629855248
2025-11-25,51.5574888801952
2025-11-26,39.01647807149907
2025-11-27,39.01647807149907
2025-11-28,40.40992371690975
2025-11-29,43.19681500773112
2025-11-30,48.77059758937384
2025-12-01,47.377151943963156
2025-12-02,52.95093452560589
2025-12-03,50.16404323478452
2025-12-04,52.95093452560589
2025-12-05,48.77059758937384
2025-12-06,43.19681500773112
2025-12-07,57.131271461837926
2025-12-08,51.5574888801952
2025-12-09,65.49194533430202
2025-12-10,65.49194533430202
2025-12-11,64.93456707613774
2025-12-12,65.51981424721023
2025-12-13,55.37552994862047
2025-12-14,76.94606853957781
2025-12-15,65.51981424721023
2025-12-16,44.53452282732537
2025-12-17,52.11486713835947
2025-12-18,53.3968371321373
2025-12-19,47.09846281488102
2025-12-20,43.25255283354754
2025-12-21,43.25255283354754
2025-12-22,44.53452282732537
2025-12-23,43.25255283354754
2025-12-24,43.25255283354754
2025-12-25,29.262358553624303
2025-12-26,47.09846281488102
2025-12-27,45.816492821103196
2025-12-28,47.09846281488102
2025-12-29,48.38043280865885
2025-12-30,45.816492821103196
2025-12-31,41.97058283976972
2026-01-01,54.09355995484264
2026-01-02,51.52961996728699
2026-01-03,55.96077711969295
2026-01-04,55.96077711969295
2026-01-05,51.52961996728699
2026-01-06,54.67880712591513
2026-01-07,55.96077711969295
2026-01-08,51.52961996728699
2026-01-09,65.51981424721023
2026-01-10,55.01323408081369
2026-01-11,53.84273973866871
2026-01-12,59.695211449393575
2026-01-13,62.03620013368352
2026-01-14,53.84273973866871
2026-01-15,57.35422276510363
2026-01-16,51.50175105437877
2026-01-17,57.35422276510363
2026-01-18,46.81977368579888
2026-01-19,53.84273973866871
2026-01-20,58.524717107248605
2026-01-21,69.05916618655336
2026-01-22,60.865705791538545
2026-01-23,53.84273973866871
2026-01-24,58.524717107248605
2026-01-25,50.331256712233795
2026-01-26,57.35422276510363
2026-01-27,57.35422276510363
2026-01-28,52.67224539652374
2026-01-29,65.54768316011844
2026-01-30,58.524717107248605
2026-01-31,67.88867184440838
2026-02-01,50.331256712233795
2026-02-02,57.35422276510363
2026-02-03,74.91163789727821
2026-02-04,58.524717107248605
2026-02-05,69.05916618655336
2026-02-06,58.524717107248605
2026-02-07,62.03620013368352
2026-02-08,45.64927934365391
2026-02-09,55.01323408081369
2026-02-10,55.01323408081369
2026-02-11,58.524717107248605
2026-02-12,59.695211449393575
2026-02-13,63.20669447582849
2026-02-14,51.50175105437877
2026-02-15,62.03620013368352
2026-02-16,49.160762370088825
2026-02-17,71.4001548708433
2026-02-18,58.524717107248605
2026-02-19,59.695211449393575
2026-02-20,50.331256712233795
2026-02-21,65.54768316011844
2026-02-22,69.05916618655336
2026-02-23,77.25262658156815
2026-02-24,71.4001548708433
2026-02-25,57.35422276510363
2026-02-26,72.57064921298827
2026-02-27,77.25262658156815
2026-02-28,55.01323408081369
2026-03-01,53.84273973866871
2026-03-02,65.54768316011844
2026-03-03,71.4001548708433
2026-03-04,72.57064921298827
2026-03-05,69.05916618655336
2026-03-06,63.20669447582849
2026-03-07,65.54768316011844
2026-03-08,60.865705791538545
2026-03-09,67.88867184440838
2026-03-10,67.88867184440838
2026-03-11,65.54768316011844
2026-03-12,64.37718881797346
2026-03-13,53.84273973866871
2026-03-14,50.331256712233795
2026-03-15,56.18372842295866
2026-03-16,64.37718881797346
2026-03-17,57.35422276510363
2026-03-18,70.22966052869832
2026-03-19,67.88867184440838
2026-03-20,74.91163789727821
2026-03-21,64.37718881797346
2026-03-22,72.57064921298827
2026-03-23,70.22966052869832
2026-03-24,77.25262658156815
2026-03-25,58.524717107248605
2026-03-26,57.35422276510363
2026-03-27,80.76410960800307
2026-03-28,70.22966052869832
2026-03-29,73.74114355513323
2026-03-30,69.05916618655336
2026-03-31,77.25262658156815
2026-04-01,87.7870756608729
2026-04-02,93.63954737159776
2026-04-03,78.42312092371313
2026-04-04,85.44608697658296
2026-04-05,73.74114355513323
2026-04-06,83.10509829229302
2026-04-07,88.95757000301788
2026-04-08,103.00350210875754
2026-04-09,104.17399645090251
2026-04-10,100.66251342446759
2026-04-11,93.63954737159776
2026-04-12,93.63954737159776
2026-04-13,94.81004171374273
2026-04-14,93.63954737159776
2026-04-15,92.4690530294528
2026-04-16,111.19696250377234
2026-04-17,104.17399645090251
2026-04-18,72.57064921298827
2026-04-19,85.44608697658296
2026-04-20,107.68547947733742
2026-04-21,97.15103039803267
2026-04-22,114.70844553020726
2026-04-23,105.34449079304748
2026-04-24,81.93460395014804
2026-04-25,83.10509829229302
2026-04-26,79.5936152658581
2026-04-27,87.7870756608729
2026-04-28,83.10509829229302
2026-04-29,74.91163789727821
2026-04-30,88.95757000301788
2026-05-01,80.76410960800307
2026-05-02,71.4001548708433
2026-05-03,69.05916618655336
2026-05-04,69.05916618655336
2026-05-05,80.76410960800307
2026-05-06,73.74114355513323
2026-05-07,86.61658131872794
2026-05-08,77.25262658156815
2026-05-09,73.74114355513323
2026-05-10,76.08213223942319
2026-05-11,81.93460395014804
2026-05-12,84.27559263443798
2026-05-13,106.51498513519246
2026-05-14,107.68547947733742
2026-05-15,117.04943421449721
2026-05-16,103.00350210875754
2026-05-17,107.68547947733742
2026-05-18,90.12806434516285
2026-05-19,107.68547947733742
2026-05-20,92.4690530294528
2026-05-21,85.44608697658296
2026-05-22,73.74114355513323
2026-05-23,66.7181775022634
2026-05-24,77.25262658156815
2026-05-25,63.20669447582849
2026-05-26,78.42312092371313
2026-05-27,64.37718881797346
2026-05-28,88.95757000301788
2026-05-29,77.25262658156815
2026-05-30,71.4001548708433
2026-05-31,76.08213223942319
