Time,apple_stock
2024-09-23,33.0903752383644
2024-09-24,31.651663271478995
2024-09-25,30.212951304593588
2024-09-26,30.212951304593588
2024-09-27,30.212951304593588
2024-09-28,11.509695735083271
2024-09-29,7.193559834427044
2024-09-30,31.651663271478995
2024-10-01,33.0903752383644
2024-10-02,30.212951304593588
2024-10-03,28.774239337708178
2024-10-04,30.212951304593588
2024-10-05,11.509695735083271
2024-10-06,7.193559834427044
2024-10-07,27.33552737082277
2024-10-08,30.212951304593588
2024-10-09,28.774239337708178
2024-10-10,28.774239337708178
2024-10-11,30.212951304593588
2024-10-12,10.070983768197863
2024-10-13,7.193559834427044
2024-10-14,27.33552737082277
2024-10-15,33.0903752383644
2024-10-16,33.0903752383644
2024-10-17,30.212951304593588
2024-10-18,31.651663271478995
2024-10-19,11.509695735083271
2024-10-20,8.632271801312454
2024-10-21,31.651663271478995
2024-10-22,30.212951304593588
2024-10-23,31.651663271478995
2024-10-24,30.212951304593588
2024-10-25,31.651663271478995
2024-10-26,10.070983768197863
2024-10-27,8.632271801312454
2024-10-28,31.651663271478995
2024-10-29,31.651663271478995
2024-10-30,33.0903752383644
2024-10-31,44.60007097344768
2024-11-01,43.161359006562265
2024-11-02,12.94840770196868
2024-11-03,8.632271801312454
2024-11-04,30.212951304593588
2024-11-05,28.774239337708178
2024-11-06,43.161359006562265
2024-11-07,41.72264703967686
2024-11-08,40.28393507279145
2024-11-09,12.94840770196868
2024-11-10,10.070983768197863
2024-11-11,37.40651113902063
2024-11-12,34.529087205249816
2024-11-13,34.529087205249816
2024-11-14,31.651663271478995
2024-11-15,30.212951304593588
2024-11-16,11.509695735083271
2024-11-17,8.632271801312454
2024-11-18,31.651663271478995
2024-11-19,30.212951304593588
2024-11-20,30.212951304593588
2024-11-21,33.0903752383644
2024-11-22,30.212951304593588
2024-11-23,11.509695735083271
2024-11-24,8.632271801312454
2024-11-25,31.651663271478995
2024-11-26,35.96779917213522
2024-11-27,33.0903752383644
2024-11-28,14.387119668854089
2024-11-29,25.89681540393736
2024-11-30,11.509695735083271
2024-12-01,8.632271801312454
2024-12-02,31.651663271478995
2024-12-03,34.529087205249816
2024-12-04,37.40651113902063
2024-12-05,37.40651113902063
2024-12-06,34.529087205249816
2024-12-07,12.94840770196868
2024-12-08,10.070983768197863
2024-12-09,33.0903752383644
2024-12-10,34.529087205249816
2024-12-11,35.96779917213522
2024-12-12,34.529087205249816
2024-12-13,34.529087205249816
2024-12-14,14.387119668854089
2024-12-15,10.070983768197863
2024-12-16,35.96779917213522
2024-12-17,38.845223105906044
2024-12-18,40.28393507279145
2024-12-19,40.28393507279145
2024-12-20,35.96779917213522
2024-12-21,14.387119668854089
2024-12-22,10.070983768197863
2024-12-23,33.0903752383644
2024-12-24,33.0903752383644
2024-12-25,15.825831635739497
2024-12-26,35.96779917213522
2024-12-27,33.0903752383644
2024-12-28,12.94840770196868
2024-12-29,10.070983768197863
2024-12-30,30.212951304593588
2024-12-31,30.212951304593588
2025-01-01,11.509695735083271
2025-01-02,34.529087205249816
2025-01-03,37.40651113902063
2025-01-04,12.94840770196868
2025-01-05,10.070983768197863
2025-01-06,33.0903752383644
2025-01-07,31.651663271478995
2025-01-08,31.651663271478995
2025-01-09,20.141967536395725
2025-01-10,30.212951304593588
2025-01-11,11.509695735083271
2025-01-12,7.193559834427044
2025-01-13,31.651663271478995
2025-01-14,28.774239337708178
2025-01-15,31.651663271478995
2025-01-16,37.40651113902063
2025-01-17,35.96779917213522
2025-01-18,12.94840770196868
2025-01-19,10.070983768197863
2025-01-20,14.387119668854089
2025-01-21,56.10976670853095
2025-01-22,48.916206874103906
2025-01-23,43.161359006562265
2025-01-24,33.0903752383644
2025-01-25,15.825831635739497
2025-01-26,10.070983768197863
2025-01-27,54.67105474164554
2025-01-28,54.67105474164554
2025-01-29,46.038782940333085
2025-01-30,61.86461457607258
2025-01-31,66.1807504767288
2025-02-01,17.264543602624908
2025-02-02,12.94840770196868
2025-02-03,47.47749490721849
2025-02-04,43.161359006562265
2025-02-05,37.40651113902063
2025-02-06,37.40651113902063
2025-02-07,34.529087205249816
2025-02-08,11.509695735083271
2025-02-09,8.632271801312454
2025-02-10,31.651663271478995
2025-02-11,35.96779917213522
2025-02-12,33.0903752383644
2025-02-13,34.529087205249816
2025-02-14,34.529087205249816
2025-02-15,14.387119668854089
2025-02-16,10.070983768197863
2025-02-17,15.825831635739497
2025-02-18,33.0903752383644
2025-02-19,40.28393507279145
2025-02-20,33.0903752383644
2025-02-21,33.0903752383644
2025-02-22,12.94840770196868
2025-02-23,8.632271801312454
2025-02-24,44.60007097344768
2025-02-25,43.161359006562265
2025-02-26,38.845223105906044
2025-02-27,37.40651113902063
2025-02-28,34.529087205249816
2025-03-01,11.509695735083271
2025-03-02,8.632271801312454
2025-03-03,35.96779917213522
2025-03-04,46.038782940333085
2025-03-05,37.40651113902063
2025-03-06,35.96779917213522
2025-03-07,34.529087205249816
2025-03-08,12.94840770196868
2025-03-09,8.632271801312454
2025-03-10,54.67105474164554
2025-03-11,57.548478675416355
2025-03-12,50.35491884098931
2025-03-13,46.038782940333085
2025-03-14,44.60007097344768
2025-03-15,14.387119668854089
2025-03-16,11.509695735083271
2025-03-17,35.96779917213522
2025-03-18,33.0903752383644
2025-03-19,37.40651113902063
2025-03-20,33.0903752383644
2025-03-21,30.212951304593588
2025-03-22,11.509695735083271
2025-03-23,8.632271801312454
2025-03-24,30.212951304593588
2025-03-25,31.651663271478995
2025-03-26,28.774239337708178
2025-03-27,28.774239337708178
2025-03-28,27.33552737082277
2025-03-29,10.070983768197863
2025-03-30,8.632271801312454
2025-03-31,33.0903752383644
2025-04-01,30.212951304593588
2025-04-02,37.40651113902063
2025-04-03,102.14854964886403
2025-04-04,120.85180521837435
2025-04-05,47.47749490721849
2025-04-06,27.33552737082277
2025-04-07,112.2195334170619
2025-04-08,99.27112571509322
2025-04-09,143.8711966885409
2025-04-10,100.70983768197863
2025-04-11,76.25173424492667
2025-04-12,43.161359006562265
2025-04-13,30.212951304593588
2025-04-14,92.07756588066617
2025-04-15,60.70137801536508
2025-04-16,56.12359365942018
2025-04-17,47.45196822865374
2025-04-18,25.530933011175964
2025-04-19,11.078223959898562
2025-04-20,10.358867976455858
2025-04-21,44.56142641839826
2025-04-22,46.248668964087685
2025-04-23,50.342510038909225
2025-04-24,45.764725682964325
2025-04-25,39.26428607901066
2025-04-26,12.765466505587982
2025-04-27,9.874924695332503
2025-04-28,38.7803427978873
2025-04-29,37.577043533321245
2025-04-30,38.7803427978873
2025-05-01,63.591919825620565
2025-05-02,63.107976544497205
2025-05-03,16.139951596966817
2025-05-04,12.765466505587982
2025-05-05,40.46758534357672
2025-05-06,38.7803427978873
2025-05-07,43.3581271538322
2025-05-08,42.87418387270884
2025-05-09,35.88980098763182
2025-05-10,11.562167241021921
2025-05-11,10.358867976455858
2025-05-12,59.014135469675665
2025-05-13,49.13921077434316
2025-05-14,40.46758534357672
2025-05-15,40.651235614361994
2025-05-16,33.87602967863499
2025-05-17,12.582525309207284
2025-05-18,8.710979060220428
2025-05-19,34.84391624088171
2025-05-20,30.97236999189485
2025-05-21,31.940256554141566
2025-05-22,33.87602967863499
2025-05-23,59.04108029704956
2025-05-24,18.389844682687567
2025-05-25,11.61463874696057
2025-05-26,11.61463874696057
2025-05-27,43.554895301102135
2025-05-28,42.58700873885542
2025-05-29,44.52278186334885
2025-05-30,33.87602967863499
2025-05-31,10.646752184713854
2025-06-01,7.743092497973713
2025-06-02,30.97236999189485
2025-06-03,32.90814311638828
2025-06-04,33.87602967863499
2025-06-05,34.84391624088171
2025-06-06,39.683349052115275
2025-06-07,14.51829843370071
2025-06-08,11.61463874696057
2025-06-09,52.26587436132256
2025-06-10,48.39432811233571
2025-06-11,40.651235614361994
2025-06-12,36.779689365375134
2025-06-13,34.84391624088171
2025-06-14,15.486184995947426
2025-06-15,16.45407155819414
2025-06-16,36.779689365375134
2025-06-17,32.90814311638828
2025-06-18,34.84391624088171
2025-06-19,19.357731244934282
2025-06-20,32.90814311638828
2025-06-21,14.51829843370071
2025-06-22,12.582525309207284
2025-06-23,35.81180280312842
2025-06-24,39.683349052115275
2025-06-25,36.779689365375134
2025-06-26,40.651235614361994
2025-06-27,38.715462489868564
2025-06-28,16.45407155819414
2025-06-29,12.582525309207284
2025-06-30,41.619122176608705
2025-07-01,45.490668425595565
2025-07-02,39.683349052115275
2025-07-03,39.683349052115275
2025-07-04,16.45407155819414
2025-07-05,13.550411871453997
2025-07-06,12.582525309207284
2025-07-07,35.81180280312842
2025-07-08,37.74757592762185
2025-07-09,38.715462489868564
2025-07-10,38.715462489868564
2025-07-11,34.84391624088171
2025-07-12,15.486184995947426
2025-07-13,12.582525309207284
2025-07-14,34.84391624088171
2025-07-15,41.619122176608705
2025-07-16,34.84391624088171
2025-07-17,46.45855498784228
2025-07-18,33.87602967863499
2025-07-19,27.100823742907995
2025-07-20,22.261390931674423
2025-07-21,48.39432811233571
2025-07-22,41.619122176608705
2025-07-23,45.490668425595565
2025-07-24,39.683349052115275
2025-07-25,39.683349052115275
2025-07-26,19.357731244934282
2025-07-27,18.389844682687567
2025-07-28,43.554895301102135
2025-07-29,55.1695340480627
2025-07-30,77.43092497973713
2025-07-31,96.78865622467141
2025-08-01,81.30247122872399
2025-08-02,18.389844682687567
2025-08-03,15.486184995947426
2025-08-04,45.490668425595565
2025-08-05,44.52278186334885
2025-08-06,74.52726529299699
2025-08-07,85.17401747771083
2025-08-08,73.55937873075027
2025-08-09,31.940256554141566
2025-08-10,25.16505061841457
2025-08-11,54.20164748581599
2025-08-12,45.490668425595565
2025-08-13,45.490668425595565
2025-08-14,44.52278186334885
2025-08-15,44.52278186334885
2025-08-16,16.45407155819414
2025-08-17,13.550411871453997
2025-08-18,37.74757592762185
2025-08-19,34.84391624088171
2025-08-20,34.84391624088171
2025-08-21,33.87602967863499
2025-08-22,36.779689365375134
2025-08-23,16.45407155819414
2025-08-24,14.51829843370071
2025-08-25,34.84391624088171
2025-08-26,33.87602967863499
2025-08-27,37.74757592762185
2025-08-28,37.74757592762185
2025-08-29,30.97236999189485
2025-08-30,14.51829843370071
2025-08-31,11.61463874696057
2025-09-01,15.486184995947426
2025-09-02,38.715462489868564
2025-09-03,51.29798779907585
2025-09-04,47.42644155008899
2025-09-05,39.683349052115275
2025-09-06,16.45407155819414
2025-09-07,12.582525309207284
2025-09-08,44.52278186334885
2025-09-09,75.4951518552437
2025-09-10,65.81628623277656
2025-09-11,47.42644155008899
2025-09-12,44.52278186334885
2025-09-13,20.325617807180997
2025-09-14,13.550411871453997
2025-09-15,41.619122176608705
2025-09-16,47.42644155008899
2025-09-17,46.45855498784228
2025-09-18,47.42644155008899
2025-09-19,57.10530717255613
2025-09-20,26.13293718066128
2025-09-21,21.29350436942771
2025-09-22,68.7199459195167
2025-09-23,57.10530717255613
2025-09-24,49.36221467458242
2025-09-25,47.42644155008899
2025-09-26,47.42644155008899
2025-09-27,21.29350436942771
2025-09-28,18.389844682687567
2025-09-29,46.45855498784228
2025-09-30,43.554895301102135
2025-10-01,46.45855498784228
2025-10-02,49.36221467458242
2025-10-03,46.45855498784228
2025-10-04,12.582525309207284
2025-10-05,10.646752184713854
2025-10-06,38.715462489868564
2025-10-07,49.36221467458242
2025-10-08,45.490668425595565
2025-10-09,38.715462489868564
2025-10-10,38.715462489868564
2025-10-11,18.389844682687567
2025-10-12,14.51829843370071
2025-10-13,40.651235614361994
2025-10-14,34.84391624088171
2025-10-15,38.715462489868564
2025-10-16,34.84391624088171
2025-10-17,34.84391624088171
2025-10-18,12.582525309207284
2025-10-19,11.61463874696057
2025-10-20,58.07319373480284
2025-10-21,52.26587436132256
2025-10-22,40.651235614361994
2025-10-23,38.715462489868564
2025-10-24,41.619122176608705
2025-10-25,12.582525309207284
2025-10-26,11.61463874696057
2025-10-27,43.554895301102135
2025-10-28,45.490668425595565
2025-10-29,53.23376092356928
2025-10-30,74.52726529299699
2025-10-31,69.68783248176342
2025-11-01,21.29350436942771
2025-11-02,19.357731244934282
2025-11-03,50.33010123682914
2025-11-04,43.554895301102135
2025-11-05,44.52278186334885
2025-11-06,43.554895301102135
2025-11-07,42.58700873885542
2025-11-08,19.357731244934282
2025-11-09,15.486184995947426
2025-11-10,42.58700873885542
2025-11-11,43.554895301102135
2025-11-12,45.490668425595565
2025-11-13,44.52278186334885
2025-11-14,42.58700873885542
2025-11-15,17.421958120440856
2025-11-16,15.486184995947426
2025-11-17,38.715462489868564
2025-11-18,38.715462489868564
2025-11-19,48.39432811233571
2025-11-20,56.13742061030942
2025-11-21,51.29798779907585
2025-11-22,22.261390931674423
2025-11-23,22.261390931674423
2025-11-24,49.36221467458242
2025-11-25,44.52278186334885
2025-11-26,45.490668425595565
2025-11-27,23.22927749392114
2025-11-28,40.651235614361994
2025-11-29,22.261390931674423
2025-11-30,20.325617807180997
2025-12-01,45.490668425595565
2025-12-02,50.33010123682914
2025-12-03,48.39432811233571
2025-12-04,45.490668425595565
2025-12-05,42.58700873885542
2025-12-06,22.261390931674423
2025-12-07,20.325617807180997
2025-12-08,42.58700873885542
2025-12-09,43.554895301102135
2025-12-10,41.619122176608705
2025-12-11,41.59334863054937
2025-12-12,39.88318394179391
2025-12-13,18.47339892270317
2025-12-14,15.537012826315596
2025-12-15,36.57565878215196
2025-12-16,33.63927268576439
2025-12-17,34.010411749018765
2025-12-18,43.674652382559216
2025-12-19,37.80188018978407
2025-12-20,18.47339892270317
2025-12-21,16.39209517069333
2025-12-22,36.0917155010286
2025-12-23,37.430741126529696
2025-12-24,34.8654940933965
2025-12-25,18.102259859448793
2025-12-26,34.010411749018765
2025-12-27,17.618316578325437
2025-12-28,18.47339892270317
2025-12-29,32.78419034138666
2025-12-30,33.63927268576439
2025-12-31,30.702886589376817
2026-01-01,19.328481267080903
2026-01-02,37.80188018978407
2026-01-03,19.328481267080903
2026-01-04,18.102259859448793
2026-01-05,41.59334863054937
2026-01-06,44.158595663682576
2026-01-07,40.36712722291727
2026-01-08,40.738266286171644
2026-01-09,39.88318394179391
2026-01-10,18.55695316271877
2026-01-11,16.330118783192518
2026-01-12,39.34074070496379
2026-01-13,40.825296957981294
2026-01-14,37.85618445194629
2026-01-15,39.34074070496379
2026-01-16,37.11390632543754
2026-01-17,19.29923128922752
2026-01-18,16.330118783192518
2026-01-19,22.268343795262524
2026-01-20,40.08301883147254
2026-01-21,46.02124384354255
2026-01-22,40.08301883147254
2026-01-23,34.14479381940254
2026-01-24,18.55695316271877
2026-01-25,18.55695316271877
2026-01-26,41.567575084490045
2026-01-27,42.309853210998796
2026-01-28,45.2789657170338
2026-01-29,72.74325639785758
2026-01-30,68.28958763880507
2026-01-31,25.979734427806278
2026-02-01,23.752900048280026
2026-02-02,46.02124384354255
2026-02-03,47.50580009656005
2026-02-04,48.99035634957755
2026-02-05,47.50580009656005
2026-02-06,50.474912602595055
2026-02-07,22.268343795262524
2026-02-08,20.783787542245022
2026-02-09,37.11390632543754
2026-02-10,38.59846257845504
2026-02-11,41.567575084490045
2026-02-12,48.2480782230688
2026-02-13,44.53668759052505
2026-02-14,21.526065668753773
2026-02-15,20.04150941573627
2026-02-16,26.72201255431503
2026-02-17,40.825296957981294
2026-02-18,38.59846257845504
2026-02-19,37.85618445194629
2026-02-20,39.34074070496379
2026-02-21,22.268343795262524
2026-02-22,18.55695316271877
2026-02-23,37.85618445194629
2026-02-24,43.05213133750755
2026-02-25,45.2789657170338
2026-02-26,42.309853210998796
2026-02-27,43.7944094640163
2026-02-28,20.04150941573627
2026-03-01,18.55695316271877
2026-03-02,52.70174698212131
2026-03-03,51.959468855612556
2026-03-04,48.2480782230688
2026-03-05,51.959468855612556
2026-03-06,44.53668759052505
2026-03-07,22.268343795262524
2026-03-08,22.268343795262524
2026-03-09,46.02124384354255
2026-03-10,38.59846257845504
2026-03-11,40.08301883147254
2026-03-12,39.34074070496379
2026-03-13,37.85618445194629
2026-03-14,23.752900048280026
2026-03-15,25.237456301297527
2026-03-16,43.05213133750755
2026-03-17,43.05213133750755
2026-03-18,47.50580009656005
2026-03-19,51.217190729103805
2026-03-20,44.53668759052505
2026-03-21,25.237456301297527
2026-03-22,20.783787542245022
2026-03-23,43.7944094640163
2026-03-24,40.08301883147254
2026-03-25,40.825296957981294
2026-03-26,40.825296957981294
2026-03-27,40.825296957981294
2026-03-28,25.237456301297527
2026-03-29,24.495178174788776
2026-03-30,43.05213133750755
2026-03-31,48.2480782230688
2026-04-01,46.7635219700513
2026-04-02,39.34074070496379
2026-04-03,29.691125060350032
2026-04-04,19.29923128922752
2026-04-05,20.783787542245022
2026-04-06,43.05213133750755
2026-04-07,48.99035634957755
2026-04-08,51.959468855612556
2026-04-09,44.53668759052505
2026-04-10,41.567575084490045
2026-04-11,23.752900048280026
2026-04-12,20.783787542245022
2026-04-13,40.825296957981294
2026-04-14,40.825296957981294
2026-04-15,42.309853210998796
2026-04-16,47.50580009656005
2026-04-17,63.83591887975257
2026-04-18,25.237456301297527
2026-04-19,22.268343795262524
2026-04-20,67.54730951229632
2026-04-21,74.22781265087508
2026-04-22,57.89769386768256
2026-04-23,54.18630323513881
2026-04-24,53.44402510863006
2026-04-25,27.46429068082378
2026-04-26,25.237456301297527
2026-04-27,46.02124384354255
2026-04-28,42.309853210998796
2026-04-29,45.2789657170338
2026-04-30,68.28958763880507
2026-05-01,68.28958763880507
2026-05-02,25.979734427806278
2026-05-03,21.526065668753773
2026-05-04,37.11390632543754
2026-05-05,51.959468855612556
2026-05-06,59.382250120700064
2026-05-07,51.959468855612556
2026-05-08,57.15541574117381
2026-05-09,28.20656880733253
2026-05-10,24.495178174788776
2026-05-11,44.53668759052505
2026-05-12,46.02124384354255
2026-05-13,56.41313761466506
2026-05-14,59.382250120700064
2026-05-15,54.92858136164756
2026-05-16,25.979734427806278
2026-05-17,24.495178174788776
2026-05-18,45.2789657170338
2026-05-19,44.53668759052505
2026-05-20,47.50580009656005
2026-05-21,50.474912602595055
2026-05-22,59.382250120700064
2026-05-23,33.402515692893786
2026-05-24,25.979734427806278
2026-05-25,25.237456301297527
2026-05-26,51.217190729103805
2026-05-27,54.92858136164756
2026-05-28,58.63997199419131
2026-05-29,58.63997199419131
2026-05-30,30.433403186858783
2026-05-31,30.433403186858783
