Time,khan_academy
2024-09-24,75.66161346494437
2024-09-25,80.11229660994108
2024-09-26,71.21093031994764
2024-09-27,58.7490175139568
2024-09-28,22.253415724983636
2024-09-29,30.264645385977744
2024-09-30,73.88134020694567
2024-10-01,79.22215998094174
2024-10-02,87.23338964193586
2024-10-03,77.44188672294305
2024-10-04,72.99120357794632
2024-10-05,26.704098869980363
2024-10-06,24.923825611981673
2024-10-07,71.21093031994764
2024-10-08,72.10106694894698
2024-10-09,72.10106694894698
2024-10-10,66.7602471749509
2024-10-11,55.18847099795941
2024-10-12,20.473142466984946
2024-10-13,23.14355235398298
2024-10-14,53.40819773996073
2024-10-15,72.99120357794632
2024-10-16,72.10106694894698
2024-10-17,72.99120357794632
2024-10-18,62.30956402995418
2024-10-19,22.253415724983636
2024-10-20,24.923825611981673
2024-10-21,73.88134020694567
2024-10-22,79.22215998094174
2024-10-23,76.55175009394371
2024-10-24,73.88134020694567
2024-10-25,62.30956402995418
2024-10-26,20.473142466984946
2024-10-27,24.033688982982326
2024-10-28,70.32079369094829
2024-10-29,74.77147683594501
2024-10-30,72.99120357794632
2024-10-31,55.18847099795941
2024-11-01,56.96874425595811
2024-11-02,19.5830058379856
2024-11-03,23.14355235398298
2024-11-04,64.97997391695222
2024-11-05,50.73778785296269
2024-11-06,53.40819773996073
2024-11-07,69.43065706194895
2024-11-08,64.08983728795288
2024-11-09,20.473142466984946
2024-11-10,20.473142466984946
2024-11-11,50.73778785296269
2024-11-12,72.10106694894698
2024-11-13,72.10106694894698
2024-11-14,72.99120357794632
2024-11-15,65.87011054595156
2024-11-16,17.80273257998691
2024-11-17,23.14355235398298
2024-11-18,72.10106694894698
2024-11-19,75.66161346494437
2024-11-20,73.88134020694567
2024-11-21,73.88134020694567
2024-11-22,57.85888088495745
2024-11-23,16.912595950987562
2024-11-24,18.692869208986252
2024-11-25,42.72655819196858
2024-11-26,35.60546515997382
2024-11-27,22.253415724983636
2024-11-28,14.242186063989527
2024-11-29,13.352049434990182
2024-11-30,16.912595950987562
2024-12-01,20.473142466984946
2024-12-02,63.199700658953525
2024-12-03,68.54052043294959
2024-12-04,70.32079369094829
2024-12-05,66.7602471749509
2024-12-06,64.97997391695222
2024-12-07,26.704098869980363
2024-12-08,26.704098869980363
2024-12-09,76.55175009394371
2024-12-10,75.66161346494437
2024-12-11,67.65038380395025
2024-12-12,74.77147683594501
2024-12-13,64.08983728795288
2024-12-14,21.36327909598429
2024-12-15,24.033688982982326
2024-12-16,64.08983728795288
2024-12-17,67.65038380395025
2024-12-18,64.08983728795288
2024-12-19,53.40819773996073
2024-12-20,31.15478201497709
2024-12-21,15.132322692988872
2024-12-22,14.242186063989527
2024-12-23,16.912595950987562
2024-12-24,14.242186063989527
2024-12-25,11.57177617699149
2024-12-26,16.02245932198822
2024-12-27,16.02245932198822
2024-12-28,14.242186063989527
2024-12-29,16.912595950987562
2024-12-30,18.692869208986252
2024-12-31,16.912595950987562
2025-01-01,16.02245932198822
2025-01-02,26.704098869980363
2025-01-03,25.813962240981017
2025-01-04,19.5830058379856
2025-01-05,20.473142466984946
2025-01-06,50.73778785296269
2025-01-07,67.65038380395025
2025-01-08,74.77147683594501
2025-01-09,68.54052043294959
2025-01-10,59.639154142956144
2025-01-11,22.253415724983636
2025-01-12,24.033688982982326
2025-01-13,72.10106694894698
2025-01-14,78.3320233519424
2025-01-15,76.55175009394371
2025-01-16,75.66161346494437
2025-01-17,66.7602471749509
2025-01-18,19.5830058379856
2025-01-19,16.912595950987562
2025-01-20,26.704098869980363
2025-01-21,59.639154142956144
2025-01-22,65.87011054595156
2025-01-23,76.55175009394371
2025-01-24,69.43065706194895
2025-01-25,21.36327909598429
2025-01-26,24.033688982982326
2025-01-27,72.10106694894698
2025-01-28,78.3320233519424
2025-01-29,77.44188672294305
2025-01-30,77.44188672294305
2025-01-31,68.54052043294959
2025-02-01,21.36327909598429
2025-02-02,24.033688982982326
2025-02-03,67.65038380395025
2025-02-04,77.44188672294305
2025-02-05,78.3320233519424
2025-02-06,73.88134020694567
2025-02-07,69.43065706194895
2025-02-08,21.36327909598429
2025-02-09,24.923825611981673
2025-02-10,65.87011054595156
2025-02-11,77.44188672294305
2025-02-12,72.10106694894698
2025-02-13,69.43065706194895
2025-02-14,51.62792448196203
2025-02-15,19.5830058379856
2025-02-16,20.473142466984946
2025-02-17,35.60546515997382
2025-02-18,65.87011054595156
2025-02-19,71.21093031994764
2025-02-20,69.43065706194895
2025-02-21,67.65038380395025
2025-02-22,21.36327909598429
2025-02-23,25.813962240981017
2025-02-24,76.55175009394371
2025-02-25,81.00243323894044
2025-02-26,76.55175009394371
2025-02-27,75.66161346494437
2025-02-28,68.54052043294959
2025-03-01,23.14355235398298
2025-03-02,24.033688982982326
2025-03-03,77.44188672294305
2025-03-04,80.11229660994108
2025-03-05,76.55175009394371
2025-03-06,79.22215998094174
2025-03-07,61.41942740095483
2025-03-08,22.253415724983636
2025-03-09,24.033688982982326
2025-03-10,68.54052043294959
2025-03-11,69.43065706194895
2025-03-12,67.65038380395025
2025-03-13,64.97997391695222
2025-03-14,52.51806111096138
2025-03-15,17.80273257998691
2025-03-16,21.36327909598429
2025-03-17,61.41942740095483
2025-03-18,64.08983728795288
2025-03-19,62.30956402995418
2025-03-20,60.52929077195549
2025-03-21,50.73778785296269
2025-03-22,18.692869208986252
2025-03-23,21.36327909598429
2025-03-24,59.639154142956144
2025-03-25,60.52929077195549
2025-03-26,62.30956402995418
2025-03-27,58.7490175139568
2025-03-28,47.17724133696531
2025-03-29,17.80273257998691
2025-03-30,20.473142466984946
2025-03-31,58.7490175139568
2025-04-01,65.87011054595156
2025-04-02,64.97997391695222
2025-04-03,66.7602471749509
2025-04-04,55.18847099795941
2025-04-05,17.80273257998691
2025-04-06,22.253415724983636
2025-04-07,65.87011054595156
2025-04-08,69.43065706194895
2025-04-09,64.97997391695222
2025-04-10,63.199700658953525
2025-04-11,53.40819773996073
2025-04-12,18.692869208986252
2025-04-13,21.36327909598429
2025-04-14,58.7490175139568
2025-04-15,62.059053338576575
2025-04-16,58.89500673773014
2025-04-17,53.457050165036634
2025-04-18,27.634851177967235
2025-04-19,16.75893803258021
2025-04-20,18.571590223478047
2025-04-21,51.6443979741388
2025-04-22,58.89500673773014
2025-04-23,59.34007505222982
2025-04-24,61.15272724312766
2025-04-25,49.83174578324096
2025-04-26,18.571590223478047
2025-04-27,24.00954679617156
2025-04-28,69.30966210216792
2025-04-29,65.23928940587257
2025-04-30,63.87170552947441
2025-05-01,66.14561550132149
2025-05-02,60.24640114767874
2025-05-03,23.10322070072264
2025-05-04,28.541177273416153
2025-05-05,67.0519415967704
2025-05-06,65.68435772037225
2025-05-07,61.6139850240769
2025-05-08,55.26970235593447
2025-05-09,48.925419687792036
2025-05-10,19.93917409987621
2025-05-11,21.751826290774048
2025-05-12,59.80133283317906
2025-05-13,55.26970235593447
2025-05-14,57.52742286133198
2025-05-15,51.660871466315555
2025-05-16,40.59068472353365
2025-05-17,16.605280114172857
2025-05-18,20.295342361766824
2025-05-19,49.81584034251857
2025-05-20,69.1886671423869
2025-05-21,50.73835590441706
2025-05-22,42.435715847330634
2025-05-23,32.28804466644722
2025-05-24,18.450311237969842
2025-05-25,20.295342361766824
2025-05-26,23.985404609360792
2025-05-27,45.20326253302611
2025-05-28,43.35823140922913
2025-05-29,35.97810691404119
2025-05-30,31.36552910454873
2025-05-31,17.52779567607135
2025-06-01,22.14037348556381
2025-06-02,40.59068472353365
2025-06-03,40.59068472353365
2025-06-04,36.900622475939684
2025-06-05,35.0555913521427
2025-06-06,29.520497980751745
2025-06-07,18.450311237969842
2025-06-08,19.37282679986833
2025-06-09,33.21056022834571
2025-06-10,34.133075790244206
2025-06-11,28.597982418853253
2025-06-12,42.435715847330634
2025-06-13,23.062889047462303
2025-06-14,17.52779567607135
2025-06-15,16.605280114172857
2025-06-16,29.520497980751745
2025-06-17,28.597982418853253
2025-06-18,26.75295129505627
2025-06-19,22.14037348556381
2025-06-20,22.14037348556381
2025-06-21,14.760248990375873
2025-06-22,18.450311237969842
2025-06-23,28.597982418853253
2025-06-24,28.597982418853253
2025-06-25,24.907920171259285
2025-06-26,24.907920171259285
2025-06-27,22.14037348556381
2025-06-28,17.52779567607135
2025-06-29,15.682764552274365
2025-06-30,25.830435733157778
2025-07-01,27.67546685695476
2025-07-02,24.907920171259285
2025-07-03,22.14037348556381
2025-07-04,15.682764552274365
2025-07-05,15.682764552274365
2025-07-06,24.907920171259285
2025-07-07,30.443013542650238
2025-07-08,30.443013542650238
2025-07-09,26.75295129505627
2025-07-10,25.830435733157778
2025-07-11,21.217857923665317
2025-07-12,18.450311237969842
2025-07-13,18.450311237969842
2025-07-14,25.830435733157778
2025-07-15,27.67546685695476
2025-07-16,27.67546685695476
2025-07-17,26.75295129505627
2025-07-18,21.217857923665317
2025-07-19,19.37282679986833
2025-07-20,23.985404609360792
2025-07-21,29.520497980751745
2025-07-22,27.67546685695476
2025-07-23,24.907920171259285
2025-07-24,25.830435733157778
2025-07-25,22.14037348556381
2025-07-26,18.450311237969842
2025-07-27,20.295342361766824
2025-07-28,28.597982418853253
2025-07-29,27.67546685695476
2025-07-30,30.443013542650238
2025-07-31,28.597982418853253
2025-08-01,25.830435733157778
2025-08-02,18.450311237969842
2025-08-03,17.52779567607135
2025-08-04,27.67546685695476
2025-08-05,41.51320028543214
2025-08-06,36.900622475939684
2025-08-07,34.133075790244206
2025-08-08,29.520497980751745
2025-08-09,21.217857923665317
2025-08-10,23.985404609360792
2025-08-11,39.668169161635156
2025-08-12,42.435715847330634
2025-08-13,44.28074697112762
2025-08-14,49.81584034251857
2025-08-15,47.970809218721584
2025-08-16,25.830435733157778
2025-08-17,24.907920171259285
2025-08-18,64.57608933289444
2025-08-19,59.04099596150349
2025-08-20,65.49860489479293
2025-08-21,64.57608933289444
2025-08-22,57.195964837706505
2025-08-23,24.907920171259285
2025-08-24,27.67546685695476
2025-08-25,66.42112045669143
2025-08-26,71.03369826618389
2025-08-27,76.56879163757483
2025-08-28,75.64627607567635
2025-08-29,58.118480399605
2025-08-30,21.217857923665317
2025-08-31,23.062889047462303
2025-09-01,29.520497980751745
2025-09-02,92.25155618984921
2025-09-03,84.87143169466127
2025-09-04,78.41382276137182
2025-09-05,74.72376051377786
2025-09-06,24.907920171259285
2025-09-07,30.443013542650238
2025-09-08,81.1813694470673
2025-09-09,83.94891613276278
2025-09-10,83.94891613276278
2025-09-11,76.56879163757483
2025-09-12,71.95621382808238
2025-09-13,23.985404609360792
2025-09-14,27.67546685695476
2025-09-15,78.41382276137182
2025-09-16,78.41382276137182
2025-09-17,79.33633832327031
2025-09-18,76.56879163757483
2025-09-19,67.34363601858992
2025-09-20,20.295342361766824
2025-09-21,26.75295129505627
2025-09-22,74.72376051377786
2025-09-23,75.64627607567635
2025-09-24,76.56879163757483
2025-09-25,74.72376051377786
2025-09-26,66.42112045669143
2025-09-27,23.062889047462303
2025-09-28,27.67546685695476
2025-09-29,74.72376051377786
2025-09-30,79.33633832327031
2025-10-01,73.80124495187937
2025-10-02,69.1886671423869
2025-10-03,68.26615158048841
2025-10-04,22.14037348556381
2025-10-05,24.907920171259285
2025-10-06,70.1111827042854
2025-10-07,73.80124495187937
2025-10-08,73.80124495187937
2025-10-09,71.03369826618389
2025-10-10,55.35093371390952
2025-10-11,22.14037348556381
2025-10-12,22.14037348556381
2025-10-13,54.428418152011034
2025-10-14,70.1111827042854
2025-10-15,70.1111827042854
2025-10-16,68.26615158048841
2025-10-17,59.04099596150349
2025-10-18,20.295342361766824
2025-10-19,23.985404609360792
2025-10-20,75.64627607567635
2025-10-21,71.03369826618389
2025-10-22,65.49860489479293
2025-10-23,71.03369826618389
2025-10-24,59.96351152340198
2025-10-25,16.605280114172857
2025-10-26,23.062889047462303
2025-10-27,63.65357377099595
2025-10-28,68.26615158048841
2025-10-29,67.34363601858992
2025-10-30,63.65357377099595
2025-10-31,42.435715847330634
2025-11-01,18.450311237969842
2025-11-02,22.14037348556381
2025-11-03,63.65357377099595
2025-11-04,60.886027085300476
2025-11-05,69.1886671423869
2025-11-06,66.42112045669143
2025-11-07,62.73105820909746
2025-11-08,20.295342361766824
2025-11-09,23.062889047462303
2025-11-10,54.428418152011034
2025-11-11,49.81584034251857
2025-11-12,64.57608933289444
2025-11-13,65.49860489479293
2025-11-14,57.195964837706505
2025-11-15,18.450311237969842
2025-11-16,23.062889047462303
2025-11-17,64.57608933289444
2025-11-18,60.886027085300476
2025-11-19,62.73105820909746
2025-11-20,59.04099596150349
2025-11-21,50.73835590441706
2025-11-22,15.682764552274365
2025-11-23,20.295342361766824
2025-11-24,36.900622475939684
2025-11-25,33.21056022834571
2025-11-26,21.217857923665317
2025-11-27,12.915217866578889
2025-11-28,13.83773342847738
2025-11-29,14.760248990375873
2025-11-30,20.295342361766824
2025-12-01,56.27344927580801
2025-12-02,59.96351152340198
2025-12-03,60.886027085300476
2025-12-04,61.80854264719897
2025-12-05,52.58338702821405
2025-12-06,21.217857923665317
2025-12-07,21.217857923665317
2025-12-08,58.118480399605
2025-12-09,57.195964837706505
2025-12-10,59.04099596150349
2025-12-11,57.92046788718119
2025-12-12,50.66328761081009
2025-12-13,19.090633657619357
2025-12-14,22.09582428627489
2025-12-15,52.55865354419325
2025-12-16,55.23956071568722
2025-12-17,53.668478239465614
2025-12-18,48.30666389647767
2025-12-19,27.45763862926283
2025-12-20,14.053102771792975
2025-12-21,14.053102771792975
2025-12-22,20.200458352891722
2025-12-23,14.838644009903778
2025-12-24,11.833453381248248
2025-12-25,9.476829666915837
2025-12-26,11.833453381248248
2025-12-27,14.053102771792975
2025-12-28,13.728819314631416
2025-12-29,15.624185248014584
2025-12-30,14.838644009903778
2025-12-31,12.157736838409807
2026-01-01,12.943278076520611
2026-01-02,18.629375876670114
2026-01-03,15.624185248014584
2026-01-04,17.519551181397752
2026-01-05,38.82983422956183
2026-01-06,55.23956071568722
2026-01-07,56.349385410959584
2026-01-08,57.45921010623195
2026-01-09,54.45401947757642
2026-01-10,17.51130668672415
2026-01-11,19.4570074296935
2026-01-12,59.019589203403626
2026-01-13,64.85669143231168
2026-01-14,60.96528994637298
2026-01-15,59.66815611772674
2026-01-16,53.182486974495575
2026-01-17,17.51130668672415
2026-01-18,17.51130668672415
2026-01-19,22.699842001309086
2026-01-20,57.72245537475739
2026-01-21,64.85669143231168
2026-01-22,60.31672303204986
2026-01-23,51.236786231526224
2026-01-24,20.10557434401662
2026-01-25,22.699842001309086
2026-01-26,47.99395165991064
2026-01-27,53.83105388881869
2026-01-28,60.31672303204986
2026-01-29,59.66815611772674
2026-01-30,52.533920060172456
2026-01-31,20.754141258339736
2026-02-01,22.699842001309086
2026-02-02,52.533920060172456
2026-02-03,59.019589203403626
2026-02-04,60.31672303204986
2026-02-05,60.31672303204986
2026-02-06,52.533920060172456
2026-02-07,18.808440515370386
2026-02-08,20.10557434401662
2026-02-09,51.236786231526224
2026-02-10,60.31672303204986
2026-02-11,56.42532154611116
2026-02-12,56.42532154611116
2026-02-13,42.15684943100259
2026-02-14,17.51130668672415
2026-02-15,17.51130668672415
2026-02-16,29.185511144540254
2026-02-17,48.642518574233755
2026-02-18,52.533920060172456
2026-02-19,56.42532154611116
2026-02-20,48.642518574233755
2026-02-21,19.4570074296935
2026-02-22,20.10557434401662
2026-02-23,55.77675463178804
2026-02-24,60.96528994637298
2026-02-25,57.72245537475739
2026-02-26,60.96528994637298
2026-02-27,51.236786231526224
2026-02-28,18.808440515370386
2026-03-01,20.754141258339736
2026-03-02,60.31672303204986
2026-03-03,60.96528994637298
2026-03-04,59.66815611772674
2026-03-05,60.96528994637298
2026-03-06,53.83105388881869
2026-03-07,20.754141258339736
2026-03-08,21.40270817266285
2026-03-09,56.42532154611116
2026-03-10,59.66815611772674
2026-03-11,55.128187717464925
2026-03-12,55.128187717464925
2026-03-13,41.50828251667947
2026-03-14,20.10557434401662
2026-03-15,21.40270817266285
2026-03-16,45.39968400261817
2026-03-17,52.533920060172456
2026-03-18,49.291085488556874
2026-03-19,46.696817831264404
2026-03-20,36.96831411641765
2026-03-21,16.21417285807792
2026-03-22,20.10557434401662
2026-03-23,50.588219317203105
2026-03-24,51.236786231526224
2026-03-25,52.533920060172456
2026-03-26,49.291085488556874
2026-03-27,42.15684943100259
2026-03-28,20.10557434401662
2026-03-29,21.40270817266285
2026-03-30,45.39968400261817
2026-03-31,47.34538474558752
2026-04-01,42.8054163453257
2026-04-02,38.914014859387
2026-04-03,23.99697582995532
2026-04-04,15.565605943754802
2026-04-05,17.51130668672415
2026-04-06,40.85971560235635
2026-04-07,46.696817831264404
2026-04-08,46.696817831264404
2026-04-09,46.04825091694129
2026-04-10,40.21114868803324
2026-04-11,16.21417285807792
2026-04-12,20.10557434401662
2026-04-13,53.83105388881869
2026-04-14,55.128187717464925
2026-04-15,53.182486974495575
2026-04-16,51.236786231526224
2026-04-17,47.34538474558752
2026-04-18,17.51130668672415
2026-04-19,21.40270817266285
2026-04-20,54.479620803141806
2026-04-21,57.073888460434276
2026-04-22,49.93965240287999
2026-04-23,53.182486974495575
2026-04-24,46.04825091694129
2026-04-25,19.4570074296935
2026-04-26,22.699842001309086
2026-04-27,56.42532154611116
2026-04-28,55.128187717464925
2026-04-29,52.533920060172456
2026-04-30,51.236786231526224
2026-05-01,47.34538474558752
2026-05-02,23.99697582995532
2026-05-03,27.239810401570903
2026-05-04,55.128187717464925
2026-05-05,53.182486974495575
2026-05-06,47.99395165991064
2026-05-07,50.588219317203105
2026-05-08,46.696817831264404
2026-05-09,20.10557434401662
2026-05-10,20.754141258339736
2026-05-11,49.291085488556874
2026-05-12,46.696817831264404
2026-05-13,46.696817831264404
2026-05-14,41.50828251667947
2026-05-15,37.61688103074077
2026-05-16,19.4570074296935
2026-05-17,20.754141258339736
2026-05-18,40.21114868803324
2026-05-19,38.914014859387
2026-05-20,38.26544794506389
2026-05-21,36.31974720209454
2026-05-22,28.536944230217138
2026-05-23,22.05127508698597
2026-05-24,23.348408915632202
2026-05-25,24.645542744278437
2026-05-26,39.56258177371012
2026-05-27,36.31974720209454
2026-05-28,36.96831411641765
2026-05-29,33.72547954480207
2026-05-30,23.348408915632202
2026-05-31,29.83407805886337
